etf,underlying,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,haircut_factor,ema_applied,prev_w_book
RGTU,RGTI,479.0,217.0,0.45964523367283683,0.16040776671028978,1.0029179701507127,0.005558797257217611,1.0,True,0.0034614857212343086
SMU,SMR,479.0,205.0,0.8457980837398777,0.13221933420810325,2.2389261833903156,0.01056818298539492,1.0,True,0.00896135288645443
SRPU,SRPT,479.0,131.0,0.2774161205527923,0.3156616867767554,0.30759400415339605,0.002159488007844915,1.0,True,0.0009996394231126166
TARK,ARKK,479.0,500.0,0.016421516801473905,0.12286082680111973,0.046780825346549634,0.000478655229294258,1.0,True,0.0006451616970892118
TEMT,TEM,451.0,245.0,0.32261076202110084,0.10099045337596113,1.1180637667506728,0.006063756636010562,1.0,True,0.005963164316274043
UNX,U,479.0,159.0,0.45954351886617717,0.21146566026091917,0.7605974010376321,0.0044554582024754,1.0,True,0.0029330026911510657
UPSX,UPST,479.0,226.0,0.3261722227251564,0.10797888770929323,1.0572462855993978,0.005798416914873555,1.0,True,0.005833105235094198
WULX,WULF,479.0,132.0,0.736392844531341,0.1666600320352093,1.546486535725126,0.007860413968162241,1.0,True,0.005732209859796683
OKLL,OKLO,479.0,217.0,0.7446619215231942,0.11448122566228418,2.2766324436634946,0.010710329712798814,1.0,True,0.006901528650183486
GDXU,GDX,479.0,500.0,0.260126091716469,0.1568931970124009,0.5802936891748594,0.00358828378164694,1.0,True,0.0030602925000082952
BITX,IBIT,479.0,500.0,0.17014358798308754,0.07301989067273439,0.8155347158896349,0.004711101557911335,1.0,True,0.007320557578537239
ETHU,ETHA,426.0,447.0,0.5192129870010908,0.08604525834458748,2.111964667740611,0.010085973501924776,1.0,True,0.01285102533303779
MSTX,MSTR,479.0,430.0,0.14819273300028618,0.1281112269133363,0.4048626947050243,0.002690386736468515,1.0,True,0.0029877675539315414
ORCX,ORCL,479.0,310.0,0.200163834554476,0.09508823905846936,0.7367613785653201,0.004343401586163826,1.0,True,0.004725415910459693
IONX,IONQ,479.0,288.0,0.5187429328492708,0.11002858495094309,1.650116890789738,0.008279045549479048,1.0,True,0.00753782537724746
HIMZ,HIMS,479.0,286.0,0.3156530660468852,0.3842681050305839,0.28750388510026564,0.0020458956472935177,1.0,True,0.0015014004140193888
IRE,IREN,479.0,134.0,0.8646755371163328,0.1330190442283526,2.275136163744969,0.01070469798955716,1.0,True,0.006003507482172447
AVGX,AVGO,479.0,425.0,0.0971937240653438,0.07800632342185052,0.4360903312787272,0.0028551548707908604,1.0,True,0.0032193795664998575
RKLX,RKLB,479.0,287.0,0.5666296206957606,0.09176523511117171,2.161171025206388,0.010273532832656973,1.0,True,0.008771162365618576
RGTX,RGTI,479.0,274.0,0.7036731946148591,0.11822216653383422,2.0832439916816763,0.009976095880419983,1.0,True,0.00846678280729205
SOFX,SOFI,479.0,325.0,0.19785519572999327,0.08236777963481919,0.8407330974868721,0.00482719696736418,1.0,True,0.0045850506121797975
NVOX,NVO,479.0,354.0,0.18267019836602383,0.09338265935915321,0.6846514103032082,0.004095850626991363,1.0,True,0.005432863212036966
LLYX,LLY,479.0,435.0,0.09532969741771319,0.07361000707377705,0.4532725294097378,0.0029448014866794076,1.0,True,0.00560002093911361
SOUX,SOUN,479.0,217.0,0.3313024685437735,0.1097302240800749,1.0567358716564972,0.0057961773339620624,1.0,True,0.004300727724354371
QPUX,IONQ,479.0,186.0,0.18559617040940052,0.5216650707270575,0.12452177323805806,0.0010475258318301593,1.0,True,0.0006451613966751784
HOOX,HOOD,479.0,283.0,0.31281636146865255,0.09670356095742569,1.1321788508101591,0.0061249216069220284,1.0,True,0.00568608932423917
RIOX,RIOT,479.0,333.0,0.3901280006373154,0.11222902604041061,1.2166620796824372,0.0064879050003432475,1.0,True,0.0045100528017337094
QSU,QS,479.0,134.0,0.2839519373685207,0.13253788250891674,0.7498473357026513,0.004405008860505626,1.0,True,0.002744023193413976
MPL,MP,479.0,134.0,0.29888047025097675,0.12463780418317096,0.8392972362872101,0.0048206004677962275,1.0,True,0.0032275522318987006
OSCX,OSCR,479.0,152.0,0.34234983535791297,0.11608565430512123,1.032189921248378,0.005688217517152118,1.0,True,0.006216370508825512
DKNX,DKNG,479.0,191.0,0.16882059173711345,0.10438803843026835,0.566034269792896,0.003517569482144557,1.0,True,0.004960437873756586
ANEL,ANET,479.0,167.0,0.20334282549700275,0.0887443104036533,0.8019667807461056,0.004648294198728545,1.0,True,0.005126517552564904
VSTL,VST,479.0,198.0,0.1367799712877494,0.08397066339014514,0.5701156572776428,0.0035378456283380205,1.0,True,0.0038414065435925376
CVNX,CVNA,479.0,234.0,0.19555226869734005,0.11521298963844212,0.5940588318978239,0.003656217893029951,1.0,True,0.0038055422700816596
LMNX,LMND,479.0,137.0,0.33349115996439693,0.1333801396073847,0.8751070911390507,0.004984452555925568,1.0,True,0.003026650541905639
AVXX,AVAV,479.0,131.0,0.4228131585031807,0.14254027387184454,1.03819504099707,0.005714676679292116,1.0,True,0.005525741326790014
AMDG,AMD,479.0,320.0,0.27003389344890505,0.09074658175772292,1.0414922620385467,0.005729191543878856,1.0,True,0.005408828297023905
ARMG,ARM,479.0,327.0,0.08580302137118295,0.10344097387394172,0.290320714850494,0.002061915786906782,1.0,True,0.0019977295097824426
ASMG,ASML,479.0,327.0,0.03057220008971545,0.08535782954983817,0.1253578035879275,0.0010531484756898459,1.0,True,0.0011568204780513349
AVGG,AVGO,479.0,242.0,0.16746161376137908,0.08392187245474092,0.698406304603033,0.0041615491196039045,1.0,True,0.005199966150187638
BAIG,BBAI,479.0,176.0,0.4903686814316044,0.14413595132121637,1.1907441337697562,0.006377100549004418,1.0,True,0.004557866970672046
BOEG,BA,479.0,223.0,0.03384795953419275,0.08918708830142469,0.13283072766014067,0.0011030808511613547,1.0,True,0.0017359385277483487
BULG,BULL,479.0,184.0,0.16217367585683673,0.11023455073803837,0.5149092201117534,0.0,1.0,True,0.0
COIG,COIN,479.0,285.0,0.3095582809955934,0.10136183082260292,1.0688974091053758,0.005849480851841118,1.0,True,0.005766461744222697
CRMG,CRM,479.0,271.0,0.07748738783759795,0.08584915002182791,0.3159097758832048,0.0022060683121819346,1.0,True,0.0036488739416842752
CRWG,CRWV,255.0,184.0,0.7981029782828086,0.12822536988459404,2.1784771816247614,0.010339294752925228,1.0,True,0.008685341238093978
GLGG,GLXY,221.0,176.0,0.2348137904547702,0.14851916605255377,0.5533617568933042,0.003454425392475531,0.876984126984127,True,0.0016424229678714724
HOOG,HOOD,479.0,281.0,0.26380430478497807,0.099591749463664,0.9270999572954527,0.005219990985412346,1.0,True,0.004550474490718365
LULG,LULU,479.0,123.0,-0.5002897506997732,0.16741678762995776,0.0,0.0,1.0,True,0.0
MPG,MP,479.0,130.0,0.26650371639943177,0.12716570677905953,0.7335020038213714,0.004328022878429904,1.0,True,0.0026797864608384056
NBIG,NBIS,363.0,130.0,0.8178051694708182,0.12090045561780463,2.3674998398652343,0.011050971802865113,1.0,True,0.007834992137306897
NVDG,NVDA,479.0,346.0,0.10069124515840641,0.082479399023617,0.4272816754563298,0.002808923545084067,1.0,True,0.00405448343160097
PANG,PANW,479.0,281.0,0.06675270147116255,0.08164951522359547,0.2861431014125019,0.002038145236190072,1.0,True,0.0033918687040944235
PLTG,PLTR,479.0,257.0,0.11047549239129266,0.11812550927640715,0.32733338102674453,0.002269659672924022,1.0,True,0.0021190543683260376
TSLG,TSLA,479.0,346.0,0.08158552735388815,0.08979635874480335,0.3179965755071707,0.002217718700678452,1.0,True,0.002530763644852824
TSMG,TSM,479.0,327.0,0.08886471288507185,0.08501348036715972,0.3658555016857061,0.0024809395150915364,1.0,True,0.0030813456541795036
UNHG,UNH,479.0,198.0,0.06421226191226555,0.102815678101319,0.21858817725391846,0.0016431221079411923,1.0,True,0.0023833939861069567
XYZG,XYZ,479.0,271.0,0.15907986997914905,0.11132801496262094,0.5001252785419409,0.0031858956663569213,1.0,True,0.004095314897142911
NVDB,NVDA,479.0,163.0,0.059645307698888844,0.08402670435942103,0.24844313309391988,0.0018203298975713047,1.0,True,0.00224036969051229
PLTA,PLTR,479.0,163.0,0.19870631293761246,0.08610584748376116,0.8076943849984216,0.004674833581594136,1.0,True,0.004769462739437125
TSLI,TSLA,479.0,163.0,0.17409170052649786,0.07887838317786133,0.7724815434778836,0.004511064051840261,1.0,True,0.00593075491483997
COIA,COIN,479.0,163.0,0.37754089415595127,0.0985799771555268,1.3404275063495958,0.007010728828304955,1.0,True,0.006932885329905719
BITU,IBIT,479.0,500.0,0.1479567374364543,0.07301989067273439,0.7091883817637028,0.004212867438517632,1.0,True,0.006336602297311373
ETHT,ETHA,426.0,447.0,0.42203760397772083,0.08943052440974342,1.6517085454561977,0.008285433514353312,1.0,True,0.009382347314396623
TSLR,TSLA,479.0,500.0,0.14658433862851117,0.07571959264840206,0.677559357169384,0.004061873388382986,1.0,True,0.005045873757420525
AMDL,AMD,479.0,500.0,0.2855990263401865,0.0743693466861,1.3440975841965845,0.007026080875808063,1.0,True,0.006884555681823682
AMZZ,AMZN,479.0,500.0,0.08190734148902605,0.07301989067273439,0.39259945827149234,0.0026249936728939406,1.0,True,0.003912468663717036
AVGU,AVGO,479.0,203.0,0.0395208410699942,0.09296163545710812,0.1487957296198828,0.001207927525996767,1.0,True,0.0011831989045538384
BABX,BABA,479.0,500.0,0.1961457708979521,0.07301989067273439,0.9401687565100328,0.0052787750568950645,1.0,True,0.00813404215600574
BULX,BULL,479.0,168.0,0.2172997566014307,0.11299016383936347,0.6731109348476292,0.004040525210125817,1.0,True,0.004098248936002957
CONL,COIN,479.0,500.0,0.38227221001830336,0.08559789773257916,1.563067283783101,0.007927762710307111,1.0,True,0.00873811840466996
CRWL,CRWD,479.0,368.0,0.03650456727403365,0.08418386379436021,0.15177016081278666,0.001227206422852975,1.0,True,0.0015683276712293841
DLLL,DELL,479.0,305.0,0.0793401843069306,0.11702918230906124,0.2372832481567773,0.0017546163307502753,1.0,True,0.0021104360551058485
ETRL,ETOR,224.0,168.0,0.09698743432687759,0.10424545292936266,0.3256314885735006,0.0022602143076551414,0.8888888888888888,True,0.002543712565314177
INTW,INTC,479.0,306.0,0.3696462059337521,0.08859860045001366,1.4602507423331796,0.007507761237537251,1.0,True,0.009574196268750546
IONL,IONQ,479.0,278.0,0.4237141876727203,0.12636542309515508,1.1735802567904985,0.006303456206966088,1.0,True,0.005065770648559069
MRAL,MARA,479.0,291.0,0.08233701721497261,0.1420091815536928,0.20293023105935243,0.0015482671667313408,1.0,True,0.001092981181869151
FBL,META,479.0,500.0,0.1170341406767362,0.07301989067273439,0.5609697420726604,0.0034923684283602137,1.0,True,0.005192563950594318
MVLL,MRVL,479.0,291.0,0.13958026154966247,0.10067865127076908,0.48523784263849995,0.0031097983922914077,1.0,True,0.0030432446731227343
MSTP,MSTR,479.0,226.0,-0.1898744955587518,0.18287181769595084,0.0,0.0,1.0,True,0.0
MULL,MU,479.0,368.0,0.27066369079137176,0.09347637845161984,1.013435622412461,0.005605384867323679,1.0,True,0.005482265346962554
NBIL,NBIS,363.0,144.0,0.7687012735225689,0.10980448227482945,2.450222797458356,0.011358813402522936,1.0,True,0.0072708130205383584
NOWL,NOW,479.0,203.0,0.07514366693217805,0.11255271275517043,0.23367080883667232,0.0017332135420134692,1.0,True,0.0024435846974314944
NVDL,NVDA,479.0,500.0,0.07178118133589535,0.0750557425915922,0.3347300632846941,0.0023105973975004676,1.0,True,0.003246856359027181
PTIR,PLTR,479.0,417.0,0.2723496480260137,0.08211655764474199,1.1608179829151468,0.006248558010091848,1.0,True,0.007404893720487956
RDTL,RDDT,479.0,279.0,0.3093171967911691,0.10769152426066919,1.0052882027638639,0.00556930462235267,1.0,True,0.005871634554664188
SMCL,SMCI,479.0,345.0,0.06142391458198096,0.3248908203362999,0.06617106042405264,0.0006316885133450748,1.0,True,0.0006451613809935595
TSMU,TSM,479.0,368.0,0.08030708182659846,0.07395166112836665,0.3800790707124209,0.002557806393537437,1.0,True,0.003117984171791993
UBRL,UBER,479.0,417.0,0.12896400361796495,0.07301989067273439,0.618152134308002,0.0037743728764828054,1.0,True,0.006280222937146822
VRTL,VRT,479.0,279.0,0.2146839526716932,0.10423885404794875,0.7208385406897251,0.004268142425676151,1.0,True,0.004368880351359766
COYY,COIN,479.0,193.0,0.37206943632985867,0.24930004410053577,0.5223597259490844,0.02242873431457165,1.0,True,0.021193835728551425
IOYY,IONQ,479.0,124.0,0.5926066944842076,0.26535583080425484,0.7816385358514114,0.030962340914045684,1.0,True,0.03421057722693997
MAAY,MARA,479.0,124.0,0.5729627896025853,0.24869713312505784,0.806350173164499,0.03174299969786831,1.0,True,0.03126817614935825
FBYY,META,479.0,133.0,0.40896458880004594,0.22835535683184677,0.6268195678256754,0.02595034013933681,1.0,True,0.027865102119505897
MTYY,MSTR,479.0,154.0,0.5268152234296178,0.26215984416513377,0.7033316974518128,0.028454906997718427,1.0,True,0.025851140351567724
SMYY,SMCI,479.0,149.0,0.5259728418098171,0.27152227942055723,0.6779940674713497,0.0276318353970423,1.0,True,0.02304843893834632
XBTY,IBIT,479.0,245.0,0.5034327013497057,0.2095203813519202,0.8409752041088587,0.03282884253941686,1.0,True,0.03656272948573051
MSTZ,MSTR,479.0,405.0,0.6037681077438178,0.3815586370077607,0.5538305707545499,0.012215759139259671,1.0,True,0.0075899653558766465
CONI,COIN,479.0,417.0,0.528876145905843,0.4054560473911004,0.4565393764826309,0.01046650088413531,1.0,True,0.00791341378839861
MSDD,MSTR,479.0,225.0,0.8889242577703105,0.3479374193417685,0.8941938202800815,0.017921083061067065,1.0,True,0.0165224478091518
ETHD,ETHA,426.0,447.0,1.091930516281309,0.2776095867659333,1.3766660047683794,0.025309396635099655,1.0,True,0.024999999965122373
CORD,CRWV,255.0,151.0,1.2572696955167006,0.7261363010631656,0.6060079805768673,0.013128091535330842,1.0,True,0.02499999992579935
QBTZ,QBTS,479.0,144.0,2.364061938785431,0.5057721038759462,1.635957523623817,0.029056047718319933,1.0,True,0.025000000010882026
PLTZ,PLTR,479.0,228.0,0.5773543754002757,0.24312271177557493,0.8311606509910509,0.016903121026787524,1.0,True,0.017974173144769238
SMCZ,SMCI,479.0,273.0,-7.15427824527838,0.781046985837608,0.0,0.0,1.0,True,0.0
