symbol,underlying,realized_pnl,fifo_realized,commissions,n_trades,unrealized_pnl,position,markPrice,positionValue,subCategory,cash_pnl,dividends,borrow_fees,taxes,corp_actions,n_cash_rows,net_pnl,pair_label
JEPQ,QQQ,0.0,0.0,0.0,0.0,-66.544817,-70.0,59.86,-4190.2,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-66.544817,QQQ / JEPQ
TQQY,QQQ,0.0,0.0,0.0,0.0,-75.179022,-180.0,15.6946,-2825.03,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-75.179022,QQQ / TQQY
RBLY,RBLX,0.0,0.0,0.0,0.0,120.178006,-165.0,25.6422,-4230.96,ETF,0.0,0.0,0.0,0.0,0.0,0.0,120.178006,RBLX / RBLY
RBLX,RBLX,0.0,0.0,0.0,0.0,-34.499028,56.0,75.73,4240.88,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-34.499028,RBLX / RBLX
RDYY,RDDT,0.0,0.0,0.0,0.0,429.680255,-44.0,29.54,-1299.76,ETF,0.0,0.0,0.0,0.0,0.0,0.0,429.680255,RDDT / RDYY
RDDT,RDDT,0.0,0.0,0.0,0.0,-395.575171,7.0,190.05,1330.35,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-395.575171,RDDT / RDDT
SNAG,SNAP,0.0,0.0,0.0,0.0,11.512953,-2.0,13.5226,-27.05,ETF,0.0,0.0,0.0,0.0,0.0,0.0,11.512953,SNAP / SNAG
SNAP,SNAP,0.0,0.0,0.0,0.0,-11.23294,8.0,7.24,57.92,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-11.23294,SNAP / SNAP
SNOU,SNOW,0.0,0.0,0.0,0.0,379.727194,-73.0,33.32,-2432.36,ETF,0.0,0.0,0.0,0.0,0.0,0.0,379.727194,SNOW / SNOU
SNOY,SNOW,0.0,0.0,0.0,0.0,248.340795,-366.0,10.84,-3967.44,ETF,0.0,0.0,0.0,0.0,0.0,0.0,248.340795,SNOW / SNOY
SNOW,SNOW,0.0,0.0,0.0,0.0,-584.150999,46.0,199.37,9171.02,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-584.150999,SNOW / SNOW
SOLT,SOEZ,0.0,0.0,0.0,0.0,805.110635,-426.0,5.38,-2291.88,ETF,0.0,0.0,0.0,0.0,0.0,0.0,805.110635,SOEZ / SOLT
SOEZ,SOEZ,0.0,0.0,0.0,0.0,-780.152863,251.0,20.06,5035.06,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-780.152863,SOEZ / SOEZ
SPY,SPY,0.0,0.0,0.0,0.0,115.223639,24.0,694.04,16656.96,ETF,0.0,0.0,0.0,0.0,0.0,0.0,115.223639,SPY / SPY
XYLD,SPY,0.0,0.0,0.0,0.0,-7.538141,-102.0,40.78,-4159.56,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-7.538141,SPY / XYLD
SPYI,SPY,0.0,0.0,0.0,0.0,-13.323343,-79.0,52.82,-4172.78,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-13.323343,SPY / SPYI
XYLG,SPY,0.0,0.0,0.0,0.0,-19.699327,-150.0,27.77,-4165.5,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-19.699327,SPY / XYLG
JEPI,SPY,0.0,0.0,0.0,0.0,-30.055862,-71.0,58.55,-4157.05,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-30.055862,SPY / JEPI
TEMT,TEM,0.0,0.0,0.0,0.0,178.918522,-201.0,12.78,-2568.78,ETF,0.0,0.0,0.0,0.0,0.0,0.0,178.918522,TEM / TEMT
TEM,TEM,0.0,0.0,0.0,0.0,-163.853628,84.0,63.51,5334.84,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-163.853628,TEM / TEM
TER,TER,0.0,0.0,0.0,0.0,561.334686,24.0,251.87,6044.88,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,561.334686,TER / TER
TERG,TER,0.0,0.0,0.0,0.0,-569.322774,-108.0,30.713,-3317.0,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-569.322774,TER / TERG
TSLW,TSLA,0.0,0.0,0.0,0.0,349.47493,-129.0,29.245,-3772.61,ETF,0.0,0.0,0.0,0.0,0.0,0.0,349.47493,TSLA / TSLW
TSLL,TSLA,0.0,0.0,0.0,0.0,342.45822,-149.0,16.06,-2392.94,ETF,0.0,0.0,0.0,0.0,0.0,0.0,342.45822,TSLA / TSLL
TSLR,TSLA,0.0,0.0,0.0,0.0,332.798268,-89.0,26.94,-2397.66,ETF,0.0,0.0,0.0,0.0,0.0,0.0,332.798268,TSLA / TSLR
TSLI,TSLA,0.0,0.0,0.0,0.0,331.986198,-80.0,29.96,-2396.8,ETF,0.0,0.0,0.0,0.0,0.0,0.0,331.986198,TSLA / TSLI
TSLY,TSLA,0.0,0.0,0.0,0.0,251.450731,-113.0,34.18,-3862.34,ETF,0.0,0.0,0.0,0.0,0.0,0.0,251.450731,TSLA / TSLY
TSLA,TSLA,0.0,0.0,0.0,0.0,-1749.398891,56.0,416.56,23327.36,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-1749.398891,TSLA / TSLA
TSM,TSM,0.0,0.0,0.0,0.0,264.860658,29.0,339.55,9846.95,ADR,0.0,0.0,0.0,0.0,0.0,0.0,264.860658,TSM / TSM
TSMY,TSM,0.0,0.0,0.0,0.0,-39.471686,-257.0,16.27,-4181.39,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-39.471686,TSM / TSMY
TSMU,TSM,0.0,0.0,0.0,0.0,-134.872549,-53.0,53.7,-2846.1,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-134.872549,TSM / TSMU
UBRL,UBER,0.0,0.0,0.0,0.0,63.618946,-132.0,21.06,-2779.92,ETF,0.0,0.0,0.0,0.0,0.0,0.0,63.618946,UBER / UBRL
UBER,UBER,0.0,0.0,0.0,0.0,-69.872114,68.0,81.7,5555.6,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-69.872114,UBER / UBER
UNHG,UNH,0.0,0.0,0.0,0.0,908.872001,-144.0,12.15,-1749.6,ETF,0.0,0.0,0.0,0.0,0.0,0.0,908.872001,UNH / UNHG
UNH,UNH,0.0,0.0,0.0,0.0,-913.271728,16.0,292.29,4676.64,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-913.271728,UNH / UNH
UPSX,UPST,0.0,0.0,0.0,0.0,94.060534,-9.0,42.52,-382.68,ETF,0.0,0.0,0.0,0.0,0.0,0.0,94.060534,UPST / UPSX
UPST,UPST,0.0,0.0,0.0,0.0,-72.373927,20.0,41.53,830.6,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-72.373927,UPST / UPST
VRT,VRT,0.0,0.0,0.0,0.0,553.853486,30.0,195.1,5853.0,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,553.853486,VRT / VRT
VRTL,VRT,0.0,0.0,0.0,0.0,-558.649789,-45.0,69.9478,-3147.65,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-558.649789,VRT / VRTL
XOM,XOM,0.0,0.0,0.0,0.0,315.177972,37.0,140.51,5198.87,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,315.177972,XOM / XOM
XOMX,XOM,0.0,0.0,0.0,0.0,-123.109049,-12.0,39.1008,-469.21,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-123.109049,XOM / XOMX
XOMO,XOM,0.0,0.0,0.0,0.0,-174.859143,-332.0,12.85,-4266.2,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-174.859143,XOM / XOMO
UXRP,XRP,0.0,0.0,0.0,0.0,364.329109,-292.0,8.23,-2403.16,ETF,0.0,0.0,0.0,0.0,0.0,0.0,364.329109,XRP / UXRP
XRP,XRP,0.0,0.0,0.0,0.0,-356.896561,257.0,20.17,5183.69,ETF,0.0,0.0,0.0,0.0,0.0,0.0,-356.896561,XRP / XRP
XYZY,XYZ,0.0,0.0,0.0,0.0,328.256032,-125.0,30.79,-3848.75,ETF,0.0,0.0,0.0,0.0,0.0,0.0,328.256032,XYZ / XYZY
XYZ,XYZ,0.0,0.0,0.0,0.0,-267.327428,62.0,62.21,3857.02,COMMON,0.0,0.0,0.0,0.0,0.0,0.0,-267.327428,XYZ / XYZ
