ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual
MRVU,MRVL,1.940285,10,ols_short_history,0.037964000000000005,-0.001664,0.039628000000000003,200,0.039628000000000003,False,False,False,,True,False,False,False,True,False,False,True,False,0.626723,0.471915,0.292061,0.252433
MSFU,MSFT,1.97392,502,ols,0.037155999999999995,-0.000856,0.038012,1200000,0.038012,False,False,False,,True,False,False,False,True,False,False,False,False,0.240424,0.475521,0.111895,0.073883
MUU,MU,1.994575,345,ols,0.021789,0.014511000000000001,0.007277999999999998,100000,0.007277999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.600554,1.250896,0.110872,0.103594
NFXL,NFLX,1.994768,350,ols,0.041877000000000004,-0.0055769999999999995,0.047454,3000,0.047454,False,False,False,,True,False,False,False,True,False,False,False,False,0.323392,0.692007,0.110753,0.063299
NVDU,NVDA,1.968746,502,ols,0.051539,-0.015239,0.066778,70000,0.066778,False,False,False,,True,False,False,False,True,False,False,False,False,0.497476,0.981033,0.136995,0.070217
ORCU,ORCL,2.00864,67,ols,0.14657,-0.11026999999999999,0.25684,200000,0.25684,False,False,False,,False,True,False,False,False,False,True,False,False,0.511951,1.120757,0.117015,-0.13982500000000003
PALU,PANW,2.006166,231,ols,0.064578,-0.028277999999999998,0.092856,400000,0.092856,False,False,False,,False,True,False,False,False,True,True,False,False,0.340865,0.725666,0.121031,0.028175000000000006
PLTU,PLTR,1.990975,302,ols,0.047032,-0.010731999999999998,0.057763999999999996,200000,0.057763999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.626797,1.304478,0.116198,0.058434
QCMU,QCOM,2.004959,170,ols,0.024345,0.011955,0.012389999999999998,15000,0.012389999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.386719,0.669477,0.123901,0.111511
SHPU,SHOP,2.001949,141,ols,0.158392,-0.12209199999999999,0.280484,30000,0.280484,False,False,False,,False,True,False,False,False,False,True,False,False,0.571387,1.01985,0.107786,-0.17269800000000002
SOFA,SOFI,2.014613,11,ols_short_history,0.039363,-0.003063,0.042426000000000005,100,0.042426000000000005,False,False,False,,True,False,False,False,True,False,False,True,False,0.58431,1.055364,0.17687,0.134444
TSLL,TSLA,1.981857,502,ols,0.053777,-0.017477,0.071254,400,0.071254,False,False,False,,True,False,False,False,True,False,False,True,False,0.628337,1.246357,0.087755,0.016501000000000002
TSMX,TSM,1.993578,350,ols,0.27919,-0.24289000000000002,0.52208,550000,0.52208,False,False,False,,False,True,False,False,False,False,True,False,False,0.406182,0.800958,0.120147,-0.401933
XOMX,XOM,1.963681,213,ols,0.046082,-0.009781999999999999,0.055864,25000,0.055864,False,False,False,,True,False,False,False,True,False,False,False,False,0.223183,0.427419,0.095354,0.03949
YINN,FXI,2.971757,502,ols,0.01459,0.021709999999999997,0.0,850000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.288156,0.8584,0.124847,0.124847
MEXX,EWW,2.956708,502,ols,0.090735,-0.054435000000000004,0.14517,20000,0.14517,False,False,False,,False,True,False,False,False,False,True,False,False,0.238995,0.708485,0.116817,-0.02835299999999999
KORU,EWY,2.942316,502,ols,0.106196,-0.069896,0.176092,7000,0.176092,False,False,False,,False,True,False,False,False,False,True,False,False,0.266595,0.785322,0.106031,-0.070061
HIBL,SPY,4.469505,502,ols,0.533363,-0.497063,1.030426,6000,1.030426,False,False,False,,False,True,False,False,False,False,True,False,False,0.163596,0.794315,0.197585,-0.832841
HIBS,SPY,-4.449136,502,ols,0.30344899999999997,-0.267149,0.5705979999999999,95000,0.5705979999999999,False,False,False,,False,True,False,False,False,False,True,False,False,0.163596,0.793522,0.141518,-0.4290799999999999
LABU,XBI,2.988208,502,ols,0.14175000000000001,-0.10545,0.24720000000000003,60000,0.24720000000000003,False,False,False,,False,True,False,False,False,False,True,False,False,0.259063,0.774719,0.122936,-0.12426400000000003
LABD,XBI,-2.994454,502,ols,0.08605499999999999,-0.049755,0.13581,400000,0.13581,False,False,True,,False,True,True,False,True,False,False,False,False,0.259063,0.776648,0.236976,0.101166
SOXL,SOXX,2.959566,502,ols,0.008593,0.027707000000000002,0.0,1500000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.375674,1.112787,0.128701,0.128701
CHAU,ASHR,1.967117,502,ols,0.014291,0.022008999999999997,0.0,100000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.260633,0.513619,0.053221,0.053221
CWEB,KWEB,1.985771,502,ols,0.006579000000000001,0.029721,0.0,20000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.354399,0.704279,0.067676,0.067676
ERX,XLE,1.985966,502,ols,0.06232,-0.026019999999999998,0.08834,20000,0.08834,False,False,False,,False,True,False,False,False,True,True,False,False,0.218912,0.435364,0.061534,-0.026806000000000003
NUGT,GDX,1.980776,502,ols,0.026282,0.010018,0.016264,150000,0.016264,False,False,False,,True,False,False,False,True,False,False,False,False,0.373995,0.74151,0.055463,0.039199
JNUG,GDXJ,1.970442,502,ols,0.056773,-0.020472999999999998,0.077246,150000,0.077246,False,False,False,,True,False,False,False,True,False,False,False,False,0.417661,0.825158,0.048349,-0.028896999999999992
GUSH,XOP,2.011142,502,ols,0.024504,0.011796,0.012708000000000002,500000,0.012708000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.284399,0.572403,0.062168,0.04946
URAA,URA,1.933109,419,ols,0.024885,0.011415,0.013470000000000001,45000,0.013470000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.429502,0.871149,0.197518,0.184048
MSTU,MSTR,1.965484,361,ols,0.385839,-0.349539,0.735378,250000,0.735378,False,False,False,,False,True,False,False,False,False,True,False,False,0.95103,1.739349,0.405915,-0.32946299999999995
NVDX,NVDA,1.998123,502,ols,0.133041,-0.096741,0.229782,250000,0.229782,False,False,False,,False,True,False,False,False,False,True,False,False,0.497476,0.995114,0.165403,-0.06437899999999999
TSLT,TSLA,1.992546,502,ols,0.076214,-0.039914,0.11612800000000001,200000,0.11612800000000001,False,False,False,,False,True,False,False,False,True,True,False,False,0.628337,1.252446,0.162689,0.04656099999999999
BTCL,IBIT,2.005589,410,ols,0.041174,-0.004874,0.046048000000000006,30000,0.046048000000000006,False,False,False,,True,False,False,False,True,False,False,False,False,0.515456,1.007459,0.185571,0.139523
ETU,ETHA,1.989555,335,ols,0.038512,-0.002212,0.040723999999999996,90000,0.040723999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.754657,1.531373,0.173377,0.13265300000000002
CCUP,CRCL,1.981118,138,ols,0.19359500000000002,-0.157295,0.35089000000000004,450000,0.35089000000000004,False,False,False,,False,True,False,False,False,False,True,False,False,1.204497,1.906461,0.204292,-0.14659800000000003
CRWU,CRWV,1.988849,148,ols,0.20829799999999998,-0.17199799999999998,0.38029599999999997,150000,0.38029599999999997,False,False,False,,False,True,False,False,False,False,True,False,False,1.223309,2.018265,0.15206,-0.22823599999999997
AAPX,AAPL,1.994175,502,ols,0.119174,-0.082874,0.202048,9000,0.202048,False,False,False,,False,True,False,False,False,False,True,False,False,0.284449,0.568316,0.117396,-0.084652
GOOX,GOOGL,1.981909,502,ols,0.052831,-0.016531,0.06936200000000001,15000,0.06936200000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.298108,0.593807,0.117219,0.047857
MSFX,MSFT,2.007817,502,ols,0.06621400000000001,-0.029914,0.096128,10000,0.096128,False,False,False,,False,True,False,False,False,True,True,False,False,0.240424,0.484237,0.130123,0.033994999999999984
NFLU,NFLX,1.988103,354,ols,0.051214,-0.014914,0.066128,250000,0.066128,False,False,False,,True,False,False,False,True,False,False,False,False,0.323392,0.686922,0.117765,0.05163699999999999
ROBN,HOOD,2.011014,269,ols,0.081486,-0.045186000000000004,0.126672,250000,0.126672,False,False,False,,False,True,False,False,False,False,True,False,False,0.702591,1.545613,0.17552,0.048848
ARMU,ARM,1.997622,248,ols,0.250468,-0.214168,0.46463600000000005,3000,0.46463600000000005,False,False,False,,False,True,False,False,False,False,True,False,False,0.627075,1.138007,0.120921,-0.34371500000000005
DJTU,DJT,2.002254,248,ols,0.23735099999999998,-0.201051,0.43840199999999996,20000,0.43840199999999996,False,False,False,,False,True,False,False,False,False,True,False,False,1.053649,1.486516,0.378597,-0.05980499999999994
RBLU,RBLX,2.021346,248,ols,0.055216,-0.018916,0.074132,100000,0.074132,False,False,False,,True,False,False,False,True,False,False,False,False,0.519994,1.129077,0.171768,0.097636
SNOU,SNOW,2.014805,212,ols,0.048585,-0.012284999999999999,0.06087,10000,0.06087,False,False,False,,True,False,False,False,True,False,False,False,False,0.53436,0.998487,0.106183,0.045313
SMUP,SMR,2.063404,148,ols,0.17711,-0.14081,0.31792,9600000,0.31792,False,False,False,,False,True,False,False,False,False,True,False,False,1.241733,2.40624,1.4026,1.08468
DKUP,DKNG,1.983499,145,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.47636,0.982971,0.20507,
BULU,BULL,1.976059,145,ols,0.19957999999999998,-0.16327999999999998,0.36285999999999996,1000,0.36285999999999996,False,False,False,,False,True,False,False,False,False,True,False,False,2.731944,1.164942,0.46,0.09714000000000006
GLXU,GLXY,2.013756,139,ols,0.095968,-0.059668,0.155636,100000,0.155636,False,False,False,,False,True,False,False,False,False,True,False,False,0.883142,1.816018,0.19167,0.03603400000000001
AFRU,AFRM,1.959535,113,ols,0.14898999999999998,-0.11269,0.26167999999999997,550000,0.26167999999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.761609,1.231702,0.276583,0.014903000000000055
AXUP,AXON,1.970743,113,ols,0.133915,-0.097615,0.23153,10000,0.23153,False,False,False,,False,True,False,False,False,False,True,False,False,0.527145,1.093936,0.190315,-0.041215
KTUP,KTOS,2.019729,113,ols,0.14843299999999998,-0.112133,0.26056599999999996,9000,0.26056599999999996,False,False,False,,False,True,False,False,False,False,True,False,False,0.542572,1.557441,0.220845,-0.03972099999999995
TTDU,TTD,1.991367,112,ols,0.175578,-0.13927799999999999,0.314856,1000,0.314856,False,False,False,,False,True,False,False,False,False,True,False,False,0.599948,0.848937,0.248011,-0.06684500000000002
BKNU,BKNG,2.02307,112,ols,0.132122,-0.095822,0.22794399999999998,2000,0.22794399999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.283707,0.695882,0.170194,-0.05774999999999997
PXIU,UPXI,1.943719,112,ols,0.281892,-0.245592,0.527484,8000,0.527484,False,False,False,,False,True,False,False,False,False,True,False,False,2.992493,2.453806,0.557323,0.02983900000000006
BMNU,BMNR,1.942078,105,ols,0.186102,-0.149802,0.335904,750000,0.335904,False,False,False,,False,True,False,False,False,False,True,False,False,8.409232,2.113394,0.689613,0.35370900000000005
SBTU,SBET,2.019745,88,ols,0.346425,-0.310125,0.65655,25000,0.65655,False,False,False,,False,True,False,False,False,False,True,False,False,3.655573,1.750411,0.11111,-0.5454399999999999
CIFU,CIFR,1.988236,65,ols,0.287452,-0.25115200000000004,0.5386040000000001,7000,0.5386040000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.140151,2.182685,0.39111,-0.14749400000000007
SOLX,GSOL,1.978013,58,ols,0.085846,-0.049546,0.135392,3000,0.135392,False,False,False,,False,True,False,False,False,False,True,False,False,1.25135,1.64761,0.189292,0.053899999999999976
XRPK,XRPZ,1.958884,58,ols,0.119728,-0.083428,0.203156,500,0.203156,False,False,False,,False,True,False,False,False,False,True,True,False,0.904591,1.810178,0.128401,-0.07475500000000002
XRPT,XRPZ,0.050739,64,ols,0.064373,-0.028073,0.092446,300000,0.092446,False,False,False,,False,True,False,False,False,True,True,False,False,0.904591,20.415544,,
GMEU,GME,1.966299,212,ols,0.210899,-0.174599,0.385498,15000,0.385498,False,False,False,,False,True,False,False,False,False,True,False,False,1.125739,0.917527,0.396321,0.010822999999999972
APLX,APLD,1.994354,118,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.319769,2.231705,0.248923,
APPX,APP,1.983819,211,ols,0.060862999999999993,-0.024563,0.085426,250000,0.085426,False,False,False,,False,True,False,False,False,True,True,False,False,0.811892,1.423905,0.115867,0.030440999999999996
ARCX,ACHR,1.99024,180,ols,0.128649,-0.092349,0.22099800000000003,20000,0.22099800000000003,False,False,False,,False,True,False,False,False,False,True,False,False,0.869218,1.474656,0.208128,-0.01287000000000002
ASTX,ASTS,1.990493,159,ols,0.069313,-0.033013,0.102326,150000,0.102326,False,False,False,,False,True,False,False,False,True,True,False,False,1.285016,2.065805,0.170687,0.068361
AURU,AUR,1.866894,96,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.909166,1.218723,0.944274,
BEX,BE,1.985098,71,ols,0.177444,-0.141144,0.318588,65000,0.318588,False,False,False,,False,True,False,False,False,False,True,False,False,0.970492,2.099034,0.087852,-0.230736
BLSX,BLSH,2.052587,86,ols,0.064196,-0.027896,0.09209200000000001,8000,0.09209200000000001,False,False,False,,False,True,False,False,False,True,True,False,False,0.828587,1.483144,0.058951,-0.033141000000000004
CEGX,CEG,1.985505,159,ols,0.06296299999999999,-0.026663000000000003,0.089626,45000,0.089626,False,False,False,,False,True,False,False,False,True,True,False,False,0.580764,0.919452,0.098849,0.009223000000000009
CELT,CELH,1.976313,97,ols,0.034979,0.001321,0.033658,8000,0.033658,False,False,False,,True,False,False,False,True,False,False,False,False,0.630996,1.234396,0.205455,0.171797
CLSX,CLSK,2.004448,113,ols,0.13650700000000002,-0.10020699999999999,0.236714,55000,0.236714,False,False,False,,False,True,False,False,False,False,True,False,False,0.99978,2.153483,0.273717,0.03700299999999998
COZX,CORZ,2.040888,77,ols,0.04567,-0.00937,0.055040000000000006,45000,0.055040000000000006,False,False,False,,True,False,False,False,True,False,False,False,False,0.869766,1.476307,0.248173,0.193133
CRDU,CRDO,1.983178,113,ols,0.094959,-0.058658999999999996,0.153618,95000,0.153618,False,False,False,,False,True,False,False,False,False,True,False,False,0.889706,1.679989,0.154903,0.0012850000000000084
CSEX,CLS,2.002915,71,ols,0.0732,-0.0369,0.1101,25000,0.1101,False,False,False,,False,True,False,False,False,True,True,False,False,0.698053,1.540319,0.065114,-0.044986
CWVX,CRWV,1.990607,159,ols,0.037359,-0.001059,0.038418,100000,0.038418,False,False,False,,True,False,False,False,True,False,False,False,False,1.223309,1.990162,-0.044444,-0.08286199999999999
DASX,DASH,2.018,86,ols,0.044556,-0.008256,0.052812,1000,0.052812,False,False,False,,True,False,False,False,True,False,False,False,False,0.401821,1.091071,0.083976,0.031163999999999997
DOGD,DDOG,2.016446,137,ols,0.17851299999999998,-0.142213,0.32072599999999996,15000,0.32072599999999996,False,False,False,,False,True,False,False,False,False,True,False,False,0.472812,1.218822,0.095451,-0.22527499999999995
ENPX,ENPH,2.018554,113,ols,0.200339,-0.164039,0.364378,5000,0.364378,False,False,False,,False,True,False,False,False,False,True,False,False,0.724325,1.69815,0.193685,-0.17069299999999998
FLYT,FLY,1.986985,86,ols,0.17415,-0.13785,0.312,15000,0.312,False,False,False,,False,True,False,False,False,False,True,False,False,1.080757,2.344034,0.215167,-0.096833
GEVX,GEV,1.994079,159,ols,0.044548,-0.008248,0.052795999999999996,40000,0.052795999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.532477,1.012766,0.092748,0.039952
IREX,IREN,1.981773,86,ols,0.260387,-0.224087,0.48447399999999996,45000,0.48447399999999996,False,False,False,,False,True,False,False,False,False,True,False,False,1.074445,2.247666,0.250461,-0.23401299999999997
JOBX,JOBY,1.983711,118,ols,0.268279,-0.23197900000000002,0.500258,35000,0.500258,False,False,False,,False,True,False,False,False,False,True,False,False,0.807929,1.52267,0.27457,-0.225688
LABX,ALAB,1.993972,137,ols,0.040041,-0.003741,0.043782,300000,0.043782,False,False,False,,True,False,False,False,True,False,False,False,False,0.919589,1.796787,0.093859,0.050076999999999997
LRCU,LRCX,2.046211,132,ols,0.106158,-0.069858,0.176016,15000,0.176016,False,False,False,,False,True,False,False,False,False,True,False,False,0.482082,1.043979,0.15338,-0.022636000000000017
LYFX,LYFT,1.865642,96,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.589547,1.065849,0.681601,
MDBX,MDB,1.989656,132,ols,0.055554,-0.019254,0.074808,1000,0.074808,False,False,False,,True,False,False,False,True,False,False,False,False,0.648545,1.517795,0.074653,-0.00015500000000000236
NEBX,NBIS,1.998939,118,ols,0.058899,-0.022599,0.081498,100000,0.081498,False,False,False,,False,True,False,False,False,True,True,False,False,1.111628,1.773495,0.21573,0.13423200000000002
NETX,NET,1.609952,96,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.501306,1.037388,0.050261,
NNEX,NNE,1.998575,71,ols,0.184101,-0.147801,0.331902,1000,0.331902,False,False,False,,False,True,False,False,False,False,True,False,False,1.544247,1.780246,0.136211,-0.19569099999999998
NVTX,NVTS,2.000727,118,ols,0.220393,-0.184093,0.404486,8000,0.404486,False,False,False,,False,True,False,False,False,False,True,False,False,1.596479,2.48337,0.318588,-0.08589800000000003
NWMX,NEM,1.221852,68,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.403779,0.82231,-0.770006,
OKTX,OKTA,1.692947,80,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.455988,0.911288,1.194727,
OPEX,OPEN,1.996841,86,ols,0.301983,-0.265683,0.567666,100000,0.567666,False,False,False,,False,True,False,False,False,False,True,False,False,1.295805,1.974813,0.37435,-0.193316
PONX,PONY,2.016221,118,ols,0.19958700000000001,-0.16328700000000002,0.36287400000000003,15000,0.36287400000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.273055,1.587676,0.200607,-0.16226700000000002
QBTX,QBTS,1.992596,211,ols,0.10406399999999999,-0.06776399999999999,0.17182799999999998,150000,0.17182799999999998,False,False,False,,False,True,False,False,False,False,True,False,False,1.425267,2.458783,0.230637,0.05880900000000003
QSX,QS,1.697939,67,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.886065,1.438607,-0.605105,
QUBX,QUBT,1.96903,171,ols,0.280851,-0.24455100000000002,0.525402,15000,0.525402,False,False,False,,False,True,False,False,False,False,True,False,False,1.745699,2.028758,0.322953,-0.20244900000000005
RGTU,RGTI,1.987934,171,ols,0.32230800000000004,-0.286008,0.6083160000000001,60000,0.6083160000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.498805,2.206035,0.200377,-0.40793900000000005
SMU,SMR,1.986345,159,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.241733,2.1047,0.247526,
SNPX,SNPS,1.933518,71,ols,0.148469,-0.112169,0.260638,100,0.260638,False,False,False,,False,True,False,False,False,False,True,True,False,0.481103,0.824713,0.082307,-0.17833099999999996
SRPU,SRPT,1.955566,86,ols,0.12734,-0.09104,0.21838000000000002,20000,0.21838000000000002,False,False,False,,False,True,False,False,False,False,True,False,False,0.834312,1.797225,0.300735,0.08235499999999996
TARK,ARKK,1.975862,502,ols,0.22775800000000002,-0.19145800000000002,0.41921600000000003,15000,0.41921600000000003,False,False,False,,False,True,False,False,False,False,True,False,False,0.400084,0.791809,0.074971,-0.344245
TEMT,TEM,1.98428,199,ols,0.067629,-0.031328999999999996,0.09895799999999999,25000,0.09895799999999999,False,False,False,,False,True,False,False,False,True,True,False,False,1.025353,1.353491,0.168586,0.06962800000000002
UNX,U,2.027095,113,ols,0.15548700000000001,-0.11918699999999999,0.274674,15000,0.274674,False,False,False,,False,True,False,False,False,False,True,False,False,0.724785,1.745588,0.149703,-0.12497099999999997
UPSX,UPST,1.987845,180,ols,0.102171,-0.065871,0.168042,5000,0.168042,False,False,False,,False,True,False,False,False,False,True,False,False,0.895809,1.436247,0.179817,0.011775000000000008
VOYX,VOYG,1.967586,118,ols,0.36745199999999995,-0.331152,0.698604,2000,0.698604,False,False,False,,False,True,False,False,False,False,True,False,False,0.88623,1.69854,0.297577,-0.401027
WULX,WULF,1.993486,86,ols,0.125458,-0.08915800000000002,0.214616,1000,0.214616,False,False,False,,False,True,False,False,False,False,True,False,False,1.178813,2.096136,0.270402,0.055785999999999974
CRMU,CRML,1.970555,12,ols_short_history,0.112611,-0.076311,0.188922,1000,0.188922,False,False,False,,False,True,False,False,False,False,True,False,False,1.600287,1.870393,0.216895,0.027972999999999998
UECG,UEC,1.959723,12,ols_short_history,0.045406,-0.009106,0.054512000000000005,800,0.054512000000000005,False,False,False,,True,False,False,False,True,False,False,True,False,0.696394,0.847051,0.56057,0.506058
DNNG,DNN,1.913323,11,ols_short_history,0.09778600000000001,-0.061486,0.15927200000000002,200,0.15927200000000002,False,False,False,,False,True,False,False,False,False,True,True,False,0.606582,0.768739,1.41675,1.2574779999999999
RCAX,RCAT,2.059656,17,ols_short_history,0.108612,-0.072312,0.180924,3000,0.180924,False,False,False,,False,True,False,False,False,False,True,False,False,1.246498,2.250287,0.181881,0.0009569999999999856
RDWU,RDW,2.012678,19,ols_short_history,0.152133,-0.11583299999999999,0.267966,30000,0.267966,False,False,False,,False,True,False,False,False,False,True,False,False,1.05998,2.396773,0.610622,0.342656
OKLL,OKLO,1.996998,171,ols,0.179133,-0.14283300000000002,0.321966,350000,0.321966,False,False,False,,False,True,False,False,False,False,True,False,False,1.29183,2.082021,0.276552,-0.045413999999999954
GDXU,GDX,3.045569,502,ols,0.027184,0.009115999999999999,0.018068,60000,0.018068,False,False,False,,True,False,False,False,True,False,False,False,False,0.373995,1.142042,0.201971,0.183903
MRNX,MRNA,2.038419,16,ols_short_history,0.059614,-0.023313999999999998,0.082928,600,0.082928,False,False,False,,False,True,False,False,False,True,True,True,False,0.659794,1.004991,0.108579,0.025650999999999993
ZETX,ZETA,2.078434,16,ols_short_history,0.12727,-0.09097,0.21824,1000,0.21824,False,False,False,,False,True,False,False,False,False,True,False,False,0.755748,1.980001,0.129608,-0.08863199999999999
LITX,LITE,1.94391,22,ols_short_history,0.08302199999999998,-0.046722,0.12974399999999997,70000,0.12974399999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.690613,1.296918,-0.251756,-0.38149999999999995
SNXX,SNDX,1.398468,22,ols_short_history,0.09664099999999999,-0.060341,0.15698199999999998,1500000,0.15698199999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.604433,2.093473,-8.288139,-8.445120999999999
WDCX,WDC,2.084278,22,ols_short_history,0.12321,-0.08691,0.21012,90000,0.21012,False,False,False,,False,True,False,False,False,False,True,False,False,0.53326,1.890715,0.12104,-0.08908
LNOK,NOK,1.950413,26,ols_short_history,0.111951,-0.075651,0.187602,300,0.187602,False,False,False,,False,True,False,False,False,False,True,True,False,0.361927,0.865487,0.036873,-0.150729
USGG,USAR,2.020075,31,ols,0.270383,-0.234083,0.504466,90000,0.504466,False,False,False,,False,True,False,False,False,False,True,False,False,1.193738,2.596894,0.173501,-0.33096499999999995
ONDG,ONDS,1.998393,31,ols,0.216438,-0.180138,0.396576,10000,0.396576,False,False,False,,False,True,False,False,False,False,True,False,False,1.319161,2.280315,0.196998,-0.19957799999999998
PLUL,PLUG,2.012337,31,ols,0.0555,-0.0192,0.0747,41,0.0747,False,False,False,,True,False,False,False,True,False,False,True,False,1.030837,1.814868,0.321151,0.24645100000000003
ALBG,ALB,2.003386,31,ols,0.100658,-0.064358,0.165016,2000,0.165016,False,False,False,,False,True,False,False,False,False,True,False,False,0.607265,1.343887,0.281172,0.11615599999999998
UUUG,UUUU,2.007142,31,ols,0.08838599999999999,-0.05208599999999999,0.14047199999999999,15000,0.14047199999999999,False,False,False,,False,True,False,False,False,False,True,False,False,0.771377,2.349685,0.172199,0.031727000000000005
HUTG,HUT,2.003535,31,ols,0.096191,-0.059891,0.156082,1000,0.156082,False,False,False,,False,True,False,False,False,False,True,False,False,1.0053,2.195432,0.315413,0.159331
