date,A_baseline,B_idle_spy_mix,C_capital_split,D_SPY
2024-12-19,1183114.3776889006,1285831.565983913,1252774.0342237055,1326515.1578698505
2024-12-20,1228952.972009007,1341727.7193760995,1283659.7272571577,1342447.9496166485
2024-12-23,1240673.3158474795,1357688.6804107311,1293539.3989984444,1350486.9492607492
2024-12-24,1247873.9748684762,1371650.966665821,1304645.0551938382,1365497.6026305403
2024-12-26,1250083.6642029635,1374019.9703770864,1305795.2948400448,1365588.3925884662
2024-12-27,1247566.33880413,1365238.7769829002,1297349.281775766,1351213.691858742
2024-12-30,1244014.2957302688,1354909.3610228265,1287863.5151704112,1335794.2017218936
2024-12-31,1243080.2205740397,1351791.9544811763,1284966.5774140228,1330934.4013653456
2025-01-02,1240790.1115468764,1347861.1221106388,1282186.5987667996,1327664.5530980628
2025-01-03,1248736.497132384,1363298.0129489002,1294459.8123326907,1344264.594644337
2025-01-06,1249823.8355417429,1367609.3029269958,1298875.4476777911,1352008.526925179
2025-01-07,1243685.300528415,1354171.028815407,1288164.5275711473,1336725.2217252192
2025-01-08,1243940.5355609902,1355197.6797543068,1289268.6305588211,1338678.1926679919
2025-01-10,1240990.197289571,1343048.7405378143,1277574.3044741307,1318239.87877003
2025-01-13,1242063.5625154718,1345002.373645632,1279133.0790047236,1320284.0626053151
2025-01-14,1244010.4297751405,1347810.8492915402,1281014.7646593044,1322100.5666548081
2025-01-15,1247053.9656203317,1361643.8181043933,1294561.0563029265,1346149.6140968609
2025-01-16,1247722.2927015526,1361135.6812392264,1293600.7580521172,1343560.6905140213
2025-01-17,1247982.89857677,1367251.345382959,1300475.6693315043,1357049.9071975783
2025-01-21,1248185.608840382,1372411.0208899262,1306787.889356786,1369471.63698453
2025-01-22,1246308.1583951828,1373348.0396156088,1309698.5032742238,1377170.3152646045
2025-01-23,1249498.5835711083,1379784.7231294238,1315052.0535770045,1384686.9906942407
2025-01-24,1250440.4637877054,1379106.5431333107,1313501.7892958908,1380644.5819154158
2025-01-27,1241892.8912360233,1361812.7299801246,1299463.1483061863,1361114.8724876894
2025-01-28,1249201.6329177031,1374435.8636001816,1308965.1537197013,1372810.141633039
2025-01-29,1249666.9116266659,1372374.2248232504,1306120.591511101,1366655.7385068762
2025-01-30,1250263.5321081094,1375899.832744496,1310086.4495087152,1373990.8340206607
2025-01-31,1246346.9524651177,1368564.6208797866,1304472.0311641654,1366678.5769745528
2025-02-03,1242767.4716124388,1360870.1910039473,1298083.722977608,1357481.4414541167
2025-02-04,1247751.0240632058,1369893.5727783756,1305128.6719842465,1366587.7870166271
2025-02-05,1251886.0048985817,1376575.3985592953,1309966.52492243,1372128.5120576182
2025-02-06,1252622.8833555833,1379220.2157198128,1312719.53983934,1376897.663434436
2025-02-07,1248515.2178891355,1369539.3672590014,1304363.9817656167,1364294.2127534375
2025-02-10,1252388.7755546684,1377431.627238072,1310933.3745928234,1373559.440742318
2025-02-11,1252210.5807716781,1377562.1649235045,1311366.4604375968,1374603.8072148552
2025-02-12,1253066.2585212367,1376623.627988919,1309580.236751469,1370175.6820930413
2025-02-13,1254933.7452673158,1384437.2085297825,1317746.936935627,1384641.595715278
2025-02-14,1256142.8480588794,1385647.4836910635,1318317.3011189909,1384573.2212904424
2025-02-18,1256577.2902700615,1387673.1664541855,1320567.0048696375,1388638.1865805534
2025-02-19,1258428.8560524925,1390942.8074266256,1323127.85287269,1391908.3168042272
2025-02-20,1257848.328925809,1387866.969446794,1319942.1086403136,1386117.3554661581
2025-02-21,1250663.0039325326,1370338.286656385,1304495.435550151,1362409.334279109
2025-02-24,1250513.271624697,1367583.229434833,1301320.7408327677,1356209.6771521783
2025-02-25,1249925.4957035328,1364125.7506204795,1297654.4429676498,1349464.8573431065
2025-02-26,1252936.2840443142,1367593.1905087957,1299500.5109475553,1350146.2049621365
2025-02-27,1245168.239573782,1350343.5529457075,1284841.1022928176,1328595.432123193
2025-02-28,1248931.6313265085,1362749.379736706,1297089.4183106935,1349328.672406218
2025-03-03,1234051.770789329,1335253.6970741667,1277829.4531937034,1325688.6027094177
2025-03-04,1234440.3338795672,1328178.3336712064,1270177.734244412,1309996.6017205967
2025-03-05,1235137.4356955718,1335494.839351657,1277566.1018356471,1324076.235087062
2025-03-06,1235073.4443474403,1324240.647112614,1265782.0932925278,1300572.209348955
2025-03-07,1236730.9425058295,1329380.9958962589,1270255.6221500356,1307861.7689055814
2025-03-10,1236305.1572886219,1312275.6492629324,1252625.0144610435,1273026.338744805
2025-03-11,1236617.4306076707,1307402.7484215077,1247489.8165074815,1262443.669518632
2025-03-12,1236804.6624315886,1310739.6407170813,1250933.074345397,1269142.9533705453
2025-03-13,1237228.8365996592,1302916.4861000888,1242686.0467626317,1252224.7240369443
2025-03-14,1237627.500302824,1315815.9705799955,1255818.154359987,1278090.27552849
2025-03-17,1237279.4918347395,1319883.9925190527,1260572.113440035,1287946.2021566704
2025-03-18,1237031.7638266622,1313141.2221774126,1253487.803476851,1274025.3102383793
2025-03-19,1238055.272248893,1320526.3912452315,1260937.2356685326,1287900.6661995118
2025-03-20,1238435.2243790259,1319137.941390361,1259265.1012378498,1284176.4452080138
2025-03-21,1238986.341348181,1319817.9844050817,1259752.4794612215,1284600.084685602
2025-03-24,1240780.1106949903,1332132.530954072,1272151.986575775,1307605.3295678997
2025-03-25,1240317.2378808719,1332864.7032878874,1273492.1046034633,1310748.4384373948
2025-03-26,1238330.7830263677,1324079.7216977556,1264674.8692803048,1295100.4226455814
2025-03-27,1237004.1738954342,1321122.174558176,1262291.9126856788,1291661.1185872632
2025-03-28,1228375.2535959305,1300984.3108988698,1244971.4386175727,1265649.0907505543
2025-03-31,1228465.6144113233,1304545.865076602,1249264.7149913823,1274145.2826827813
2025-04-01,1228797.6112847996,1306308.3458654874,1251230.0886268558,1277744.0330802517
2025-04-02,1233101.1091646345,1314174.0237869206,1257424.8102583801,1285829.9784634658
2025-04-03,1199034.6369921493,1247501.154842585,1208708.2754853708,1222463.381089932
2025-04-04,1199468.462375801,1213695.1881386715,1173141.855874179,1150896.7164838966
2025-04-07,1197406.7404365342,1210498.1072759125,1171079.9828499246,1148846.7525425947
2025-04-08,1200269.9288181325,1204409.9963782497,1163541.0941910143,1130852.6481097538
2025-04-09,1207255.5811775103,1270488.1150251727,1226525.033327545,1249613.9488337967
2025-04-10,1208368.4916014557,1245510.7386825928,1199719.5199088345,1194857.0308398968
2025-04-11,1209499.8352799944,1256967.6981243433,1210961.7591260264,1216176.5994381597
2025-04-14,1209692.8728386099,1262768.7852105158,1216959.4964198861,1227975.4875572294
2025-04-15,1209638.7245421447,1260958.056811252,1215210.4516055742,1224535.90154252
2025-04-16,1209506.656831067,1247621.2466702072,1201531.5958801433,1197317.1003520156
2025-04-17,1210046.552907664,1248911.0146250979,1202662.979484763,1199025.3331473363
2025-04-21,1210244.1851051038,1235118.0358816227,1188493.6541409586,1170485.3547973575
2025-04-22,1211453.4842704665,1251278.2299868427,1204342.982851209,1200938.689217163
2025-04-23,1211526.2456666178,1260316.4366833835,1213683.704294582,1219547.670049838
2025-04-24,1211512.5568036463,1272602.4485352484,1226510.4777711686,1245217.9667405651
2025-04-25,1211806.6011768794,1277108.1457238,1231159.3579643536,1254214.9132233388
2025-04-28,1211846.2877043558,1277272.389945027,1231417.7041300675,1254693.1112626002
2025-04-29,1212093.8716050694,1281096.5934929166,1235496.2612974038,1262597.1947735718
2025-04-30,1212394.3579015834,1281544.3025247394,1235900.5571498405,1263098.0903023144
2025-05-01,1212484.1990910708,1285623.045248751,1240421.4254341293,1272049.5008279297
2025-05-02,1213146.5882512906,1294808.1415837444,1250203.30808715,1290932.120338142
2025-05-05,1213908.164391554,1292201.4647654272,1246893.8293894804,1283529.6372468902
2025-05-06,1213112.9371431845,1286431.4052496715,1241118.20381983,1272801.337544728
2025-05-07,1214137.6746615125,1289838.8452655445,1244322.2145003115,1278154.279629264
2025-05-08,1214885.5203728033,1294473.4309059964,1249159.8149259305,1287060.0132195253
2025-05-09,1215645.302429414,1294462.85207427,1248730.7028945023,1285420.0138708446
2025-05-12,1218969.2167880444,1316714.324713513,1271684.5144951625,1327899.9866846094
2025-05-13,1219528.170378043,1320846.6641586274,1276356.5515113452,1336669.253381591
2025-05-14,1217271.7542276776,1319012.8760304276,1276045.5861800923,1338377.6271551074
2025-05-15,1218883.416419467,1323345.1795541195,1280144.6364862507,1344914.6451039577
2025-05-16,1219360.9409118528,1327258.7605488647,1284649.4027218698,1353433.3935474702
2025-05-19,1218374.7799653043,1326696.001446171,1284879.8387848414,1354913.8055788032
2025-05-20,1219257.3595912096,1325705.6737569608,1283056.4987990703,1350358.3771464194
2025-05-21,1214304.9051570215,1310752.7307294009,1269123.1305202944,1327603.932473982
2025-05-22,1214552.6506840491,1311144.5413778075,1269511.8666541064,1328127.8074485972
2025-05-23,1211456.1319346884,1303925.481375851,1263380.4857192817,1319062.2045845967
2025-05-27,1219663.9718058805,1324224.020325364,1281326.169208437,1346486.4110059987
2025-05-28,1219176.941658006,1320334.0278538621,1277178.8420738974,1338696.378855216
2025-05-29,1219927.5068381627,1323170.0300398073,1280207.4502424314,1343980.9465149168
2025-05-30,1219055.5976422292,1321533.7469501738,1279004.949183037,1342477.4140595158
2025-06-02,1221028.8259239849,1326603.3204901558,1283803.1634138157,1350039.6254463105
2025-06-03,1222942.427851017,1331667.4816280403,1288638.8358479934,1357738.303726385
2025-06-04,1224207.334466574,1332805.0334246783,1289108.2054214608,1357373.7341127265
2025-06-05,1222146.9895279733,1327853.6993946873,1284764.4835846692,1350814.0186743946
2025-06-06,1226623.6819274274,1338191.113028284,1294008.7387651084,1364685.2862678566
2025-06-09,1227772.0999540263,1339842.563685336,1295215.3604073594,1365915.4620021116
2025-06-10,1227953.0273844441,1343053.2634908177,1299179.93844007,1373659.81721754
2025-06-11,1228026.051753542,1341472.9240630493,1297257.8504416673,1369742.1741417653
2025-06-12,1227380.6545332076,1342819.3101101604,1299645.8665674147,1375185.9061842272
2025-06-13,1216855.6908572689,1325271.4003649168,1286527.8433137718,1359811.106135364
2025-06-16,1229838.2294346236,1344385.3827539969,1299693.2723919793,1372748.5341615898
2025-06-17,1222996.616951266,1332234.021337639,1290297.8293523553,1361018.443401942
2025-06-18,1227413.8076816846,1336868.5011326922,1292473.1659528355,1360813.3201274357
2025-06-20,1225796.4762415295,1333759.144974062,1290039.9399189395,1357617.3444346143
2025-06-23,1228034.4667782823,1341393.6022377156,1297898.5231267856,1371027.190394084
2025-06-24,1238168.2109042762,1358380.2836467451,1310698.412888595,1386173.1828315908
2025-06-25,1239634.27567934,1360202.071781158,1311842.106871232,1386949.8317108036
2025-06-26,1240425.6120312335,1365309.1546224137,1317675.0785725252,1397801.2053776695
2025-06-27,1240559.2822472092,1368123.8122267402,1321215.3801257345,1404745.7912898173
2025-06-30,1241485.9573464612,1371715.6329745497,1325050.7177941557,1411462.2744815862
2025-07-01,1241522.5585991188,1371479.765789789,1324840.2630956108,1411005.5051280465
2025-07-02,1242022.5418779731,1374470.9030083322,1328295.5386216564,1417402.1087941423
2025-07-03,1242773.1796346894,1379557.8447309204,1334267.341081395,1428573.0800302904
2025-07-07,1241812.086186653,1374273.902226736,1328447.7239066586,1417927.2525725174
2025-07-08,1245531.0804325205,1377985.6293583573,1329977.0409900234,1417150.7446714998
2025-07-09,1250028.7810580458,1386204.517663444,1336545.3697506296,1425648.9102984641
2025-07-10,1250967.1880084525,1388731.8375393378,1339038.853307465,1429669.6084351765
2025-07-11,1250478.3948523004,1386117.6037692856,1336272.8909120033,1424643.8767424817
2025-07-14,1249032.5801133662,1385490.8994197678,1336885.289645149,1427362.218308824
2025-07-15,1250258.7704158037,1384357.4190053241,1334467.168658488,1421262.7966789203
2025-07-16,1249589.589204479,1385393.2638903984,1336496.7944112169,1426014.3257812958
2025-07-17,1250187.3740364015,1389388.7835242387,1341167.5646161544,1434741.0170632254
2025-07-18,1251467.0033750406,1390300.5013508494,1341301.3548489134,1433690.306571889
2025-07-21,1252986.2256162085,1392958.6886086192,1343443.324916343,1436408.789116427
2025-07-22,1253374.3595336424,1393374.0359982175,1343745.4289029185,1436614.4763037153
2025-07-23,1256906.9108454285,1402025.952271506,1351677.60217827,1448836.2990093955
2025-07-24,1257269.9808319253,1402520.6221295742,1352103.7569084237,1449315.906830612
2025-07-25,1258591.2078997514,1406278.274362014,1355845.6249142596,1455438.448884584
2025-07-28,1262193.7236690153,1410056.9982003905,1357520.2615604065,1455073.0334017524
2025-07-29,1260100.0309856613,1406127.945604076,1354520.3955181935,1451235.1839846512
2025-07-30,1259618.3270583865,1404782.3770054365,1353357.1546463976,1449407.542657711
2025-07-31,1259690.651902319,1402646.345212954,1350674.966968593,1443970.4365904396
2025-08-01,1248933.2183968786,1381460.7932972107,1333291.4767685682,1420303.1581019005
2025-08-04,1261853.1638373998,1404103.7143830734,1350749.1534375404,1441891.5721190523
2025-08-05,1261040.9699263987,1400238.012698215,1346674.048156908,1434581.1477894865
2025-08-06,1265088.94530218,1408967.918255528,1354255.3113921217,1445569.5522624145
2025-08-07,1264647.7733462169,1407903.2149487482,1353421.3539263217,1444358.6905409482
2025-08-08,1268696.0039350223,1416762.4627176065,1361139.7458330228,1455621.1566259998
2025-08-11,1268477.1512108396,1415283.5693028353,1359586.7026508288,1452742.804807723
2025-08-12,1273486.5269076622,1426912.486827856,1369902.5272034202,1468208.676770903
2025-08-13,1274049.5826103615,1429405.430907414,1372705.0027468489,1473234.690419989
2025-08-14,1274022.5624833507,1429330.6803892339,1372758.551082937,1473371.580247855
2025-08-15,1274338.9603097907,1428243.8662166942,1371196.063561454,1469922.1257594584
2025-08-18,1278241.705853898,1432386.3597206583,1373048.1221952154,1469602.1052555896
2025-08-19,1275375.6885894595,1425960.7720568127,1367582.4947242104,1461629.3653633913
2025-08-20,1276230.3209820546,1425293.4334315092,1366080.5130766984,1457745.698032741
2025-08-21,1274591.2789311106,1421074.3404017373,1362310.115136368,1451897.6405254793
2025-08-22,1285794.056009855,1442311.5288609476,1379235.636768572,1474194.0470406173
2025-08-25,1286146.556033554,1440027.3779365192,1376172.459872413,1467706.0895038138
2025-08-26,1286937.9419504637,1443263.3917995377,1379652.2509290301,1473851.3290472673
2025-08-27,1286709.817448721,1444244.47168033,1381212.6921464945,1477209.5706431516
2025-08-28,1288177.6218185134,1447870.2228567796,1384584.38214503,1482440.8485449394
2025-08-29,1287409.7047873084,1443398.013352027,1379766.9145097448,1473600.1059028206
2025-09-02,1284353.6096130316,1435545.1800570474,1372729.7621055176,1462680.357811119
2025-09-03,1286922.2971640655,1441435.4943399206,1378017.192446006,1470607.4207679632
2025-09-04,1291280.7851280556,1451066.9105111812,1386409.372397437,1482897.7588766746
2025-09-05,1291617.8135558362,1449650.379350765,1384434.8230236336,1478602.9991278385
2025-09-08,1293940.050859277,1453591.6131762685,1387447.7114852075,1482235.3023358465
2025-09-09,1294440.0745299999,1455411.0301640278,1389417.974873393,1485662.059334762
2025-09-10,1295521.2858424284,1458227.0658674345,1392121.9927970632,1489956.8190835982
2025-09-11,1297859.3187174532,1465669.9814844728,1399517.831710481,1502338.7930194084
2025-09-12,1298171.8564560553,1465721.8042972176,1399426.6345685986,1501836.0647741235
2025-09-15,1297552.1324857152,1468086.2243492913,1403103.8389782263,1509831.7841121943
2025-09-16,1296418.5098821835,1465886.4527880559,1401478.6406724504,1507752.7786626117
2025-09-17,1299987.9331443575,1469072.479447703,1402381.977974366,1505879.601378513
2025-09-18,1300787.9995037678,1472664.528650595,1406311.6902543288,1512915.8231177595
2025-09-19,1300777.179718145,1475515.973004383,1410051.7096106014,1520409.0961669367
2025-09-22,1299657.5103192446,1476980.835540496,1413069.7025259966,1527602.0856596204
2025-09-23,1298818.0734999087,1472702.306751081,1408478.110839298,1519286.7687522676
2025-09-24,1300345.443071772,1472446.6946503262,1406847.8476457046,1514452.7674055027
2025-09-25,1299177.8218830645,1468301.026210738,1402751.2894238108,1507466.0290128896
2025-09-26,1304677.4432036618,1477798.3437582683,1409904.82677171,1516102.3532714802
2025-09-29,1303943.8426246496,1478542.1694583918,1411655.9250592878,1520363.2782533874
2025-09-30,1304692.535386668,1481534.7379841073,1414904.5157401036,1526090.2354906828
2025-10-01,1304762.111033194,1483548.3686615704,1417539.5121843605,1531290.498189452
2025-10-02,1304221.8248457958,1483522.243554279,1418141.672382955,1533054.1354156188
2025-10-03,1304659.344736696,1483908.0101091026,1418354.9524431075,1533031.4379261374
2025-10-06,1305161.6418129893,1486522.7915756262,1421361.920326335,1538529.3055956855
2025-10-07,1303269.2137351376,1482052.0721398203,1417532.8754859953,1532825.186826067
2025-10-08,1305928.3170135904,1488534.3248272028,1423473.3896763413,1541965.5081337017
2025-10-09,1306082.106667962,1486866.4798846277,1421318.1677459357,1537498.4730299194
2025-10-10,1291450.8170658827,1454195.1699664549,1392993.8899876701,1495943.1762006814
2025-10-13,1306165.3148520496,1479936.8901997777,1412058.3163881972,1518897.1050198034
2025-10-14,1303537.8042162335,1476109.3545752056,1409774.386991811,1517041.5500101468
2025-10-15,1302330.9459222949,1477362.302064896,1412518.377819418,1523776.501345531
2025-10-16,1291792.3678210771,1461199.0603933656,1401893.8892865763,1513399.3783284512
2025-10-17,1305346.5578083117,1479850.073844026,1413178.0309475912,1521989.7436952966
2025-10-20,1314007.4265089098,1496007.932695017,1425558.109545487,1537819.198424766
2025-10-21,1315385.0639502315,1497459.606436273,1426256.0103238043,1537796.2189788937
2025-10-22,1313620.3284573322,1492175.9661092537,1421347.4320827487,1529801.345509996
2025-10-23,1315626.385264878,1497961.8666916562,1426916.728401647,1538873.0104364043
2025-10-24,1318151.4464462695,1505741.2184409427,1434506.089219281,1551449.5342820555
2025-10-27,1320925.244302348,1516094.4310223334,1445087.183329643,1569753.0153650022
2025-10-28,1318441.4449959463,1514794.0399131973,1445889.8618819911,1573922.3045198102
2025-10-29,1317217.3246446045,1513583.0791964838,1445635.5519418712,1574678.3705824746
2025-10-30,1316287.4070776808,1505610.7696116704,1436495.632212216,1557359.763173549
2025-10-31,1316544.230755124,1507781.7931816252,1439181.3054685388,1562468.2490670239
2025-11-03,1317992.3130192228,1510469.6964785107,1441393.2205802656,1565400.5955341915
2025-11-04,1313972.9421947317,1498613.3443080066,1430041.714701386,1546845.045437625
2025-11-05,1318976.2049375207,1506291.8475713695,1435301.076448936,1552205.60034472
2025-11-06,1314134.77775314,1494212.6602677319,1424476.2848647218,1535551.282193164
2025-11-07,1316062.9526837051,1496887.5793833726,1426225.5288038172,1537063.1323621015
2025-11-10,1323737.3825719769,1514927.9114480384,1442174.4743773057,1561048.0347251853
2025-11-11,1324710.7167660112,1517336.4948186614,1444462.111573185,1564621.5500256547
2025-11-12,1324384.9037318951,1517200.74691784,1444728.3256866815,1565492.090383095
2025-11-13,1316669.5183434994,1498197.126814762,1427759.8319698782,1539514.3202479018
2025-11-14,1320448.600643516,1502286.6499434095,1429581.6771796024,1539262.5331906728
2025-11-17,1312588.0961557399,1487682.989226097,1418356.9287672106,1524921.808206073
2025-11-18,1305337.367365753,1474443.8408064784,1408214.302455002,1512116.3357708699
2025-11-19,1311580.364103258,1483648.9133408624,1414353.4043696718,1517957.9082811368
2025-11-20,1298075.253244465,1457739.7025222122,1395819.388723686,1494820.8487860123
2025-11-21,1298154.3280454604,1464485.131531927,1403303.8081971076,1509710.9657986192
2025-11-24,1297482.704147913,1472962.3809556917,1414066.7186629595,1531931.8080009497
2025-11-25,1299517.010193425,1481173.0714289022,1422319.0749789537,1546340.9074103849
2025-11-26,1300219.9646931572,1486304.488329983,1428018.0060883248,1557016.1993110254
2025-11-28,1300629.215163338,1490185.9411850066,1432477.275562351,1565515.0698289673
2025-12-01,1300618.7147585643,1487342.4367336708,1428897.240725628,1558367.7572716377
2025-12-02,1303301.9927604636,1491410.263069614,1431723.148468827,1561254.2858252556
2025-12-03,1304304.6782692792,1494532.3642771295,1434942.3117025457,1566660.5176677047
2025-12-04,1305371.2997803208,1496089.4555680426,1436064.0445087645,1567805.9655064421
2025-12-05,1306780.6451810235,1498745.0116640835,1438278.7081183572,1570783.8479307678
2025-12-08,1305986.9944805782,1495918.4391711303,1435509.0045929023,1566064.8847915612
2025-12-09,1306099.1111398176,1495423.1574345322,1434889.980852987,1564713.1858527535
2025-12-10,1310383.815873383,1504231.4577590043,1442287.082348383,1575090.73180442
2025-12-11,1312307.992577258,1507751.3264781972,1445110.8074140642,1578755.8829319882
2025-12-12,1312091.772640848,1500823.7015632943,1436510.8537120335,1561780.9803637813
2025-12-15,1312586.2677658084,1500364.165864621,1435585.038001574,1559421.4283050804
2025-12-16,1312646.3250736373,1498665.6808473393,1433484.5993214743,1555160.6443013689
2025-12-17,1312014.9087573315,1491157.9280285076,1424601.8394689905,1538048.2879925135
2025-12-18,1311925.5943430678,1495434.8617962115,1431892.639468555,1549662.4946754298
2025-12-19,1310601.5222458136,1499140.8768301364,1440605.9712112201,1563707.87034038
2025-12-22,1313597.5524589205,1506204.3842108208,1447804.4838393833,1573449.4636519796
2025-12-23,1312859.8698028112,1508040.6028654596,1451194.507116129,1580640.9023845124
2025-12-24,1312435.9418356754,1509588.1253211454,1454122.2665643643,1586201.0824164876
2025-12-26,1312778.9161133333,1509814.6402641428,1454229.8761021304,1586040.22629538
2025-12-29,1315046.172610474,1510134.881594598,1452258.8004172517,1580388.1284799145
2025-12-30,1316602.2147895352,1511064.0823711068,1452048.1593569298,1578458.1369830144
2025-12-31,1316795.1286527475,1506647.0334251625,1445833.8177815434,1566763.5727286423
2026-01-02,1318722.7463982943,1509848.3429156863,1448681.1950672981,1569635.4395499243
2026-01-05,1317606.6038043962,1512565.4930611295,1453273.671233009,1580089.5366617676
2026-01-06,1318410.7121525551,1517038.3127875363,1458621.1629153031,1589486.579263475
2026-01-07,1317663.5868445532,1514097.921599648,1455318.2988839922,1584363.0087030774
2026-01-08,1319449.585224772,1515976.9628776056,1456174.910428125,1584202.1525819697
2026-01-09,1320016.8907800955,1520589.9771446406,1462340.974313121,1594679.0881614902
2026-01-12,1320047.6981395606,1521493.2303994016,1463388.147599054,1597183.4248270073
2026-01-13,1318390.5937946378,1518271.9562032782,1460501.6882070485,1593989.84576351
2026-01-14,1315326.3247900484,1511675.870891622,1454466.8255581912,1586154.982546547
2026-01-15,1319100.5185191748,1517530.7962040019,1459251.2634684625,1590474.5544577977
2026-01-16,1318405.21299851,1516115.3977840573,1458259.5259216377,1589141.887575387
2026-01-20,1309423.3248516035,1493677.4463988794,1433267.5557173593,1556792.0439801216
2026-01-21,1325258.2764206673,1518342.7313687648,1453977.617378556,1574759.1510885172
2026-01-22,1326097.9621867433,1522374.8159742767,1459403.81953557,1582984.5239071175
2026-01-23,1324959.6675998343,1521196.3212641696,1458942.2869595394,1583558.7280975394
2026-01-26,1325646.2332515335,1525007.3243398229,1463424.8822321405,1591600.4063273552
2026-01-27,1323251.3852139255,1524611.3120996011,1465384.7518784855,1597941.6055626047
2026-01-28,1323923.6117099246,1525214.9135484728,1465701.4952006065,1597780.7494414973
2026-01-29,1322810.0171888387,1522613.7626368518,1463324.9283482616,1594610.1498238726
2026-01-30,1321720.900805744,1519438.0939886179,1460070.0526688066,1589854.2503974352
2026-02-02,1328717.3215082479,1530381.4539244852,1468311.4448824218,1597757.7699956247
2026-02-03,1325176.1344448938,1521042.383962074,1458798.47330576,1584248.1114737147
2026-02-04,1323450.6609178123,1516035.509545666,1453609.8463139087,1576574.245356055
2026-02-05,1319955.1014926303,1504607.7606748014,1438659.3080955315,1556883.961763612
2026-02-06,1328663.6305259592,1525796.381784944,1460495.283093084,1586752.4481392324
2026-02-09,1331219.2336950318,1531501.9946710998,1467727.0843835534,1594403.3348110197
2026-02-10,1328407.6230080228,1526548.9911965122,1463979.4955561499,1590198.8011073275
2026-02-11,1329428.9316926408,1527467.6424616806,1464449.6986791696,1589831.2709515628
2026-02-12,1324213.8989325806,1512064.6484195655,1447046.2348736397,1565270.1907033199
2026-02-13,1320179.7885413028,1507770.095692288,1445857.480265745,1566372.9221488093
2026-02-17,1326728.9868060255,1516075.951076112,1451019.2919370236,1568900.2382601993
2026-02-18,1325483.0097423492,1517569.4385000537,1455047.0360357035,1576803.8988365845
2026-02-19,1321342.7649452938,1511160.6859007776,1450461.224834282,1572645.324024637
2026-02-20,1324465.6327636798,1518947.4171760194,1458687.9145171056,1584018.4579931854
2026-02-23,1320692.0280096026,1507726.2934817509,1447287.674959071,1567843.4657064548
2026-02-24,1319512.8455235015,1511038.182076107,1453608.4252559682,1579239.2971644844
2026-02-25,1318547.5494967722,1515417.6044274908,1460662.728571048,1592565.4020758052
2026-02-26,1319491.3448654534,1512930.5630851977,1456451.945207942,1583719.584218647
2026-02-27,1315709.5536261497,1505542.0156126004,1450140.5653223884,1576114.6564386047
2026-03-02,1316192.8771934407,1506377.5033830132,1450044.4238185198,1577010.7138494372
2026-03-03,1314849.6568447521,1499427.4799804252,1440549.7755701998,1563110.54572589
2026-03-04,1315659.2387691303,1504436.2145761503,1448678.4838886834,1574138.8470281549
2026-03-05,1310386.3584377158,1495013.6308212765,1439653.5822127927,1565361.9675086143
2026-03-06,1300345.0582172438,1476221.0420658663,1416386.3757152543,1544844.5648429564
2026-03-09,1315627.9562100375,1498187.4706011757,1437338.089269251,1558377.3437889342
2026-03-10,1304024.9935886704,1483753.084108557,1430776.851248609,1555873.0071234168
2026-03-11,1303392.9955816932,1482024.3842471754,1430265.397981658,1553920.1771588395
2026-03-12,1311065.811300771,1480328.3581555756,1418430.2784599047,1530323.9516808514
2026-03-13,1311524.5397546706,1476832.1494092594,1414304.0229381612,1521662.1103688688
2026-03-16,1302676.9201454998,1472923.0664295587,1422133.7184483916,1537147.8602576193
2026-03-17,1301701.2518038223,1473332.8286113576,1424679.1844555596,1541191.3968620086
2026-03-18,1304445.7544219212,1467509.8956348414,1412791.3541800715,1519686.1599802235
2026-03-19,1304334.4805178011,1465614.7139165606,1411863.2650611238,1515941.0742157858
2026-03-20,1309226.0778001896,1462149.6533273414,1399979.221138752,1494209.003417382
2026-03-23,1309282.8967012467,1468596.19648891,1409657.2511773617,1509898.1848422922
2026-03-24,1310182.9574470557,1467262.4265184295,1406744.3971684938,1504829.7367563497
2026-03-25,1305969.588031246,1466039.567735079,1410961.0664838657,1513215.6837396666
2026-03-26,1312458.158724216,1461218.7600450064,1397737.2889300915,1486191.5734371988
2026-03-27,1312617.240950548,1449678.4538833837,1385146.721443789,1460849.1920292901
2026-03-30,1312889.5814978536,1447606.912329722,1382843.631447105,1455965.0024449145
2026-03-31,1313291.5357261633,1467530.6570144163,1404210.3449156187,1498286.7977232868
2026-04-01,1313108.1974083036,1472282.5103635513,1409758.9232697303,1509575.626730904
2026-04-02,1313208.7819367799,1472887.9637364766,1410489.0975387862,1510934.9384922707
2026-04-06,1313530.2631401077,1476284.423023511,1414224.500602731,1518076.8938781698
2026-04-07,1313579.5910216563,1476519.7907695188,1414582.6184715102,1518744.8485686237
2026-04-08,1315594.231872705,1494707.4733322682,1434960.9181048074,1557426.727816429
2026-04-09,1317530.1413090362,1500476.3596251071,1440450.0933526559,1566411.5501743865
2026-04-10,1317250.2443625142,1499625.23592009,1439786.3967970836,1565374.9375026035
2026-04-13,1319109.8256514817,1507895.1082577538,1448392.5750479086,1580672.4815003127
2026-04-14,1319329.6735260403,1515419.1035586996,1458135.1046591098,1599932.781596368
2026-04-15,1318642.6905266768,1519324.6848956149,1464092.5723671028,1612557.8019412837
2026-04-16,1318953.2458226695,1521075.5028133865,1466233.0178460772,1616520.4170614348
2026-04-17,1320938.8584290477,1530645.0235597515,1477023.9272146588,1636057.1753989384
2026-04-20,1319397.3986661283,1527530.854734906,1474592.6130883195,1632785.4944151135
