variant,final_$,total_return,CAGR,Vol,Sharpe,MaxDD,aug24,2022_bear,2023,2025_ytd,sleeve_carry_%/yr,realized_$,crash_mild_-20%,crash_severe_-30%,crash_volmageddon_-40%
A_baseline_B5_tbill_collateral,1372143.7006882047,0.3721437006882047,0.07713231929942932,0.06398503805193607,1.1923265194606734,-0.05263298649648551,0.01668107959491083,-0.009844625069814539,0.15374816971076521,0.06125533754545853,0.03962497197528214,48336.0,0.3042006395718025,0.8292471626205784,1.612947372022631
B_idle_50pct_SPY_50pct_tbill,1623560.1215003051,0.623560121500305,0.12054593660066026,0.11796074342624734,1.0232472411615374,-0.13410530616530458,0.03106357582849628,-0.10913703199809133,0.2525362930885391,0.11780583971876735,0.03962497197528214,51261.0,0.3042006395718025,0.8292471626205784,1.612947372022631
C_50pct_SPY_plus_50pct_B5,1554202.8264112542,0.5542028264112542,0.10911516631122864,0.10525475556413089,1.0358438072702971,-0.12061325618321095,0.027480169485971873,-0.11164978467799114,0.20551278120419614,0.12763135971951267,0.03962497197528214,54624.0,,,
D_SPY_buy_and_hold,1737749.5410983511,0.7377495410983512,0.13857677467832197,0.173293537631289,0.8347382540551405,-0.21610815452422627,0.038065542115108375,-0.21375579235349773,0.26709231405918654,0.18008993240999738,,0.0,,,
