ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.984105,500,ols
AMUU,AMD,2.0,2.007876,244,ols
AMZU,AMZN,2.0,1.987911,500,ols
ASMU,ASML,2.0,1.985561,29,ols_short_history
AVL,AVGO,2.0,1.987481,363,ols
BOEU,BA,2.0,1.99208,231,ols
BABU,BABA,2.0,2.025942,28,ols_short_history
BRKU,BRK-B,2.0,1.944136,320,ols
CONX,COIN,2.0,2.001933,85,ols
CSCL,CSCO,2.0,2.026746,188,ols
FRDU,F,2.0,1.982872,169,ols
GGLL,GOOGL,2.0,1.99349,500,ols
HODU,HOOD,2.0,2.007125,85,ols
LINT,INTC,2.0,1.988167,85,ols
ELIL,LLY,2.0,1.99157,249,ols
LMTL,LMT,2.0,1.989465,159,ols
METU,META,2.0,1.999286,450,ols
MRVU,MRVL,2.0,2.020165,28,ols_short_history
MSFU,MSFT,2.0,1.991212,500,ols
MUU,MU,2.0,1.994052,363,ols
NFXL,NFLX,2.0,1.997561,368,ols
NVDU,NVDA,2.0,1.986783,500,ols
ORCU,ORCL,2.0,2.002723,85,ols
PALU,PANW,2.0,2.0062,249,ols
PLTU,PLTR,2.0,1.99152,320,ols
QCMU,QCOM,2.0,2.002794,188,ols
SHPU,SHOP,2.0,2.012349,159,ols
SOFA,SOFI,2.0,1.986005,29,ols_short_history
TSLL,TSLA,2.0,1.993277,500,ols
TSMX,TSM,2.0,1.993649,368,ols
XOMX,XOM,2.0,1.971343,231,ols
YINN,FXI,2.0,2.973363,500,ols
MEXX,EWW,2.0,2.95658,500,ols
KORU,EWY,2.0,2.929236,500,ols
HIBL,SPY,2.0,4.483346,500,ols
LABU,XBI,2.0,2.98818,500,ols
SOXL,SOXX,2.0,2.960528,500,ols
CHAU,ASHR,2.0,1.96674,500,ols
CWEB,KWEB,2.0,1.987208,500,ols
ERX,XLE,2.0,1.987342,500,ols
NUGT,GDX,2.0,1.979734,500,ols
JNUG,GDXJ,2.0,1.973895,500,ols
GUSH,XOP,2.0,2.01008,500,ols
URAA,URA,2.0,1.933227,437,ols
MSTU,MSTR,2.0,1.965769,379,ols
NVDX,NVDA,2.0,1.997466,500,ols
TSLT,TSLA,2.0,1.992682,500,ols
BTCL,IBIT,2.0,2.006218,428,ols
ETU,ETHA,2.0,1.98934,353,ols
CCUP,CRCL,2.0,1.982577,156,ols
CRWU,CRWV,2.0,1.988827,166,ols
AAPX,AAPL,2.0,1.995161,500,ols
GOOX,GOOGL,2.0,1.980869,500,ols
MSFX,MSFT,2.0,2.006863,500,ols
NFLU,NFLX,2.0,1.991848,372,ols
ROBN,HOOD,2.0,2.011808,287,ols
ARMU,ARM,2.0,1.96826,264,ols
DJTU,DJT,2.0,2.004537,266,ols
RBLU,RBLX,2.0,2.018356,266,ols
SNOU,SNOW,2.0,2.015581,230,ols
SMUP,SMR,2.0,2.055988,166,ols
BULU,BULL,2.0,1.929198,161,ols
GLXU,GLXY,2.0,2.011473,157,ols
AFRU,AFRM,2.0,1.950376,131,ols
KTUP,KTOS,2.0,2.027284,131,ols
TTDU,TTD,2.0,1.996139,130,ols
BMNU,BMNR,2.0,1.944761,123,ols
SBTU,SBET,2.0,2.028747,106,ols
CIFU,CIFR,2.0,1.989607,83,ols
SOLX,GSOL,2.0,1.981946,76,ols
XRPK,XRPZ,2.0,1.959897,76,ols
XRPT,XRPZ,2.0,2.017424,82,ols
GMEU,GME,2.0,1.967426,230,ols
APLX,APLD,2.0,1.994269,136,ols
APPX,APP,2.0,1.984975,229,ols
ARCX,ACHR,2.0,1.986784,198,ols
ASTX,ASTS,2.0,1.989364,177,ols
BEX,BE,2.0,1.975866,89,ols
CEGX,CEG,2.0,1.980879,177,ols
CLSX,CLSK,2.0,1.998749,131,ols
COZX,CORZ,2.0,2.042682,95,ols
CRDU,CRDO,2.0,1.988022,131,ols
CSEX,CLS,2.0,1.998881,89,ols
CWVX,CRWV,2.0,1.989495,177,ols
DOGD,DDOG,2.0,2.014503,155,ols
ENPX,ENPH,2.0,2.017955,131,ols
FLYT,FLY,2.0,1.979862,104,ols
GEVX,GEV,2.0,1.992771,177,ols
IREX,IREN,2.0,1.981913,104,ols
JOBX,JOBY,2.0,1.978336,136,ols
LABX,ALAB,2.0,1.99365,155,ols
LRCU,LRCX,2.0,2.045638,150,ols
MDBX,MDB,2.0,1.99183,150,ols
NEBX,NBIS,2.0,1.998956,136,ols
NNEX,NNE,2.0,1.992949,89,ols
NVTX,NVTS,2.0,1.999904,136,ols
OPEX,OPEN,2.0,1.995791,104,ols
PONX,PONY,2.0,2.017127,136,ols
QBTX,QBTS,2.0,1.992611,229,ols
QUBX,QUBT,2.0,1.965733,189,ols
RGTU,RGTI,2.0,1.986548,189,ols
SMU,SMR,2.0,1.986187,177,ols
SNPX,SNPS,2.0,1.91345,89,ols
SRPU,SRPT,2.0,1.964429,104,ols
TARK,ARKK,2.0,1.977968,500,ols
TEMT,TEM,2.0,1.98329,217,ols
UNX,U,2.0,2.02466,131,ols
UPSX,UPST,2.0,1.985981,198,ols
VOYX,VOYG,2.0,1.966477,136,ols
WULX,WULF,2.0,1.995671,104,ols
CRMU,CRML,2.0,1.956839,30,ols
UECG,UEC,2.0,1.999266,30,ols
DNNG,DNN,2.0,1.95899,30,ols
RCAX,RCAT,2.0,2.020725,35,ols
RDWU,RDW,2.0,1.961267,37,ols
OKLL,OKLO,2.0,1.997433,189,ols
GDXU,GDX,2.0,3.042285,500,ols
MRNX,MRNA,2.0,2.016908,34,ols
ZETX,ZETA,2.0,2.061888,34,ols
LITX,LITE,2.0,1.987849,40,ols
SNXX,SNDX,2.0,1.41156,40,ols
WDCX,WDC,2.0,2.055034,40,ols
LNOK,NOK,2.0,1.95688,44,ols
USGG,USAR,2.0,2.000599,49,ols
ONDG,ONDS,2.0,1.996826,49,ols
PLUL,PLUG,2.0,1.932266,49,ols
ALBG,ALB,2.0,2.008486,49,ols
UUUG,UUUU,2.0,1.995208,49,ols
HUTG,HUT,2.0,2.002931,49,ols
XPEG,XPEV,2.0,1.988039,47,ols
ORLG,ORLY,2.0,2.004251,47,ols
LUNL,LUNR,2.0,1.996715,49,ols
RKTL,RKT,2.0,1.956516,49,ols
EOSU,EOSE,2.0,1.976651,48,ols
BTFL,BITF,2.0,2.021562,58,ols
FGRU,FIGR,2.0,2.011301,25,ols_short_history
APHU,APH,2.0,2.029382,25,ols_short_history
COPZ,COPX,2.0,2.059212,25,ols_short_history
LEUX,LEU,2.0,2.098803,24,ols_short_history
COHX,COHR,2.0,2.038866,24,ols_short_history
AXPG,AXP,2.0,2.028052,24,ols_short_history
FCXG,FCX,2.0,2.054292,24,ols_short_history
GLWG,GLW,2.0,1.981473,11,ols_short_history
SNDU,SNDK,2.0,1.937711,9,ols_short_history
PAAU,PAAS,2.0,1.967104,9,ols_short_history
BITX,IBIT,2.0,2.004391,500,ols
ETHU,ETHA,2.0,2.000952,419,ols
XXRP,XRPZ,2.0,2.020056,82,ols
AALG,AAL,2.0,1.978814,177,ols
ABNG,ABNB,2.0,1.983808,87,ols
ADBG,ADBE,2.0,1.991419,253,ols
AMDG,AMD,2.0,2.003196,292,ols
ARMG,ARM,2.0,1.996121,299,ols
ASMG,ASML,2.0,1.984764,299,ols
AVGG,AVGO,2.0,1.99989,214,ols
BAIG,BBAI,2.0,2.010812,148,ols
BEG,BE,2.0,1.997944,67,ols
BIDG,BIDU,2.0,2.01602,65,ols
BLSG,BLSH,2.0,2.014614,102,ols
BMNG,BMNR,2.0,1.992876,102,ols
BOEG,BA,2.0,1.987145,195,ols
BULG,BULL,2.0,1.982069,156,ols
CIFG,CIFR,2.0,1.996535,70,ols
CMGG,CMG,2.0,1.97098,87,ols
CNCG,CNC,2.0,2.005876,65,ols
COIG,COIN,2.0,1.995949,257,ols
COTG,COST,2.0,1.985656,129,ols
CRCG,CRCL,2.0,1.990855,156,ols
CRMG,CRM,2.0,1.98345,243,ols
CRWG,CRWV,2.0,1.997344,156,ols
