ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
WULX,WULF,2.0,1.995883,118,ols
CRMU,CRML,2.0,1.963958,44,ols
UECG,UEC,2.0,1.995753,44,ols
DNNG,DNN,2.0,1.976268,44,ols
RCAX,RCAT,2.0,2.007946,49,ols
RDWU,RDW,2.0,1.978118,51,ols
OKLL,OKLO,2.0,1.997962,203,ols
GDXU,GDX,2.0,3.041526,500,ols
MRNX,MRNA,2.0,2.013255,48,ols
ZETX,ZETA,2.0,2.042995,48,ols
LITX,LITE,2.0,1.98045,54,ols
SNXX,SNDX,2.0,1.219953,54,ols
WDCX,WDC,2.0,2.043203,54,ols
LNOK,NOK,2.0,1.962025,58,ols
USGG,USAR,2.0,1.997784,63,ols
ONDG,ONDS,2.0,2.001001,63,ols
PLUL,PLUG,2.0,1.944568,63,ols
ALBG,ALB,2.0,2.005078,63,ols
UUUG,UUUU,2.0,1.996354,63,ols
HUTG,HUT,2.0,1.999452,63,ols
XPEG,XPEV,2.0,1.991161,61,ols
ORLG,ORLY,2.0,2.005424,61,ols
LUNL,LUNR,2.0,1.989078,63,ols
RKTL,RKT,2.0,1.953833,63,ols
EOSU,EOSE,2.0,1.969134,62,ols
BTFL,KEEL,2.0,2.04909,72,ols
FGRU,FIGR,2.0,1.996324,39,ols
APHU,APH,2.0,2.003848,39,ols
COPZ,COPX,2.0,2.037584,39,ols
LEUX,LEU,2.0,2.017408,38,ols
COHX,COHR,2.0,2.053951,38,ols
AXPG,AXP,2.0,2.017616,38,ols
FCXG,FCX,2.0,2.046196,38,ols
GLWG,GLW,2.0,1.987883,25,ols_short_history
SNDU,SNDK,2.0,1.999206,23,ols_short_history
PAAU,PAAS,2.0,1.950224,23,ols_short_history
BITX,IBIT,2.0,2.00423,500,ols
ETHU,ETHA,2.0,2.001132,433,ols
XXRP,XRPZ,2.0,2.022909,96,ols
ADBU,ADBE,2.0,1.995519,14,ols_short_history
PYPU,PYPL,2.0,2.027306,14,ols_short_history
TXNU,TXN,2.0,1.989585,14,ols_short_history
UNHU,UNH,2.0,1.968054,14,ols_short_history
AAOX,AAOI,2.0,1.978343,15,ols_short_history
HLXX,HL,2.0,1.999532,15,ols_short_history
IBX,IBM,2.0,1.976985,15,ols_short_history
AALG,AAL,2.0,1.987564,191,ols
ABNG,ABNB,2.0,1.991192,101,ols
ADBG,ADBE,2.0,1.989952,267,ols
AMDG,AMD,2.0,2.002837,306,ols
ARMG,ARM,2.0,1.996118,313,ols
ASMG,ASML,2.0,1.985022,313,ols
AVGG,AVGO,2.0,1.998383,228,ols
BAIG,BBAI,2.0,2.001435,162,ols
BEG,BE,2.0,1.986115,81,ols
BIDG,BIDU,2.0,2.0173,79,ols
BLSG,BLSH,2.0,2.015265,116,ols
BMNG,BMNR,2.0,1.991085,116,ols
BOEG,BA,2.0,1.992308,209,ols
BULG,BULL,2.0,1.976923,170,ols
CIFG,CIFR,2.0,1.99299,84,ols
CMGG,CMG,2.0,1.976369,101,ols
CNCG,CNC,2.0,2.009381,79,ols
COIG,COIN,2.0,1.996622,271,ols
COTG,COST,2.0,1.990244,143,ols
CRCG,CRCL,2.0,1.98969,170,ols
CRMG,CRM,2.0,1.982564,257,ols
CRWG,CRWV,2.0,1.996524,170,ols
DUOG,DUOL,2.0,2.024256,84,ols
FIGG,FIG,2.0,1.999601,125,ols
FUTG,FUTU,2.0,2.00205,125,ols
GEMG,GEMI,2.0,1.968205,109,ols
GEVG,GEV,2.0,1.961162,81,ols
GLGG,GLXY,2.0,1.99844,162,ols
GRAG,GRAB,2.0,1.976614,84,ols
HOOG,HOOD,2.0,2.006341,267,ols
IREG,IREN,2.0,1.971282,81,ols
KLAG,KLAC,2.0,2.010459,79,ols
LACG,LAC,2.0,2.008038,84,ols
LULG,LULU,2.0,1.992291,109,ols
MPG,MP,2.0,1.98734,116,ols
NBIG,NBIS,2.0,2.009094,116,ols
NEMG,NEM,2.0,1.985227,101,ols
NETG,NET,2.0,2.002162,101,ols
NIOG,NIO,2.0,1.959281,79,ols
NUG,NU,2.0,1.983498,101,ols
NVDG,NVDA,2.0,1.969647,332,ols
OKTG,OKTA,2.0,1.997311,101,ols
OPEG,OPEN,2.0,2.002658,84,ols
OSCG,OSCR,2.0,1.991171,109,ols
PANG,PANW,2.0,1.997094,267,ols
PBRG,PBR,2.0,1.950081,79,ols
PLTG,PLTR,2.0,1.994629,243,ols
PYPG,PYPL,2.0,1.994983,257,ols
RTXG,RTX,2.0,2.01366,214,ols
SATG,SATS,2.0,1.994222,81,ols
SBU,SBUX,2.0,2.000286,101,ols
SNAG,SNAP,2.0,1.978827,79,ols
SPOG,SPOT,2.0,1.972524,101,ols
TERG,TER,2.0,1.994575,101,ols
TSLG,TSLA,2.0,1.991831,332,ols
TSMG,TSM,2.0,1.983287,313,ols
UNHG,UNH,2.0,1.995552,184,ols
UPSG,UPS,2.0,1.984473,84,ols
VALG,VALE,2.0,1.976994,79,ols
XYZG,XYZ,2.0,1.999665,257,ols
COIO,COIN,2.0,0.945926,168,ols
MSOO,MSTR,2.0,0.972369,168,ols
NVDO,NVDA,2.0,0.937478,168,ols
PLOO,PLTR,2.0,0.901972,168,ols
TSLO,TSLA,2.0,0.861749,168,ols
CRCA,CRCL,2.0,1.982212,172,ols
NVDB,NVDA,2.0,1.995968,149,ols
PLTA,PLTR,2.0,1.992079,149,ols
TSLI,TSLA,2.0,1.984793,149,ols
COIA,COIN,2.0,2.002258,149,ols
BITU,IBIT,2.0,1.992415,500,ols
ETHT,ETHA,2.0,1.991545,433,ols
UXRP,XRPZ,2.0,2.001539,96,ols
SOLT,SOEZ,2.0,2.017173,90,ols
TSLR,TSLA,2.0,1.998992,500,ols
AAPB,AAPL,2.0,1.990047,500,ols
AMDL,AMD,2.0,1.998251,500,ols
AMZZ,AMZN,2.0,1.990852,500,ols
AVGU,AVGO,2.0,1.991394,189,ols
BABX,BABA,2.0,2.006292,500,ols
BULX,BULL,2.0,1.978073,154,ols
CONL,COIN,2.0,1.987624,500,ols
CRWL,CRWD,2.0,1.995987,354,ols
DLLL,DELL,2.0,1.985657,291,ols
ETRL,ETOR,2.0,1.999468,154,ols
GOU,GOOGL,2.0,2.013502,91,ols
INTW,INTC,2.0,1.987422,292,ols
IONL,IONQ,2.0,1.986853,264,ols
ISUL,ISRG,2.0,2.004334,130,ols
LCDL,LCID,2.0,1.959234,246,ols
MRAL,MARA,2.0,1.978115,277,ols
FBL,META,2.0,1.996704,500,ols
MVLL,MRVL,2.0,1.99395,277,ols
MSFL,MSFT,2.0,1.992598,500,ols
MSTP,MSTR,2.0,1.996603,212,ols
MULL,MU,2.0,1.998922,354,ols
NBIL,NBIS,2.0,1.998807,130,ols
NOWL,NOW,2.0,1.992135,189,ols
NVDL,NVDA,2.0,1.987591,500,ols
PDDL,PDD,2.0,2.005715,189,ols
PTIR,PLTR,2.0,1.99645,403,ols
QCML,QCOM,2.0,1.974035,258,ols
RDTL,RDDT,2.0,1.981022,265,ols
RVNL,RIVN,2.0,1.986496,246,ols
SMCL,SMCI,2.0,1.767709,332,ols
TSMU,TSM,2.0,1.990426,354,ols
UBRL,UBER,2.0,1.997634,403,ols
VRTL,VRT,2.0,1.980693,265,ols
AMYY,AMD,2.0,0.313395,145,ols
AZYY,AMZN,2.0,0.60181,145,ols
BBYY,BABA,2.0,0.593306,119,ols
XBTY,IBIT,2.0,0.540594,231,ols
COYY,COIN,2.0,0.470531,179,ols
NUGY,GDX,2.0,0.482301,100,ols
HMYY,HIMS,2.0,0.262457,91,ols
HOYY,HOOD,2.0,0.482444,135,ols
IOYY,IONQ,2.0,0.307553,110,ols
MAAY,MARA,2.0,0.31212,110,ols
FBYY,META,2.0,0.560748,119,ols
MTYY,MSTR,2.0,0.391519,140,ols
NVYY,NVDA,2.0,0.64661,231,ols
PLYY,PLTR,2.0,0.53391,140,ols
QBY,QBTS,2.0,0.251767,92,ols
TQQY,QQQ,2.0,0.86774,284,ols
RGYY,RGTI,2.0,0.30378,95,ols
RTYY,RIOT,2.0,0.333522,91,ols
SEMY,SOXX,2.0,0.676311,100,ols
SMYY,SMCI,2.0,0.328003,135,ols
YSPY,SPY,2.0,0.836132,258,ols
TSYY,TSLA,2.0,0.534718,329,ols
QYLD,QQQ,1.0,0.62492,500,ols
QYLG,QQQ,1.0,0.800364,500,ols
QQQX,QQQ,1.0,0.783937,500,ols
JEPQ,QQQ,1.0,0.769774,500,ols
XYLD,SPY,1.0,0.642653,500,ols
XYLG,SPY,1.0,0.816916,500,ols
JEPI,SPY,1.0,0.597151,500,ols
SPYI,SPY,1.0,0.827464,500,ols
RYLD,IWM,1.0,0.574717,500,ols
ABNY,ABNB,1.0,0.795786,452,ols
AIYY,AI,1.0,0.768817,500,ols
AMDY,AMD,1.0,0.797463,500,ols
AMZY,AMZN,1.0,0.765055,500,ols
APLY,AAPL,1.0,0.79114,500,ols
BABO,BABA,1.0,0.774646,421,ols
BRKC,BRK-B,1.0,0.82548,215,ols
CONY,COIN,1.0,0.77662,500,ols
CRCO,CRCL,1.0,0.836459,135,ols
CVNY,CVNA,1.0,0.814894,301,ols
DISO,DIS,1.0,0.757124,500,ols
DRAY,DKNG,1.0,0.797477,189,ols
FBY,META,1.0,0.789586,500,ols
GMEY,GME,1.0,0.651502,150,ols
GOOY,GOOGL,1.0,0.755665,500,ols
HIYY,HIMS,1.0,0.864313,140,ols
HOOY,HOOD,1.0,0.790205,234,ols
MARO,MARA,1.0,0.781285,335,ols
MRNY,MRNA,1.0,0.763025,500,ols
MSFO,MSFT,1.0,0.794602,500,ols
MSTY,MSTR,1.0,0.76157,500,ols
NFLY,NFLX,1.0,0.785309,500,ols
NVDY,NVDA,1.0,0.786312,500,ols
PLTY,PLTR,1.0,0.795673,379,ols
PYPY,PYPL,1.0,0.815109,500,ols
RBLY,RBLX,1.0,0.840783,179,ols
RDYY,RDDT,1.0,0.821942,150,ols
SMCY,SMCI,1.0,0.757916,397,ols
SNOY,SNOW,1.0,0.800196,461,ols
TSLY,TSLA,1.0,0.755045,500,ols
TSMY,TSM,1.0,0.796589,412,ols
XOMO,XOM,1.0,0.809045,500,ols
XYZY,XYZ,1.0,0.812255,500,ols
AAPW,AAPL,1.0,1.101338,288,ols
AMDW,AMD,1.0,1.199248,182,ols
AMZW,AMZN,1.0,1.210114,206,ols
ARMW,ARM,1.0,1.204823,118,ols
AVGW,AVGO,1.0,1.198134,182,ols
BABW,BABA,1.0,1.226739,118,ols
BRKW,BRK-B,1.0,1.182167,206,ols
COIW,COIN,1.0,1.217196,289,ols
COSW,COST,1.0,1.234412,118,ols
GOOW,GOOGL,1.0,1.229012,182,ols
HOOW,HOOD,1.0,1.20805,206,ols
METW,META,1.0,1.188014,206,ols
MSFW,MSFT,1.0,1.21451,182,ols
MSTW,MSTR,1.0,1.216975,182,ols
NFLW,NFLX,1.0,1.190675,206,ols
NVDW,NVDA,1.0,1.200622,289,ols
PLTW,PLTR,1.0,1.195145,289,ols
TSLW,TSLA,1.0,1.197571,289,ols
UBEW,UBER,1.0,1.223873,118,ols
UNHW,UNH,1.0,1.197808,90,ols
TSYW,TLT,1.0,1.152914,103,ols
GLDW,GOLD,1.0,0.334558,113,ols
GDXW,GDX,1.0,1.20032,113,ols
TOPW,TOP,1.0,0.032183,153,ols
SDS,SPY,-2.0,-1.935731,500,ols
QID,QQQ,-2.0,-1.992832,500,ols
DXD,DIA,-2.0,-1.989615,500,ols
TWM,IWM,-2.0,-2.003727,500,ols
SCO,USO,-2.0,-1.352729,500,ols
MSTZ,MSTR,-2.0,-1.982306,393,ols
NVDQ,NVDA,-2.0,-1.991901,500,ols
BTCZ,IBIT,-2.0,-1.992713,442,ols
ETHD,ETHA,-2.0,-1.981551,433,ols
CRCD,CRCL,-2.0,-2.01013,137,ols
CORD,CRWV,-2.0,-2.006348,137,ols
TSLQ,TSLA,-2.0,-1.873276,500,ols
ZSL,SLV,-2.0,-2.023156,500,ols
SQQQ,QQQ,-3.0,-2.976933,500,ols
SPXS,SPY,-3.0,-2.901212,500,ols
TZA,IWM,-3.0,-2.991221,500,ols
SOXS,SOXX,-3.0,-2.990584,500,ols
FAZ,XLF,-3.0,-3.00048,500,ols
LABD,XBI,-3.0,-2.990036,500,ols
TECS,XLK,-3.0,-2.964142,500,ols
SDOW,DIA,-3.0,-2.988582,500,ols
DUST,GDX,-3.0,-1.984969,500,ols
TTXD,XLK,-2.0,-1.917336,133,ols
TSXD,SOXX,-2.0,-1.888335,133,ols
WEBS,XLK,-3.0,-2.247743,500,ols
FNGD,XLK,-3.0,-2.838863,500,ols
REW,XLK,-2.0,-1.999076,500,ols
SKF,XLF,-2.0,-2.004379,500,ols
SPXU,SPY,-3.0,-2.895674,500,ols
DUG,XLE,-2.0,-1.976023,500,ols
DRIP,XOP,-2.0,-1.998802,500,ols
TMV,TLT,-3.0,-2.966645,500,ols
TBT,TLT,-2.0,-1.981835,500,ols
TBX,TLT,-2.0,-0.423008,500,ols
NVDS,NVDA,-1.5,-1.455816,500,ols
EWV,EWJ,-2.0,-1.983056,500,ols
APLZ,APLD,-2.0,-1.986382,57,ols
AMZO,AMZN,-2.0,-1.947749,15,ols_short_history
BEZ,BE,-2.0,-1.981521,43,ols
NBIZ,NBIS,-2.0,-1.987602,57,ols
SMZ,SMR,-2.0,-1.9914,43,ols
HIBS,SPHB,-3.0,-3.016396,500,ols
CLSZ,CLSK,-2.0,-2.036749,38,ols
IREZ,IREN,-2.0,-2.009049,57,ols
