symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4215.606182,0.0,0.0,0.0,-202.53,26.530894973810547,0.0,0.0,4039.6070769738108
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2376.787821,0.0,0.0,-25.53,-55.46,3.193390909454034,0.0,0.0,2298.991211909454
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1667.863862,0.0,0.0,0.0,-143.1,9.072027023176297,0.0,0.0,1533.8358890231764
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1419.048082,0.0,0.0,-29.37,-25.61,8.237749048015102,0.0,0.0,1372.3058310480153
SDS,PROSHARES ULTRASHORT S&P500,0.0,707.689892,0.0,0.0,-26.99,-57.02,15.581245202053777,0.0,0.0,639.2611372020538
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,472.080642,0.0,0.0,0.0,-58.51,13.778251277272693,0.0,0.0,427.34889327727274
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,280.072916,0.0,0.0,-15.54,-93.61,11.090287475247223,0.0,0.0,182.01320347524722
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,17.051186,0.0,0.0,-13.85,-1.0,0.38362066645168375,0.0,0.0,2.5848066664516853
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-12.151614,0.0,0.0,-132.21,-27.97,1.623467011909606,0.0,0.0,-10.823632038090386
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,6.895803,0.0,0.0,-160.67000000000002,-7.6000000000000005,0.4644823729140169,0.0,0.0,-56.48585236708599
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,-14.784878,0.0,0.0,-26.13,-68.96000000000001,11.580430758699103,0.0,0.0,-98.2944472413009
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,66.637875,0.0,0.0,-1.46,-11.02,3.353158258138734,0.0,0.0,-322.1681959618612
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1247.757632,0.0,0.0,0.0,-423.07,16.361515912013193,0.0,0.0,-1654.4661160879868
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-2576.575048,0.0,0.0,-90.65,-189.72,23.955487749661103,0.0,0.0,-2836.3955185503387
