symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16013.777098132801,16013.777098132801,1
DUST,flow_program,14356.111104,14356.111104,1
FAZ,flow_program,10457.2585776,10457.2585776,1
LABD,flow_program,10035.443628,10035.443628,1
ZSL,flow_program,9923.5666998,9923.5666998,1
SDS,flow_program,9350.53831629,9350.53831629,1
TSLQ,flow_program,8341.329086200001,8341.329086200001,1
SQQQ,flow_program,7447.868688959999,7447.868688959999,1
NVDQ,flow_program,5456.88468468,5456.88468468,1
SOXS,flow_program,2891.26938342,2891.26938342,1
EWV,flow_program,2017.9877588,2017.9877588,1
TSYY,flow_program,-55.910724869999996,55.910724869999996,1
NVYY,flow_program,-70.138203226,70.138203226,1
TQQY,flow_program,-346.56310861199995,346.56310861199995,1
