underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
AMD,"AMD, AMDG, AMDL, AMUU",28727.537183749995,40554.38481860999,4
IBIT,"BITU, BITX, BTCL, IBIT",27991.14516246,35442.39983114,4
MSTR,"MSTR, MSTU, MSTX",14589.544500819999,20573.801385579998,3
SMCI,"SMCI, SMCL",9767.609710568,14547.545912399999,2
QBTS,"QBTS, QBTX",8654.363691869603,28239.486037469604,2
META,"FBL, META",7800.209223589997,9874.288998769996,2
CRML,"CRML, CRMU",6470.590066739198,120165.00993326081,2
IONQ,"IONL, IONQ, IONX, QPUX",5500.191983310004,34021.361275250005,4
GRAB,GRAB,4420.5,4420.5,1
EOSE,"EOSE, EOSU",4368.507299519999,45002.37270048,2
NOK,NOK,4114.67,4114.67,1
AAL,AAL,2544.6600000000003,2544.6600000000003,1
RCAT,"RCAT, RCAX",2383.5536149752043,45599.046385024805,2
CIFR,"CIFG, CIFR, CIFU",2083.007240229701,35441.7927597703,3
LUNR,"LUNL, LUNR",2037.503895599999,31266.4561044,2
USAR,"USAR, USGG",1876.2866878399982,20883.81331216,2
ONDS,"ONDG, ONDL, ONDS",1754.3072494799999,34070.44275052,3
OKLO,"OKLL, OKLO",1568.1841472000033,31401.015852800003,2
BE,"BE, BEG, BEX",1539.3384437399945,69022.46155626,3
UUUU,"UUUG, UUUU",1369.329052000001,20085.350948,2
LITE,"LITE, LITX",1285.4550442399996,37878.50495576,2
CVNA,CVNA,1267.0,1267.0,1
BMNR,"BMNG, BMNR, BMNU",1231.778497440002,32823.86150256,3
QUBT,"QUBT, QUBX",1127.9472525,15099.2527475,2
SBET,"SBET, SBTU",1110.4765049999987,13481.643495,2
KEEL,"KEEL, KEEX",1091.4136317599987,37034.34636824,2
COIN,"COIA, COIG, COIN, CONL, CONX",1077.4658302200005,26909.735469780004,5
LLY,LLY,1021.41,1021.41,1
HUT,"HUT, HUTG",999.055652057601,26247.464347942398,2
FIGR,"FGRU, FIGR",988.3833595999995,12779.016640400001,2
GLXY,"GLGG, GLXU, GLXY",983.7781273850014,26180.521872614998,3
AI,AI,803.53,803.53,1
RGTI,"RGTI, RGTU, RGTX",750.641222595199,19135.518777404803,3
GEV,"GEV, GEVG, GEVX",741.4733662999997,5329.3266337,3
DJT,DJT,720.0,720.0,1
PAAS,"PAAS, PAAU",679.5091009377002,5030.4508990623,2
LCID,LCID,577.83,577.83,1
CLS,"CLS, CSEX",526.591277999999,11682.088722,2
WULF,"WULF, WULX",514.8400098599996,23471.31999014,2
TDOG,"TDOG, TXXD",492.79496027999994,7989.688239720001,2
SHOP,"SHOP, SHPU",483.9950606399998,3354.3849393600003,2
KTOS,"KTOS, KTUP",480.4121762399999,2406.69782376,2
BULL,"BULG, BULL",397.58416207999994,2696.41583792,2
GEMI,"GEMG, GEMI",384.5897825075999,12594.310217492399,2
UEC,"UEC, UECG",363.7197060399999,6782.280293960001,2
APP,"APP, APPX",362.43599384000026,11083.164006159997,2
NVTS,"NVTS, NVTX",348.794902499998,61632.9050975,2
BBAI,"BAIG, BBAI",348.57058892639907,12553.8294110736,2
CRDO,"CRDO, CRDU",338.21095824000076,22644.42904176,2
ALAB,"ALAB, LABX",337.95582079999804,29461.7641792,2
TSUI,"TSUI, TXXS",283.4566596315017,19092.0349403685,2
GDXJ,"GDXJ, JNUG",258.5603199999998,3491.63968,2
PLUG,"PLUG, PLUL",234.3153368300009,38128.58466317,2
SNAP,"SNAG, SNAP",199.07825548799974,5317.621744512,2
COHR,"COHR, COHX",175.1627849600004,6897.4372150399995,2
RKT,"RKT, RKTL",153.28087159000052,7727.459128409999,2
NFLX,"NFLU, NFLX",148.84991936000006,1637.7500806399999,2
TER,"TER, TERG",146.83032119999984,3711.4096787999997,2
ALB,"ALB, ALBG",146.75316567000004,2557.2468343299997,2
GLW,"GLW, GLWG",143.80812918000015,2669.47187082,2
MP,"MP, MPG, MPL",139.90251674750016,4913.6574832525,3
QCOM,"QCMU, QCOM",111.67040050000014,1453.2095995,2
U,"U, UNX",90.99167881599897,11594.208321184,2
VST,"VST, VSTL",79.99909312,2614.2009068800003,2
BABA,"BABA, BABX",70.00337350999644,3738.739006489996,2
GME,"GME, GMEU",61.57699876000004,1485.4230012399998,2
AVAV,"AVAV, AVXX",58.910595999999714,6029.829404,2
LAC,"LAC, LACG",34.10499340160004,5490.095006598401,2
AAPL,"AAPB, AAPL",3.9776443503999417,1191.9023556496002,2
MRNA,"MRNA, MRNX",2.1410738404001677,6032.8989261596,2
AVGO,"AVGG, AVGO, AVL",-0.890104040000324,5755.87010404,3
QS,"QS, QSU",-8.332722000000103,5381.132722,2
DKNG,"DKNG, DKNX",-10.993665835199863,2513.9136658352,2
SOEZ,"SOEZ, SOLT",-16.52719584999977,9980.001595849999,2
UNH,"UNH, UNHG",-32.65215199999989,1589.612152,2
ANET,"ANEL, ANET",-40.417110343999866,3721.4971103440002,2
