underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
BABA,"BABA, BABX",3452.3165285470104,7119.303651247011,2
LLY,LLY,766.964419713696,766.964419713696,1
UPS,UPSG,-165.656435505,165.656435505,1
QCOM,"QCMU, QCOM",-215.3559110081331,1121.041907791867,2
AAPL,"AAPB, AAPL",-382.26501626010906,801.438195239091,2
NU,"NU, NUG",-450.2484655404312,741.5327940627687,2
UNH,"UNH, UNHG",-465.6744623283504,1157.8150872716496,2
CMG,"CMG, CMGG",-468.67194849675263,873.1872458032475,2
PYPL,PYPG,-572.7282714,572.7282714,1
UBER,"UBER, UBRL",-586.808812218237,1622.6706239953628,2
NFLX,"NFLU, NFLX",-616.4853464723501,871.65997960765,2
KWEB,"CWEB, KWEB",-641.1503355132475,1322.7494020067522,2
GME,GMEU,-711.1042468199998,711.1042468199998,1
VRT,"VRT, VRTL",-739.5968175626577,1765.0583640373425,2
XOP,GUSH,-832.5723618000001,832.5723618000001,1
MSFT,"MSFT, MSFU, MSFX",-848.4288931191621,1545.429413560838,3
TTD,TTDU,-858.90153322,858.90153322,1
TER,"TER, TERG",-927.9066265251316,2641.368539874868,2
B,BU,-958.6260410298,958.6260410298,1
KTOS,KTUP,-964.9670087700001,964.9670087700001,1
CEG,"CEG, CEGX",-983.4740369656554,2922.9389886343442,2
SATS,SATG,-989.7173386924,989.7173386924,1
GEV,"GEV, GEVG, GEVX",-1011.318415224051,3565.1901390559487,3
SPOT,SPOG,-1027.881804,1027.881804,1
CRM,"CRM, CRMG",-1034.2610430324778,1714.294531407522,2
META,FBL,-1035.5825566800002,1035.5825566800002,1
ETOR,ETRL,-1062.34933168,1062.34933168,1
BA,"BA, BOEG, BOEU",-1091.8158864789305,1542.7239835210698,3
FXI,"FXI, YINN",-1115.8531427406258,2228.474189659374,2
URA,"URA, URAA",-1122.7065710700397,2727.268056769961,2
NIO,NIOG,-1180.8436807824,1180.8436807824,1
KLAC,"KLAC, KLAG",-1196.4122964714938,2576.2591382285063,2
RBLX,"RBLU, RBLX",-1205.44630812787,2866.7855254721308,2
ALB,ALBG,-1205.8562708499999,1205.8562708499999,1
ARKK,TARK,-1224.987135,1224.987135,1
GLW,GLWG,-1265.19217136,1265.19217136,1
DKNG,DKNX,-1265.2251413499998,1265.2251413499998,1
VST,VSTL,-1268.05268688,1268.05268688,1
NVO,NVOX,-1311.81129786,1311.81129786,1
ADBE,ADBG,-1342.0172664000002,1342.0172664000002,1
MARA,MRAL,-1348.07159047,1348.07159047,1
PANW,"PALU, PANG, PANW",-1367.761409076006,2108.9981480039937,3
CVNA,CVNX,-1374.1816635392,1374.1816635392,1
IWM,URTY,-1405.6114094400002,1405.6114094400002,1
SHOP,SHPU,-1435.8057714000001,1435.8057714000001,1
JOBY,JOBX,-1460.587383,1460.587383,1
