run_date,underlying,plan_b4_usd,plan_b4_qty,etf_implied_short_usd,etf_implied_short_qty,b4_source,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-07-08,AMD,-3882.930393849045,-7.523455065488064,-5817.2475269999995,-11.271332713956326,plan,0.0,53.0,3.000000000000014,0.056603773584905925,True,True
2026-07-08,ASTS,0.0,0.0,-26384.404604280004,-355.53705166796937,etf_implied,0.0,430.0,9.0,0.020930232558139535,True,True
2026-07-08,AUR,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-08,AXON,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,0.0,False,False
2026-07-08,BE,0.0,0.0,0.0,0.0,none,0.0,118.0,0.0,0.0,False,False
2026-07-08,BKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-08,BLSH,0.0,0.0,0.0,0.0,none,0.0,132.0,18.0,0.13636363636363635,False,False
2026-07-08,BMNR,0.0,0.0,0.0,0.0,none,0.0,897.0,0.0,0.0,False,False
2026-07-08,CELH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-08,COIN,-1914.418891094606,-11.708267941377322,-12572.39608338,-76.89068609491774,plan,0.0,176.0,1.9999999999997726,0.011363636363635072,True,True
2026-07-08,CRCL,0.0,0.0,0.0,0.0,none,0.0,424.0,0.0,0.0,False,False
2026-07-08,CRWV,-43676.458978791656,0.0,0.0,0.0,none,1.607378598601582,0.0,9.00000000000004,0.0,False,True
2026-07-08,DASH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-08,DIA,0.0,0.0,0.0,0.0,none,-52.94117647058823,0.0,0.0,0.0,False,False
2026-07-08,DKNG,0.0,0.0,0.0,0.0,none,0.0,63.0,15.0,0.23809523809523808,False,False
2026-07-08,HOOD,0.0,0.0,0.0,0.0,none,0.0,309.0,4.0,0.012944983818770227,False,False
2026-07-08,IBIT,0.0,0.0,0.0,0.0,none,0.0,611.0,14.000000000000341,0.022913256955810705,False,False
2026-07-08,IONQ,0.0,0.0,0.0,0.0,none,0.0,786.0,0.0,0.0,False,False
2026-07-08,IREN,0.0,0.0,-30967.38744931,-777.7819276481226,etf_implied,0.0,1546.0,18.0,0.01164294954721863,True,True
2026-07-08,IWM,0.0,0.0,0.0,0.0,none,0.0,3.0046,0.0,0.0,False,False
2026-07-08,KEEL,0.0,0.0,0.0,0.0,none,0.0,1739.0,0.0,0.0,False,False
2026-07-08,LITE,-35787.03654649909,-51.204069975388954,-8386.92,-12.0,plan,0.0,12.0,0.0,0.0,True,True
2026-07-08,LYFT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-08,MSTR,-8415.836220260273,-86.44038845789106,-12656.8,-130.0,plan,0.0,130.0,3.0000000000000284,0.023076923076923297,True,True
2026-07-08,MU,0.0,0.0,0.0,0.0,none,0.0,27.0,2.0,0.07407407407407407,False,False
2026-07-08,NBIS,-30955.77228996245,-158.59302366905297,-24398.75,-125.0,plan,0.0,125.0,0.0,0.0,True,True
2026-07-08,NEM,0.0,0.0,0.0,0.0,none,0.0,12.0398,0.0,0.0,False,False
2026-07-08,NET,0.0,0.0,0.0,0.0,none,0.0,13.0,0.0,0.0,False,False
2026-07-08,NVDA,0.0,0.0,0.0,0.0,none,0.0,10.0141,1.9999999999999858,0.1997183970601438,False,False
