symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed,discrepancy_blocker,purgatory,purgatory_no_locate,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio
CWY,-151558.30880868318,-29664.499999999996,121893.80880868318,121893.80880868318,151558.30880868318,29664.499999999996,-121893.80880868318,True,none,False,False,False,False,False
HMYY,-138321.4301110482,-45159.374,93162.05611104818,93162.05611104818,138321.4301110482,45159.374,-93162.05611104818,True,no_locate,True,True,False,False,False
RTYY,-57306.68434029343,-112951.08,-55644.39565970657,55644.39565970657,57306.68434029343,112951.08,55644.39565970657,False,none,False,False,False,False,False
CRY,-71321.29273570469,-18930.0,52391.29273570469,52391.29273570469,71321.29273570469,18930.0,-52391.29273570469,True,no_locate,True,True,False,False,False
SEMY,0.0,-42302.490000000005,-42302.490000000005,42302.490000000005,0.0,42302.490000000005,42302.490000000005,False,none,False,False,False,False,False
LITX,-7612.562013284658,-46545.57,-38933.00798671534,38933.00798671534,7612.562013284658,46545.57,38933.00798671534,False,none,False,False,False,False,False
QBY,-109081.3085494086,-74801.1674,34280.14114940859,34280.14114940859,109081.3085494086,74801.1674,-34280.14114940859,True,borrow_band,True,False,True,False,False
POEL,-40457.941746222525,-6533.759999999999,33924.18174622252,33924.18174622252,40457.941746222525,6533.759999999999,-33924.18174622252,True,none,False,False,False,False,False
SNXX,-7321.465459101324,-38887.6,-31566.134540898674,31566.134540898674,7321.465459101324,38887.6,31566.134540898674,False,none,False,False,False,False,False
MUYY,-150720.1117514864,-121390.96500000001,29329.14675148639,29329.14675148639,150720.1117514864,121390.96500000001,-29329.14675148639,True,none,False,False,False,False,False
HOYY,-51480.10818691828,-79706.6379,-28226.52971308172,28226.52971308172,51480.10818691828,79706.6379,28226.52971308172,False,borrow_band,True,False,True,False,False
NBIG,-3905.495804565239,-30382.559999999998,-26477.06419543476,26477.06419543476,3905.495804565239,30382.559999999998,26477.06419543476,False,none,False,False,False,False,False
SMYY,-122440.4337748783,-97563.986,24876.447774878296,24876.447774878296,122440.4337748783,97563.986,-24876.447774878296,True,none,False,False,False,False,False
