symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17275.046511395398,17275.046511395398,1
DUST,flow_program,15873.12036608,15873.12036608,1
ZSL,flow_program,13951.072072080002,13951.072072080002,1
SDS,flow_program,10620.5750352,10620.5750352,1
SQQQ,flow_program,8470.678561800001,8470.678561800001,1
FAZ,flow_program,8444.81069496,8444.81069496,1
TSLQ,flow_program,7639.7093603,7639.7093603,1
NVDQ,flow_program,6679.57631796,6679.57631796,1
LABD,flow_program,4692.057144799999,4692.057144799999,1
EWV,flow_program,3203.1237942,3203.1237942,1
SOXS,flow_program,1767.3688943999998,1767.3688943999998,1
TSYY,flow_program,-65.49541272,65.49541272,1
NVYY,flow_program,-97.20397071000001,97.20397071000001,1
TQQY,flow_program,-457.94982253499995,457.94982253499995,1
