symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
SOLT,SOEZ,2X SOLANA ETF,-0.47269883,1744.225058,0.0,0.0,-12.1,-5.19,2.8274518704857186,0.0,0.0,1729.2898110404858
NBIS,NBIS,NEBIUS GROUP NV,10.536621525642525,242.912436240157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.44905776579952
CRWV,CRWV,COREWEAVE INC-CL A,3.322808014703598,186.74957522374964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.07238323845326
ASTS,ASTS,AST SPACEMOBILE INC,-3.3485292721441255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3485292721441255
COIN,COIN,COINBASE GLOBAL INC -CLASS A,-12.228606782994314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.228606782994314
SPY,SPY,SPDR S&P 500 ETF TRUST,-70.183331734964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.183331734964
IREN,IREN,IREN LTD,0.0,-95.27216548175878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.27216548175878
QQQ,QQQ,INVESCO QQQ TRUST SERIES 1,-167.4028149658247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167.4028149658247
MSTR,MSTR,STRATEGY INC,189.16529927567223,-552.7880593227571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.6227600470849
SOEZ,SOEZ,FRANKLIN SOLANA ETF,0.0,-1069.2806684020215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1069.2806684020215
