etf,weight
NVTX,0.09999999995683666
ASTX,0.09999999989172842
IRE,0.09999999978001894
SMU,0.09999999957579225
CLSX,0.09956374884564628
NBIG,0.051254573811236034
NEBX,0.04874542424885409
WULX,0.04037384378617755
IOYY,0.0399999999637125
MAAY,0.03999999995899139
XBTY,0.03999999992110452
MTYY,0.039999999916300384
SMYY,0.03999999991227883
OKLL,0.029277839098357933
PLTZ,0.025000000002623087
CONI,0.025000000002540112
CORD,0.02499999999920777
ETHD,0.024999999997738487
MSDD,0.02499999997786059
GLXU,0.005784566301949854
NBIL,1.8259886933714918e-09
FBYY,2.6734850985645334e-10
CRDU,1.951819738267148e-10
LABX,1.813527569023848e-10
IREX,1.1424229007754684e-10
RKLX,1.0477390666767237e-10
QUBX,7.038309332363863e-11
APPX,6.609030986910354e-11
ETU,6.527280636537131e-11
ETHU,6.315409976392862e-11
CWVX,6.106521208470678e-11
COYY,6.026382087557628e-11
QBTX,5.738291080681762e-11
SBTU,5.1118366912894445e-11
ETHT,4.3889265883070084e-11
AVXX,4.241176453391526e-11
RGTU,4.1891772845417204e-11
CONL,3.296905953250546e-11
COIA,3.134626529712518e-11
CRWU,3.029797247817064e-11
RGTX,2.8184940263780584e-11
RIOX,2.4727085003110528e-11
ARCX,2.3174134637431633e-11
COIG,2.3164530364342297e-11
INTW,2.3127493796672384e-11
RDTL,2.30922720910081e-11
KTUP,2.3049375871356815e-11
PTIR,2.275956814146352e-11
SOUX,2.267707410108352e-11
COZX,2.2554983970627104e-11
TEMT,2.2418878528115996e-11
MUU,2.2327408003619095e-11
MPL,2.2125861191354952e-11
OSCX,2.20062978940937e-11
GDXU,2.1995909188249174e-11
UPSX,2.1949945281206007e-11
RBLU,2.1844627241889145e-11
PONX,2.1730195405326027e-11
QSU,2.1685389213451164e-11
OPEX,2.1347522510831165e-11
ROBN,2.0868490935777874e-11
HOOX,2.0725428273364067e-11
MPG,2.028254293006077e-11
AMDL,2.0038606077872378e-11
MSTZ,2.002992386016346e-11
AMUU,1.997233051265602e-11
AMDG,1.986151284263546e-11
SNOU,1.9712324626167894e-11
MULL,1.966841993824046e-11
PLTU,1.9034776219469242e-11
VRTL,1.873659814591733e-11
HOOG,1.8621816924196647e-11
BULX,1.8065623666222108e-11
JNUG,1.7777795405158724e-11
GLGG,1.768076841060699e-11
SOFX,1.7579817123457815e-11
NUGT,1.752400174346981e-11
PLTA,1.7323137846679737e-11
HIMZ,1.692980042335819e-11
CVNX,1.646205764057746e-11
LRCU,1.6120642050785998e-11
GEVX,1.5687861033439787e-11
ANEL,1.5494166353976495e-11
BABX,1.535760970565356e-11
URAA,1.5272161238070813e-11
MVLL,1.5248419540957513e-11
DKNX,1.511811751723214e-11
TSLI,1.5101216890054413e-11
MSTX,1.4648895807962067e-11
BITX,1.4624386250760015e-11
TSLL,1.3772253257713322e-11
BTCL,1.3754046870174823e-11
SOXL,1.3584131448713704e-11
AFRU,1.356497018749386e-11
SHPU,1.3455629020409565e-11
BITU,1.3420633009066298e-11
TSLR,1.3223369375322214e-11
JOBX,1.2874308738040307e-11
QPUX,1.2735067175925194e-11
IONX,1.2703096946046186e-11
AVGG,1.2696540405318339e-11
PLTG,1.2679481740120964e-11
VSTL,1.2603385037063086e-11
ETRL,1.2600292234575648e-11
IONL,1.2409068353878735e-11
UNHG,1.2101251091412005e-11
TSLT,1.195636024104001e-11
UBRL,1.193055746697085e-11
MRAL,1.1925319050169866e-11
NOWL,1.171935594935385e-11
CEGX,1.1698667484075669e-11
QCMU,1.1516341536686616e-11
LLYX,1.1484376065081457e-11
AVL,1.1379461104896348e-11
DLLL,1.1316987080229078e-11
ARMG,1.1292971728851348e-11
MSTU,1.1226945220732806e-11
CWEB,1.1226878463152177e-11
YINN,1.114200379950006e-11
TSLG,1.112630505581236e-11
CRMG,1.1003772410302952e-11
GOOX,1.1001449996220173e-11
FBL,1.093847357198211e-11
SMCL,1.0923495698027702e-11
ORCX,1.0909881228551892e-11
TARK,1.0907703725765796e-11
NVOX,1.0874201400900151e-11
MSFU,1.0852633051083845e-11
ASMG,1.08465514749335e-11
TTDU,1.0836490449312364e-11
CRWL,1.0834622118180708e-11
METU,1.0548777727344037e-11
TSMG,1.0338125604623297e-11
TSMU,1.0323706789585559e-11
NFLU,1.0322256117474101e-11
AVGX,1.0319812907071998e-11
NFXL,1.0319431830623988e-11
PANG,1.0273667848149157e-11
PALU,1.0264820109215017e-11
AMZU,1.0259067533094168e-11
AMZZ,1.023319189269873e-11
AVGU,1.0202014528924279e-11
BOEG,1.0165165556060806e-11
BOEU,1.0016051927881478e-11
NVDB,9.190215410330679e-12
NVDL,9.106779807451542e-12
NVDG,9.09146585353507e-12
NVDU,9.082486015377355e-12
NVDX,0.0
PYPG,0.0
XYZG,0.0
GMEU,0.0
CRWG,0.0
BAIG,0.0
LMNX,0.0
SRPU,0.0
LULG,0.0
