underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl,bucket,symbol
CLSK,CLSZ,-1.835789,0.0,428.904555,0.0,0.0,0.0,0.0,1.1491227796520282,0.0,0.0,430.05367777965205,bucket_4,
AMD,DAMD,-1.0,-0.2702578635695179,349.386398166972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.1161403034025,bucket_4,
XLK,TTXD,-1.851325,0.0,92.641316,0.0,0.0,0.0,0.0,1.8735206488935765,0.0,0.0,94.51483664889358,bucket_4,
XLK,WEBS,-2.241529,0.0,79.193745,0.0,0.0,0.0,0.0,1.646468511798683,0.0,0.0,80.8402135117987,bucket_4,
QQQ,QID,-1.993356,0.0,9.764793,0.0,0.0,0.0,0.0,1.8103782926724683,0.0,0.0,11.575171292672467,bucket_4,
COIN,CONI,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
CRCL,CRCD,-2.011736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
CRWV,CORD,-1.999622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
LITE,LITZ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
MSTR,MSTZ,-1.98265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TZA,-2.99043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IBIT,BTCZ,-1.992406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SNDK,SNDQ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SOXX,TSXD,-1.913295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NVDA,NVDS,-1.444182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
QBTS,QBTZ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPCX,SSPC,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,HIBS,-4.458773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NBIS,NBIZ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TWM,-2.001919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLF,SKF,-2.001024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLE,DUG,-1.974174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,SPXS,-2.899084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,SPXU,-2.891122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TMV,-2.967087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
USO,SCO,-1.592107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TBT,-1.982653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TBX,-0.427287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLK,TECS,-2.962024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XOP,DRIP,-1.998974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLK,REW,-1.999667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLK,FNGD,-2.851112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XRPZ,GXRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XRPZ,XRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
DIA,DXD,-1.988242,0.0,-12.062285,0.0,0.0,0.0,0.0,1.8166239936871718,0.0,0.0,-10.245661006312828,bucket_4,
DIA,SDOW,-2.987952,0.0,-12.157348,0.0,0.0,0.0,0.0,1.360519715859826,0.0,0.0,-10.796828284140174,bucket_4,
AAPL,,,0.0,-341.32965,0.0,0.0,0.0,-16.01,1.7567919883144358,0.0,0.0,-355.5828580116856,bucket_1,AAPB
AAPL,,,0.0,-278.066379,0.0,0.0,0.0,-23.740000000000002,1.778304958476191,0.0,0.0,-300.0280740415238,bucket_1,AAPU
AAPL,,,-272.18401598,0.0,0.0,0.0,0.0,-13.16,0.0,0.0,0.0,-285.34401598000005,bucket_1,AAPX
ABNB,,,531.49797475,0.0,0.0,0.0,-78.46000000000001,-11.59,0.0,0.0,0.0,441.44797475,bucket_2,ABNY
AI,,,883.84601372,0.0,0.0,0.0,-176.57999999999998,-20.3,0.0,0.0,0.0,686.9660137200001,bucket_2,AIYY
AMD,,,8.12925822,1294.101778,0.0,0.0,0.0,-17.74,1.7841282449295133,0.0,0.0,1286.2751644649295,bucket_1,AMDG
AMD,,,9.53430936,1002.749372,0.0,0.0,0.0,-11.72,1.7904342908815567,0.0,0.0,1002.3541156508815,bucket_1,AMDL
AMD,,,896.15158561,0.0,0.0,0.0,-126.77000000000001,-6.84,0.0,0.0,0.0,762.54158561,bucket_2,AMDY
AMD,,,10.33517715,956.848866,0.0,0.0,0.0,-6.85,1.7669083860242416,0.0,0.0,962.1009515360244,bucket_1,AMUU
AMZN,,,-105.77840996,499.611824,0.0,0.0,0.0,-19.31,1.8142403686622361,0.0,0.0,376.3376544086622,bucket_1,AMZU
AMZN,,,917.96394275,0.0,0.0,0.0,-99.67,-9.91,0.0,0.0,0.0,808.3839427500001,bucket_2,AMZW
AMZN,,,708.26038009,0.0,0.0,0.0,-96.86,-8.2,0.0,0.0,0.0,603.20038009,bucket_2,AMZY
AMZN,,,-66.62014162,504.490305,0.0,0.0,0.0,-10.71,1.8016584492268202,0.0,0.0,428.96182182922684,bucket_1,AMZZ
AAPL,,,37.66504405,0.0,0.0,0.0,-116.11,-25.32,0.0,0.0,0.0,-103.76495595,bucket_2,APLY
APP,,,0.0,1604.728693,0.0,0.0,0.0,-12.82,0.6463460031447618,0.0,0.0,1592.5550390031449,bucket_1,APPX
ARM,,,-237.86817473,0.0,0.0,0.0,-140.34,-15.81,0.0,0.0,0.0,-394.01817473,bucket_2,ARMW
ASML,,,-475.27748736,0.0,0.0,0.0,0.0,-4.93,0.0,0.0,0.0,-480.20748736,bucket_1,ASMG
ASML,,,-39.63222077,-20.753014,0.0,0.0,0.0,-7.09,1.719391058221559,0.0,0.0,-65.75584371177844,bucket_1,ASMU
ASTS,,,44.10290575,0.0,0.0,0.0,0.0,-7.57,0.0,0.0,0.0,36.53290575,bucket_1,ASTX
AVGO,,,0.0,196.300078,0.0,0.0,0.0,-20.75,1.8276800482784161,0.0,0.0,177.37775804827842,bucket_1,AVGG
AVGO,,,0.0,353.036153,0.0,0.0,0.0,-18.49,1.836809375227444,0.0,0.0,336.38296237522746,bucket_1,AVL
BABA,,,306.03432341,0.0,0.0,0.0,-151.56,-10.63,0.0,0.0,0.0,143.84432341000002,bucket_2,BABO
BABA,,,267.56998575,0.0,0.0,0.0,0.0,-5.63,0.0,0.0,0.0,261.93998575,bucket_1,BABU
BABA,,,0.0,1341.532897,0.0,0.0,0.0,-4.26,1.7564687118643996,0.0,0.0,1339.0293657118646,bucket_1,BABX
IBIT,,,14.32960718,1405.386198,0.0,0.0,-3.66,-7.63,1.974831177982315,0.0,0.0,1410.4006363579822,bucket_1,BITU
IBIT,,,14.24840192,1286.422072,0.0,0.0,-6.93,-20.08,1.9712535852685786,0.0,0.0,1275.6317275052688,bucket_1,BITX
BKNG,,,-42.80836925,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,-43.44836925,bucket_1,BKNU
BLSH,,,0.0,409.762315,0.0,0.0,0.0,-20.13,2.12793490471955,0.0,0.0,391.76024990471956,bucket_1,BLSX
BA,,,8.57761986,672.086632,0.0,0.0,0.0,-17.740000000000002,1.8541714757707317,0.0,0.0,664.7784233357708,bucket_1,BOEG
BA,,,7.92436088,602.095332,0.0,0.0,0.0,-16.56,1.8481542234473878,0.0,0.0,595.3078471034474,bucket_1,BOEU
