ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
GGLL,GOOGL,1.981698,499,ols,0.036594,-0.000294,0.036888000000000004,500000,0.036888000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.591559,0.206581,0.298174,0.086482,0.206581,0.16969299999999998,0.16969299999999998,0.4954245,0.5945094,0.5,0.5945094
HODU,HOOD,2.007559,73,ols,0.106759,-0.070459,0.177218,10000,0.177218,False,False,False,,True,False,False,False,True,False,False,False,False,1.486151,0.647848,0.707419,0.50613,0.547183,0.47063,0.369965,0.50188975,0.6022677,0.50188975,0.6022677
LINT,INTC,1.987037,73,ols,0.223964,-0.187664,0.411628,25000,0.411628,False,False,False,,False,True,False,False,False,False,True,False,False,1.459628,0.606276,0.618283,0.374873,0.441906,0.19464800000000004,0.030278000000000027,0.49675925,0.5961111,0.5,0.5961111
ELIL,LLY,1.992304,237,ols,0.09434,-0.05804,0.15238,6000,0.15238,False,False,False,,True,False,False,False,True,False,False,False,False,0.855044,0.281854,0.371047,0.136091,0.273178,0.129474,0.12079799999999999,0.498076,0.5976912,0.5,0.5976912
LMTL,LMT,1.982875,147,ols,0.09614800000000001,-0.059848,0.15599600000000002,5000,0.15599600000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.479678,0.14602,0.240382,0.056308,0.10864,-0.009976000000000013,-0.04735600000000002,0.49571875,0.5948625,0.5,0.5948625
METU,META,1.998806,438,ols,0.07419400000000001,-0.037894000000000004,0.11208800000000002,100000,0.11208800000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.707656,0.232465,0.351836,0.123567,0.232465,0.12037699999999998,0.12037699999999998,0.4997015,0.5996418,0.5,0.5996418
MRVU,MRVL,2.026714,16,ols_short_history,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.629574,,0.632134,0.415748,0.415748,,,0.5066785,1.0,0.5066785,1.0
MSFU,MSFT,1.981598,499,ols,0.035400999999999995,0.000899,0.034502,1600000,0.034502,False,False,False,,True,False,False,False,True,False,False,False,False,0.477266,0.163304,0.240477,0.056243,0.163304,0.128802,0.128802,0.4953995,0.5944794,0.5,0.5944794
MUU,MU,1.993859,351,ols,0.035747,0.000553,0.035194,150000,0.035194,False,False,False,,True,False,False,False,True,False,False,False,False,1.259547,0.505186,0.607087,0.365167,0.505186,0.469992,0.469992,0.49846475,0.5981577,0.5,0.5981577
NFXL,NFLX,1.997162,356,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.703803,0.230882,0.329075,0.10783,0.230882,,,0.4992905,1.0,0.5,1.0
NVDU,NVDA,1.978879,499,ols,0.046708999999999994,-0.010409,0.057117999999999995,60000,0.057117999999999995,False,False,False,,True,False,False,False,True,False,False,False,False,0.982902,0.356014,0.496158,0.238429,0.356014,0.298896,0.298896,0.49471975,0.5936637,0.5,0.5936637
ORCU,ORCL,2.009076,73,ols,0.152979,-0.11667899999999999,0.269658,100000,0.269658,False,False,False,,True,False,False,False,True,False,False,False,False,1.086546,0.36198,0.513036,0.2668,0.294372,0.09232200000000002,0.024714000000000014,0.502269,0.6027227999999999,0.502269,0.6027227999999999
PALU,PANW,2.005175,237,ols,0.054813,-0.018512999999999998,0.073326,350000,0.073326,False,False,False,,True,False,False,False,True,False,False,False,False,0.724161,0.239126,0.340063,0.116542,0.231829,0.1658,0.158503,0.50129375,0.6015524999999999,0.50129375,0.6015524999999999
PLTU,PLTR,1.991725,308,ols,0.053567000000000004,-0.017266999999999998,0.07083400000000001,15000,0.07083400000000001,False,False,False,,True,False,False,False,True,False,False,False,False,1.298983,0.503193,0.625571,0.386495,0.503193,0.432359,0.432359,0.49793125,0.5975174999999999,0.5,0.5975174999999999
QCMU,QCOM,2.003523,176,ols,0.023615,0.012685,0.01093,5000,0.01093,False,False,False,,True,False,False,False,True,False,False,False,False,0.6631,0.222826,0.383891,0.148152,0.200305,0.211896,0.18937500000000002,0.50088075,0.6010569,0.50088075,0.6010569
SHPU,SHOP,2.009288,147,ols,0.169325,-0.133025,0.30235,10000,0.30235,False,False,False,,False,True,False,False,False,True,True,False,False,1.029149,0.342197,0.575309,0.335606,0.339451,0.039846999999999966,0.037100999999999995,0.502322,0.6027864,0.502322,0.6027864
SOFA,SOFI,2.023129,17,ols_short_history,0.047407000000000005,-0.011107,0.058514000000000004,7000,0.058514000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.987807,,0.574692,0.341817,0.341817,,0.28330299999999997,0.50578225,0.6069386999999999,0.50578225,0.6069386999999999
TSLL,TSLA,1.98719,499,ols,0.073029,-0.036729,0.109758,250000,0.109758,False,False,False,,True,False,False,False,True,False,False,False,False,1.248213,0.507329,0.627784,0.386572,0.507329,0.397571,0.397571,0.4967975,0.5961569999999999,0.5,0.5961569999999999
TSMX,TSM,1.99419,356,ols,0.291726,-0.255426,0.547152,600000,0.547152,False,False,False,,False,True,False,False,False,False,True,False,False,0.803905,0.272152,0.403707,0.161562,0.272152,-0.27499999999999997,-0.27499999999999997,0.4985475,0.5982569999999999,0.5,0.5982569999999999
XOMX,XOM,1.963815,219,ols,0.047435,-0.011134999999999999,0.05857,20000,0.05857,False,False,False,,True,False,False,False,True,False,False,False,False,0.427456,0.136451,0.224311,0.047617,0.124818,0.07788099999999999,0.066248,0.49095375,0.5891445,0.5,0.5891445
YINN,FXI,2.974203,499,ols,0.019491,0.016809,0.0026820000000000004,250000,0.0026820000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.855872,0.366211,0.287068,0.241937,0.366211,0.363529,0.363529,0.74355075,0.8922609,0.74355075,0.8922609
MEXX,EWW,2.95529,499,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.726785,0.291613,0.245314,0.173871,0.291613,,,0.7388225,1.0,0.7388225,1.0
KORU,EWY,2.941365,499,ols,0.105699,-0.069399,0.175098,100000,0.175098,False,False,False,,True,False,False,False,True,False,False,False,False,0.837028,0.342458,0.284265,0.230713,0.342458,0.16735999999999998,0.16735999999999998,0.73534125,0.8824095,0.73534125,0.8824095
HIBL,SPY,4.486309,499,ols,0.519869,-0.483569,1.003438,1000,1.003438,False,False,False,,False,True,False,False,False,False,True,False,False,0.799921,0.432828,0.16419,0.210823,0.432828,-0.5706100000000001,-0.5706100000000001,1.0,1.0,1.0,1.0
LABU,XBI,2.987762,499,ols,0.146353,-0.110053,0.256406,30000,0.256406,False,False,False,,True,False,False,False,True,False,False,False,False,0.774371,0.317738,0.258985,0.199173,0.317738,0.061332,0.061332,0.7469405,0.8963286,0.7469405,0.8963286
SOXL,SOXX,2.960153,499,ols,0.008898,0.027402000000000003,0.0,600000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,1.115849,0.538545,0.376636,0.411545,0.538545,0.538545,0.538545,0.74003825,0.8880458999999999,0.74003825,0.8880458999999999
CHAU,ASHR,1.967232,499,ols,0.019060999999999998,0.017239,0.0018219999999999972,35000,0.0018219999999999972,False,False,False,,True,False,False,False,True,False,False,False,False,0.515293,0.117153,0.261473,0.065044,0.117153,0.11533099999999999,0.11533099999999999,0.491808,0.5901696,0.5,0.5901696
CWEB,KWEB,1.986976,499,ols,0.012825,0.023475000000000003,0.0,350000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.70425,0.186737,0.35417,0.122997,0.186737,0.186737,0.186737,0.496744,0.5960928,0.5,0.5960928
ERX,XLE,1.986346,499,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.4374,0.107475,0.219895,0.047368,0.107475,,,0.4965865,1.0,0.5,1.0
NUGT,GDX,1.980279,499,ols,0.02667,0.00963,0.01704,300000,0.01704,False,False,False,,True,False,False,False,True,False,False,False,False,0.752051,0.202177,0.37942,0.139729,0.202177,0.185137,0.185137,0.49506975,0.5940837,0.5,0.5940837
JNUG,GDXJ,1.970842,499,ols,0.049988000000000005,-0.013688,0.06367600000000001,150000,0.06367600000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.835214,0.234161,0.422688,0.170927,0.234161,0.170485,0.170485,0.4927105,0.5912526,0.5,0.5912526
GUSH,XOP,2.011179,499,ols,0.030935999999999998,0.005364,0.025571999999999998,100000,0.025571999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.577731,0.145979,0.287045,0.083782,0.145979,0.120407,0.120407,0.50279475,0.6033536999999999,0.50279475,0.6033536999999999
URAA,URA,1.930241,425,ols,0.032161,0.004139,0.028022000000000002,50000,0.028022000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.88123,0.368068,0.435176,0.170023,0.368068,0.340046,0.340046,0.48256025,0.5790723,0.5,0.5790723
MSTU,MSTR,1.965674,367,ols,0.296535,-0.260235,0.55677,2400000,0.55677,False,False,False,,False,True,False,False,False,False,True,False,False,1.741735,1.100165,0.915456,0.795403,1.100165,0.5433950000000001,0.5433950000000001,0.4914185,0.5897022,0.5,0.5897022
NVDX,NVDA,1.998203,499,ols,0.102948,-0.066648,0.169596,550000,0.169596,False,False,False,,True,False,False,False,True,False,False,False,False,0.992486,0.408527,0.496158,0.24551,0.408527,0.23893099999999998,0.23893099999999998,0.49955075,0.5994609,0.5,0.5994609
TSLT,TSLA,1.992854,499,ols,0.089444,-0.053144,0.142588,100000,0.142588,False,False,False,,True,False,False,False,True,False,False,False,False,1.251539,0.53155,0.627784,0.389898,0.53155,0.388962,0.388962,0.4982135,0.5978562,0.5,0.5978562
BTCL,IBIT,2.006605,416,ols,0.040725,-0.004425,0.045149999999999996,10000,0.045149999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,1.013811,0.43043,0.509438,0.262104,0.43043,0.38527999999999996,0.38527999999999996,0.50165125,0.6019815,0.50165125,0.6019815
ETU,ETHA,1.989132,341,ols,0.036662,-0.000362,0.037024,35000,0.037024,False,False,False,,True,False,False,False,True,False,False,False,False,1.533891,0.75222,0.756136,0.562455,0.75222,0.7151959999999999,0.7151959999999999,0.497283,0.5967395999999999,0.5,0.5967395999999999
CCUP,CRCL,1.982003,144,ols,0.20248100000000002,-0.166181,0.36866200000000005,250000,0.36866200000000005,False,False,False,,False,True,False,False,False,True,True,False,False,1.940552,0.935575,1.206085,1.415608,1.141303,0.566913,0.7726409999999999,0.49550075,0.5946009,0.5,0.5946009
CRWU,CRWV,1.989187,154,ols,0.17551100000000003,-0.139211,0.31472200000000006,100000,0.31472200000000006,False,False,False,,False,True,False,False,False,True,True,False,False,1.99432,1.141857,1.212166,1.4456,1.259979,0.8271349999999998,0.9452569999999999,0.49729675,0.5967561,0.5,0.5967561
AAPX,AAPL,1.995019,499,ols,0.13020500000000002,-0.09390499999999999,0.22411,1000,0.22411,False,False,False,,True,False,False,False,True,False,False,False,False,0.569009,0.191844,0.284684,0.08044,0.191844,-0.03226600000000002,-0.03226600000000002,0.49875475,0.5985057,0.5,0.5985057
GOOX,GOOGL,1.982299,499,ols,0.053011,-0.016711,0.069722,30000,0.069722,False,False,False,,True,False,False,False,True,False,False,False,False,0.594042,0.19619,0.298174,0.086561,0.19619,0.126468,0.126468,0.49557475,0.5946897,0.5,0.5946897
MSFX,MSFT,2.006948,499,ols,0.064342,-0.028041999999999997,0.092384,55000,0.092384,False,False,False,,True,False,False,False,True,False,False,False,False,0.484089,0.18732,0.240477,0.058433,0.18732,0.09493599999999999,0.09493599999999999,0.501737,0.6020844,0.501737,0.6020844
NFLU,NFLX,1.989009,360,ols,0.052595,-0.016295,0.06889,35000,0.06889,False,False,False,,True,False,False,False,True,False,False,False,False,0.69811,0.233519,0.329075,0.106512,0.233519,0.164629,0.164629,0.49725225,0.5967027,0.5,0.5967027
ROBN,HOOD,2.012117,275,ols,0.09004899999999999,-0.053749000000000005,0.14379799999999998,200000,0.14379799999999998,False,False,False,,True,False,False,False,True,False,False,False,False,1.544233,0.758352,0.707419,0.509574,0.758352,0.614554,0.614554,0.50302925,0.6036351,0.50302925,0.6036351
ARMU,ARM,1.998157,254,ols,0.27839600000000003,-0.24209599999999998,0.520492,2000,0.520492,False,False,False,,False,True,False,False,False,False,True,False,False,1.134755,0.416441,0.626284,0.391148,0.416441,-0.10405099999999995,-0.10405099999999995,0.49953925,0.5994471,0.5,0.5994471
DJTU,DJT,2.002729,254,ols,0.250668,-0.214368,0.465036,150000,0.465036,False,False,False,,False,True,False,False,False,False,True,False,False,1.478917,0.841295,1.043249,1.092828,0.841295,0.376259,0.376259,0.50068225,0.6008186999999999,0.50068225,0.6008186999999999
RBLU,RBLX,2.021428,254,ols,0.060587,-0.024287,0.084874,60000,0.084874,False,False,False,,True,False,False,False,True,False,False,False,False,1.121257,0.492508,0.519717,0.27885,0.492508,0.407634,0.407634,0.505357,0.6064283999999999,0.505357,0.6064283999999999
SNOU,SNOW,2.022992,218,ols,0.024432,0.011868,0.012563999999999999,10000,0.012563999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.996479,0.357566,0.518127,0.277785,0.346802,0.345002,0.334238,0.505748,0.6068975999999999,0.505748,0.6068975999999999
SMUP,SMR,2.059714,154,ols,0.132179,-0.09587899999999999,0.22805799999999998,5500000,0.22805799999999998,False,False,False,,True,False,False,False,True,False,False,False,False,2.365276,4.850472,1.225216,1.638291,3.601291,4.622414,3.373233,0.5149285,0.6179142,0.5149285,0.6179142
DKUP,DKNG,1.983595,151,ols,0.060693000000000004,-0.024392999999999998,0.085086,100,0.085086,False,False,False,,True,False,False,False,True,False,False,True,False,0.974084,0.406678,0.476087,0.221112,0.332304,0.321592,0.247218,0.49589875,0.5950785,0.5,0.5950785
BULU,BULL,1.978999,151,ols,0.187415,-0.151115,0.33853,200,0.33853,False,False,False,,False,True,False,False,False,True,True,True,False,1.165007,0.773302,0.581413,0.327467,0.594614,0.43477200000000005,0.256084,0.49474975,0.5936996999999999,0.5,0.5936996999999999
GLXU,GLXY,2.011272,145,ols,0.100725,-0.064425,0.16515,90000,0.16515,False,False,False,,True,False,False,False,True,False,False,False,False,1.875852,1.072558,0.906201,0.835137,0.971748,0.9074079999999999,0.8065979999999999,0.502818,0.6033816,0.502818,0.6033816
AFRU,AFRM,1.963478,119,ols,0.131427,-0.095127,0.22655399999999998,300000,0.22655399999999998,False,False,False,,True,False,False,False,True,False,False,False,False,1.218749,0.631328,0.761661,0.548733,0.587736,0.404774,0.36118200000000006,0.4908695,0.5890434,0.5,0.5890434
AXUP,AXON,1.97085,119,ols,0.14892,-0.11262,0.26154,4000,0.26154,False,False,False,,True,False,False,False,True,False,False,False,False,1.081387,0.467581,0.521009,0.259697,0.357864,0.20604100000000003,0.09632400000000002,0.4927125,0.591255,0.5,0.591255
KTUP,KTOS,2.020701,119,ols,0.152641,-0.116341,0.268982,10000,0.268982,False,False,False,,True,False,False,False,True,False,False,False,False,1.539115,0.7779,0.546413,0.307902,0.529845,0.508918,0.260863,0.50517525,0.6062103,0.50517525,0.6062103
TTDU,TTD,1.997548,118,ols,0.19067299999999998,-0.154373,0.34504599999999996,1000,0.34504599999999996,False,False,False,,False,True,False,False,False,True,True,False,False,1.005936,0.48876,0.616469,0.378637,0.430203,0.143714,0.08515700000000004,0.499387,0.5992644,0.5,0.5992644
BKNU,BKNG,2.011801,118,ols,0.138365,-0.102065,0.24042999999999998,900,0.24042999999999998,False,False,False,,True,False,False,False,True,False,False,True,False,0.730015,0.310485,0.291502,0.086483,0.191373,0.07005500000000003,-0.04905699999999999,0.50295025,0.6035403,0.50295025,0.6035403
PXIU,UPXI,1.913714,118,ols,0.34821199999999997,-0.31191199999999997,0.6601239999999999,80000,0.6601239999999999,False,False,False,,False,True,False,False,False,False,True,False,False,2.815362,2.604129,1.471151,1.892221,2.225575,1.944005,1.5654510000000001,0.4784285,0.5741141999999999,0.5,0.5741141999999999
BMNU,BMNR,1.942056,111,ols,0.202233,-0.165933,0.368166,50000,0.368166,False,False,False,,False,True,False,False,False,True,True,False,False,2.122065,1.736904,1.105237,1.117427,1.390292,1.368738,1.022126,0.485514,0.5826167999999999,0.5,0.5826167999999999
SBTU,SBET,2.024185,94,ols,0.344347,-0.308047,0.652394,25000,0.652394,False,False,False,,False,True,False,False,False,False,True,False,False,1.794135,0.895799,0.886349,0.814344,0.844728,0.24340499999999998,0.192334,0.50604625,0.6072555000000001,0.50604625,0.6072555000000001
CIFU,CIFR,1.992145,71,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.185992,1.382577,1.125832,1.252603,1.289223,,,0.49803625,1.0,0.5,1.0
SOLX,GSOL,1.980183,64,ols,0.06908500000000001,-0.032785,0.10187000000000002,300,0.10187000000000002,False,False,False,,True,False,False,False,True,False,False,True,False,1.669237,0.852972,1.181749,1.355292,1.227719,0.7511019999999999,1.125849,0.49504575,0.5940548999999999,0.5,0.5940548999999999
XRPK,XRPZ,1.964826,64,ols,0.101582,-0.065282,0.166864,200,0.166864,False,False,False,,True,False,False,False,True,False,False,True,False,1.773211,1.14307,0.887869,0.747207,0.847744,0.976206,0.68088,0.4912065,0.5894478,0.5,0.5894478
XRPT,XRPZ,2.020668,70,ols,0.085706,-0.049406,0.135112,20000,0.135112,False,False,False,,True,False,False,False,True,False,False,False,False,1.637108,0.970497,0.887869,0.812919,0.856691,0.835385,0.721579,0.505167,0.6062004,0.505167,0.6062004
GMEU,GME,1.965972,218,ols,0.209095,-0.17279499999999998,0.38188999999999995,9000,0.38188999999999995,False,False,False,,False,True,False,False,False,True,True,False,False,0.907105,0.606567,0.455089,0.196655,0.551261,0.22467700000000002,0.16937100000000005,0.491493,0.5897916,0.5,0.5897916
APLX,APLD,1.993971,124,ols,0.146181,-0.10988099999999999,0.256062,2000,0.256062,False,False,False,,True,False,False,False,True,False,False,False,False,2.229571,1.362404,1.324875,1.739452,1.55392,1.106342,1.297858,0.49849275,0.5981913,0.5,0.5981913
APPX,APP,1.984003,217,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.424579,0.649538,0.815322,0.648884,0.649447,,,0.49600075,1.0,0.5,1.0
ARCX,ACHR,1.990122,186,ols,0.13916399999999998,-0.10286400000000001,0.242028,10000,0.242028,False,False,False,,True,False,False,False,True,False,False,False,False,1.484134,0.694461,0.873028,0.750922,0.709248,0.452433,0.46721999999999997,0.4975305,0.5970365999999999,0.5,0.5970365999999999
ASTX,ASTS,1.989975,165,ols,0.13399,-0.09769,0.23168,35000,0.23168,False,False,False,,True,False,False,False,True,False,False,False,False,2.092322,1.203176,1.295067,1.652062,1.358149,0.971496,1.1264690000000002,0.49749375,0.5969925,0.5,0.5969925
AURU,AUR,1.850768,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.200002,1.145614,0.909288,0.650933,0.845272,,,0.462692,1.0,0.5,1.0
BEX,BE,1.978066,77,ols,0.137916,-0.101616,0.23953200000000002,75000,0.23953200000000002,False,False,False,,True,False,False,False,True,False,False,False,False,2.194045,1.195911,0.985555,0.939595,1.017914,0.9563789999999999,0.7783819999999999,0.4945165,0.5934198,0.5,0.5934198
BLSX,BLSH,2.015884,92,ols,0.059638,-0.023338,0.082976,5,0.082976,False,False,False,,True,False,False,False,True,False,False,True,False,1.507189,0.804292,0.836868,0.717123,0.748947,0.7213160000000001,0.6659710000000001,0.503971,0.6047651999999999,0.503971,0.6047651999999999
CEGX,CEG,1.984425,165,ols,0.09847500000000001,-0.062175,0.16065000000000002,35000,0.16065000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.911495,0.297062,0.577818,0.326114,0.307092,0.13641199999999998,0.14644199999999996,0.49610625,0.5953275,0.5,0.5953275
CELT,CELH,1.977441,103,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.241701,0.689123,0.615698,0.366353,0.498279,,,0.49436025,1.0,0.5,1.0
CLSX,CLSK,1.998106,119,ols,0.16133199999999998,-0.125032,0.28636399999999995,100000,0.28636399999999995,False,False,False,,True,False,False,False,True,False,False,False,False,2.142075,1.324302,0.984408,0.966308,1.135361,1.037938,0.8489970000000001,0.4995265,0.5994318,0.5,0.5994318
COZX,CORZ,2.037958,83,ols,0.036294,5.999999999999999e-06,0.036288,10000,0.036288,False,False,False,,True,False,False,False,True,False,False,False,False,1.465271,0.700377,0.868131,0.797105,0.765246,0.664089,0.728958,0.5094895,0.6113874,0.5094895,0.6113874
CRDU,CRDO,1.986231,119,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.750049,0.992543,0.900143,0.7936,0.887545,,,0.49655775,1.0,0.5,1.0
CSEX,CLS,1.99957,77,ols,0.074418,-0.038118,0.112536,25000,0.112536,False,False,False,,True,False,False,False,True,False,False,False,False,1.542494,0.619557,0.701271,0.491464,0.530604,0.507021,0.418068,0.4998925,0.599871,0.5,0.599871
CWVX,CRWV,1.98941,165,ols,0.061551,-0.025251000000000003,0.086802,350000,0.086802,False,False,False,,True,False,False,False,True,False,False,False,False,1.966985,0.943183,1.212166,1.446088,1.116805,0.856381,1.030003,0.4973525,0.596823,0.5,0.596823
DASX,DASH,2.018883,92,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.067882,0.323817,0.402349,0.166499,0.223933,,,0.50472075,1.0,0.50472075,1.0
DOGD,DDOG,2.016187,143,ols,0.144338,-0.10803800000000001,0.252376,10000,0.252376,False,False,False,,True,False,False,False,True,False,False,False,False,1.209735,0.413142,0.4753,0.231425,0.334542,0.16076600000000002,0.08216600000000002,0.50404675,0.6048561,0.50404675,0.6048561
ENPX,ENPH,2.017603,119,ols,0.170244,-0.13394399999999998,0.304188,600,0.304188,False,False,False,,False,True,False,False,False,True,True,True,False,1.671756,0.74037,0.725819,0.540805,0.635044,0.43618199999999996,0.33085600000000004,0.50440075,0.6052808999999999,0.50440075,0.6052808999999999
FLYT,FLY,1.963564,92,ols,0.073145,-0.036844999999999996,0.10999,10000,0.10999,False,False,False,,True,False,False,False,True,False,False,False,False,2.287601,1.495952,1.073312,1.089802,1.238079,1.385962,1.128089,0.490891,0.5890692,0.5,0.5890692
GEVX,GEV,1.994093,165,ols,0.036551,-0.00025100000000000003,0.036802,30000,0.036802,False,False,False,,True,False,False,False,True,False,False,False,False,1.014709,0.322416,0.53256,0.281112,0.308156,0.285614,0.271354,0.49852325,0.5982278999999999,0.5,0.5982278999999999
IREX,IREN,1.982295,92,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.265695,1.458756,1.078296,1.132026,1.251308,,,0.49557375,1.0,0.5,1.0
JOBX,JOBY,1.979037,124,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.499822,0.756481,0.810748,0.636788,0.695685,,,0.49475925,1.0,0.5,1.0
LABX,ALAB,1.994371,143,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.787622,0.982893,0.917965,0.835558,0.919165,,,0.49859275,1.0,0.5,1.0
LRCU,LRCX,2.050026,138,ols,0.077787,-0.041486999999999996,0.11927399999999999,4000,0.11927399999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.083895,0.426365,0.488723,0.257072,0.34978,0.307091,0.230506,0.5125065,0.6150078,0.5125065,0.6150078
LYFX,LYFT,1.839153,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.049726,0.65629,0.588207,0.266987,0.419927,,,0.45978825,1.0,0.5,1.0
MDBX,MDB,1.99136,138,ols,0.085323,-0.049023000000000004,0.134346,6000,0.134346,False,False,False,,True,False,False,False,True,False,False,False,False,1.614508,0.655977,0.66588,0.437666,0.557217,0.5216310000000001,0.422871,0.49784,0.5974079999999999,0.5,0.5974079999999999
NEBX,NBIS,1.997623,124,ols,0.056415,-0.020114999999999997,0.07653,100000,0.07653,False,False,False,,True,False,False,False,True,False,False,False,False,1.797974,0.903945,1.111739,1.23156,1.070353,0.827415,0.9938230000000001,0.49940575,0.5992869,0.5,0.5992869
