ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
NVDX,NVDA,2.0,1.998203,499,ols
TSLT,TSLA,2.0,1.992854,499,ols
BTCL,IBIT,2.0,2.006605,416,ols
ETU,ETHA,2.0,1.989132,341,ols
CCUP,CRCL,2.0,1.982003,144,ols
CRWU,CRWV,2.0,1.989187,154,ols
AAPX,AAPL,2.0,1.995019,499,ols
GOOX,GOOGL,2.0,1.982299,499,ols
MSFX,MSFT,2.0,2.006948,499,ols
NFLU,NFLX,2.0,1.989009,360,ols
ROBN,HOOD,2.0,2.012117,275,ols
ARMU,ARM,2.0,1.998157,254,ols
DJTU,DJT,2.0,2.002729,254,ols
RBLU,RBLX,2.0,2.021428,254,ols
SNOU,SNOW,2.0,2.022992,218,ols
SMUP,SMR,2.0,2.059714,154,ols
DKUP,DKNG,2.0,1.983595,151,ols
BULU,BULL,2.0,1.978999,151,ols
GLXU,GLXY,2.0,2.011272,145,ols
AFRU,AFRM,2.0,1.963478,119,ols
AXUP,AXON,2.0,1.97085,119,ols
KTUP,KTOS,2.0,2.020701,119,ols
TTDU,TTD,2.0,1.997548,118,ols
BKNU,BKNG,2.0,2.011801,118,ols
PXIU,UPXI,2.0,1.913714,118,ols
BMNU,BMNR,2.0,1.942056,111,ols
SBTU,SBET,2.0,2.024185,94,ols
CIFU,CIFR,2.0,1.992145,71,ols
SOLX,GSOL,2.0,1.980183,64,ols
XRPK,XRPZ,2.0,1.964826,64,ols
XRPT,XRPZ,2.0,2.020668,70,ols
GMEU,GME,2.0,1.965972,218,ols
APLX,APLD,2.0,1.993971,124,ols
APPX,APP,2.0,1.984003,217,ols
ARCX,ACHR,2.0,1.990122,186,ols
ASTX,ASTS,2.0,1.989975,165,ols
AURU,AUR,2.0,1.850768,99,ols
BEX,BE,2.0,1.978066,77,ols
BLSX,BLSH,2.0,2.015884,92,ols
CEGX,CEG,2.0,1.984425,165,ols
CELT,CELH,2.0,1.977441,103,ols
CLSX,CLSK,2.0,1.998106,119,ols
COZX,CORZ,2.0,2.037958,83,ols
CRDU,CRDO,2.0,1.986231,119,ols
CSEX,CLS,2.0,1.99957,77,ols
CWVX,CRWV,2.0,1.98941,165,ols
DASX,DASH,2.0,2.018883,92,ols
DOGD,DDOG,2.0,2.016187,143,ols
ENPX,ENPH,2.0,2.017603,119,ols
FLYT,FLY,2.0,1.963564,92,ols
GEVX,GEV,2.0,1.994093,165,ols
IREX,IREN,2.0,1.982295,92,ols
JOBX,JOBY,2.0,1.979037,124,ols
LABX,ALAB,2.0,1.994371,143,ols
LRCU,LRCX,2.0,2.050026,138,ols
LYFX,LYFT,2.0,1.839153,99,ols
MDBX,MDB,2.0,1.99136,138,ols
NEBX,NBIS,2.0,1.997623,124,ols
NETX,NET,2.0,1.527111,103,ols
NNEX,NNE,2.0,1.993755,77,ols
NVTX,NVTS,2.0,2.000645,124,ols
NWMX,NEM,2.0,1.221794,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,1.999179,92,ols
PONX,PONY,2.0,2.017143,124,ols
QBTX,QBTS,2.0,1.993203,217,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.965525,177,ols
RGTU,RGTI,2.0,1.987044,177,ols
SMU,SMR,2.0,1.985931,165,ols
SNPX,SNPS,2.0,1.905309,77,ols
SRPU,SRPT,2.0,1.955892,92,ols
TARK,ARKK,2.0,1.975981,499,ols
TEMT,TEM,2.0,1.984704,205,ols
UNX,U,2.0,2.025787,119,ols
UPSX,UPST,2.0,1.988278,186,ols
VOYX,VOYG,2.0,1.976088,124,ols
WULX,WULF,2.0,1.990618,92,ols
CRMU,CRML,2.0,1.93794,18,ols_short_history
UECG,UEC,2.0,2.026591,18,ols_short_history
DNNG,DNN,2.0,1.977513,18,ols_short_history
RCAX,RCAT,2.0,2.028487,23,ols_short_history
RDWU,RDW,2.0,1.986496,25,ols_short_history
OKLL,OKLO,2.0,1.997115,177,ols
GDXU,GDX,2.0,3.042614,499,ols
MRNX,MRNA,2.0,2.015956,22,ols_short_history
ZETX,ZETA,2.0,2.081976,22,ols_short_history
LITX,LITE,2.0,1.974483,28,ols_short_history
SNXX,SNDX,2.0,1.461236,28,ols_short_history
WDCX,WDC,2.0,2.067403,28,ols_short_history
LNOK,NOK,2.0,1.95479,32,ols
USGG,USAR,2.0,2.007927,37,ols
ONDG,ONDS,2.0,2.003736,37,ols
PLUL,PLUG,2.0,1.933188,37,ols
ALBG,ALB,2.0,2.01139,37,ols
UUUG,UUUU,2.0,1.998475,37,ols
HUTG,HUT,2.0,2.002621,37,ols
XPEG,XPEV,2.0,1.996433,35,ols
ORLG,ORLY,2.0,2.011622,35,ols
LUNL,LUNR,2.0,2.01734,37,ols
RKTL,RKT,2.0,1.931466,37,ols
EOSU,EOSE,2.0,1.980976,36,ols
BTFL,KEEL,2.0,2.033934,46,ols
FGRU,FIGR,2.0,1.971722,13,ols_short_history
APHU,APH,2.0,2.003983,13,ols_short_history
COPZ,COPX,2.0,2.073918,13,ols_short_history
LEUX,LEU,2.0,2.280889,12,ols_short_history
COHX,COHR,2.0,2.046902,12,ols_short_history
AXPG,AXP,2.0,2.022507,12,ols_short_history
FCXG,FCX,2.0,2.060427,12,ols_short_history
BITX,IBIT,2.0,2.003903,499,ols
ETHU,ETHA,2.0,2.000979,407,ols
XXRP,XRPZ,2.0,2.021995,70,ols
AALG,AAL,2.0,1.977057,165,ols
ABNG,ABNB,2.0,1.997977,75,ols
ADBG,ADBE,2.0,1.989309,241,ols
AMDG,AMD,2.0,2.00235,280,ols
ARMG,ARM,2.0,1.996889,287,ols
ASMG,ASML,2.0,1.982783,287,ols
AVGG,AVGO,2.0,2.00121,202,ols
BAIG,BBAI,2.0,2.009326,136,ols
BEG,BE,2.0,2.000341,55,ols
BIDG,BIDU,2.0,2.013132,53,ols
BLSG,BLSH,2.0,2.008225,90,ols
BMNG,BMNR,2.0,1.991917,90,ols
BOEG,BA,2.0,1.99393,183,ols
BULG,BULL,2.0,1.986717,144,ols
CIFG,CIFR,2.0,1.994922,58,ols
CMGG,CMG,2.0,1.971531,75,ols
CNCG,CNC,2.0,2.00508,53,ols
COIG,COIN,2.0,1.995509,245,ols
COTG,COST,2.0,1.984998,117,ols
CRCG,CRCL,2.0,1.989476,144,ols
CRMG,CRM,2.0,1.983557,231,ols
CRWG,CRWV,2.0,1.996572,144,ols
DUOG,DUOL,2.0,2.028972,58,ols
FIGG,FIG,2.0,1.995382,99,ols
FUTG,FUTU,2.0,1.999056,99,ols
GEMG,GEMI,2.0,1.978384,83,ols
GEVG,GEV,2.0,1.9441,55,ols
GLGG,GLXY,2.0,2.002604,136,ols
GRAG,GRAB,2.0,1.986333,58,ols
HOOG,HOOD,2.0,2.006159,241,ols
IREG,IREN,2.0,1.970265,55,ols
KLAG,KLAC,2.0,2.016274,53,ols
LACG,LAC,2.0,2.021314,58,ols
LULG,LULU,2.0,1.991657,83,ols
MPG,MP,2.0,1.984964,90,ols
NBIG,NBIS,2.0,2.006388,90,ols
NEMG,NEM,2.0,1.998377,75,ols
NETG,NET,2.0,2.010162,75,ols
NIOG,NIO,2.0,2.031367,53,ols
NUG,NU,2.0,1.991008,75,ols
NVDG,NVDA,2.0,1.968744,306,ols
OKTG,OKTA,2.0,2.00063,75,ols
OPEG,OPEN,2.0,2.009285,58,ols
OSCG,OSCR,2.0,1.988317,83,ols
PANG,PANW,2.0,1.997701,241,ols
PBRG,PBR,2.0,1.911639,53,ols
PLTG,PLTR,2.0,1.994803,217,ols
PYPG,PYPL,2.0,1.995365,231,ols
RTXG,RTX,2.0,2.005193,188,ols
SATG,SATS,2.0,2.010505,55,ols
SBU,SBUX,2.0,1.992603,75,ols
SNAG,SNAP,2.0,2.012725,53,ols
SPOG,SPOT,2.0,1.987825,75,ols
TERG,TER,2.0,1.989355,75,ols
TSLG,TSLA,2.0,1.991191,306,ols
TSMG,TSM,2.0,1.980346,287,ols
UNHG,UNH,2.0,1.997006,158,ols
UPSG,UPS,2.0,1.997293,58,ols
VALG,VALE,2.0,1.972516,53,ols
XYZG,XYZ,2.0,1.999225,231,ols
COIO,COIN,2.0,0.948612,142,ols
MSOO,MSTR,2.0,0.977911,142,ols
NVDO,NVDA,2.0,0.938222,142,ols
PLOO,PLTR,2.0,0.906248,142,ols
TSLO,TSLA,2.0,0.851497,142,ols
CRCA,CRCL,2.0,1.97724,146,ols
NVDB,NVDA,2.0,1.993273,123,ols
PLTA,PLTR,2.0,1.99052,123,ols
TSLI,TSLA,2.0,1.978397,123,ols
COIA,COIN,2.0,1.999113,123,ols
BITU,IBIT,2.0,1.992436,484,ols
ETHT,ETHA,2.0,1.991237,407,ols
UXRP,XRPZ,2.0,2.003994,70,ols
SOLT,SOEZ,2.0,2.019485,64,ols
TSLR,TSLA,2.0,1.999922,499,ols
AAPB,AAPL,2.0,1.990083,499,ols
AMDL,AMD,2.0,1.999048,494,ols
AMZZ,AMZN,2.0,1.994128,494,ols
AVGU,AVGO,2.0,1.988871,163,ols
BABX,BABA,2.0,2.005739,499,ols
BULX,BULL,2.0,1.971379,128,ols
CONL,COIN,2.0,1.987107,499,ols
CRWL,CRWD,2.0,1.996263,328,ols
DLLL,DELL,2.0,1.985844,265,ols
ETRL,ETOR,2.0,1.999034,128,ols
GOU,GOOGL,2.0,2.057846,65,ols
INTW,INTC,2.0,1.988466,266,ols
IONL,IONQ,2.0,1.987808,238,ols
ISUL,ISRG,2.0,2.000114,104,ols
LCDL,LCID,2.0,1.962582,220,ols
MRAL,MARA,2.0,1.981076,251,ols
FBL,META,2.0,1.998357,499,ols
MVLL,MRVL,2.0,1.992802,251,ols
MSFL,MSFT,2.0,1.990555,494,ols
MSTP,MSTR,2.0,1.994808,186,ols
MULL,MU,2.0,1.997603,328,ols
NBIL,NBIS,2.0,1.998089,104,ols
NOWL,NOW,2.0,1.994374,163,ols
NVDL,NVDA,2.0,1.987866,499,ols
PDDL,PDD,2.0,2.004442,163,ols
PTIR,PLTR,2.0,1.996843,377,ols
QCML,QCOM,2.0,1.973007,232,ols
RDTL,RDDT,2.0,1.98219,239,ols
RVNL,RIVN,2.0,1.994132,220,ols
SMCL,SMCI,2.0,1.98823,306,ols
TSMU,TSM,2.0,1.993312,328,ols
UBRL,UBER,2.0,1.996264,377,ols
VRTL,VRT,2.0,1.98384,239,ols
AMYY,AMD,2.0,0.316112,119,ols
AZYY,AMZN,2.0,0.645265,119,ols
BBYY,BABA,2.0,0.618201,93,ols
XBTY,IBIT,2.0,0.533298,205,ols
COYY,COIN,2.0,0.478623,153,ols
NUGY,GDX,2.0,0.541987,74,ols
HMYY,HIMS,2.0,0.277004,65,ols
HOYY,HOOD,2.0,0.50153,109,ols
IOYY,IONQ,2.0,0.36147,84,ols
MAAY,MARA,2.0,0.303791,84,ols
FBYY,META,2.0,0.607705,93,ols
MTYY,MSTR,2.0,0.363145,114,ols
NVYY,NVDA,2.0,0.639818,205,ols
PLYY,PLTR,2.0,0.548294,114,ols
QBY,QBTS,2.0,0.280008,66,ols
TQQY,QQQ,2.0,0.863569,258,ols
RGYY,RGTI,2.0,0.309369,69,ols
RTYY,RIOT,2.0,0.344921,65,ols
SEMY,SOXX,2.0,0.778819,74,ols
SMYY,SMCI,2.0,0.435055,109,ols
YSPY,SPY,2.0,0.801565,232,ols
TSYY,TSLA,2.0,0.537348,303,ols
QYLD,QQQ,1.0,0.621493,499,ols
QYLG,QQQ,1.0,0.795761,499,ols
QQQX,QQQ,1.0,0.774178,499,ols
JEPQ,QQQ,1.0,0.766633,499,ols
XYLD,SPY,1.0,0.638719,499,ols
XYLG,SPY,1.0,0.811046,499,ols
JEPI,SPY,1.0,0.593078,499,ols
SPYI,SPY,1.0,0.822709,499,ols
RYLD,IWM,1.0,0.569788,499,ols
ABNY,ABNB,1.0,0.795782,426,ols
AIYY,AI,1.0,0.772772,499,ols
AMDY,AMD,1.0,0.80685,499,ols
AMZY,AMZN,1.0,0.766024,499,ols
APLY,AAPL,1.0,0.779468,499,ols
BABO,BABA,1.0,0.771265,395,ols
BRKC,BRK-B,1.0,0.83281,189,ols
CONY,COIN,1.0,0.771352,499,ols
CRCO,CRCL,1.0,0.831232,109,ols
CVNY,CVNA,1.0,0.818629,275,ols
DISO,DIS,1.0,0.75752,499,ols
DRAY,DKNG,1.0,0.807325,163,ols
FBY,META,1.0,0.782816,499,ols
GMEY,GME,1.0,0.645761,124,ols
GOOY,GOOGL,1.0,0.739392,499,ols
HIYY,HIMS,1.0,0.870633,114,ols
HOOY,HOOD,1.0,0.790772,208,ols
MARO,MARA,1.0,0.786336,309,ols
MRNY,MRNA,1.0,0.759735,499,ols
MSFO,MSFT,1.0,0.783024,499,ols
MSTY,MSTR,1.0,0.753013,499,ols
NFLY,NFLX,1.0,0.780434,499,ols
NVDY,NVDA,1.0,0.790358,499,ols
PLTY,PLTR,1.0,0.796154,353,ols
PYPY,PYPL,1.0,0.808311,499,ols
RBLY,RBLX,1.0,0.841552,153,ols
RDYY,RDDT,1.0,0.826886,124,ols
SMCY,SMCI,1.0,0.744857,371,ols
SNOY,SNOW,1.0,0.793776,435,ols
TSLY,TSLA,1.0,0.75399,499,ols
TSMY,TSM,1.0,0.792393,386,ols
XOMO,XOM,1.0,0.802998,499,ols
XYZY,XYZ,1.0,0.806254,499,ols
AAPW,AAPL,1.0,1.096141,262,ols
AMDW,AMD,1.0,1.19593,156,ols
AMZW,AMZN,1.0,1.211437,180,ols
ARMW,ARM,1.0,1.187737,92,ols
AVGW,AVGO,1.0,1.198448,156,ols
BABW,BABA,1.0,1.223201,92,ols
BRKW,BRK-B,1.0,1.173144,180,ols
COIW,COIN,1.0,1.218127,263,ols
COSW,COST,1.0,1.236544,92,ols
GOOW,GOOGL,1.0,1.222771,156,ols
HOOW,HOOD,1.0,1.211078,180,ols
METW,META,1.0,1.185025,180,ols
MSFW,MSFT,1.0,1.220616,156,ols
MSTW,MSTR,1.0,1.222885,156,ols
NFLW,NFLX,1.0,1.192218,180,ols
NVDW,NVDA,1.0,1.20135,263,ols
PLTW,PLTR,1.0,1.192726,263,ols
TSLW,TSLA,1.0,1.198373,263,ols
UBEW,UBER,1.0,1.219149,92,ols
UNHW,UNH,1.0,1.204153,64,ols
TSYW,TLT,1.0,1.162453,77,ols
GLDW,GOLD,1.0,0.304198,87,ols
GDXW,GDX,1.0,1.198215,87,ols
SDS,SPY,-2.0,-1.933216,499,ols
QID,QQQ,-2.0,-1.992713,499,ols
DXD,DIA,-2.0,-1.988313,499,ols
TWM,IWM,-2.0,-2.002626,499,ols
SCO,USO,-2.0,-1.504645,499,ols
MSTZ,MSTR,-2.0,-1.982392,367,ols
NVDQ,NVDA,-2.0,-1.992351,499,ols
BTCZ,IBIT,-2.0,-1.992772,416,ols
ETHD,ETHA,-2.0,-1.980626,407,ols
CRCD,CRCL,-2.0,-2.011265,111,ols
CORD,CRWV,-2.0,-2.00196,111,ols
TSLQ,TSLA,-2.0,-1.843862,499,ols
ZSL,SLV,-2.0,-2.02553,499,ols
SQQQ,QQQ,-3.0,-2.97566,499,ols
SPXS,SPY,-3.0,-2.898437,499,ols
TZA,IWM,-3.0,-2.990894,499,ols
SOXS,SOXX,-3.0,-2.98967,499,ols
FAZ,XLF,-3.0,-3.001807,499,ols
LABD,XBI,-3.0,-2.992825,499,ols
TECS,XLK,-3.0,-2.961877,499,ols
SDOW,DIA,-3.0,-2.988018,499,ols
DUST,GDX,-3.0,-1.986433,499,ols
TTXD,XLK,-2.0,-1.848665,107,ols
TSXD,SOXX,-2.0,-1.901072,107,ols
WEBS,XLK,-3.0,-2.234372,499,ols
FNGD,XLK,-3.0,-2.838558,499,ols
REW,XLK,-2.0,-1.998284,499,ols
SKF,XLF,-2.0,-2.00174,499,ols
SPXU,SPY,-3.0,-2.891333,499,ols
DUG,XLE,-2.0,-1.974024,499,ols
DRIP,XOP,-2.0,-1.999033,499,ols
TMV,TLT,-3.0,-2.963299,499,ols
TBT,TLT,-2.0,-1.980565,499,ols
TBX,TLT,-2.0,-0.426834,499,ols
NVDS,NVDA,-1.5,-1.448281,499,ols
EWV,EWJ,-2.0,-1.966239,499,ols
APLZ,APLD,-2.0,-1.988818,31,ols
HIBS,SPY,-3.0,-4.472566,499,ols
CLSZ,CLSK,-2.0,-2.057901,12,ols_short_history
