etf,underlying,pair_frac_merged
NVTX,NVTS,0.09999999997453844
ASTX,ASTS,0.09999999994743415
IRE,IREN,0.09999999983773405
SMU,SMR,0.09999999981733647
CLSX,CLSK,0.09956316731976948
NBIG,NBIS,0.05125457304510337
NEBX,NBIS,0.04874542345706437
WULX,WULF,0.040374031181771096
MTYY,MSTR,0.03999999997359967
SMYY,SMCI,0.03999999997112932
MAAY,MARA,0.03999999996243378
IOYY,IONQ,0.03999999996135478
XBTY,IBIT,0.03999999985305294
OKLL,OKLO,0.029278026633870812
PLTZ,PLTR,0.025000000003257042
CONI,COIN,0.02500000000305075
CORD,CRWV,0.024999999998854626
ETHD,ETHA,0.024999999997276378
MSDD,MSTR,0.02499999997715557
GLXU,GLXY,0.005784772197950273
NBIL,NBIS,3.3383986950861943e-09
CRDU,CRDO,5.184474460116049e-10
FBYY,META,1.8268022079235993e-10
CWVX,CRWV,9.595949737896416e-11
COYY,COIN,9.574934139205482e-11
QBTX,QBTS,9.259187772403711e-11
IREX,IREN,8.086175441401675e-11
LABX,ALAB,7.986663995070889e-11
ETU,ETHA,7.866860248459288e-11
ETHU,ETHA,7.460573642108975e-11
QUBX,QUBT,6.068173662372857e-11
RKLX,RKLB,5.314489467965523e-11
APPX,APP,5.281185892217775e-11
ETHT,ETHA,4.968469834627122e-11
SBTU,SBET,3.773832821481519e-11
RGTU,RGTI,3.534441904184366e-11
CRWU,CRWV,3.492036756441316e-11
AVXX,AVAV,3.258613424310111e-11
CONL,COIN,3.151581880007396e-11
COIA,COIN,3.072835665675697e-11
RGTX,RGTI,2.911658043480093e-11
KTUP,KTOS,2.7608950632726225e-11
SOUX,SOUN,2.7594544108048743e-11
TEMT,TEM,2.7448732314286406e-11
ARCX,ACHR,2.7302915224315144e-11
RDTL,RDDT,2.6887278170629753e-11
MUU,MU,2.6790003151723575e-11
UPSX,UPST,2.6683466900720177e-11
OSCX,OSCR,2.6525752570300266e-11
RIOX,RIOT,2.628220949916592e-11
COZX,CORZ,2.6226170077536326e-11
INTW,INTC,2.6163965824984336e-11
PTIR,PLTR,2.6014942450823168e-11
MPL,MP,2.5417947372235972e-11
GDXU,GDX,2.4942675796829417e-11
COIG,COIN,2.476918899252054e-11
RBLU,RBLX,2.4662298135341657e-11
ROBN,HOOD,2.4602884253577207e-11
PONX,PONY,2.4498564099058085e-11
QSU,QS,2.4435169908428905e-11
OPEX,OPEN,2.396823529365248e-11
HOOX,HOOD,2.3798988018379134e-11
AMDL,AMD,2.3268778074724982e-11
AMUU,AMD,2.2867789530270113e-11
MPG,MP,2.2799158080315806e-11
AMDG,AMD,2.2587037329859774e-11
MULL,MU,2.1899379643412145e-11
SNOU,SNOW,2.1882464260371264e-11
PLTU,PLTR,2.1169700632633643e-11
HOOG,HOOD,2.074809325804601e-11
VRTL,VRT,2.071659720811717e-11
MSTZ,MSTR,2.040564858900027e-11
BULX,BULL,1.9935174989689137e-11
NUGT,GDX,1.960472896929186e-11
JNUG,GDXJ,1.960391598646954e-11
SOFX,SOFI,1.937726397182361e-11
PLTA,PLTR,1.92728231871592e-11
HIMZ,HIMS,1.8639177813874152e-11
CVNX,CVNA,1.811309538186722e-11
LRCU,LRCX,1.773140968789042e-11
GEVX,GEV,1.7250115314913556e-11
ANEL,ANET,1.7035566504006397e-11
BABX,BABA,1.68846133547278e-11
GLGG,GLXY,1.685048487939429e-11
URAA,URA,1.6790282885071978e-11
MVLL,MRVL,1.6764090468010795e-11
DKNX,DKNG,1.6620469846990828e-11
TSLI,TSLA,1.6392379601731972e-11
BITX,IBIT,1.5972933531041017e-11
MSTX,MSTR,1.5460135579996613e-11
BTCL,IBIT,1.5117162544528908e-11
TSLL,TSLA,1.499227633277019e-11
SOXL,SOXX,1.4946913373156198e-11
AFRU,AFRM,1.4926233711843444e-11
SHPU,SHOP,1.480835844167128e-11
BITU,IBIT,1.4800054526521368e-11
PLTG,PLTR,1.4789390158649582e-11
TSLR,TSLA,1.443306818220097e-11
JOBX,JOBY,1.4186024988121082e-11
VSTL,VST,1.3899203616995577e-11
ETRL,ETOR,1.3895944415298471e-11
QPUX,IONQ,1.3789828490563917e-11
IONX,IONQ,1.376077903480495e-11
IONL,IONQ,1.3498617003644227e-11
UNHG,UNH,1.337601517982227e-11
TSLT,TSLA,1.3210768706890088e-11
UBRL,UBER,1.3201817858148234e-11
MRAL,MARA,1.319651170102908e-11
NOWL,NOW,1.2990211843203352e-11
CEGX,CEG,1.2969778355181882e-11
AVGG,AVGO,1.2909290151982685e-11
QCMU,QCOM,1.2792700209876924e-11
LLYX,LLY,1.2762318266846479e-11
MSTU,MSTR,1.2674870649006647e-11
ORCX,ORCL,1.2665289361197427e-11
TARK,ARKK,1.2659446303645202e-11
DLLL,DELL,1.2607714951336491e-11
ARMG,ARM,1.2586307128160292e-11
TSLG,TSLA,1.2544690486942424e-11
CWEB,KWEB,1.2528720752889112e-11
ASMG,ASML,1.2465987917805462e-11
YINN,FXI,1.2458412208028243e-11
TTDU,TTD,1.2409780522163626e-11
CRWL,CRWD,1.2383394566081698e-11
CRMG,CRM,1.2358476145329358e-11
GOOX,GOOGL,1.2357042795119365e-11
MSFU,MSFT,1.2320908608345401e-11
SMCL,SMCI,1.2317910718350949e-11
NVOX,NVO,1.2310871901642679e-11
AVL,AVGO,1.1672106631882927e-11
METU,META,1.1543634309819423e-11
FBL,META,1.1451083613628395e-11
AVGU,AVGO,1.136460552365002e-11
PANG,PANW,1.1109493654802382e-11
AMZU,AMZN,1.110121167658769e-11
TSMU,TSM,1.1070594420342458e-11
NFXL,NFLX,1.1022314229514652e-11
BOEG,BA,1.1016486451325213e-11
NFLU,NFLX,1.1000718813238963e-11
TSMG,TSM,1.0975210285502926e-11
AVGX,AVGO,1.0918974713411422e-11
PALU,PANW,1.0806015996710279e-11
AMZZ,AMZN,1.0766038839722982e-11
BOEU,BA,1.0596882999982912e-11
NVDB,NVDA,9.201373989825216e-12
NVDL,NVDA,8.952015932178978e-12
NVDU,NVDA,8.855837684407865e-12
NVDG,NVDA,8.563977606259931e-12
