ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPX,AAPL,2.0,1.995442,500,ols
GOOX,GOOGL,2.0,1.982274,500,ols
MSFX,MSFT,2.0,2.007618,500,ols
NFLU,NFLX,2.0,1.988874,367,ols
ROBN,HOOD,2.0,2.012079,282,ols
ARMU,ARM,2.0,1.978026,260,ols
DJTU,DJT,2.0,2.002208,261,ols
RBLU,RBLX,2.0,2.01903,261,ols
SNOU,SNOW,2.0,2.020582,225,ols
SMUP,SMR,2.0,2.058555,161,ols
DKUP,DKNG,2.0,1.928384,157,ols
BULU,BULL,2.0,1.963719,156,ols
GLXU,GLXY,2.0,2.011201,152,ols
AFRU,AFRM,2.0,1.952889,126,ols
AXUP,AXON,2.0,1.969672,124,ols
KTUP,KTOS,2.0,2.022324,126,ols
TTDU,TTD,2.0,1.99762,125,ols
BKNU,BKNG,2.0,2.004394,123,ols
PXIU,UPXI,2.0,1.911583,123,ols
BMNU,BMNR,2.0,1.943867,118,ols
SBTU,SBET,2.0,2.025065,101,ols
CIFU,CIFR,2.0,1.989963,78,ols
SOLX,GSOL,2.0,1.98261,71,ols
XRPK,XRPZ,2.0,1.960962,71,ols
XRPT,XRPZ,2.0,2.018557,77,ols
GMEU,GME,2.0,1.966317,225,ols
APLX,APLD,2.0,1.994434,131,ols
APPX,APP,2.0,1.984498,224,ols
ARCX,ACHR,2.0,1.987923,193,ols
ASTX,ASTS,2.0,1.989978,172,ols
AURU,AUR,2.0,1.850768,99,ols
BEX,BE,2.0,1.976089,84,ols
BLSX,BLSH,2.0,1.920863,97,ols
CEGX,CEG,2.0,1.983444,172,ols
CELT,CELH,2.0,1.915488,109,ols
CLSX,CLSK,2.0,1.998612,126,ols
COZX,CORZ,2.0,2.037347,90,ols
CRDU,CRDO,2.0,1.987988,126,ols
CSEX,CLS,2.0,2.000969,84,ols
CWVX,CRWV,2.0,1.98988,172,ols
DASX,DASH,2.0,1.921189,98,ols
DOGD,DDOG,2.0,2.015653,150,ols
ENPX,ENPH,2.0,2.017434,126,ols
FLYT,FLY,2.0,1.966086,99,ols
GEVX,GEV,2.0,1.995184,172,ols
IREX,IREN,2.0,1.982174,99,ols
JOBX,JOBY,2.0,1.97931,131,ols
LABX,ALAB,2.0,1.993628,150,ols
LRCU,LRCX,2.0,2.046547,145,ols
LYFX,LYFT,2.0,1.839153,99,ols
MDBX,MDB,2.0,1.991482,145,ols
NEBX,NBIS,2.0,1.99907,131,ols
NETX,NET,2.0,1.510233,107,ols
NNEX,NNE,2.0,1.993345,84,ols
NVTX,NVTS,2.0,2.000212,131,ols
NWMX,NEM,2.0,1.221794,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,2.001827,99,ols
PONX,PONY,2.0,2.017878,131,ols
QBTX,QBTS,2.0,1.992888,224,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.965032,184,ols
RGTU,RGTI,2.0,1.986289,184,ols
SMU,SMR,2.0,1.986394,172,ols
SNPX,SNPS,2.0,1.911343,84,ols
SRPU,SRPT,2.0,1.955675,99,ols
TARK,ARKK,2.0,1.976686,500,ols
TEMT,TEM,2.0,1.984817,212,ols
UNX,U,2.0,2.026352,126,ols
UPSX,UPST,2.0,1.98962,193,ols
VOYX,VOYG,2.0,1.972745,131,ols
WULX,WULF,2.0,1.99781,99,ols
CRMU,CRML,2.0,1.956799,25,ols_short_history
UECG,UEC,2.0,1.981903,25,ols_short_history
DNNG,DNN,2.0,1.95769,25,ols_short_history
RCAX,RCAT,2.0,2.030465,30,ols
RDWU,RDW,2.0,1.965905,32,ols
OKLL,OKLO,2.0,1.997459,184,ols
GDXU,GDX,2.0,3.042855,500,ols
MRNX,MRNA,2.0,2.017171,29,ols_short_history
ZETX,ZETA,2.0,2.076685,29,ols_short_history
LITX,LITE,2.0,1.976654,35,ols
SNXX,SNDX,2.0,1.454625,35,ols
WDCX,WDC,2.0,2.058685,35,ols
LNOK,NOK,2.0,1.947515,39,ols
USGG,USAR,2.0,2.001121,44,ols
ONDG,ONDS,2.0,2.001051,44,ols
PLUL,PLUG,2.0,1.931046,44,ols
ALBG,ALB,2.0,2.009875,44,ols
UUUG,UUUU,2.0,1.999092,44,ols
HUTG,HUT,2.0,2.002331,44,ols
XPEG,XPEV,2.0,1.992733,42,ols
ORLG,ORLY,2.0,2.0132,42,ols
LUNL,LUNR,2.0,2.016636,44,ols
RKTL,RKT,2.0,1.947454,44,ols
EOSU,EOSE,2.0,1.981641,43,ols
BTFL,BITF,2.0,2.040289,53,ols
FGRU,FIGR,2.0,2.007015,20,ols_short_history
APHU,APH,2.0,2.020813,20,ols_short_history
COPZ,COPX,2.0,2.086003,20,ols_short_history
LEUX,LEU,2.0,2.126678,19,ols_short_history
COHX,COHR,2.0,2.065445,19,ols_short_history
AXPG,AXP,2.0,2.022841,19,ols_short_history
FCXG,FCX,2.0,2.058816,19,ols_short_history
GLWG,GLW,2.0,2.040752,6,ols_short_history
SNDU,SNDK,2.0,2.0,0,imputed_no_overlap
PAAU,PAAS,2.0,2.0,0,imputed_no_overlap
BITX,IBIT,2.0,2.004236,500,ols
ETHU,ETHA,2.0,2.001061,414,ols
XXRP,XRPZ,2.0,2.019606,77,ols
AALG,AAL,2.0,1.978285,172,ols
ABNG,ABNB,2.0,1.997355,82,ols
ADBG,ADBE,2.0,1.991774,248,ols
AMDG,AMD,2.0,2.002697,287,ols
ARMG,ARM,2.0,1.997018,294,ols
ASMG,ASML,2.0,1.98304,294,ols
AVGG,AVGO,2.0,2.000411,209,ols
BAIG,BBAI,2.0,2.010401,143,ols
BEG,BE,2.0,1.998369,62,ols
BIDG,BIDU,2.0,2.013508,60,ols
BLSG,BLSH,2.0,2.010664,97,ols
BMNG,BMNR,2.0,1.993249,97,ols
BOEG,BA,2.0,1.99092,190,ols
BULG,BULL,2.0,1.986597,151,ols
CIFG,CIFR,2.0,1.994854,65,ols
CMGG,CMG,2.0,1.971141,82,ols
CNCG,CNC,2.0,2.00415,60,ols
COIG,COIN,2.0,1.995462,252,ols
COTG,COST,2.0,1.98724,124,ols
CRCG,CRCL,2.0,1.989504,151,ols
CRMG,CRM,2.0,1.983611,238,ols
CRWG,CRWV,2.0,1.99699,151,ols
DUOG,DUOL,2.0,2.02044,65,ols
FIGG,FIG,2.0,1.995785,106,ols
FUTG,FUTU,2.0,1.998224,106,ols
GEMG,GEMI,2.0,1.978647,90,ols
GEVG,GEV,2.0,1.946826,62,ols
GLGG,GLXY,2.0,2.002245,143,ols
GRAG,GRAB,2.0,1.992059,65,ols
HOOG,HOOD,2.0,2.006192,248,ols
IREG,IREN,2.0,1.968903,62,ols
KLAG,KLAC,2.0,2.017786,60,ols
LACG,LAC,2.0,2.013635,65,ols
LULG,LULU,2.0,1.99175,90,ols
MPG,MP,2.0,1.985249,97,ols
NBIG,NBIS,2.0,2.00847,97,ols
NEMG,NEM,2.0,1.998345,82,ols
NETG,NET,2.0,2.005608,82,ols
NIOG,NIO,2.0,1.975057,60,ols
NUG,NU,2.0,1.990617,82,ols
NVDG,NVDA,2.0,1.968871,313,ols
OKTG,OKTA,2.0,2.00079,82,ols
OPEG,OPEN,2.0,2.00684,65,ols
OSCG,OSCR,2.0,1.987633,90,ols
PANG,PANW,2.0,1.997598,248,ols
PBRG,PBR,2.0,1.91974,60,ols
PLTG,PLTR,2.0,1.994842,224,ols
PYPG,PYPL,2.0,1.994812,238,ols
RTXG,RTX,2.0,2.007194,195,ols
SATG,SATS,2.0,2.009035,62,ols
SBU,SBUX,2.0,1.993071,82,ols
SNAG,SNAP,2.0,1.999702,60,ols
SPOG,SPOT,2.0,1.987314,82,ols
TERG,TER,2.0,1.991238,82,ols
TSLG,TSLA,2.0,1.991119,313,ols
TSMG,TSM,2.0,1.978471,294,ols
UNHG,UNH,2.0,1.996325,165,ols
UPSG,UPS,2.0,1.995514,65,ols
VALG,VALE,2.0,1.976482,60,ols
XYZG,XYZ,2.0,1.999663,238,ols
COIO,COIN,2.0,0.942217,149,ols
MSOO,MSTR,2.0,0.975721,148,ols
NVDO,NVDA,2.0,0.937038,149,ols
PLOO,PLTR,2.0,0.899721,149,ols
TSLO,TSLA,2.0,0.851896,148,ols
CRCA,CRCL,2.0,1.978158,153,ols
NVDB,NVDA,2.0,1.991919,130,ols
PLTA,PLTR,2.0,1.990669,130,ols
TSLI,TSLA,2.0,1.97843,130,ols
COIA,COIN,2.0,1.9994,130,ols
BITU,IBIT,2.0,1.992363,491,ols
ETHT,ETHA,2.0,1.991329,414,ols
UXRP,XRPZ,2.0,2.001617,77,ols
SOLT,SOEZ,2.0,2.014191,71,ols
TSLR,TSLA,2.0,1.999254,500,ols
AAPB,AAPL,2.0,1.990232,500,ols
AMDL,AMD,2.0,1.997439,500,ols
AMZZ,AMZN,2.0,1.991349,500,ols
AVGU,AVGO,2.0,1.988092,170,ols
BABX,BABA,2.0,2.00599,500,ols
BULX,BULL,2.0,1.968957,135,ols
CONL,COIN,2.0,1.986969,500,ols
CRWL,CRWD,2.0,1.996222,335,ols
DLLL,DELL,2.0,1.98688,272,ols
ETRL,ETOR,2.0,1.999374,135,ols
GOU,GOOGL,2.0,2.052263,72,ols
INTW,INTC,2.0,1.988218,273,ols
IONL,IONQ,2.0,1.988217,245,ols
ISUL,ISRG,2.0,2.00154,111,ols
LCDL,LCID,2.0,1.963008,227,ols
MRAL,MARA,2.0,1.980969,258,ols
FBL,META,2.0,1.997384,500,ols
MVLL,MRVL,2.0,1.992696,258,ols
MSFL,MSFT,2.0,1.991923,500,ols
MSTP,MSTR,2.0,1.995177,193,ols
MULL,MU,2.0,1.997318,335,ols
NBIL,NBIS,2.0,1.998152,111,ols
NOWL,NOW,2.0,1.995435,170,ols
NVDL,NVDA,2.0,1.98802,500,ols
PDDL,PDD,2.0,2.004384,170,ols
PTIR,PLTR,2.0,1.996772,384,ols
QCML,QCOM,2.0,1.973101,239,ols
RDTL,RDDT,2.0,1.982314,246,ols
RVNL,RIVN,2.0,1.993051,227,ols
SMCL,SMCI,2.0,1.987984,313,ols
TSMU,TSM,2.0,1.990947,335,ols
UBRL,UBER,2.0,1.995912,384,ols
VRTL,VRT,2.0,1.983182,246,ols
AMYY,AMD,2.0,0.318736,126,ols
AZYY,AMZN,2.0,0.63785,126,ols
BBYY,BABA,2.0,0.616406,100,ols
XBTY,IBIT,2.0,0.539817,212,ols
COYY,COIN,2.0,0.488382,160,ols
NUGY,GDX,2.0,0.520238,81,ols
HMYY,HIMS,2.0,0.260932,72,ols
HOYY,HOOD,2.0,0.518536,116,ols
IOYY,IONQ,2.0,0.369684,91,ols
MAAY,MARA,2.0,0.323731,91,ols
FBYY,META,2.0,0.62171,100,ols
MTYY,MSTR,2.0,0.390031,121,ols
NVYY,NVDA,2.0,0.655821,212,ols
PLYY,PLTR,2.0,0.551338,121,ols
QBY,QBTS,2.0,0.292266,73,ols
TQQY,QQQ,2.0,0.864654,265,ols
RGYY,RGTI,2.0,0.324873,76,ols
RTYY,RIOT,2.0,0.363645,72,ols
SEMY,SOXX,2.0,0.77432,81,ols
SMYY,SMCI,2.0,0.448454,116,ols
YSPY,SPY,2.0,0.815026,239,ols
TSYY,TSLA,2.0,0.542322,310,ols
QYLD,QQQ,1.0,0.623784,500,ols
QYLG,QQQ,1.0,0.797464,500,ols
QQQX,QQQ,1.0,0.771356,500,ols
JEPQ,QQQ,1.0,0.768851,500,ols
XYLD,SPY,1.0,0.644192,500,ols
XYLG,SPY,1.0,0.813614,500,ols
JEPI,SPY,1.0,0.597806,500,ols
SPYI,SPY,1.0,0.827086,500,ols
RYLD,IWM,1.0,0.573937,500,ols
ABNY,ABNB,1.0,0.795998,433,ols
AIYY,AI,1.0,0.771375,500,ols
AMDY,AMD,1.0,0.804303,500,ols
AMZY,AMZN,1.0,0.765379,500,ols
APLY,AAPL,1.0,0.780926,500,ols
BABO,BABA,1.0,0.770743,402,ols
BRKC,BRK-B,1.0,0.825903,196,ols
CONY,COIN,1.0,0.769953,500,ols
CRCO,CRCL,1.0,0.829946,116,ols
CVNY,CVNA,1.0,0.816889,282,ols
DISO,DIS,1.0,0.756925,500,ols
DRAY,DKNG,1.0,0.802234,170,ols
FBY,META,1.0,0.783329,500,ols
GMEY,GME,1.0,0.643956,131,ols
GOOY,GOOGL,1.0,0.745027,500,ols
HIYY,HIMS,1.0,0.872286,121,ols
HOOY,HOOD,1.0,0.788057,215,ols
MARO,MARA,1.0,0.781606,316,ols
MRNY,MRNA,1.0,0.759929,500,ols
MSFO,MSFT,1.0,0.787662,500,ols
MSTY,MSTR,1.0,0.757501,500,ols
NFLY,NFLX,1.0,0.780469,500,ols
NVDY,NVDA,1.0,0.787557,500,ols
PLTY,PLTR,1.0,0.794471,360,ols
PYPY,PYPL,1.0,0.813817,500,ols
RBLY,RBLX,1.0,0.846038,160,ols
RDYY,RDDT,1.0,0.826443,131,ols
SMCY,SMCI,1.0,0.744096,378,ols
SNOY,SNOW,1.0,0.793131,442,ols
TSLY,TSLA,1.0,0.753386,500,ols
TSMY,TSM,1.0,0.792709,393,ols
XOMO,XOM,1.0,0.802344,500,ols
XYZY,XYZ,1.0,0.813218,500,ols
AAPW,AAPL,1.0,1.099384,269,ols
AMDW,AMD,1.0,1.198853,163,ols
AMZW,AMZN,1.0,1.211945,187,ols
ARMW,ARM,1.0,1.192336,99,ols
AVGW,AVGO,1.0,1.198555,163,ols
BABW,BABA,1.0,1.224482,99,ols
BRKW,BRK-B,1.0,1.177938,187,ols
COIW,COIN,1.0,1.217574,270,ols
COSW,COST,1.0,1.247994,99,ols
GOOW,GOOGL,1.0,1.224987,163,ols
HOOW,HOOD,1.0,1.20836,187,ols
METW,META,1.0,1.18214,187,ols
MSFW,MSFT,1.0,1.218388,163,ols
MSTW,MSTR,1.0,1.220092,163,ols
NFLW,NFLX,1.0,1.191225,187,ols
NVDW,NVDA,1.0,1.200163,270,ols
PLTW,PLTR,1.0,1.193786,270,ols
TSLW,TSLA,1.0,1.197677,270,ols
UBEW,UBER,1.0,1.21903,99,ols
UNHW,UNH,1.0,1.20316,71,ols
TSYW,TLT,1.0,1.171848,84,ols
GLDW,GOLD,1.0,0.318465,94,ols
GDXW,GDX,1.0,1.20045,94,ols
SDS,SPY,-2.0,-1.933379,500,ols
QID,QQQ,-2.0,-1.99264,500,ols
DXD,DIA,-2.0,-1.988493,500,ols
TWM,IWM,-2.0,-2.001758,500,ols
SCO,USO,-2.0,-1.483512,500,ols
MSTZ,MSTR,-2.0,-1.982406,374,ols
NVDQ,NVDA,-2.0,-1.992633,500,ols
BTCZ,IBIT,-2.0,-1.992834,423,ols
ETHD,ETHA,-2.0,-1.981471,414,ols
CRCD,CRCL,-2.0,-2.010573,118,ols
CORD,CRWV,-2.0,-2.00317,118,ols
TSLQ,TSLA,-2.0,-1.852983,500,ols
ZSL,SLV,-2.0,-2.025733,500,ols
SQQQ,QQQ,-3.0,-2.975552,500,ols
SPXS,SPY,-3.0,-2.898454,500,ols
TZA,IWM,-3.0,-2.990662,500,ols
SOXS,SOXX,-3.0,-2.989494,500,ols
FAZ,XLF,-3.0,-3.002194,500,ols
LABD,XBI,-3.0,-2.991716,500,ols
TECS,XLK,-3.0,-2.962174,500,ols
SDOW,DIA,-3.0,-2.9878,500,ols
DUST,GDX,-3.0,-1.9872,500,ols
TTXD,XLK,-2.0,-1.843012,114,ols
TSXD,SOXX,-2.0,-1.890991,114,ols
WEBS,XLK,-3.0,-2.238986,500,ols
FNGD,XLK,-3.0,-2.833349,500,ols
REW,XLK,-2.0,-1.997959,500,ols
SKF,XLF,-2.0,-2.003306,500,ols
SPXU,SPY,-3.0,-2.891348,500,ols
DUG,XLE,-2.0,-1.974991,500,ols
DRIP,XOP,-2.0,-1.998901,500,ols
TMV,TLT,-3.0,-2.964047,500,ols
TBT,TLT,-2.0,-1.981471,500,ols
TBX,TLT,-2.0,-0.425489,500,ols
NVDS,NVDA,-1.5,-1.451339,500,ols
EWV,EWJ,-2.0,-1.969119,500,ols
APLZ,APLD,-2.0,-1.987602,38,ols
HIBS,SPY,-3.0,-4.474066,500,ols
CLSZ,CLSK,-2.0,-2.071376,19,ols_short_history
