symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17213.8799445984,17213.8799445984,1
DUST,flow_program,9839.7456264,9839.7456264,1
FAZ,flow_program,9238.0294551,9238.0294551,1
SDS,flow_program,9180.66635367,9180.66635367,1
ZSL,flow_program,8855.454020399999,8855.454020399999,1
TSLQ,flow_program,8684.626035800002,8684.626035800002,1
SQQQ,flow_program,8620.38537063,8620.38537063,1
LABD,flow_program,7426.501887,7426.501887,1
NVDQ,flow_program,6740.439939999999,6740.439939999999,1
SOXS,flow_program,5267.7168568199995,5267.7168568199995,1
EWV,flow_program,1368.733954,1368.733954,1
TSYY,flow_program,-46.80246142,46.80246142,1
NVYY,flow_program,-57.49200468000001,57.49200468000001,1
TQQY,flow_program,-261.57922560000003,261.57922560000003,1
