symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3583.159099,0.0,0.0,0.0,-59.68,20.477624745932076,0.0,0.0,3543.9567237459323
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,1523.162062,0.0,0.0,-25.53,-50.32,4.1776442696797,0.0,0.0,1451.4897062696798
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,1004.73324,0.0,0.0,-15.54,-54.27,5.89299441948972,0.0,0.0,940.8162344194898
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,973.689729,0.0,0.0,0.0,-89.85,8.046246036273876,0.0,0.0,891.8859750362739
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,755.028672,0.0,0.0,-29.37,-17.48,6.846188909248424,0.0,0.0,715.0248609092484
SDS,PROSHARES ULTRASHORT S&P500,0.0,415.909425,0.0,0.0,-26.99,-35.2,10.984625583597524,0.0,0.0,364.7040505835975
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,256.214805,0.0,0.0,0.0,-34.68,10.300432810436142,0.0,0.0,231.83523781043615
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,263.923549,0.0,0.0,-26.13,-49.9,7.345675105500195,0.0,0.0,195.23922410550017
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,2.755445,0.0,0.0,-110.39,-13.0,0.8798498624280546,0.0,0.0,40.12980981242807
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,6.953059,0.0,0.0,-4.970000000000001,-0.27,0.23057970150103183,0.0,0.0,1.9436387015010308
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,3.621649,0.0,0.0,-150.58,-6.87,0.2733819215401455,0.0,0.0,-49.131106818459855
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,48.062469,0.0,0.0,-1.46,-4.34,1.6330546689005558,0.0,0.0,-335.7837055510994
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-760.989378,0.0,0.0,-90.65,-105.32,11.789559658226308,0.0,0.0,-948.5757766417736
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-716.577632,0.0,0.0,0.0,-294.39,10.48363964326207,0.0,0.0,-1000.4839923567379
