underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,1936.4,1936.4,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-1857.878587584,1857.878587584,1.0,0.0,0.0
AAPL,AAPL,spot,15425.6,15425.6,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-7134.069216610001,7134.069216610001,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-7644.541837060801,7644.541837060801,1.0,0.0,0.0
ACHR,ACHR,spot,1756.05,1756.05,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-1729.14339056,1729.14339056,1.0,0.0,0.0
ADBE,ADBE,spot,1878.72,1878.72,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1824.1307013600003,1824.1307013600003,1.0,0.0,0.0
ALAB,ALAB,spot,8322.78,8322.78,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-8310.35065152,8310.35065152,1.0,0.0,0.0
AMD,AMD,spot,25450.74,25450.74,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-8219.7337718661,8219.7337718661,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-8329.1011360319,8329.1011360319,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8329.39081065,8329.39081065,1.0,0.0,0.0
AMZN,AMZN,spot,16545.22,16545.22,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-7496.308733760001,7496.308733760001,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8578.3538794715,8578.3538794715,1.0,0.0,0.0
APH,APH,spot,1977.92,1977.92,1.0,0.0,0.0
APH,APHU,core_levered_etf,-1969.1992573952,1969.1992573952,1.0,0.0,0.0
APP,APP,spot,2668.4,2668.4,1.0,0.0,0.0
APP,APPX,core_levered_etf,-2500.33623,2500.33623,1.0,0.0,0.0
ARKK,ARKK,spot,2068.16,2068.16,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1989.7470699925998,1989.7470699925998,1.0,0.0,0.0
ASHR,ASHR,spot,7488.0,7488.0,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-7251.724420920001,7251.724420920001,1.0,0.0,0.0
ASML,ASML,spot,7814.82,7814.82,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-7569.78205104,7569.78205104,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,8417.69,8417.69,2.772084110961558,0.0,-1.7720841109615582
ASTS,ASTX,core_levered_etf,-8215.65103332,8215.65103332,1.0,0.0,0.0
AVGO,AVGO,spot,15936.04,15936.04,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-7372.461838769999,7372.461838769999,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-8096.6080440000005,8096.6080440000005,1.0,0.0,0.0
BA,BA,spot,14098.480000000001,14098.480000000001,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-5736.1058254394,5736.1058254394,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-7906.6306772124,7906.6306772124,1.0,0.0,0.0
BABA,BABA,spot,6870.639999999999,6870.639999999999,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-6681.9382107,6681.9382107,1.0,0.0,0.0
BE,BE,spot,3331.0,3331.0,1.0,0.0,0.0
BE,BEX,core_levered_etf,-3309.0152936599993,3309.0152936599993,1.0,0.0,0.0
BIDU,BIDU,spot,2054.28,2054.28,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-1987.2967237552,1987.2967237552,1.0,0.0,0.0
BMNR,BMNR,spot,7999.650000000001,7999.650000000001,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-7986.65001444,7986.65001444,1.0,0.0,0.0
BULL,BULL,spot,1894.2600000000002,1894.2600000000002,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-1716.3009151200001,1716.3009151200001,1.0,0.0,0.0
CEG,CEG,spot,10552.15,10552.15,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-10078.78776704,10078.78776704,1.0,0.0,0.0
CIFR,CIFR,spot,5456.764999999999,5456.764999999999,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-5351.770075687,5351.770075687,1.0,0.0,0.0
CLS,CLS,spot,1681.3200000000002,1681.3200000000002,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-1641.92554176,1641.92554176,1.0,0.0,0.0
CLSK,CLSK,spot_b4_structural,5066.1,5066.1,3.9685255818084912,0.0,-2.9685255818084912
CLSK,CLSX,core_levered_etf,-5010.01603704,5010.01603704,1.0,0.0,0.0
CMG,CMG,spot,6295.44,6295.44,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-5806.188092208,5806.188092208,1.0,0.0,0.0
COIN,COIN,spot_b4_structural,4028.4999999999995,4028.4999999999995,1.160698427325833,0.0,-0.1606984273258331
COIN,CONX,core_levered_etf,-4013.259770630399,4013.259770630399,1.0,0.0,0.0
COPX,COPX,spot,6158.46,6158.46,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-6151.0295004792,6151.0295004792,1.0,0.0,0.0
CORZ,CORZ,spot,7580.21,7580.21,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-7378.1311927364995,7378.1311927364995,1.0,0.0,0.0
COST,COST,spot,7870.88,7870.88,1.0,0.0,0.0
COST,COTG,core_levered_etf,-8204.557305280801,8204.557305280801,1.0,0.0,0.0
CRCL,CRCL,spot,9740.64,9740.64,1.0,0.0,0.0
CRCL,CRCG,core_levered_etf,-9608.1171648,9608.1171648,1.0,0.0,0.0
CRDO,CRDO,spot,5428.679999999999,5428.679999999999,1.0,0.0,0.0
CRDO,CRDU,core_levered_etf,-5392.82709652,5392.82709652,1.0,0.0,0.0
CRM,CRM,spot,9144.81,9144.81,1.0,0.0,0.0
CRM,CRMG,core_levered_etf,-8888.7134952,8888.7134952,1.0,0.0,0.0
CRML,CRML,spot,13643.52,13643.52,1.0,0.0,0.0
CRML,CRMU,core_levered_etf,-13201.99677672,13201.99677672,1.0,0.0,0.0
CRWD,CRWD,spot,1847.8999999999999,1847.8999999999999,1.0,0.0,0.0
CRWD,CRWL,core_levered_etf,-1770.6409541599999,1770.6409541599999,1.0,0.0,0.0
CRWV,CRWV,spot_b4_structural,7855.05,7855.05,2.4489318561765145,0.0,-1.4489318561765148
CRWV,CWVX,core_levered_etf,-7771.0022418,7771.0022418,1.0,0.0,0.0
CSCO,CSCO,spot,8631.36,8631.36,1.0,0.0,0.0
CSCO,CSCL,core_levered_etf,-8710.000488369002,8710.000488369002,1.0,0.0,0.0
DDOG,DDOG,spot,2060.64,2060.64,1.0,0.0,0.0
DDOG,DOGD,core_levered_etf,-2042.9733293479999,2042.9733293479999,1.0,0.0,0.0
DELL,DELL,spot,3092.58,3092.58,1.0,0.0,0.0
DELL,DLLL,core_levered_etf,-3151.6716302953,3151.6716302953,1.0,0.0,0.0
DNN,DNN,spot,2138.07,2138.07,1.0,0.0,0.0
DNN,DNNG,core_levered_etf,-1942.307531439,1942.307531439,1.0,0.0,0.0
ETHA,ETHA,spot,22034.68,22034.68,1.0,0.0,0.0
ETHA,ETHT,core_levered_etf,-2072.9885976799997,2072.9885976799997,1.0,0.0,0.0
ETHA,ETHU,core_levered_etf,-8350.10430912,8350.10430912,1.0,0.0,0.0
ETHA,ETU,core_levered_etf,-11408.586014400002,11408.586014400002,1.0,0.0,0.0
ETOR,ETOR,spot,2701.65,2701.65,1.0,0.0,0.0
ETOR,ETRL,core_levered_etf,-2358.5601001863997,2358.5601001863997,1.0,0.0,0.0
