underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,-170.39822705,3375.747443,0.0,0.0,0.0,-15.850000000000001,9.965600665586104,0.0,0.0,3199.464816615586
BLSH,1741.02942416,0.0,0.0,0.0,0.0,-40.47,0.0,0.0,0.0,1700.55942416
MSTR,895.7082351500001,5678.761584,-0.37,0.0,-4783.52,-365.78,57.64085662985476,0.0,0.0,1482.4406757798547
SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
MARA,-73.94721659,4095.598884,-9.29,0.0,-2900.32,-226.8,30.664633196572822,0.0,0.0,915.9063006065726
CRWV,181.83653006,681.101508,0.0,0.0,0.0,-43.21,5.631963565247294,0.0,0.0,825.3600016252472
TSLA,1020.4489594900001,183.09739900000022,0.0,0.0,-350.09999999999997,-140.45000000000002,12.581024788879327,0.0,0.0,725.5773832788796
SOXX,688.63874424,0.0,0.0,0.0,4.16,-1.31,0.0,0.0,0.0,691.4887442400001
ENPH,436.15916215,0.0,0.0,0.0,0.0,-14.26,0.0,0.0,0.0,421.89916215
EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
NVDA,175.57334722000002,604.3983000000003,0.0,0.0,-270.18000000000006,-147.56,21.689479705046146,0.0,0.0,383.9211269250459
XRPZ,-1439.7644517400004,1856.8268379999997,0.0,0.0,-11.16,-44.82,12.315229302759302,0.0,0.0,373.3976155627588
RCAT,0.0,331.05389700000023,0.0,0.0,0.0,-22.6,6.117506002953424,0.0,0.0,314.57140300295396
META,534.44764968,614.9466540000003,12.6,0.0,-768.6700000000001,-111.26,17.24098077795977,0.0,0.0,299.3052844579597
IREN,0.0,344.19346700000006,0.0,0.0,0.0,-51.74,5.475306277756505,0.0,0.0,297.9287732777566
VRT,-205.89726944,490.57846400000017,2.06,0.0,0.0,-22.16,5.8003852873591475,0.0,0.0,270.38157984735926
AMD,927.3367253399999,-472.436874,0.0,0.0,-126.77000000000001,-80.04,17.911366127769654,0.0,0.0,266.00121746776995
