ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
NVDW,NVDA,1.0,1.197535,258,ols
PLTW,PLTR,1.0,1.186946,258,ols
TSLW,TSLA,1.0,1.19444,258,ols
UBEW,UBER,1.0,1.21813,87,ols
UNHW,UNH,1.0,1.203916,59,ols
TSYW,TLT,1.0,1.157215,72,ols
GLDW,GOLD,1.0,0.307992,82,ols
GDXW,GDX,1.0,1.196415,82,ols
SDS,SPY,2.0,-1.932755,499,ols
QID,QQQ,2.0,-1.993107,499,ols
DXD,DIA,2.0,-1.988162,499,ols
TWM,IWM,2.0,-2.002396,499,ols
SCO,USO,2.0,-1.605432,499,ols
MSTZ,MSTR,2.0,-1.982596,362,ols
NVDQ,NVDA,2.0,-1.992056,499,ols
BTCZ,IBIT,2.0,-1.992019,411,ols
ETHD,ETHA,2.0,-1.980846,402,ols
CRCD,CRCL,2.0,-2.011571,106,ols
CORD,CRWV,2.0,-1.999262,106,ols
TSLQ,TSLA,2.0,-1.840048,499,ols
ZSL,SLV,2.0,-2.024604,499,ols
SQQQ,QQQ,3.0,-2.974975,499,ols
SPXS,SPY,3.0,-2.898337,499,ols
TZA,IWM,3.0,-2.990833,499,ols
SOXS,SOXX,3.0,-2.987634,499,ols
FAZ,XLF,3.0,-3.001277,499,ols
TECS,XLK,3.0,-2.962273,499,ols
SDOW,DIA,3.0,-2.98806,499,ols
DUST,GDX,3.0,-1.985361,499,ols
TTXD,XLK,2.0,-1.887493,102,ols
TSXD,SOXX,2.0,-1.938655,102,ols
WEBS,XLK,3.0,-2.241072,499,ols
FNGD,XLK,3.0,-2.855771,499,ols
REW,XLK,2.0,-1.999762,499,ols
SKF,XLF,2.0,-2.000975,499,ols
SPXU,SPY,3.0,-2.89035,499,ols
DUG,XLE,2.0,-1.973687,499,ols
DRIP,XOP,2.0,-1.998616,499,ols
TMV,TLT,3.0,-2.962799,499,ols
TBT,TLT,2.0,-1.979632,499,ols
TBX,TLT,2.0,-0.426621,499,ols
NVDS,NVDA,1.5,-1.444058,499,ols
EWV,EWJ,2.0,-1.962238,499,ols
APLZ,APLD,2.0,-1.98059,26,ols_short_history
