ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.972916,499,ols
AMUU,AMD,2.0,2.007797,227,ols
AMZU,AMZN,2.0,1.979849,499,ols
ASMU,ASML,2.0,2.096419,12,ols_short_history
AVL,AVGO,2.0,1.987029,346,ols
BOEU,BA,2.0,1.990121,214,ols
BABU,BABA,2.0,2.09728,11,ols_short_history
BRKU,BRK-B,2.0,1.952057,303,ols
CONX,COIN,2.0,1.99571,68,ols
CSCL,CSCO,2.0,2.027229,171,ols
FRDU,F,2.0,1.981741,151,ols
GGLL,GOOGL,2.0,1.979041,499,ols
HODU,HOOD,2.0,2.005876,68,ols
LINT,INTC,2.0,1.990244,68,ols
ELIL,LLY,2.0,1.992236,232,ols
LMTL,LMT,2.0,1.985356,142,ols
METU,META,2.0,1.998737,433,ols
MRVU,MRVL,2.0,1.963168,11,ols_short_history
MSFU,MSFT,2.0,1.975074,499,ols
MUU,MU,2.0,1.994605,346,ols
NFXL,NFLX,2.0,1.996316,351,ols
NVDU,NVDA,2.0,1.971948,499,ols
ORCU,ORCL,2.0,2.009991,68,ols
PALU,PANW,2.0,2.005106,232,ols
PLTU,PLTR,2.0,1.991164,303,ols
QCMU,QCOM,2.0,2.006031,171,ols
SHPU,SHOP,2.0,2.003477,142,ols
SOFA,SOFI,2.0,2.025443,12,ols_short_history
TSLL,TSLA,2.0,1.985269,499,ols
TSMX,TSM,2.0,1.993654,351,ols
XOMX,XOM,2.0,1.964448,214,ols
YINN,FXI,2.0,2.974053,499,ols
MEXX,EWW,2.0,2.955135,499,ols
KORU,EWY,2.0,2.942439,499,ols
HIBL,SPY,2.0,4.468228,499,ols
HIBS,SPY,2.0,-4.448098,499,ols
LABU,XBI,2.0,2.988131,499,ols
LABD,XBI,2.0,-2.994538,499,ols
SOXL,SOXX,2.0,2.959538,499,ols
CHAU,ASHR,2.0,1.96678,499,ols
CWEB,KWEB,2.0,1.986765,499,ols
ERX,XLE,2.0,1.985662,499,ols
NUGT,GDX,2.0,1.980598,499,ols
JNUG,GDXJ,2.0,1.97021,499,ols
GUSH,XOP,2.0,2.01098,499,ols
URAA,URA,2.0,1.932872,420,ols
MSTU,MSTR,2.0,1.965119,362,ols
NVDX,NVDA,2.0,1.998418,499,ols
TSLT,TSLA,2.0,1.992704,499,ols
BTCL,IBIT,2.0,2.005507,411,ols
ETU,ETHA,2.0,1.988955,336,ols
CCUP,CRCL,2.0,1.98223,139,ols
CRWU,CRWV,2.0,1.989559,149,ols
AAPX,AAPL,2.0,1.994243,499,ols
GOOX,GOOGL,2.0,1.982109,499,ols
MSFX,MSFT,2.0,2.008065,499,ols
NFLU,NFLX,2.0,1.989073,355,ols
ROBN,HOOD,2.0,2.010911,270,ols
ARMU,ARM,2.0,1.998402,249,ols
DJTU,DJT,2.0,2.001553,249,ols
RBLU,RBLX,2.0,2.021268,249,ols
SNOU,SNOW,2.0,2.016212,213,ols
SMUP,SMR,2.0,2.061023,149,ols
DKUP,DKNG,2.0,1.985432,146,ols
BULU,BULL,2.0,1.972367,146,ols
GLXU,GLXY,2.0,2.013103,140,ols
AFRU,AFRM,2.0,1.962447,114,ols
AXUP,AXON,2.0,1.970575,114,ols
KTUP,KTOS,2.0,2.022726,114,ols
TTDU,TTD,2.0,1.992781,113,ols
BKNU,BKNG,2.0,2.02526,113,ols
PXIU,UPXI,2.0,1.963109,113,ols
BMNU,BMNR,2.0,1.941442,106,ols
SBTU,SBET,2.0,2.027922,89,ols
CIFU,CIFR,2.0,1.985821,66,ols
SOLX,GSOL,2.0,1.968474,59,ols
XRPK,XRPZ,2.0,1.944183,59,ols
XRPT,XRPZ,2.0,2.020017,65,ols
GMEU,GME,2.0,1.966186,213,ols
APLX,APLD,2.0,1.994043,119,ols
APPX,APP,2.0,1.983766,212,ols
ARCX,ACHR,2.0,1.985447,181,ols
ASTX,ASTS,2.0,1.989662,160,ols
AURU,AUR,2.0,1.866294,97,ols
BEX,BE,2.0,1.985134,72,ols
BLSX,BLSH,2.0,2.042901,87,ols
CEGX,CEG,2.0,1.985181,160,ols
CELT,CELH,2.0,1.976863,98,ols
CLSX,CLSK,2.0,2.002509,114,ols
COZX,CORZ,2.0,2.043299,78,ols
CRDU,CRDO,2.0,1.983115,114,ols
CSEX,CLS,2.0,2.004531,72,ols
CWVX,CRWV,2.0,1.990048,160,ols
DASX,DASH,2.0,2.018208,87,ols
DOGD,DDOG,2.0,2.015865,138,ols
ENPX,ENPH,2.0,2.017791,114,ols
FLYT,FLY,2.0,1.969303,87,ols
GEVX,GEV,2.0,1.99289,160,ols
IREX,IREN,2.0,1.981688,87,ols
JOBX,JOBY,2.0,1.983007,119,ols
LABX,ALAB,2.0,1.994056,138,ols
LRCU,LRCX,2.0,2.047684,133,ols
LYFX,LYFT,2.0,1.860896,97,ols
MDBX,MDB,2.0,1.990617,133,ols
NEBX,NBIS,2.0,1.998685,119,ols
NETX,NET,2.0,1.607724,97,ols
NNEX,NNE,2.0,1.979386,72,ols
NVTX,NVTS,2.0,2.000087,119,ols
NWMX,NEM,2.0,1.221852,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,1.997524,87,ols
PONX,PONY,2.0,2.025326,119,ols
QBTX,QBTS,2.0,1.992728,212,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.969318,172,ols
RGTU,RGTI,2.0,1.987103,172,ols
SMU,SMR,2.0,1.985988,160,ols
SNPX,SNPS,2.0,1.917767,72,ols
SRPU,SRPT,2.0,1.956588,87,ols
TARK,ARKK,2.0,1.975626,499,ols
TEMT,TEM,2.0,1.984437,200,ols
UNX,U,2.0,2.028435,114,ols
UPSX,UPST,2.0,1.987418,181,ols
VOYX,VOYG,2.0,1.944907,119,ols
WULX,WULF,2.0,1.990116,87,ols
CRMU,CRML,2.0,1.88682,13,ols_short_history
UECG,UEC,2.0,1.891728,13,ols_short_history
DNNG,DNN,2.0,1.909641,13,ols_short_history
RCAX,RCAT,2.0,2.015001,18,ols_short_history
RDWU,RDW,2.0,1.996074,20,ols_short_history
OKLL,OKLO,2.0,1.997167,172,ols
GDXU,GDX,2.0,3.045716,499,ols
MRNX,MRNA,2.0,2.033235,17,ols_short_history
ZETX,ZETA,2.0,2.084396,17,ols_short_history
LITX,LITE,2.0,1.946254,23,ols_short_history
SNXX,SNDX,2.0,0.926173,23,ols_short_history
WDCX,WDC,2.0,2.079863,23,ols_short_history
LNOK,NOK,2.0,1.952962,27,ols_short_history
USGG,USAR,2.0,2.016976,32,ols
ONDG,ONDS,2.0,2.001812,32,ols
PLUL,PLUG,2.0,1.978401,32,ols
ALBG,ALB,2.0,1.995735,32,ols
UUUG,UUUU,2.0,2.002242,32,ols
HUTG,HUT,2.0,1.99656,32,ols
XPEG,XPEV,2.0,1.97345,30,ols
ORLG,ORLY,2.0,2.014413,30,ols
LUNL,LUNR,2.0,2.021283,32,ols
RKTL,RKT,2.0,1.944671,32,ols
EOSU,EOSE,2.0,1.979608,31,ols
BTFL,BITF,2.0,2.012766,41,ols
FGRU,FIGR,2.0,1.972988,8,ols_short_history
APHU,APH,2.0,0.997145,8,ols_short_history
COPZ,COPX,2.0,2.015662,8,ols_short_history
LEUX,LEU,2.0,1.865094,7,ols_short_history
COHX,COHR,2.0,2.01471,7,ols_short_history
CLSZ,CLSK,2.0,-1.977499,7,ols_short_history
AXPG,AXP,2.0,2.022827,7,ols_short_history
FCXG,FCX,2.0,2.215857,7,ols_short_history
BITX,IBIT,2.0,2.001861,499,ols
ETHU,ETHA,2.0,2.000738,402,ols
XXRP,XRPZ,2.0,2.022674,65,ols
AALG,AAL,2.0,2.0,0,imputed_missing_prices
ABNG,ABNB,2.0,2.030359,70,ols
ADBG,ADBE,2.0,1.989018,236,ols
AMDG,AMD,2.0,2.003451,275,ols
ARMG,ARM,2.0,1.997305,282,ols
ASMG,ASML,2.0,1.981917,282,ols
AVGG,AVGO,2.0,2.002066,197,ols
BAIG,BBAI,2.0,2.008221,131,ols
BEG,BE,2.0,2.010913,50,ols
BIDG,BIDU,2.0,2.010846,47,ols
BLSG,BLSH,2.0,2.004669,85,ols
BMNG,BMNR,2.0,1.992994,85,ols
BOEG,BA,2.0,1.996156,178,ols
BULG,BULL,2.0,1.977586,139,ols
CIFG,CIFR,2.0,1.992048,53,ols
CMGG,CMG,2.0,1.980385,69,ols
CNCG,CNC,2.0,2.00818,48,ols
COIG,COIN,2.0,1.995451,240,ols
COTG,COST,2.0,1.982787,112,ols
CRCG,CRCL,2.0,1.989064,139,ols
CRMG,CRM,2.0,1.983147,226,ols
CRWG,CRWV,2.0,1.997418,139,ols
DUOG,DUOL,2.0,2.032701,53,ols
FIGG,FIG,2.0,1.994697,94,ols
FUTG,FUTU,2.0,1.998957,94,ols
GEMG,GEMI,2.0,1.996505,78,ols
GEVG,GEV,2.0,1.933107,50,ols
GLGG,GLXY,2.0,1.998061,131,ols
GRAG,GRAB,2.0,1.987383,53,ols
HOOG,HOOD,2.0,2.006973,236,ols
IREG,IREN,2.0,1.970626,50,ols
KLAG,KLAC,2.0,2.020411,48,ols
LACG,LAC,2.0,2.016655,53,ols
LULG,LULU,2.0,1.99319,78,ols
MPG,MP,2.0,1.983378,85,ols
NBIG,NBIS,2.0,2.008378,85,ols
NEMG,NEM,2.0,2.002595,70,ols
NETG,NET,2.0,2.009625,70,ols
NIOG,NIO,2.0,2.023855,48,ols
NUG,NU,2.0,1.983223,70,ols
NVDG,NVDA,2.0,1.968883,301,ols
OKTG,OKTA,2.0,1.992745,70,ols
OPEG,OPEN,2.0,2.007958,53,ols
OSCG,OSCR,2.0,1.982541,77,ols
PANG,PANW,2.0,1.996915,236,ols
PBRG,PBR,2.0,1.908742,48,ols
PLTG,PLTR,2.0,1.992557,212,ols
PYPG,PYPL,2.0,1.994793,226,ols
RTXG,RTX,2.0,2.011825,183,ols
SATG,SATS,2.0,2.01286,50,ols
SBU,SBUX,2.0,1.996065,70,ols
SNAG,SNAP,2.0,2.015862,48,ols
SPOG,SPOT,2.0,1.984138,70,ols
TERG,TER,2.0,2.003259,70,ols
TSLG,TSLA,2.0,1.990998,301,ols
TSMG,TSM,2.0,1.978837,282,ols
UNHG,UNH,2.0,1.997279,153,ols
UPSG,UPS,2.0,1.991507,52,ols
VALG,VALE,2.0,1.959967,47,ols
XYZG,XYZ,2.0,2.003424,226,ols
COIO,COIN,2.0,0.977348,137,ols
MSOO,MSTR,2.0,0.974584,137,ols
NVDO,NVDA,2.0,0.934538,137,ols
PLOO,PLTR,2.0,0.909157,137,ols
TSLO,TSLA,2.0,0.85204,137,ols
CRCA,CRCL,2.0,1.978661,141,ols
NVDB,NVDA,2.0,1.999342,118,ols
PLTA,PLTR,2.0,1.986602,118,ols
TSLI,TSLA,2.0,1.980177,118,ols
COIA,COIN,2.0,2.00006,118,ols
BITU,IBIT,2.0,1.990652,479,ols
ETHT,ETHA,2.0,1.991443,402,ols
UXRP,XRPZ,2.0,2.005123,65,ols
SOLT,SOEZ,2.0,2.019487,59,ols
TSLR,TSLA,2.0,2.000073,499,ols
AAPB,AAPL,2.0,1.990249,499,ols
AMDL,AMD,2.0,1.999269,489,ols
AMZZ,AMZN,2.0,1.993704,489,ols
AVGU,AVGO,2.0,1.98873,158,ols
BABX,BABA,2.0,2.00571,499,ols
BULX,BULL,2.0,1.961583,123,ols
CONL,COIN,2.0,1.987175,499,ols
CRWL,CRWD,2.0,1.996188,323,ols
DLLL,DELL,2.0,1.985278,260,ols
ETRL,ETOR,2.0,1.998911,123,ols
GOU,GOOGL,2.0,2.052962,60,ols
INTW,INTC,2.0,1.988563,261,ols
IONL,IONQ,2.0,1.987621,233,ols
ISUL,ISRG,2.0,2.001273,99,ols
LCDL,LCID,2.0,1.964057,215,ols
MRAL,MARA,2.0,1.981371,246,ols
FBL,META,2.0,1.998362,499,ols
MVLL,MRVL,2.0,1.998118,246,ols
MSFL,MSFT,2.0,1.990609,489,ols
MSTP,MSTR,2.0,1.994387,181,ols
MULL,MU,2.0,1.998147,323,ols
NBIL,NBIS,2.0,1.999269,99,ols
NOWL,NOW,2.0,1.991454,158,ols
NVDL,NVDA,2.0,1.987787,499,ols
PDDL,PDD,2.0,2.002843,158,ols
PTIR,PLTR,2.0,1.996867,372,ols
QCML,QCOM,2.0,1.975497,227,ols
RDTL,RDDT,2.0,1.982431,234,ols
RVNL,RIVN,2.0,1.994189,215,ols
SMCL,SMCI,2.0,1.988082,301,ols
TSMU,TSM,2.0,1.992006,323,ols
UBRL,UBER,2.0,1.995698,372,ols
VRTL,VRT,2.0,1.983447,234,ols
AMYY,AMD,2.0,0.318329,114,ols
AZYY,AMZN,2.0,0.643409,114,ols
BBYY,BABA,2.0,0.641034,88,ols
XBTY,IBIT,2.0,0.544114,200,ols
COYY,COIN,2.0,0.50735,148,ols
NUGY,GDX,2.0,0.557289,69,ols
HMYY,HIMS,2.0,0.435808,60,ols
HOYY,HOOD,2.0,0.520176,104,ols
IOYY,IONQ,2.0,0.374839,79,ols
MAAY,MARA,2.0,0.328253,79,ols
FBYY,META,2.0,0.606383,87,ols
MTYY,MSTR,2.0,0.385007,109,ols
NVYY,NVDA,2.0,0.655396,200,ols
PLYY,PLTR,2.0,0.558872,109,ols
QBY,QBTS,2.0,0.29501,61,ols
TQQY,QQQ,2.0,0.861197,253,ols
RGYY,RGTI,2.0,0.324599,64,ols
RTYY,RIOT,2.0,0.384474,60,ols
SEMY,SOXX,2.0,0.883986,69,ols
SMYY,SMCI,2.0,0.444242,104,ols
YSPY,SPY,2.0,0.790727,227,ols
TSYY,TSLA,2.0,0.537056,298,ols
QYLD,QQQ,1.0,0.616467,499,ols
QYLG,QQQ,1.0,0.792201,499,ols
QQQX,QQQ,1.0,0.773699,499,ols
JEPQ,QQQ,1.0,0.763567,499,ols
XYLD,SPY,1.0,0.634762,499,ols
XYLG,SPY,1.0,0.808486,499,ols
JEPI,SPY,1.0,0.590766,499,ols
SPYI,SPY,1.0,0.820694,499,ols
RYLD,IWM,1.0,0.566629,499,ols
ABNY,ABNB,1.0,0.793143,421,ols
AIYY,AI,1.0,0.770939,499,ols
AMDY,AMD,1.0,0.803703,499,ols
AMZY,AMZN,1.0,0.765602,499,ols
APLY,AAPL,1.0,0.780336,499,ols
BABO,BABA,1.0,0.768118,390,ols
BRKC,BRK-B,1.0,0.799806,184,ols
CONY,COIN,1.0,0.765737,499,ols
CRCO,CRCL,1.0,0.823057,104,ols
CVNY,CVNA,1.0,0.809452,270,ols
DISO,DIS,1.0,0.754393,499,ols
DRAY,DKNG,1.0,0.826676,158,ols
FBY,META,1.0,0.780851,499,ols
GMEY,GME,1.0,0.632063,119,ols
GOOY,GOOGL,1.0,0.740729,499,ols
HIYY,HIMS,1.0,0.879104,109,ols
HOOY,HOOD,1.0,0.789498,203,ols
MARO,MARA,1.0,0.779838,304,ols
MRNY,MRNA,1.0,0.754119,499,ols
MSFO,MSFT,1.0,0.780032,499,ols
MSTY,MSTR,1.0,0.750265,499,ols
NFLY,NFLX,1.0,0.782037,499,ols
NVDY,NVDA,1.0,0.784688,499,ols
PLTY,PLTR,1.0,0.793291,348,ols
PYPY,PYPL,1.0,0.805855,499,ols
RBLY,RBLX,1.0,0.837085,148,ols
RDYY,RDDT,1.0,0.823302,119,ols
SMCY,SMCI,1.0,0.742106,366,ols
SNOY,SNOW,1.0,0.793448,430,ols
TSLY,TSLA,1.0,0.75218,499,ols
TSMY,TSM,1.0,0.791516,381,ols
XOMO,XOM,1.0,0.799228,499,ols
XYZY,XYZ,1.0,0.805104,499,ols
AAPW,AAPL,1.0,1.095123,257,ols
AMDW,AMD,1.0,1.193946,151,ols
AMZW,AMZN,1.0,1.216944,175,ols
ARMW,ARM,1.0,1.192088,87,ols
AVGW,AVGO,1.0,1.199332,151,ols
BABW,BABA,1.0,1.223544,87,ols
BRKW,BRK-B,1.0,1.169469,175,ols
COIW,COIN,1.0,1.213819,258,ols
COSW,COST,1.0,1.242823,87,ols
GOOW,GOOGL,1.0,1.227326,151,ols
HOOW,HOOD,1.0,1.200161,175,ols
METW,META,1.0,1.181313,175,ols
MSFW,MSFT,1.0,1.212925,151,ols
MSTW,MSTR,1.0,1.215193,151,ols
NFLW,NFLX,1.0,1.190237,175,ols
