etf,underlying,pair_frac_merged
GLGG,GLXY,1.6001016116563946e-06
SRPU,SRPT,1.4600193166265591e-06
BABX,BABA,1.3136674893632237e-06
BULX,BULL,1.3029435692317364e-06
VRTL,VRT,1.267827968314757e-06
SOFX,SOFI,1.212817344008619e-06
ANEL,ANET,1.193892995084748e-06
PLTA,PLTR,1.1396560553516443e-06
LRCU,LRCX,1.1332447405441781e-06
ORCX,ORCL,1.091720557059244e-06
GEVX,GEV,1.004666536477859e-06
URAA,URA,9.740510189312097e-07
TSLI,TSLA,8.0538211708487e-07
NVOX,NVO,7.874300334611923e-07
CVNX,CVNA,7.825131612155143e-07
BITX,IBIT,7.636817233957599e-07
AVGG,AVGO,6.330044524458261e-07
TSLL,TSLA,5.7718749381294e-07
DKNX,DKNG,5.621198405995179e-07
BTCL,IBIT,5.232417651651183e-07
BITU,IBIT,4.708446459333822e-07
TSLR,TSLA,4.3693003695838253e-07
XYZG,XYZ,4.049239717638818e-07
AVL,AVGO,3.7582091634083597e-07
SOXL,SOXX,3.7126439621224985e-07
AFRU,AFRM,3.166361764331466e-07
MSTX,MSTR,3.163150792160473e-07
UBRL,UBER,3.081127877851283e-07
MVLL,MRVL,3.026506187433917e-07
VSTL,VST,3.0145845199802387e-07
SHPU,SHOP,2.60216805521381e-07
FBL,META,2.3840201419039007e-07
TSLT,TSLA,2.187332810048098e-07
QCMU,QCOM,1.5169136009431152e-07
QPUX,IONQ,1.4670681105306558e-07
CWEB,KWEB,1.435603802146378e-07
LLYX,LLY,1.4355241287721448e-07
NVDG,NVDA,1.4174130895065348e-07
AVGX,AVGO,1.389637336892184e-07
PLTG,PLTR,1.363541480654851e-07
CEGX,CEG,1.2832937091518803e-07
PALU,PANW,1.2420823998719693e-07
JOBX,JOBY,1.0373526944586886e-07
TSMG,TSM,1.0302296659514585e-07
ETRL,ETOR,1.0277785380268419e-07
AMZZ,AMZN,1.0179932930266089e-07
TSMU,TSM,9.327604959661363e-08
NVDU,NVDA,8.882926255266833e-08
GOOX,GOOGL,8.19277546522771e-08
ARMG,ARM,8.018597279249067e-08
CRMG,CRM,7.939290930273993e-08
TSLG,TSLA,7.52911305084318e-08
NVDL,NVDA,7.45095091311524e-08
METU,META,7.376616255308792e-08
YINN,FXI,6.923291546685113e-08
NFLU,NFLX,6.489410319709266e-08
PANG,PANW,5.866027645675223e-08
DLLL,DELL,5.825166957798779e-08
MRAL,MARA,5.6340372671199144e-08
NOWL,NOW,5.043692626996648e-08
AMZU,AMZN,4.798723498762685e-08
BOEU,BA,4.2610123467310226e-08
NVDB,NVDA,4.180712947270897e-08
NFXL,NFLX,4.1118800319006056e-08
UNHG,UNH,4.050334510453166e-08
MSFU,MSFT,3.498226585884258e-08
AVGU,AVGO,2.09361825250052e-08
CRWL,CRWD,1.7964127359466534e-08
MSTU,MSTR,1.7773334581904746e-08
BOEG,BA,1.7142683606101633e-08
ASMG,ASML,1.4468717846915576e-08
SMCL,SMCI,1.2097028034761003e-08
TARK,ARKK,4.68309681819708e-09
TTDU,TTD,4.274985249073688e-09
