bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.10000000003847417,0.1481481482051469,479.0,164.0,1.077924207275485,0.16909278284479357,2.231162478961095,0.01207822768058844,0.0999999999706727,6.78014727695242e-11,1.0,True
core_leveraged,QBTX,QBTS,0.0999999997462644,0.14814814777224355,479.0,257.0,0.9205715748843613,0.14452740554716553,2.2293353291004636,0.01206833654436176,0.09999999991630959,-1.700451862651775e-10,1.0,True
core_leveraged,ASTX,ASTS,0.09999999964505955,0.14814814762231043,479.0,205.0,0.8987108448318196,0.11314603794313569,2.7800248370095035,0.015049452137939545,0.09999999989033938,-2.4527982422917205e-10,1.0,True
core_leveraged,IRE,IREN,0.0808818066918424,0.11982489880272948,479.0,134.0,0.849415472174311,0.13340175305484997,2.22857202737637,0.012064204468773574,0.09999999966050091,-0.019118192968658507,1.0,True
core_leveraged,SMU,SMR,0.07908433999226376,0.11716198517372409,479.0,205.0,0.8450255231098721,0.1317332208124484,2.245135519077105,0.012153869666101635,0.0999999996223186,-0.020915659630054845,1.0,True
core_leveraged,NBIG,NBIS,0.06875511092182818,0.10185942358789359,363.0,130.0,0.818119580310344,0.12046042913449627,2.3770615393451275,0.012868041101313767,0.09999817670093465,-0.031243065779106474,1.0,True
whitelist_stock,IOYY,IONQ,0.03999999990525536,0.19999999952627676,479.0,124.0,0.5927043489936146,0.2737109424024631,0.7579036494738923,0.03150770414871665,0.039999999949510534,-4.425517591277739e-11,1.0,True
whitelist_stock,MAAY,MARA,0.03999999983958033,0.19999999919790162,479.0,124.0,0.5726345943083029,0.2566372458559165,0.7809548740264641,0.03246599372018425,0.039999999944840575,-1.0526024496471109e-10,1.0,True
whitelist_stock,MTYY,MSTR,0.039999995281004355,0.19999997640502173,479.0,154.0,0.5325901249415828,0.269828943737807,0.6908322774694079,0.028719401245791244,0.039999999935726636,-4.654722281227652e-09,1.0,True
whitelist_stock,SMYY,SMCI,0.03652405199136033,0.18262025995680162,479.0,149.0,0.5216610190092845,0.27749374332981747,0.657965669648418,0.027353064830450736,0.03999999993321534,-0.0034759479418550107,1.0,True
core_leveraged,NEBX,NBIS,0.036233558196206675,0.053679345475861735,363.0,164.0,0.816890089931527,0.11702238855491184,2.4432207802857544,0.013226189099404824,0.035001822791704225,0.00123173540450245,1.0,True
whitelist_stock,XBTY,IBIT,0.03519923244471431,0.17599616222357153,479.0,245.0,0.5034094096645091,0.2169945023102897,0.8119712320205784,0.03375541122348775,0.039999999919343165,-0.0048007674746288545,1.0,True
core_leveraged,CWVX,CRWV,0.03023867621027798,0.04479803883004145,255.0,205.0,0.8020917378465484,0.13741362885324965,2.0429713601850854,0.011059469431704789,0.03999998016907037,-0.009761303958792392,1.0,True
inverse_decay_bucket4,QBTZ,QBTS,0.02500000007076461,0.2000000005661169,479.0,144.0,2.357960028588964,0.496269527785117,1.6629794170305845,0.031730043070107856,0.024999999992514624,7.824998635164171e-11,1.0,True
inverse_decay_bucket4,CORD,CRWV,0.025000000059065986,0.2000000004725279,255.0,151.0,1.3254417254076198,0.7186982567096619,0.6454789608319226,0.012315892198242818,0.0249999999890217,7.004428634327375e-11,1.0,True
inverse_decay_bucket4,ETHD,ETHA,0.025000000050708973,0.20000000040567179,426.0,447.0,1.094285063833686,0.26948077888230215,1.4212507991490861,0.02711780350892721,0.024999999984639202,6.606977118184254e-11,1.0,True
inverse_decay_bucket4,MSDD,MSTR,0.02478037429475375,0.19824299435803,479.0,225.0,0.8878454366606103,0.3393571885457135,0.9156897608767001,0.01747157857392777,0.024999999947498002,-0.00021962565274425208,1.0,True
inverse_decay_bucket4,PLTZ,PLTR,0.02060405262320902,0.16483242098567216,479.0,228.0,0.5791958048554953,0.23326602332434376,0.8690444017968026,0.0165815740209739,0.024999999337714112,-0.004395946714505092,1.0,True
core_leveraged,CRWG,CRWV,0.017515292030662412,0.025948580786166534,255.0,184.0,0.797225852612595,0.12702272404157672,2.196686069518374,0.011891592271116927,1.8593223877183837e-08,0.017515273437438535,1.0,True
core_leveraged,NBIL,NBIS,0.01394567193664609,0.02066025472095717,363.0,144.0,0.769189299577058,0.10856597970934194,2.47974785077912,0.013423925605860062,1.8271458984876407e-10,0.0139456717539315,1.0,True
core_leveraged,OKLL,OKLO,0.009833337543031215,0.014567907471157354,479.0,217.0,0.7456854480896622,0.11390786710345388,2.291236887039105,0.012403435900691102,9.976336085764403e-11,0.009833337443267854,1.0,True
core_leveraged,CLSX,CLSK,0.007519395411943108,0.01113984505473053,479.0,159.0,0.7390977305675289,0.14010387244016304,1.8463744163039928,0.009995206890587941,1.1082664234202608e-10,0.007519395301116466,1.0,True
core_leveraged,LABX,ALAB,0.006483806551517804,0.009605639335581931,479.0,183.0,0.7315128386550567,0.14650146817635643,1.7476240799243399,0.00946062948639839,1.069351325373566e-10,0.006483806444582671,1.0,True
core_leveraged,WULX,WULF,0.006148323478966545,0.009108627376246733,479.0,132.0,0.7350788256221872,0.16489864296016615,1.5602165327092166,0.008446113042316346,1.111145822930062e-10,0.006148323367851963,1.0,True
whitelist_stock,FBYY,META,0.005523320955603522,0.0276166047780176,479.0,133.0,0.4124156810460533,0.23534930596372086,0.6133244700894488,0.025497233011295112,2.0294813178330912e-10,0.00552332075265539,1.0,True
core_leveraged,RGTX,RGTI,0.005506927515630273,0.00815841113426707,479.0,274.0,0.706707650380031,0.11713244630774701,2.111692237547433,0.011431484652926472,5.377917728973513e-11,0.0055069274618510956,1.0,True
inverse_decay_bucket4,CONI,COIN,0.004395947140623516,0.03516757712498813,479.0,417.0,0.5287517798265053,0.3927617290360934,0.47118420471733435,0.008990306768998675,7.19030119237006e-10,0.004395946421593397,1.0,True
core_leveraged,IREX,IREN,0.004145200555408108,0.0061410378598638635,479.0,132.0,0.7097789476875511,0.1681777769143053,1.4771430342858332,0.007996401003125084,8.008945875805923e-11,0.00414520047531865,1.0,True
core_leveraged,CRDU,CRDO,0.003203310902729489,0.004745645781821465,479.0,159.0,0.682282240577121,0.1410938247861768,1.6924821803072125,0.00916212302414113,5.979084980058805e-11,0.003203310842938639,1.0,True
whitelist_stock,COYY,COIN,0.00275339958248183,0.013766997912409146,479.0,193.0,0.37617848524296726,0.2644048448101934,0.4979578567463627,0.020701191820074336,1.144155140345058e-10,0.002753399468066316,1.0,True
core_leveraged,CRWU,CRWV,0.002090201117164048,0.003096594247650441,255.0,194.0,0.6554424474943819,0.14207751986394038,1.6146457007605548,0.008740761186675241,4.472693836233433e-11,0.0020902010724371096,1.0,True
core_leveraged,GLXU,GLXY,0.000783065147932779,0.0011600965154559687,221.0,185.0,0.5884450202000081,0.12789244854857412,1.6103824690773663,0.008717682507551599,5.351019075201315e-11,0.0007830650944225882,0.876984126984127,True
core_leveraged,RKLX,RKLB,0.0007727234728510486,0.0011447755153348867,479.0,287.0,0.5671294106911979,0.0907406206558029,2.187502050430657,0.011841875285191292,3.6340104502720454e-11,0.000772723436510944,1.0,True
core_leveraged,ETHU,ETHA,0.00037044838727374606,0.0005488124255907348,426.0,447.0,0.5194174032083775,0.08542994089419872,2.1280137762014686,0.011519840055914766,2.4111148367361025e-11,0.0003704483631625977,1.0,True
core_leveraged,IONX,IONQ,0.00029245506266056565,0.00043326675949713426,479.0,288.0,0.519550695215122,0.108636381645831,1.673865979061454,0.009061345640461469,1.8925594967523435e-11,0.0002924550437349707,1.0,True
inverse_decay_bucket4,MSTZ,MSTR,0.00021962576087414273,0.0017570060869931418,479.0,405.0,0.6054878737439482,0.37464770607408904,0.5656534188640492,0.010792801858821772,2.9582161951809094e-11,0.0002196257312919808,1.0,True
core_leveraged,ETU,ETHA,0.0001779737208933557,0.0002636647716938603,426.0,381.0,0.47839509455222917,0.08886418104252974,1.8842044244254665,0.010199996750384447,2.0572625316063418e-11,0.0001779737003207304,1.0,True
core_leveraged,BAIG,BBAI,0.00014139004381281348,0.00020946673157453847,479.0,176.0,0.492565152896706,0.14254538907803538,1.2094239219443936,0.006547124034819932,1.793982272942732e-11,0.00014139002587299076,1.0,True
