symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NBIZ,NBIS,TRADR 2X SHRT NBIS DAILY ETF,0.0,7550.115472,0.0,0.0,0.0,-116.49,24.978975178585742,0.0,0.0,7458.604447178586
QBTZ,QBTS,DEF DAILY T2X SHORT QBTS,0.0,6956.138242,0.0,0.0,0.0,-407.01,42.618219688563954,0.0,0.0,6591.746461688564
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,342.45757941,2389.052774,0.0,0.0,0.0,-211.2,21.252724509832493,0.0,0.0,2541.563077919833
CRCL,CRCL,CIRCLE INTERNET GROUP INC,0.0,2355.806989318066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.806989318066
IREZ,IREN,TRDR 2X SH IREN DLY ETF,0.0,2957.059789,0.0,0.0,0.0,-739.04,31.09431637935431,0.0,0.0,2249.1141053793544
CORD,CRWV,T-REX 2X INV CRWV DA TAR ETF,0.0,2261.514628,0.0,0.0,0.0,-295.47,29.05939258625876,0.0,0.0,1995.1040205862587
MSTR,MSTR,STRATEGY INC,0.0,1376.872386135493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.872386135493
BEZ,BE,TRADR 2X SHORT BE DAILY ETF,0.0,2023.005288,0.0,0.0,0.0,-718.43,22.6128118328731,0.0,0.0,1327.1880998328731
SSPC,SPCX,LEVERAGE SHARE 2X SHORT SPCX,0.0,687.486217,0.0,0.0,0.0,0.0,37.5384101159207,0.0,0.0,725.0246271159207
UVIX,SVIX,2X LONG VIX FUTURES ETF,0.0,562.851003,0.0,0.0,0.0,-2.3200000000000003,11.4387229831495,0.0,0.0,571.9697259831495
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
ASTS,ASTS,AST SPACEMOBILE INC,0.0,304.5666132161064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.5666132161064
DAMD,AMD,DEFIANCE DT 2X SHT AMD ETF,0.0,266.77789,0.0,0.0,0.0,-6.13,5.788220769758406,0.0,0.0,266.43611076975844
COIN,COIN,COINBASE GLOBAL INC -CLASS A,0.0,190.59113962330392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.59113962330392
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,103.41857219521398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.41857219521398
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
