underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
SMCI,4123.10115606,0.794607501910905,0.2053924980890951,0.0,32652.9,0.2150356446159453,0.7371875979162646,0.0,0.2150356446159453,0.7371875979162646,0.0,0.0,0.0,0.0,0.5795718572949597,0.5317950998271695,0.0,0.5795718572949597
BULL,476.182362,1.0,0.0,0.0,2463.84,0.43903373590005845,0.0,0.0,0.43903373590005845,0.0,0.0,0.0,0.0,0.0,0.5609662640999415,0.0,0.0,0.5609662640999415
HIMS,5172.954329169999,0.01577796935692514,0.9842220306430749,0.0,20253.37,0.5352838528620175,0.43482181217249277,0.0,0.5352838528620175,0.43482181217249277,0.0,0.0,0.0,0.0,0.5195058835050924,0.5494002184705822,0.0,0.5494002184705822
AMD,45296.503113,0.7093589829480599,0.2906410170519402,0.0,33316.94,0.25764031895247597,0.7423596810475241,0.0,0.25764031895247597,0.7423596810475241,0.0,0.0,0.0,0.0,0.4517186639955839,0.45171866399558397,0.0,0.45171866399558397
HOOD,8570.42861922,0.0903258778036257,0.9096741221963743,0.0,47045.25,0.3516258845537435,0.6027135348338036,0.0,0.3516258845537435,0.6027135348338036,0.0,0.0,0.0,0.0,0.2613000067501178,0.3069605873625707,0.0,0.3069605873625707
ASML,1564.2611250000002,0.7002479851309991,0.2997520148690009,0.0,1929.68,0.9721188955992703,0.0,0.0,0.9721188955992703,0.0,0.0,0.0,0.0,0.0,0.2718709104682713,0.2997520148690009,0.0,0.2997520148690009
NOW,-398.006735,1.0,0.0,0.0,1235.52,0.7740065227272728,0.0,0.0,0.7740065227272728,0.0,0.0,0.0,0.0,0.0,0.22599347727272723,0.0,0.0,0.22599347727272723
SNAP,-479.533246,1.0,0.0,0.0,2222.82,0.7801764039841284,0.0,0.0,0.7801764039841284,0.0,0.0,0.0,0.0,0.0,0.21982359601587165,0.0,0.0,0.21982359601587165
XPEV,-248.41666399999997,1.0,0.0,0.0,1056.8000000000002,0.7813235244890232,0.0,0.0,0.7813235244890232,0.0,0.0,0.0,0.0,0.0,0.2186764755109768,0.0,0.0,0.2186764755109768
BLSH,-418.79650741,1.0,0.0,0.0,3590.9,0.788348515993205,0.0,0.0,0.788348515993205,0.0,0.0,0.0,0.0,0.0,0.211651484006795,0.0,0.0,0.211651484006795
COIN,-13672.79509955,0.0017326007698397264,0.9981500778097487,0.00011732142041157674,42937.38,0.20133601744652943,0.7986639825534706,0.0,0.20133601744652946,0.7986639825534706,0.0,2.7755575615628914e-17,0.0,0.0,0.19960341667668974,0.19948609525627814,0.00011732142041157674,0.19960341667668974
AAOI,7584.021548,1.0,0.0,0.0,56971.2,0.8037566242680513,0.0,0.0,0.8037566242680513,0.0,0.0,0.0,0.0,0.0,0.19624337573194872,0.0,0.0,0.19624337573194872
LUNR,-9913.638364999999,1.0,0.0,0.0,19262.550000000003,0.8085808087449481,0.0,0.0,0.8085808087449481,0.0,0.0,0.0,0.0,0.0,0.1914191912550519,0.0,0.0,0.1914191912550519
