underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
ASTS,ASTN,30273.782686680006,30273.782686680006,1
QBTS,QBTZ,21908.40381972,21908.40381972,1
SPCX,SSPC,19320.0,19320.0,1
LITE,LITZ,16544.62872244,16544.62872244,1
IREN,IREZ,16060.860207700003,16060.860207700003,1
CRWV,CORD,15001.509093,15001.509093,1
NBIS,NBIZ,13090.073264828,13090.073264828,1
BE,BEZ,11686.614912,11686.614912,1
RKLB,RKLZ,10752.861443099999,10752.861443099999,1
RGTI,RGTZ,10610.651827295,10610.651827295,1
CRCL,CRCD,9645.92183555,9645.92183555,1
MSTR,MSTZ,6656.149474559999,6656.149474559999,1
SVIX,UVIX,5867.0245656,5867.0245656,1
AMD,DAMD,3020.7554971199997,3020.7554971199997,1
COIN,CONI,610.2754134,610.2754134,1
