underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
QQQ,-789.2242640000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
XPEV,7.077117,1.0,0.0,0.0,2434.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CLSK,-618.7791109703381,1.0,0.0,0.0,-19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
XBI,235.29631089572885,1.0,0.0,0.0,-9168.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SPY,-88.37681497401933,1.0,0.0,0.0,-8175.719999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SLV,1145.7271728849723,1.0,0.0,0.0,-7798.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MSTR,80.67244199999999,0.718305102800627,0.2816948971993731,0.0,19573.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.718305102800627,0.7183051028006269,0.0,0.718305102800627
NFLX,4710.35050038,0.14587642767026235,0.8541235723297378,0.0,30544.36,0.7928645018444067,0.20713549815559323,0.0,0.7928645018444067,0.20713549815559323,0.0,0.0,0.0,0.0,0.6469880741741444,0.6469880741741445,0.0,0.6469880741741445
EWY,-222.450757,1.0,0.0,0.0,2389.06,0.42280188078156267,0.0,0.0,0.42280188078156267,0.0,0.0,0.0,0.0,0.0,0.5771981192184373,0.0,0.0,0.5771981192184373
MSFT,-2385.734894,0.3363253718201878,0.6636746281798122,0.0,30801.0,0.8729640384532444,0.12703596154675564,0.0,0.8729640384532444,0.12703596154675564,0.0,0.0,0.0,0.0,0.5366386666330567,0.5366386666330565,0.0,0.5366386666330567
