underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
MSTR,"MSTR, MSTW, MTYY",5165.126096901095,45263.40077804109,3
HOOD,"HOOD, HOOW",0.0,10459.80015744,2
IBIT,"IBIT, XBTY",0.0,9878.577950472001,2
META,"FBYY, META",0.0,13756.02799302,2
PLTR,"PLTR, PLTW",0.0,7309.570975619999,2
TSLA,"TSLA, TSYY",-0.013210706159153318,26.187272013840847,2
NVDA,"NVDA, NVYY",-0.016753908703460496,42.06277897129654,2
NFLX,"NFLW, NFLX",-18.953234457024337,12672.595683344574,2
MSFT,"MSFT, MSFW",-51.28106759837965,7876.95037080162,2
QQQ,TQQY,-76.79788038,76.79788038,1
MARA,"MAAY, MARA, MARO",-547.5182667680001,19245.158266767998,3
