underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
PLTR,34961.43,34961.43,0.8933072508819004,0.1045376429914337,0.0,sleeve_balance,31231.2989202,3654.7854878099997,0.0
IBIT,34654.62,34654.62,0.8345917352618496,0.14252901850419944,0.0,sleeve_balance,28922.45944064,4939.288975236001,0.0
MSFT,30801.0,30801.0,0.8729640384532444,0.12703596154675564,0.0,sleeve_balance,26888.165348398383,3912.8346516016204,0.0
NFLX,30544.36,30544.36,0.7928645018444067,0.20713549815559323,0.0,sleeve_balance,24217.538775556222,6326.8212244437755,0.0
NVDA,26400.96,26400.96,1.0,0.0,0.0,sleeve_balance,26400.96,0.0,0.0
AMD,25130.699999999997,25130.699999999997,0.9899572203165611,0.0,0.0,sleeve_balance,24878.317916609398,0.0,0.0
ETHA,22214.8,22214.8,0.970084471724706,0.0,0.0,sleeve_balance,21550.23252247,0.0,0.0
MSTR,19573.4,19573.4,0.0,1.0,0.0,sleeve_balance,0.0,19573.4,0.0
XRPZ,18696.3,18696.3,0.9735212474853314,0.0,0.0,sleeve_balance,18201.24529936,0.0,0.0
CRML,18662.940000000002,18662.940000000002,0.9404448652238071,0.0,0.0,sleeve_balance,17551.46609298,0.0,0.0
AMZN,18172.02,18172.02,1.0,0.0,0.0,sleeve_balance,18172.02,0.0,0.0
AVGO,17636.809999999998,17636.809999999998,1.0,0.0,0.0,sleeve_balance,17636.809999999998,0.0,0.0
PANW,17621.28,17621.28,1.0,0.0,0.0,sleeve_balance,17621.28,0.0,0.0
BA,16432.44,16432.44,0.9743361728873742,0.0,0.0,sleeve_balance,16010.720700801401,0.0,0.0
GOOGL,16247.52,16247.52,0.9772354714294859,0.0,0.0,sleeve_balance,15877.65286676,0.0,0.0
AAPL,16137.980000000001,16137.980000000001,0.9732927528042665,0.0,0.0,sleeve_balance,15706.978978900199,0.0,0.0
META,15853.68,15853.68,0.5562292748119049,0.4338433724226804,0.0,sleeve_balance,8818.2809295,6878.01399651,0.0
TSM,14154.400000000001,14154.400000000001,0.9764809235128299,0.0,0.0,sleeve_balance,13821.501583770001,0.0,0.0
TSLA,12977.6,12977.6,1.0,0.0,0.0,sleeve_balance,12977.6,0.0,0.0
QBTS,12427.8,12427.8,1.0,0.0,0.0,sleeve_balance,12427.8,0.0,0.0
CEG,11622.449999999999,11622.449999999999,1.0,0.0,0.0,sleeve_balance,11622.449999999999,0.0,0.0
GSOL,11091.58,11091.58,1.0,0.0,0.0,sleeve_balance,11091.58,0.0,0.0
BLSH,11031.300000000001,11031.300000000001,0.9569180782246878,0.0,0.0,sleeve_balance,10556.050396319999,0.0,0.0
LEU,10296.84,10296.84,0.8566073720144043,0.0,0.0,sleeve_balance,8820.349052452799,0.0,0.0
CRM,10270.89,10270.89,1.0,0.0,0.0,sleeve_balance,10270.89,0.0,0.0
ASTS,10043.02,10043.02,0.8836194164066187,0.0,0.0,sleeve_balance,8874.20747136,0.0,0.0
TER,9778.56,9778.56,0.9373618669408992,0.0,0.0,sleeve_balance,9166.049257593599,0.0,0.0
CRCL,9516.6,9516.6,1.0,0.0,0.0,sleeve_balance,9516.6,0.0,0.0
MARA,9348.82,9348.82,0.0,1.0,0.0,sleeve_balance,0.0,9348.82,0.0
SOFI,9201.5,9201.5,1.0,0.0,0.0,sleeve_balance,9201.5,0.0,0.0
XOP,9173.92,9173.92,1.0,0.0,0.0,sleeve_balance,9173.92,0.0,0.0
XBI,-9168.6,9168.6,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
SNOW,9049.949999999999,9049.949999999999,1.0,0.0,0.0,sleeve_balance,9049.949999999999,0.0,0.0
FIG,9029.4,9029.4,0.9905245553702351,0.0,0.0,sleeve_balance,8943.84242026,0.0,0.0
SOEZ,8987.76,8987.76,0.9839091110577053,0.0,0.0,sleeve_balance,8843.138952000001,0.0,0.0
FXI,8930.58,8930.58,0.960639339957763,0.0,0.0,sleeve_balance,8579.066476639999,0.0,0.0
BMNR,8852.25,8852.25,0.9510065942556976,0.0,0.0,sleeve_balance,8418.548123999999,0.0,0.0
MRNA,8828.119999999999,8828.119999999999,0.9997856645459057,0.0,0.0,sleeve_balance,8826.227820891,0.0,0.0
DASH,8807.039999999999,8807.039999999999,1.0,0.0,0.0,sleeve_balance,8807.039999999999,0.0,0.0
CSCO,8641.08,8641.08,1.0,0.0,0.0,sleeve_balance,8641.08,0.0,0.0
KLAC,8576.16,8576.16,0.9708014515302886,0.0,0.0,sleeve_balance,8325.748576556,0.0,0.0
IREN,8546.625,8546.625,0.9423371356061603,0.0,0.0,sleeve_balance,8053.8021216,0.0,0.0
PLUG,8534.83,8534.83,1.0,0.0,0.0,sleeve_balance,8534.83,0.0,0.0
XLE,8528.48,8528.48,1.0,0.0,0.0,sleeve_balance,8528.48,0.0,0.0
XOM,8442.56,8442.56,0.9938983631505135,0.0,0.0,sleeve_balance,8391.046564799999,0.0,0.0
INTC,8408.85,8408.85,1.0,0.0,0.0,sleeve_balance,8408.85,0.0,0.0
ALAB,8400.0,8400.0,1.0,0.0,0.0,sleeve_balance,8400.0,0.0,0.0
UNH,8374.33,8374.33,0.9930901991204072,0.0,0.0,sleeve_balance,8316.4650472,0.0,0.0
UBER,8373.84,8373.84,1.0,0.0,0.0,sleeve_balance,8373.84,0.0,0.0
NU,8314.02,8314.02,0.9803581899794322,0.0,0.0,sleeve_balance,8150.7175986528,0.0,0.0
FIGR,8284.5,8284.5,1.0,0.0,0.0,sleeve_balance,8284.5,0.0,0.0
WULF,8254.66,8254.66,0.9908972851698314,0.0,0.0,sleeve_balance,8179.520184000001,0.0,0.0
