underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
CBRS,8940.639089621585,0.8572821831898056,0.0,0.14271781681019433,-31895.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8572821831898056,0.0,0.14271781681019433,0.8572821831898056
RKLB,1789.1976310000005,0.3550195312000794,0.0,0.6449804687999207,4697.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6449804687999205,0.0,0.6449804687999207,0.6449804687999207
BABA,-10514.874047320001,0.687611912736959,0.31238808726304085,0.0,24051.8,0.05197810729607695,0.948021892703923,0.0,0.05197810729607695,0.948021892703923,0.0,0.0,0.0,0.0,0.635633805440882,0.6356338054408821,0.0,0.6356338054408821
BULL,347.422362,1.0,0.0,0.0,2335.08,0.4138321424469398,0.0,0.0,0.4138321424469398,0.0,0.0,0.0,0.0,0.0,0.5861678575530602,0.0,0.0,0.5861678575530602
AMD,44203.443113000016,0.7128227421179092,0.2706918216902522,0.016485436191838624,32223.88,0.23930349625958705,0.760696503740413,0.0,0.23930349625958705,0.760696503740413,0.0,0.0,0.0,0.0,0.47351924585832217,0.4900046820501608,0.016485436191838624,0.4900046820501608
SMCI,6029.451156060001,0.7105619381921411,0.28943806180785897,0.0,34559.25,0.22125884350383762,0.7040865571223333,0.0,0.22125884350383762,0.7040865571223333,0.0,0.0,0.0,0.0,0.48930309468830346,0.4146484953144743,0.0,0.48930309468830346
HIMS,3591.28432917,0.04890214048524397,0.951097859514756,0.0,18671.7,0.49094136688999923,0.47268874813181455,0.0,0.49094136688999923,0.47268874813181455,0.0,0.0,0.0,0.0,0.44203922640475524,0.47840911138294145,0.0,0.47840911138294145
IBIT,-13222.92103233,0.5384181923049134,0.46158180769508667,0.0,34581.27,0.06060357472536953,0.9393964252746305,0.0,0.06060357472536952,0.9393964252746305,0.0,6.938893903907228e-18,0.0,0.0,0.47781461757954385,0.47781461757954385,0.0,0.47781461757954385
MU,18098.728800920002,0.7095009226513179,0.28145157755613887,0.00904749979254326,33552.32,0.25300735598790186,0.6825792775274556,0.0,0.25300735598790186,0.6825792775274556,0.0,0.0,0.0,0.0,0.45649356666341606,0.40112769997131675,0.00904749979254326,0.45649356666341606
ASTS,-5678.392174999997,0.5783493175400607,0.0,0.42165068245993925,15234.240000000002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4216506824599393,0.0,0.42165068245993925,0.4216506824599393
