underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
IBIT,"IBIT, XBTY",0.0,9906.41627844,2
META,"FBYY, META",0.0,13664.0483739,2
MSFT,"MSFT, MSFW",0.0,7791.443361618,2
MSTR,"MSTR, MSTW, MTYY",0.0,40891.3350346,3
NFLX,"NFLW, NFLX",0.0,12608.202788656,2
TSLA,"TSLA, TSYY",-0.013111057252524816,26.100860182747475,2
NVDA,"NVDA, NVYY",-0.01633473173555089,41.49925326826444,2
HOOD,"HOOD, HOOW",-5.8647861999997986,10693.164786199999,2
PLTR,"PLTR, PLTW",-6.895541820571907,7365.878785139426,2
QQQ,TQQY,-76.1417509158,76.1417509158,1
MARA,"MAAY, MARA, MARO",-380.2451860000001,20186.525186,3
