underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
RIOT,-367.280233,1.0,0.0,0.0,4913.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CVNA,-1136.25844,0.08703781949465651,0.9129621805053435,0.0,3166.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703781949465651,0.9129621805053435,0.0,0.9129621805053435
MSTR,3382.3941761300002,0.11237575851080714,0.8876242414891928,0.0,28291.949999999997,0.38368221875056335,0.5070686142666024,0.0,0.38368221875056335,0.5070686142666024,0.0,0.0,0.0,0.0,0.27130646023975624,0.3805556272225904,0.0,0.3805556272225904
META,-1108.75861821,0.16033989424380854,0.8396601057561914,0.0,18969.21,0.3809051549959118,0.5372803740187388,0.0,0.3809051549959118,0.5372803740187388,0.0,0.0,0.0,0.0,0.22056526075210328,0.3023797317374526,0.0,0.3023797317374526
RDW,-301.823996,1.0,0.0,0.0,5881.599999999999,0.7490358124914991,0.0,0.0,0.7490358124914991,0.0,0.0,0.0,0.0,0.0,0.2509641875085009,0.0,0.0,0.2509641875085009
HIMS,-25.159832319999996,0.6486672590370516,0.35133274096294836,0.0,13095.94,0.7958142787459319,0.13182475335103855,0.0,0.7958142787459319,0.13182475335103855,0.0,0.0,0.0,0.0,0.14714701970888033,0.21950798761190982,0.0,0.21950798761190982
LMND,-119.807257,1.0,0.0,0.0,736.32,0.7888207956730768,0.0,0.0,0.7888207956730768,0.0,0.0,0.0,0.0,0.0,0.21117920432692316,0.0,0.0,0.21117920432692316
NOW,-530.254257,1.0,0.0,0.0,1766.2,0.7901180175518062,0.0,0.0,0.7901180175518062,0.0,0.0,0.0,0.0,0.0,0.20988198244819378,0.0,0.0,0.20988198244819378
FCX,-31.970514,1.0,0.0,0.0,2657.88,0.8001231215476996,0.0,0.0,0.8001231215476996,0.0,0.0,0.0,0.0,0.0,0.1998768784523004,0.0,0.0,0.1998768784523004
MRNA,-482.25436,1.0,0.0,0.0,7396.339999999999,0.8111007069511408,0.0,0.0,0.8111007069511408,0.0,0.0,0.0,0.0,0.0,0.18889929304885922,0.0,0.0,0.18889929304885922
FLY,-1487.870534,1.0,0.0,0.0,11245.0,0.8121124244553135,0.0,0.0,0.8121124244553135,0.0,0.0,0.0,0.0,0.0,0.1878875755446865,0.0,0.0,0.1878875755446865
KTOS,-694.255657,1.0,0.0,0.0,1702.35,0.8190827039327988,0.0,0.0,0.8190827039327988,0.0,0.0,0.0,0.0,0.0,0.1809172960672012,0.0,0.0,0.1809172960672012
