symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4551.926184,0.0,0.0,0.0,-125.85,15.136448816679417,0.0,0.0,4441.212632816679
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2049.897821,0.0,0.0,-25.53,-54.24,2.54726107029765,0.0,0.0,1972.6750820702978
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1011.368082,0.0,0.0,-29.37,-21.49,5.710951026842047,0.0,0.0,966.219033026842
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,966.943862,0.0,0.0,0.0,-107.95,6.786799109923812,0.0,0.0,865.7806611099237
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,555.382916,0.0,0.0,-15.54,-65.72,6.061241381451384,0.0,0.0,480.1841573814514
SDS,PROSHARES ULTRASHORT S&P500,0.0,519.669892,0.0,0.0,-26.99,-44.47,9.650666112026924,0.0,0.0,457.86055811202687
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,194.215122,0.0,0.0,-26.13,-58.13,6.484073687632488,0.0,0.0,116.4391956876325
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-11.661607,0.0,0.0,-118.08,-17.64,0.9658899643275,0.0,0.0,13.468797914327508
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,11.921186,0.0,0.0,-8.290000000000001,-0.53,0.23859470408089925,0.0,0.0,3.3397807040808987
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,6.655803,0.0,0.0,-154.3,-7.140000000000001,0.2770968286222558,0.0,0.0,-50.08323791137774
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-163.499358,0.0,0.0,0.0,-45.769999999999996,9.460584084868135,0.0,0.0,-199.80877391513187
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,38.417872,0.0,0.0,-1.46,-7.62,2.0526963443941115,0.0,0.0,-348.2886608756059
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1617.477632,0.0,0.0,0.0,-357.71999999999997,10.474117960230657,0.0,0.0,-1964.7235140397695
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-2063.709378,0.0,0.0,-90.65,-144.0,12.350652276338625,0.0,0.0,-2289.4146840236613
