symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15340.862016144001,15340.862016144001,1
DUST,flow_program,12428.041831199998,12428.041831199998,1
ZSL,flow_program,10667.0107674,10667.0107674,1
FAZ,flow_program,9831.5522876,9831.5522876,1
SDS,flow_program,9724.62272027,9724.62272027,1
TSLQ,flow_program,9617.011237900002,9617.011237900002,1
LABD,flow_program,9209.50674525,9209.50674525,1
SQQQ,flow_program,8669.873550799999,8669.873550799999,1
NVDQ,flow_program,6854.6684606399995,6854.6684606399995,1
SOXS,flow_program,3872.4957502,3872.4957502,1
EWV,flow_program,2074.2911672756,2074.2911672756,1
TSYY,flow_program,-58.38952548,58.38952548,1
NVYY,flow_program,-70.25899443400002,70.25899443400002,1
TQQY,flow_program,-346.214542896,346.214542896,1
