ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
SMU,SMR,1.986165,175,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,2.027532,1.254152,1.157671,1.312518,1.271986,1.254152,1.271986,0.49654125,1.0,0.5,1.0,,ETF_LS,12068.814912312822,-6076.441238423204,core_leveraged
SNPX,SNPS,1.916927,87,ols,0.060464,-0.024064,0.084528,2000,0.084528,False,False,False,True,False,False,False,False,False,False,False,0.784623,0.21041,0.481012,0.20334,0.205781,0.125882,0.1212529999999999,0.47923175,0.5750781,0.5,0.5750781,,ETF_LS,2065.402292990436,-1077.4548498667064,core_leveraged
SRPU,SRPT,1.956482,102,ols,0.122562,-0.0861619999999999,0.208724,10000,0.208724,False,False,False,True,False,False,False,False,False,False,False,1.684123,1.309051,0.837579,0.656409,0.920574,1.100327,0.71185,0.4891205,0.5869446,0.5,0.5869446,,ETF_LS,4395.022837712242,-2246.390632631551,core_leveraged
TARK,ARKK,1.977975,499,ols,0.114677,-0.078277,0.192954,15000,0.192954,False,False,False,True,False,False,False,False,False,False,False,0.798455,0.231554,0.403011,0.157091,0.231554,0.0385999999999999,0.0385999999999999,0.49449375,0.5933925,0.5,0.5933925,,ETF_LS,2087.4899410313574,-1055.367201825785,core_leveraged
TEMT,TEM,1.985336,215,ols,0.135213,-0.098813,0.234026,75000,0.234026,False,False,False,True,False,False,False,False,False,False,False,1.327272,0.596301,1.010684,0.999123,0.655445,0.3622749999999999,0.421419,0.496334,0.5956007999999999,0.5,0.5956007999999999,,ETF_LS,2090.0921801001386,-1052.7649627570038,core_leveraged
UNX,U,2.023766,129,ols,0.02366,0.01274,0.01092,1000,0.01092,False,False,False,True,False,False,False,False,False,False,False,1.684051,1.130407,0.729978,0.552015,0.848097,1.119487,0.837177,0.5059415,0.6071298,0.5059415,0.6071298,,ETF_LS,8479.572726449947,-4189.996633232274,core_leveraged
UPSX,UPST,1.989342,196,ols,0.15089,-0.11449,0.26538,35000,0.26538,False,False,False,True,False,False,False,False,False,False,False,1.424798,0.701528,0.897541,0.792747,0.721799,0.436148,0.4564189999999999,0.4973355,0.5968026,0.5,0.5968026,,ETF_LS,2091.502984364356,-1051.3541584927862,core_leveraged
WULX,WULF,1.996657,102,ols,0.1221589999999999,-0.085759,0.207918,7000,0.207918,False,False,False,True,False,False,False,False,False,False,False,2.050843,1.17994,1.149799,1.315416,1.26058,0.972022,1.052662,0.49916425,0.5989971,0.5,0.5989971,,ETF_LS,7085.459637013828,-3548.6614060471225,core_leveraged
CRMU,CRML,1.969257,28,ols_short_history,0.0833419999999999,-0.046942,0.1302839999999999,2000,0.1302839999999999,False,False,False,True,False,False,False,False,False,False,False,1.852737,0.88811,1.53379,2.245139,2.094358,0.757826,1.964074,0.49231425,0.5907770999999999,0.5,0.5907770999999999,,ETF_LS,15466.7639751272,-7854.111461900198,core_leveraged
UECG,UEC,1.965463,28,ols_short_history,0.062428,-0.026028,0.0884559999999999,1000,0.0884559999999999,False,False,False,True,False,False,False,False,False,False,False,1.316288,0.89166,0.704945,0.471499,0.518184,0.803204,0.429728,0.49136575,0.5896389,0.5,0.5896389,,ETF_LS,4069.7290120698462,-2070.6210252087403,core_leveraged
DNNG,DNN,1.960424,27,ols_short_history,0.127378,-0.0909779999999999,0.218356,100,0.218356,False,False,False,True,False,False,False,False,False,True,False,1.169565,0.705819,0.610746,0.351159,0.389158,0.487463,0.170802,0.490106,0.5881272,0.5,0.5881272,,ETF_LS,2081.233151544701,-1061.6239913124411,core_leveraged
RCAX,RCAT,2.021039,33,ols,0.140065,-0.103665,0.24373,500,0.24373,False,False,False,True,False,False,False,False,False,True,False,2.520785,1.405312,1.268475,1.660163,1.62679,1.161582,1.38306,0.50525975,0.6063117,0.50525975,0.6063117,,ETF_LS,9107.904927903477,-4506.545854831835,core_leveraged
RDWU,RDW,1.971699,35,ols,0.185636,-0.149236,0.334872,10000,0.334872,False,False,False,False,True,False,False,True,True,False,False,2.018779,1.444969,1.063808,1.084099,1.13422,1.110097,0.799348,0.49292475,0.5915097,0.5,0.5915097,,ETF_LS,0.0,0.0,
OKLL,OKLO,1.997607,187,ols,0.1832389999999999,-0.146839,0.330078,200000,0.330078,False,False,False,False,True,False,False,True,True,False,False,2.026943,1.248555,1.301046,1.68665,1.361556,0.918477,1.031478,0.49940175,0.5992820999999999,0.5,0.5992820999999999,,ETF_LS,0.0,0.0,
GDXU,GDX,3.043407,499,ols,0.035296,0.001104,0.034192,30000,0.034192,False,False,False,True,False,False,False,False,False,False,False,1.182411,0.690139,0.387576,0.467088,0.690139,0.655947,0.655947,0.76085175,0.9130221,0.76085175,0.9130221,,ETF_LS,6579.369186474195,-2161.8433507165473,core_leveraged
MRNX,MRNA,2.02003,32,ols,0.07931,-0.04291,0.12222,200,0.12222,False,False,False,True,False,False,False,False,False,True,False,1.403315,0.755663,0.671115,0.464018,0.501052,0.633443,0.378832,0.5050075,0.606009,0.5050075,0.606009,,ETF_LS,3153.487392125327,-1561.1091875493566,core_leveraged
ZETX,ZETA,2.067291,32,ols,0.131437,-0.095037,0.226474,15000,0.226474,False,False,False,True,False,False,False,False,False,False,False,1.484358,0.730843,0.759487,0.636349,0.648348,0.5043690000000001,0.421874,0.51682275,0.6201873,0.51682275,0.6201873,,ETF_LS,2118.221024909043,-1024.636117948099,core_leveraged
LITX,LITE,1.979924,38,ols,0.097446,-0.0610459999999999,0.158492,1300000,0.158492,False,False,False,True,False,False,False,False,False,False,False,1.992803,1.407867,0.726861,0.512523,0.647535,1.249375,0.489043,0.494981,0.5939772,0.5,0.5939772,,ETF_LS,3438.642635808982,-1736.7548632215085,core_leveraged
WDCX,WDC,2.054537,38,ols,0.132553,-0.0961529999999999,0.228706,45000,0.228706,False,False,False,True,False,False,False,False,False,False,False,1.756522,0.670378,0.546978,0.324105,0.376321,0.441672,0.147615,0.51363425,0.6163610999999999,0.51363425,0.6163610999999999,,ETF_LS,2113.942730343186,-1028.9144125139562,core_leveraged
LNOK,NOK,1.956785,42,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.884615,0.391838,0.366976,0.126067,0.170362,0.391838,0.170362,0.48919625,1.0,0.5,1.0,,ETF_LS,3419.6359099176684,-1747.5787630821314,core_leveraged
ONDG,ONDS,1.997625,47,ols,0.2043319999999999,-0.167932,0.372264,4000,0.372264,False,False,False,False,True,False,False,True,True,False,False,2.03687,1.165128,1.322246,1.742111,1.634499,0.792864,1.262235,0.49940625,0.5992875,0.5,0.5992875,,ETF_LS,0.0,0.0,
PLUL,PLUG,1.924149,47,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.979397,1.33576,1.043948,0.968966,1.037376,1.33576,1.037376,0.48103725,1.0,0.5,1.0,,ETF_LS,10247.852167919711,-5325.914036761035,core_leveraged
UUUG,UUUU,1.995098,47,ols,0.1040249999999999,-0.067625,0.17165,15000,0.17165,False,False,False,True,False,False,False,False,False,False,False,2.171643,1.273127,0.785849,0.613025,0.736139,1.1014769999999998,0.564489,0.4987745,0.5985294,0.5,0.5985294,,ETF_LS,3827.4099134157227,-1918.4069721967155,core_leveraged
HUTG,HUT,2.003314,47,ols,0.091336,-0.054936,0.146272,500,0.146272,False,False,False,True,False,False,False,False,False,True,False,2.132396,1.261137,1.005761,1.016589,1.062199,1.114865,0.915927,0.5008285,0.6009942,0.5008285,0.6009942,,ETF_LS,6979.7094304545335,-3484.0815920292744,core_leveraged
XPEG,XPEV,1.987392,45,ols,0.098285,-0.061885,0.16017,400,0.16017,False,False,False,True,False,False,False,False,False,True,False,1.114134,0.467715,0.692017,0.469869,0.469484,0.3075449999999999,0.309314,0.496848,0.5962176,0.5,0.5962176,,ETF_LS,2090.816720021056,-1052.0404228360867,core_leveraged
ORLG,ORLY,2.007498,45,ols,0.124672,-0.0882719999999999,0.212944,200,0.212944,False,False,False,True,False,False,False,False,False,True,False,0.509599,0.180713,0.205861,0.042857,0.067474,-0.0322309999999999,-0.14547,0.5018745,0.6022493999999999,0.5018745,0.6022493999999999,,ETF_LS,2097.849916632173,-1045.0072262249691,core_leveraged
RKTL,RKT,1.948133,47,ols,0.04894,-0.01254,0.06148,2000,0.06148,False,False,False,True,False,False,False,False,False,False,False,1.299947,0.865865,0.569239,0.299259,0.404936,0.804385,0.343456,0.48703325,0.5844398999999999,0.5,0.5844398999999999,,ETF_LS,3812.004954156999,-1956.7477960472918,core_leveraged
EOSU,EOSE,1.976198,46,ols,0.153472,-0.117072,0.270544,100000,0.270544,False,False,False,True,False,False,False,False,False,False,False,2.626118,4.372331,1.128405,1.228198,1.802127,4.101787,1.531583,0.4940495,0.5928593999999999,0.5,0.5928593999999999,,ETF_LS,9863.495206455455,-4991.147246609628,core_leveraged
BTFL,BITF,2.015644,56,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,2.090471,1.300426,0.984436,0.991974,1.060519,1.300426,1.060519,0.503911,1.0,0.503911,1.0,,ETF_LS,10399.779286178884,-5159.531785463546,core_leveraged
APHU,APH,1.998032,23,ols_short_history,0.105728,-0.069328,0.175056,800,0.175056,False,False,False,True,False,False,False,False,False,True,False,0.960797,0.444619,0.370283,0.136705,0.164808,0.269563,-0.0102479999999999,0.499508,0.5994096,0.5,0.5994096,,ETF_LS,2094.5504060187286,-1048.3067368384134,core_leveraged
COPZ,COPX,2.049385,23,ols_short_history,0.057016,-0.020616,0.0776319999999999,400,0.0776319999999999,False,False,False,True,False,False,False,False,False,True,False,1.129211,0.452174,0.37885,0.154334,0.181518,0.374542,0.103886,0.51234625,0.6148155,0.51234625,0.6148155,,ETF_LS,2112.204357834214,-1030.6527850229284,core_leveraged
LEUX,LEU,2.090091,22,ols_short_history,0.147904,-0.1115039999999999,0.2594079999999999,3000,0.2594079999999999,False,False,False,True,False,False,False,False,False,False,False,1.255297,0.409489,0.94324,1.013543,0.960808,0.150081,0.7014,0.52252275,0.6270273000000001,0.52252275,0.6270273000000001,,ETF_LS,3545.688839803872,-1696.4279736163983,core_leveraged
FCXG,FCX,2.062204,22,ols_short_history,0.071359,-0.034959,0.106318,15000,0.106318,False,False,False,True,False,False,False,False,False,False,False,1.061798,0.247623,0.440952,0.212957,0.215983,0.141305,0.109665,0.515551,0.6186611999999999,0.515551,0.6186611999999999,,ETF_LS,2116.518877066508,-1026.3382657906338,core_leveraged
GLWG,GLW,1.969276,9,ols_short_history,0.17404,-0.1376399999999999,0.3116799999999999,15000,0.3116799999999999,False,False,False,False,True,False,False,True,True,False,False,1.068556,,0.385507,0.141837,0.141837,,-0.1698429999999999,0.492319,0.5907827999999999,0.5,0.5907827999999999,,ETF_LS,0.0,0.0,
SNDU,SNDK,1.961793,7,ols_short_history,0.02245,0.01395,0.0085,10000,0.0085,False,False,False,True,False,False,False,False,False,False,False,1.668268,,1.001231,0.945744,0.945744,,0.937244,0.49044825,0.5885379,0.5,0.5885379,,ETF_LS,9315.431047371581,-4748.427100806039,core_leveraged
PAAU,PAAS,2.051197,7,ols_short_history,0.003432,0.032968,0.0,62,0.0,False,False,False,True,False,False,False,False,False,True,False,1.45686,,0.524163,0.296206,0.296206,,0.296206,0.51279925,0.6153591,0.51279925,0.6153591,,ETF_LS,4423.887660640085,-2156.734658172806,core_leveraged
BITX,IBIT,2.004617,499,ols,0.0518379999999999,-0.015438,0.067276,1500000,0.067276,False,False,False,True,False,False,False,False,False,False,False,1.005335,0.444266,0.501264,0.253008,0.444266,0.37699,0.37699,0.50115425,0.6013851,0.50115425,0.6013851,,ETF_LS,3995.7969856106142,-1993.2969667575471,core_leveraged
ETHU,ETHA,2.001044,417,ols,0.022204,0.014196,0.008008,1400000,0.008008,False,False,False,True,False,False,False,False,False,False,False,1.482449,0.787143,0.753611,0.568819,0.787143,0.779135,0.779135,0.500261,0.6003131999999999,0.500261,0.6003131999999999,,ETF_LS,8074.681182586288,-4035.2341990412447,core_leveraged
XXRP,XRPZ,2.019792,80,ols,0.049226,-0.0128259999999999,0.0620519999999999,100000,0.0620519999999999,False,False,False,True,False,False,False,False,False,False,False,1.561508,0.985274,0.854309,0.751654,0.825819,0.923222,0.763767,0.504948,0.6059376,0.504948,0.6059376,,ETF_LS,7106.061265151916,-3518.2143830413806,core_leveraged
AALG,AAL,1.978545,175,ols,0.139145,-0.102745,0.24189,7000,0.24189,False,False,False,True,False,False,False,False,False,False,False,0.929424,0.336085,0.502274,0.244218,0.308015,0.094195,0.0661249999999999,0.49463625,0.5935635,0.5,0.5935635,,ETF_LS,2087.6919051799737,-1055.1652376771688,core_leveraged
ABNG,ABNB,1.991959,84,ols,0.118824,-0.082424,0.2012479999999999,1000,0.2012479999999999,False,False,False,True,False,False,False,False,False,False,False,0.639086,0.186595,0.357201,0.126058,0.146237,-0.0146529999999999,-0.0550109999999999,0.49798975,0.5975876999999999,0.5,0.5975876999999999,,ETF_LS,2092.4225804660323,-1050.4345623911095,core_leveraged
ADBG,ADBE,1.991619,251,ols,0.105728,-0.069328,0.175056,450000,0.175056,False,False,False,True,False,False,False,False,False,False,False,0.617307,0.23022,0.33116,0.108292,0.229736,0.055164,0.05468,0.49790475,0.5974857,0.5,0.5974857,,ETF_LS,2092.303197699974,-1050.553945157168,core_leveraged
AMDG,AMD,2.002778,290,ols,0.042159,-0.0057589999999999,0.047918,25000,0.047918,False,False,False,True,False,False,False,False,False,False,False,1.243652,0.479748,0.55632,0.310783,0.479748,0.43183,0.43183,0.5006945,0.6008334000000001,0.5006945,0.6008334000000001,,ETF_LS,4728.35796323823,-2360.8996919470005,core_leveraged
ARMG,ARM,1.996893,297,ols,0.112459,-0.076059,0.188518,450000,0.188518,False,False,False,True,False,False,False,False,False,False,False,1.184523,0.452247,0.626975,0.391268,0.452247,0.263729,0.263729,0.49922325,0.5990679,0.5,0.5990679,,ETF_LS,2094.1519862642504,-1048.7051565928923,core_leveraged
ASMG,ASML,1.984356,297,ols,0.082149,-0.045749,0.127898,50000,0.127898,False,False,False,True,False,False,False,False,False,False,False,0.816404,0.277752,0.434549,0.184425,0.277752,0.149854,0.149854,0.496089,0.5953068,0.5,0.5953068,,ETF_LS,2089.746474137612,-1053.1106687195302,core_leveraged
AVGG,AVGO,1.998512,212,ols,0.0174889999999999,0.018911,0.0,300000,0.0,False,False,False,True,False,False,False,False,False,False,False,0.844494,0.293843,0.534695,0.285261,0.292481,0.293843,0.292481,0.499628,0.5995536,0.5,0.5995536,,ETF_LS,4386.806235449338,-2195.0362246758277,core_leveraged
BAIG,BBAI,2.011078,146,ols,0.192039,-0.155639,0.347678,200000,0.347678,False,False,False,False,True,False,False,True,True,False,False,1.875236,1.058253,1.162091,1.372979,1.190638,0.7105750000000001,0.84296,0.5027695,0.6033234,0.5027695,0.6033234,,ETF_LS,0.0,0.0,
BIDG,BIDU,2.013595,63,ols,0.168261,-0.131861,0.300122,1000,0.300122,False,False,False,False,True,False,False,True,True,False,False,0.993397,0.334703,0.449749,0.206418,0.238489,0.0345809999999999,-0.0616329999999999,0.50339875,0.6040785,0.50339875,0.6040785,,ETF_LS,0.0,0.0,
BLSG,BLSH,2.008574,100,ols,0.148076,-0.111676,0.259752,6000,0.259752,False,False,False,True,False,False,False,False,False,False,False,1.453412,0.667976,0.823508,0.686912,0.679398,0.408224,0.4196459999999999,0.5021435,0.6025721999999999,0.5021435,0.6025721999999999,,ETF_LS,2098.223657738564,-1044.6334851185786,core_leveraged
BMNG,BMNR,1.993117,100,ols,0.149912,-0.113512,0.263424,100,0.263424,False,False,False,True,False,False,False,False,False,True,False,2.182075,1.480005,1.083065,1.160947,1.287557,1.216581,1.024133,0.49827925,0.5979350999999999,0.5,0.5979350999999999,,ETF_LS,5991.657241445141,-3006.174369816293,core_leveraged
BOEG,BA,1.987275,193,ols,0.066664,-0.030264,0.096928,6000,0.096928,False,False,False,True,False,False,False,False,False,False,False,0.602891,0.174522,0.351531,0.121225,0.162044,0.077594,0.065116,0.49681875,0.5961825,0.5,0.5961825,,ETF_LS,2090.77551566944,-1052.081627187702,core_leveraged
BULG,BULL,1.984539,154,ols,0.103062,-0.066662,0.1697239999999999,100000,0.1697239999999999,False,False,False,True,False,False,False,False,False,False,False,1.134858,0.613425,0.574009,0.321884,0.500048,0.443701,0.330324,0.49613475,0.5953617,0.5,0.5953617,,ETF_LS,2089.8110466737307,-1053.0460961834112,core_leveraged
CIFG,CIFR,1.996161,68,ols,0.127769,-0.091369,0.219138,5000,0.219138,False,False,False,True,False,False,False,False,False,False,False,2.030568,1.066545,1.112851,1.231315,1.186853,0.847407,0.967715,0.49904025,0.5988483,0.5,0.5988483,,ETF_LS,6243.76689014584,-3127.8874249851788,core_leveraged
CMGG,CMG,1.972972,85,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.689119,0.193921,0.357841,0.122906,0.146859,0.193921,0.146859,0.493243,1.0,0.5,1.0,,ETF_LS,3239.051010673011,-1641.7115958427241,core_leveraged
CNCG,CNC,2.004849,63,ols,0.111141,-0.074741,0.185882,300,0.185882,False,False,False,True,False,False,False,False,False,True,False,1.067487,0.428073,0.496851,0.248659,0.293513,0.242191,0.107631,0.50121225,0.6014547,0.50121225,0.6014547,,ETF_LS,2096.9286643022656,-1045.9284785548764,core_leveraged
COIG,COIN,1.995599,255,ols,0.129254,-0.0928539999999999,0.222108,25000,0.222108,False,False,False,True,False,False,False,False,False,False,False,1.485091,0.683463,0.789951,0.619909,0.683463,0.461355,0.461355,0.49889975,0.5986796999999999,0.5,0.5986796999999999,,ETF_LS,2228.0449007653715,-1116.4792630009192,core_leveraged
COTG,COST,1.986863,127,ols,0.138391,-0.101991,0.240382,15000,0.240382,False,False,False,True,False,False,False,False,False,False,False,0.39274,0.153519,0.201467,0.039793,0.097107,-0.086863,-0.143275,0.49671575,0.5960589,0.5,0.5960589,,ETF_LS,2090.6303943061903,-1052.226748550952,core_leveraged
CRCG,CRCL,1.989686,154,ols,0.107491,-0.071091,0.178582,1500000,0.178582,False,False,False,True,False,False,False,False,False,False,False,1.914026,0.950076,1.184446,1.381282,1.117767,0.771494,0.939185,0.4974215,0.5969058,0.5,0.5969058,,ETF_LS,6656.1048327489725,-3345.3041498753937,core_leveraged
CRMG,CRM,1.983513,241,ols,0.0298119999999999,0.006588,0.0232239999999999,70000,0.0232239999999999,False,False,False,True,False,False,False,False,False,False,False,0.678982,0.243438,0.357178,0.124438,0.238244,0.220214,0.21502,0.49587825,0.5950539,0.5,0.5950539,,ETF_LS,3412.148061499181,-1720.2549524501128,core_leveraged
CRWG,CRWV,1.996906,154,ols,0.069091,-0.032691,0.101782,5600000,0.101782,False,False,False,True,False,False,False,False,False,False,False,1.949291,0.982262,1.193807,1.418568,1.151937,0.8804799999999999,1.050155,0.4992265,0.5990718,0.5,0.5990718,,ETF_LS,8729.530124210294,-4371.527815635935,core_leveraged
DUOG,DUOL,2.021028,68,ols,0.1896219999999999,-0.153222,0.342844,100000,0.342844,False,False,False,False,True,False,False,True,True,False,False,1.173563,0.460373,0.615549,0.390936,0.409673,0.117529,0.066829,0.505257,0.6063084,0.505257,0.6063084,,ETF_LS,0.0,0.0,
FIGG,FIG,1.995871,109,ols,0.008215,0.0281849999999999,0.0,50000,0.0,False,False,False,True,False,False,False,False,False,False,False,1.343329,0.590633,0.880351,0.770224,0.692544,0.590633,0.692544,0.49896775,0.5987612999999999,0.5,0.5987612999999999,,ETF_LS,7522.252944381562,-3768.907381479846,core_leveraged
GEVG,GEV,1.948941,65,ols,0.197695,-0.161295,0.35899,3000,0.35899,False,False,False,False,True,False,False,True,True,False,False,0.915366,0.222535,0.530201,0.25995,0.250299,-0.136455,-0.108691,0.48723525,0.5846823,0.5,0.5846823,,ETF_LS,0.0,0.0,
GRAG,GRAB,1.980103,68,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.732379,0.304412,0.441048,0.188756,0.219965,0.304412,0.219965,0.49502575,1.0,0.5,1.0,,ETF_LS,3814.68653743198,-1926.5091449444703,core_leveraged
HOOG,HOOD,2.006749,251,ols,0.139944,-0.103544,0.243488,95000,0.243488,False,False,False,True,False,False,False,False,False,False,False,1.437564,0.649411,0.704055,0.500723,0.648821,0.4059229999999999,0.4053329999999999,0.50168725,0.6020247,0.50168725,0.6020247,,ETF_LS,2097.589598789732,-1045.2675440674104,core_leveraged
IREG,IREN,1.968821,65,ols,0.125656,-0.0892559999999999,0.214912,5000,0.214912,False,False,False,True,False,False,False,False,False,False,False,2.135564,1.04292,1.060037,1.071672,1.064256,0.8280080000000001,0.8493440000000001,0.49220525,0.5906463,0.5,0.5906463,,ETF_LS,5380.0128242738765,-2732.6063792868304,core_leveraged
KLAG,KLAC,2.017788,63,ols,0.04338,-0.0069799999999999,0.05036,1000,0.05036,False,False,False,True,False,False,False,False,False,False,False,1.147899,0.451581,0.461897,0.219075,0.277201,0.401221,0.2268409999999999,0.504447,0.6053364,0.504447,0.6053364,,ETF_LS,3088.1980487342694,-1530.486874108811,core_leveraged
LACG,LAC,2.019415,68,ols,0.158865,-0.1224649999999999,0.2813299999999999,10000,0.2813299999999999,False,False,False,True,False,False,False,False,False,False,False,1.505977,0.585622,1.071287,1.181295,1.020558,0.304292,0.7392280000000001,0.50485375,0.6058245,0.50485375,0.6058245,,ETF_LS,3483.2743718911856,-1724.8927891944872,core_leveraged
MPG,MP,1.982043,100,ols,0.162496,-0.126096,0.288592,2000,0.288592,False,False,False,True,False,False,False,False,False,False,False,1.467906,0.689031,0.810309,0.639021,0.658866,0.4004389999999999,0.3702739999999999,0.49551075,0.5946129,0.5,0.5946129,,ETF_LS,2088.9296364941747,-1053.9275063629673,core_leveraged
NBIG,NBIS,2.008608,100,ols,0.058532,-0.022132,0.080664,1000,0.080664,False,False,False,True,False,False,False,False,False,False,False,1.968989,1.099925,1.116136,1.261891,1.197619,1.019261,1.116955,0.502152,0.6025824000000001,0.502152,0.6025824000000001,,ETF_LS,9580.9028813721,-4769.921697699152,core_leveraged
NEMG,NEM,1.999401,85,ols,0.044234,-0.007834,0.052068,100,0.052068,False,False,False,True,False,False,False,False,False,True,False,1.030328,0.358775,0.41077,0.16858,0.232733,0.306707,0.180665,0.49985025,0.5998203,0.5,0.5998203,,ETF_LS,2694.719838483189,-1347.763574432137,core_leveraged
NUG,NU,1.987659,85,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.815026,0.300776,0.431381,0.182659,0.2225,0.300776,0.2225,0.49691475,1.0,0.5,1.0,,ETF_LS,3836.154003134347,-1929.985980057116,core_leveraged
NVDG,NVDA,1.968774,316,ols,0.025579,0.010821,0.014758,70000,0.014758,False,False,False,True,False,False,False,False,False,False,False,0.923972,0.335457,0.493822,0.232557,0.335457,0.320699,0.320699,0.4921935,0.5906321999999999,0.5,0.5906321999999999,,ETF_LS,4371.780980220071,-2220.5600948712604,core_leveraged
OKTG,OKTA,1.987949,85,ols,0.136952,-0.1005519999999999,0.237504,700,0.237504,False,False,False,True,False,False,False,False,False,True,False,0.91667,0.402234,0.436162,0.186812,0.259474,0.16473,0.0219699999999999,0.49698725,0.5963847,0.5,0.5963847,,ETF_LS,2091.012836660101,-1051.8443061970409,core_leveraged
OPEG,OPEN,2.002279,68,ols,0.111326,-0.074926,0.186252,9000,0.186252,False,False,False,True,False,False,False,False,False,False,False,1.626957,0.789965,1.298352,1.691485,1.448218,0.603713,1.261966,0.50056975,0.6006837,0.50056975,0.6006837,,ETF_LS,9064.29882859651,-4526.990908158408,core_leveraged
OSCG,OSCR,1.989162,93,ols,0.173714,-0.137314,0.311028,20000,0.311028,False,False,False,False,True,False,False,True,True,False,False,1.493072,0.684629,0.75134,0.555368,0.603071,0.373601,0.292043,0.4972905,0.5967486,0.5,0.5967486,,ETF_LS,0.0,0.0,
PANG,PANW,1.997695,251,ols,0.087691,-0.051291,0.138982,8000,0.138982,False,False,False,True,False,False,False,False,False,False,False,0.722241,0.263429,0.340548,0.115572,0.262842,0.124447,0.12386,0.49942375,0.5993085,0.5,0.5993085,,ETF_LS,2094.4325556802805,-1048.4245871768617,core_leveraged
PBRG,PBR,1.912971,63,ols,0.122073,-0.085673,0.207746,9000,0.207746,False,False,False,True,False,False,False,False,False,False,False,0.669768,-0.066933,0.304063,0.080735,0.043818,-0.274679,-0.163928,0.47824275,0.5738913,0.5,0.5738913,,ETF_LS,2063.939040734896,-1078.9181021222464,core_leveraged
PLTG,PLTR,1.996296,227,ols,0.144077,-0.107677,0.251754,40000,0.251754,False,False,False,True,False,False,False,False,False,False,False,1.035478,0.416269,0.626393,0.390191,0.413682,0.1645149999999999,0.1619279999999999,0.499074,0.5988888,0.5,0.5988888,,ETF_LS,2093.943035954105,-1048.9141069030368,core_leveraged
PYPG,PYPL,1.9949,241,ols,0.1059929999999999,-0.069593,0.175586,300000,0.175586,False,False,False,True,False,False,False,False,False,False,False,0.811308,0.312954,0.376655,0.140786,0.305439,0.137368,0.129853,0.498725,0.59847,0.5,0.59847,,ETF_LS,2093.4541100823776,-1049.4030327747646,core_leveraged
RTXG,RTX,2.010322,198,ols,0.116041,-0.079641,0.195682,8000,0.195682,False,False,False,True,False,False,False,False,False,False,False,0.475391,0.170684,0.240191,0.058588,0.146663,-0.024998,-0.049019,0.5025805,0.6030966,0.5025805,0.6030966,,ETF_LS,2098.8302437888224,-1044.0268990683196,core_leveraged
SATG,SATS,2.010465,65,ols,0.151785,-0.115385,0.26717,10000,0.26717,False,False,False,True,False,False,False,False,False,False,False,1.085635,0.438205,0.88731,0.799721,0.706473,0.171035,0.439303,0.50261625,0.6031394999999999,0.50261625,0.6031394999999999,,ETF_LS,2098.879836076581,-1043.977306780561,core_leveraged
SBU,SBUX,1.998379,84,ols,0.105728,-0.069328,0.175056,200,0.175056,False,False,False,True,False,False,False,False,False,True,False,0.594897,0.209898,0.367196,0.134505,0.159636,0.034842,-0.0154199999999999,0.49959475,0.5995136999999999,0.5,0.5995136999999999,,ETF_LS,2094.6717257177,-1048.1854171394418,core_leveraged
SNAG,SNAP,1.997598,63,ols,0.020481,0.015919,0.0045619999999999,3000,0.0045619999999999,False,False,False,True,False,False,False,False,False,False,False,0.995304,0.400751,0.601063,0.359976,0.37017,0.396189,0.365608,0.4993995,0.5992794,0.5,0.5992794,,ETF_LS,4888.272153008981,-2447.075013595819,core_leveraged
TERG,TER,1.996284,85,ols,0.107085,-0.070685,0.17777,8000,0.17777,False,False,False,True,False,False,False,False,False,False,False,1.198814,0.423079,0.554409,0.305658,0.345264,0.2453089999999999,0.167494,0.499071,0.5988852,0.5,0.5988852,,ETF_LS,2093.9388350942127,-1048.9183077629298,core_leveraged
TSLG,TSLA,1.991024,316,ols,0.084821,-0.048421,0.133242,350000,0.133242,False,False,False,True,False,False,False,False,False,False,False,1.195039,0.473365,0.626225,0.386894,0.473365,0.3401229999999999,0.3401229999999999,0.497756,0.5973071999999999,0.5,0.5973071999999999,,ETF_LS,2669.5414058907704,-1340.7881602084005,core_leveraged
TSMG,TSM,1.979392,297,ols,0.053901,-0.017501,0.071402,10000,0.071402,False,False,False,True,False,False,False,False,False,False,False,0.800697,0.278871,0.405126,0.159088,0.278871,0.2074689999999999,0.2074689999999999,0.494848,0.5938176,0.5,0.5938176,,ETF_LS,2595.559113150878,-1311.2911000705662,core_leveraged
