ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
AAPU,AAPL,1.983897,499,ols,0.10823100000000001,-0.07183099999999999,0.180062,9000,0.180062,False,False,False,,True,False,False,False,False,True,False,False,False,0.563027,0.171285,0.283594,0.078493,0.171285,-0.008777000000000007,-0.008777000000000007,0.49597425,0.5951691,0.5,0.5951691
AMUU,AMD,2.007923,242,ols,0.045529,-0.009129,0.054658,30000,0.054658,False,False,False,,True,False,False,False,False,True,False,False,False,1.287763,0.484299,0.555668,0.312446,0.477479,0.429641,0.422821,0.50198075,0.6023769,0.50198075,0.6023769
AMZU,AMZN,1.987126,499,ols,0.041417999999999996,-0.005018,0.046436,100000,0.046436,False,False,False,,True,False,False,False,False,True,False,False,False,0.630687,0.207674,0.317219,0.098693,0.207674,0.161238,0.161238,0.4967815,0.5961377999999999,0.5,0.5961377999999999
ASMU,ASML,1.987493,27,ols_short_history,0.050176,-0.013776,0.063952,1000,0.063952,False,False,False,,True,False,False,False,False,True,False,False,False,0.822888,0.240024,0.434051,0.184881,0.190789,0.176072,0.12683699999999998,0.49687325,0.5962478999999999,0.5,0.5962478999999999
AVL,AVGO,1.987317,361,ols,0.05025,-0.01385,0.0641,100000,0.0641,False,False,False,,True,False,False,False,False,True,False,False,False,1.07607,0.375031,0.53419,0.279953,0.375031,0.310931,0.310931,0.49682925,0.5961951,0.5,0.5961951
BOEU,BA,1.990878,229,ols,0.054309,-0.017908999999999998,0.072218,10000,0.072218,False,False,False,,True,False,False,False,False,True,False,False,False,0.589139,0.186492,0.351063,0.121564,0.180566,0.11427399999999999,0.108348,0.4977195,0.5972634,0.5,0.5972634
BABU,BABA,2.017691,26,ols_short_history,0.046191,-0.009791,0.055982000000000004,15000,0.055982000000000004,False,False,False,,True,False,False,False,False,True,False,False,False,0.682813,0.206912,0.443156,0.201629,0.202174,0.15093,0.146192,0.50442275,0.6053073,0.50442275,0.6053073
BRKU,BRK-B,1.944628,318,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,0.357659,0.134524,0.172596,0.027361,0.134524,0.134524,0.134524,0.486157,1.0,0.5,1.0
CONX,COIN,1.998919,83,ols,0.09745699999999999,-0.061057,0.158514,5000,0.158514,False,False,False,,True,False,False,False,False,True,False,False,False,1.505459,0.644712,0.789127,0.621712,0.629287,0.48619799999999996,0.47077300000000005,0.49972975,0.5996756999999999,0.5,0.5996756999999999
CSCL,CSCO,2.027825,186,ols,0.089058,-0.052657999999999996,0.141716,10000,0.141716,False,False,False,,True,False,False,False,False,True,False,False,False,0.527571,0.189154,0.236323,0.058201,0.154857,0.04743799999999998,0.013140999999999986,0.50695625,0.6083474999999999,0.50695625,0.6083474999999999
FRDU,F,1.983669,167,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,0.622939,0.19871,0.346688,0.117264,0.171238,0.19871,0.171238,0.49591725,1.0,0.5,1.0
GGLL,GOOGL,1.991893,499,ols,0.054772999999999995,-0.018373,0.07314599999999999,85000,0.07314599999999999,False,False,False,,True,False,False,False,False,True,False,False,False,0.590162,0.193121,0.296127,0.086628,0.193121,0.119975,0.119975,0.49797325,0.5975678999999999,0.5,0.5975678999999999
