ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPB,AAPL,2.0,1.991058,499,ols
AMDL,AMD,2.0,1.997324,499,ols
AMZZ,AMZN,2.0,1.991788,499,ols
AVGU,AVGO,2.0,1.992047,173,ols
BABX,BABA,2.0,2.006086,499,ols
BULX,BULL,2.0,1.969711,138,ols
CONL,COIN,2.0,1.987059,499,ols
CRWL,CRWD,2.0,1.996576,338,ols
DLLL,DELL,2.0,1.985448,275,ols
ETRL,ETOR,2.0,1.999655,138,ols
GOU,GOOGL,2.0,2.052723,75,ols
INTW,INTC,2.0,1.987678,276,ols
IONL,IONQ,2.0,1.986745,248,ols
ISUL,ISRG,2.0,2.002093,114,ols
LCDL,LCID,2.0,1.962012,230,ols
MRAL,MARA,2.0,1.978921,261,ols
FBL,META,2.0,1.99709,499,ols
MVLL,MRVL,2.0,1.992622,261,ols
MSFL,MSFT,2.0,1.991613,499,ols
MSTP,MSTR,2.0,1.995338,196,ols
MULL,MU,2.0,1.997704,338,ols
NBIL,NBIS,2.0,1.998055,114,ols
NOWL,NOW,2.0,1.996682,173,ols
NVDL,NVDA,2.0,1.98755,499,ols
PDDL,PDD,2.0,2.005772,173,ols
PTIR,PLTR,2.0,1.996622,387,ols
QCML,QCOM,2.0,1.972999,242,ols
RDTL,RDDT,2.0,1.981862,249,ols
RVNL,RIVN,2.0,1.987647,230,ols
SMCL,SMCI,2.0,1.989783,316,ols
TSMU,TSM,2.0,1.98965,338,ols
UBRL,UBER,2.0,1.995621,387,ols
VRTL,VRT,2.0,1.982125,249,ols
AMYY,AMD,2.0,0.318023,129,ols
AZYY,AMZN,2.0,0.637368,129,ols
BBYY,BABA,2.0,0.600432,103,ols
XBTY,IBIT,2.0,0.539402,215,ols
COYY,COIN,2.0,0.488207,163,ols
NUGY,GDX,2.0,0.502976,84,ols
HMYY,HIMS,2.0,0.260594,75,ols
HOYY,HOOD,2.0,0.518308,119,ols
IOYY,IONQ,2.0,0.374227,94,ols
MAAY,MARA,2.0,0.321245,94,ols
FBYY,META,2.0,0.627131,103,ols
MTYY,MSTR,2.0,0.390307,124,ols
NVYY,NVDA,2.0,0.658973,215,ols
PLYY,PLTR,2.0,0.544878,124,ols
QBY,QBTS,2.0,0.291608,76,ols
TQQY,QQQ,2.0,0.874488,268,ols
RGYY,RGTI,2.0,0.32608,79,ols
RTYY,RIOT,2.0,0.365181,75,ols
SEMY,SOXX,2.0,0.776692,84,ols
SMYY,SMCI,2.0,0.335672,119,ols
YSPY,SPY,2.0,0.827143,242,ols
TSYY,TSLA,2.0,0.541805,313,ols
QYLD,QQQ,1.0,0.624707,499,ols
QYLG,QQQ,1.0,0.797988,499,ols
QQQX,QQQ,1.0,0.770594,499,ols
JEPQ,QQQ,1.0,0.769806,499,ols
XYLD,SPY,1.0,0.643535,499,ols
XYLG,SPY,1.0,0.813847,499,ols
JEPI,SPY,1.0,0.599214,499,ols
SPYI,SPY,1.0,0.825315,499,ols
RYLD,IWM,1.0,0.574681,499,ols
ABNY,ABNB,1.0,0.795823,436,ols
AIYY,AI,1.0,0.771615,499,ols
AMDY,AMD,1.0,0.803936,499,ols
AMZY,AMZN,1.0,0.765099,499,ols
APLY,AAPL,1.0,0.786764,499,ols
BABO,BABA,1.0,0.774232,405,ols
BRKC,BRK-B,1.0,0.827515,199,ols
CONY,COIN,1.0,0.771716,499,ols
CRCO,CRCL,1.0,0.83026,119,ols
CVNY,CVNA,1.0,0.815814,285,ols
DISO,DIS,1.0,0.758386,499,ols
DRAY,DKNG,1.0,0.802218,173,ols
FBY,META,1.0,0.784377,499,ols
GMEY,GME,1.0,0.649575,134,ols
GOOY,GOOGL,1.0,0.747327,499,ols
HIYY,HIMS,1.0,0.873102,124,ols
HOOY,HOOD,1.0,0.788347,218,ols
MARO,MARA,1.0,0.783448,319,ols
MRNY,MRNA,1.0,0.760212,499,ols
MSFO,MSFT,1.0,0.787647,499,ols
MSTY,MSTR,1.0,0.759745,499,ols
NFLY,NFLX,1.0,0.780532,499,ols
NVDY,NVDA,1.0,0.787222,499,ols
PLTY,PLTR,1.0,0.794173,363,ols
PYPY,PYPL,1.0,0.815623,499,ols
RBLY,RBLX,1.0,0.846293,163,ols
RDYY,RDDT,1.0,0.825455,134,ols
SMCY,SMCI,1.0,0.760309,381,ols
SNOY,SNOW,1.0,0.793492,445,ols
TSLY,TSLA,1.0,0.75447,499,ols
TSMY,TSM,1.0,0.793888,396,ols
XOMO,XOM,1.0,0.802012,499,ols
XYZY,XYZ,1.0,0.813401,499,ols
AAPW,AAPL,1.0,1.097742,272,ols
AMDW,AMD,1.0,1.199171,166,ols
AMZW,AMZN,1.0,1.207248,190,ols
ARMW,ARM,1.0,1.187254,102,ols
AVGW,AVGO,1.0,1.195097,166,ols
BABW,BABA,1.0,1.220082,102,ols
BRKW,BRK-B,1.0,1.177633,190,ols
COIW,COIN,1.0,1.217451,273,ols
COSW,COST,1.0,1.24928,102,ols
GOOW,GOOGL,1.0,1.22258,166,ols
HOOW,HOOD,1.0,1.207574,190,ols
METW,META,1.0,1.179641,190,ols
MSFW,MSFT,1.0,1.216135,166,ols
MSTW,MSTR,1.0,1.218824,166,ols
NFLW,NFLX,1.0,1.190907,190,ols
NVDW,NVDA,1.0,1.199289,273,ols
PLTW,PLTR,1.0,1.193029,273,ols
TSLW,TSLA,1.0,1.196717,273,ols
UBEW,UBER,1.0,1.218572,102,ols
UNHW,UNH,1.0,1.205369,74,ols
TSYW,TLT,1.0,1.154068,87,ols
GLDW,GOLD,1.0,0.330469,97,ols
GDXW,GDX,1.0,1.198137,97,ols
TOPW,TOP,1.0,1.0,0,imputed_no_overlap
SDS,SPY,-2.0,-1.933995,499,ols
QID,QQQ,-2.0,-1.993205,499,ols
DXD,DIA,-2.0,-1.988847,499,ols
TWM,IWM,-2.0,-2.002561,499,ols
SCO,USO,-2.0,-1.463565,499,ols
MSTZ,MSTR,-2.0,-1.982373,377,ols
NVDQ,NVDA,-2.0,-1.992151,499,ols
BTCZ,IBIT,-2.0,-1.992794,426,ols
ETHD,ETHA,-2.0,-1.981467,417,ols
CRCD,CRCL,-2.0,-2.010735,121,ols
CORD,CRWV,-2.0,-2.003529,121,ols
TSLQ,TSLA,-2.0,-1.854828,499,ols
ZSL,SLV,-2.0,-2.024672,499,ols
SQQQ,QQQ,-3.0,-2.976447,499,ols
SPXS,SPY,-3.0,-2.899217,499,ols
TZA,IWM,-3.0,-2.99117,499,ols
SOXS,SOXX,-3.0,-2.989512,499,ols
FAZ,XLF,-3.0,-3.002218,499,ols
LABD,XBI,-3.0,-2.99116,499,ols
TECS,XLK,-3.0,-2.962295,499,ols
SDOW,DIA,-3.0,-2.988208,499,ols
DUST,GDX,-3.0,-1.987911,499,ols
TTXD,XLK,-2.0,-1.84153,117,ols
TSXD,SOXX,-2.0,-1.900328,117,ols
WEBS,XLK,-3.0,-2.239828,499,ols
FNGD,XLK,-3.0,-2.833821,499,ols
REW,XLK,-2.0,-1.998428,499,ols
SKF,XLF,-2.0,-2.003434,499,ols
SPXU,SPY,-3.0,-2.89271,499,ols
DUG,XLE,-2.0,-1.975861,499,ols
DRIP,XOP,-2.0,-1.998037,499,ols
TMV,TLT,-3.0,-2.965173,499,ols
TBT,TLT,-2.0,-1.981263,499,ols
TBX,TLT,-2.0,-0.426184,499,ols
NVDS,NVDA,-1.5,-1.451779,499,ols
EWV,EWJ,-2.0,-1.975377,499,ols
APLZ,APLD,-2.0,-1.98577,41,ols
HIBS,SPY,-3.0,-4.474907,499,ols
CLSZ,CLSK,-2.0,-2.040142,22,ols_short_history
