date,ticker,delta_usd,cum_usd
2026-03-24,SDS,0.0,0.0
2026-03-24,EWV,0.0,0.0
2026-03-24,SQQQ,0.0,0.0
2026-03-24,TQQY,0.0,0.0
2026-03-24,LABD,0.0,0.0
2026-03-24,SOXS,0.0,0.0
2026-03-24,FAZ,0.0,0.0
2026-03-24,DUST,0.0,0.0
2026-03-24,ZSL,0.0,0.0
2026-03-24,TSLQ,0.0,0.0
2026-03-24,TSYY,0.0,0.0
2026-03-24,NVDQ,0.0,0.0
2026-03-24,NVYY,0.0,0.0
