etf,weight
XBTY,0.03656272948573051
IOYY,0.03421057722693997
MAAY,0.03126817614935825
FBYY,0.027865102119505894
MTYY,0.02585114035156772
QBTZ,0.025000000010882022
ETHD,0.02499999996512237
CORD,0.024999999925799345
SMYY,0.02304843893834632
COYY,0.021193835728551425
PLTZ,0.017974173144769238
MSDD,0.0165224478091518
ETHU,0.01285102533303779
ASTX,0.011458534394059632
ETU,0.011208931942225749
QBTX,0.010641619864632109
INTW,0.009574196268750548
NEBX,0.009487771842392032
ETHT,0.009382347314396624
SMU,0.008961352886454431
CWVX,0.008829417310626012
RKLX,0.00877116236561858
CONL,0.008738118404669964
CRWG,0.00868534123809398
NUGT,0.008563415221959005
RGTX,0.008466782807292052
BABX,0.008134042156005742
NVTX,0.008018187608963723
CONI,0.00791341378839861
MUU,0.007836432842804681
NBIG,0.007834992137306897
APPX,0.007738876523203288
LABX,0.007635153162784646
MSTZ,0.007589965355876646
IONX,0.0075378253772474604
JNUG,0.007503440784365138
PTIR,0.007404893720487956
BITX,0.007320557578537239
NBIL,0.0072708130205383584
CRDU,0.007201885330802889
COIA,0.006932885329905719
OKLL,0.006901528650183487
AMDL,0.006884555681823683
CLSX,0.006839389098182206
GLXU,0.006577842317262573
BITU,0.006336602297311373
BTCL,0.006319809241899369
UBRL,0.006280222937146822
OSCX,0.006216370508825512
CWEB,0.006005855990907422
IRE,0.006003507482172447
SNOU,0.005969005140417873
TEMT,0.005963164316274044
PLTU,0.005958216993013631
TSLI,0.00593075491483997
ROBN,0.005924213299241403
RDTL,0.005871634554664189
UPSX,0.005833105235094199
CRWU,0.005791306546472191
COIG,0.005766461744222698
WULX,0.005732209859796684
HOOX,0.005686089324239171
LLYX,0.005600020939113611
RBLU,0.005585175775831974
AMUU,0.005557169657870912
AVXX,0.005525741326790016
MULL,0.005482265346962555
NVOX,0.0054328632120369666
TSLL,0.005421548297594394
AMDG,0.0054088282970239055
AVGG,0.005199966150187639
FBL,0.00519256395059432
ANEL,0.005126517552564905
IONL,0.005065770648559071
TSLR,0.005045873757420526
DKNX,0.004960437873756588
PALU,0.004889309722496906
PLTA,0.0047694627394371265
ORCX,0.004725415910459694
GEVX,0.0047155754503265205
URAA,0.004671237486529834
SOFX,0.004585050612179799
BAIG,0.004557866970672047
HOOG,0.004550474490718367
AVL,0.004518544342246304
RIOX,0.004510052801733711
VRTL,0.004368880351359767
SOUX,0.0043007277243543715
COZX,0.0042040753085178725
QUBX,0.004156122554098496
ARCX,0.004141742116672027
BULX,0.004098248936002958
XYZG,0.004095314897142912
NFLU,0.004088151627717839
GOOX,0.004061138270208204
NVDG,0.0040544834316009705
KTUP,0.004004157583567474
QCMU,0.0039281214178774095
AMZZ,0.003912468663717036
VSTL,0.003841406543592538
TSLT,0.0038283317415519435
CVNX,0.0038055422700816596
MSFU,0.0036498489584761234
CRMG,0.0036488739416842752
NVDU,0.0035516983081176077
LRCU,0.0035303080068394208
IREX,0.003467900376997744
RGTU,0.003461485721234309
PANG,0.0033918687040944235
METU,0.0032653790033013858
NVDL,0.003246856359027181
SBTU,0.003235743003133671
MPL,0.0032275522318987006
AVGX,0.003219379566499858
BOEU,0.003192956007763932
TSMU,0.0031179841717919933
TSMG,0.003081345654179504
GDXU,0.0030602925000082952
MVLL,0.0030432446731227343
LMNX,0.0030266505419056394
NFXL,0.0030163709688440987
MSTX,0.0029877675539315414
UNX,0.002933002691151066
AMZU,0.0028312601988484754
YINN,0.0027526382246354972
QSU,0.0027440231934139766
MPG,0.002679786460838406
CEGX,0.002636896868381339
SHPU,0.0025492051007107363
ETRL,0.0025437125653141775
TSLG,0.0025307636448528245
NOWL,0.002443584697431495
UNHG,0.002383393986106957
NVDB,0.0022403696905122904
AFRU,0.0021357476620093734
PLTG,0.0021190543683260385
SOXL,0.0021147338856294163
DLLL,0.0021104360551058494
PONX,0.002103138968884411
ARMG,0.001997729509782443
BOEG,0.001735938527748349
GLGG,0.0016424229678714724
CRWL,0.0015683276712293841
OPEX,0.0015446782485151332
HIMZ,0.001501400414019389
AVGU,0.0011831989045538386
ASMG,0.001156820478051335
MRAL,0.0010929811818691513
JOBX,0.0010689969932419397
SRPU,0.0009996394231126169
MSTU,0.0008834694814484017
TARK,0.0006451616970892119
TTDU,0.000645161556469741
QPUX,0.0006451613966751786
SMCL,0.0006451613809935597
NVDX,0.0
DJTU,0.0
GMEU,0.0
MSTP,0.0
LULG,0.0
SMCZ,0.0
