bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
whitelist_stock,XBTY,IBIT,0.0365627294857305,0.18281364742865247,479.0,245.0,0.5034327013497057,0.2095203813519202,0.8409752041088587,0.03282884253941686,0.04000016231876648,-0.0034374328330359777,1.0,True
whitelist_stock,IOYY,IONQ,0.034210577226939966,0.1710528861346998,479.0,124.0,0.5926066944842076,0.26535583080425484,0.7816385358514114,0.030962340914045684,0.0063216823277275945,0.027888894899212372,1.0,True
whitelist_stock,MAAY,MARA,0.03126817614935824,0.15634088074679117,479.0,124.0,0.5729627896025853,0.24869713312505784,0.806350173164499,0.03174299969786831,0.006993677730008925,0.024274498419349318,1.0,True
whitelist_stock,FBYY,META,0.02786510211950589,0.13932551059752943,479.0,133.0,0.40896458880004594,0.22835535683184677,0.6268195678256754,0.02595034013933681,0.040000323720455574,-0.012135221600949684,1.0,True
whitelist_stock,MTYY,MSTR,0.025851140351567718,0.12925570175783857,479.0,154.0,0.5268152234296178,0.26215984416513377,0.7033316974518128,0.028454906997718427,0.0400000062250238,-0.014148865873456085,1.0,True
inverse_decay_bucket4,QBTZ,QBTS,0.02500000001088202,0.20000000008705615,479.0,144.0,2.364061938785431,0.5057721038759462,1.635957523623817,0.029056047718319933,0.00412557056163254,0.020874429449249478,1.0,True
inverse_decay_bucket4,ETHD,ETHA,0.024999999965122366,0.19999999972097893,426.0,447.0,1.091930516281309,0.2776095867659333,1.3766660047683794,0.025309396635099655,0.025000059147828425,-5.918270605878573e-08,1.0,True
inverse_decay_bucket4,CORD,CRWV,0.024999999925799342,0.19999999940639474,255.0,151.0,1.2572696955167006,0.7261363010631656,0.6060079805768673,0.013128091535330842,0.020873969425507132,0.00412603050029221,1.0,True
whitelist_stock,SMYY,SMCI,0.023048438938346315,0.11524219469173155,479.0,149.0,0.5259728418098171,0.27152227942055723,0.6779940674713497,0.0276318353970423,0.02668412850682378,-0.003635689568477464,1.0,True
whitelist_stock,COYY,COIN,0.02119383572855142,0.1059691786427571,479.0,193.0,0.37206943632985867,0.24930004410053577,0.5223597259490844,0.02242873431457165,0.04000001917119384,-0.01880618344264242,1.0,True
inverse_decay_bucket4,PLTZ,PLTR,0.017974173144769234,0.14379338515815387,479.0,228.0,0.5773543754002757,0.24312271177557493,0.8311606509910509,0.016903121026787524,0.025000274339863213,-0.007026101195093979,1.0,True
inverse_decay_bucket4,MSDD,MSTR,0.016522447809151797,0.13217958247321437,479.0,225.0,0.8889242577703105,0.3479374193417685,0.8941938202800815,0.017921083061067065,0.018925438037730356,-0.0024029902285785595,1.0,True
core_leveraged,ETHU,ETHA,0.012851025333037787,0.019038556048944867,426.0,447.0,0.5192129870010908,0.08604525834458748,2.111964667740611,0.010085973501924776,0.0,0.012851025333037787,1.0,True
core_leveraged,ASTX,ASTS,0.011458534394059628,0.016975606509717966,479.0,205.0,0.8982400211246813,0.11458330383878995,2.7437156798686217,0.01243482816789276,0.0,0.011458534394059628,1.0,True
core_leveraged,ETU,ETHA,0.011208931942225745,0.016605825099593696,426.0,381.0,0.47820192005135387,0.0887923888524796,1.8849664276523166,0.009208977244115466,0.0,0.011208931942225745,1.0,True
core_leveraged,QBTX,QBTS,0.010641619864632105,0.015765362762417932,479.0,257.0,0.9197609794585558,0.14558671258854763,2.2111656832329465,0.010463224233554069,0.0,0.010641619864632105,1.0,True
core_leveraged,INTW,INTC,0.009574196268750544,0.014183994472223028,479.0,306.0,0.3696462059337521,0.08859860045001366,1.4602507423331796,0.007507761237537251,0.0,0.009574196268750544,1.0,True
core_leveraged,NEBX,NBIS,0.009487771842392028,0.014055958285025226,363.0,164.0,0.8165033867782027,0.11839452418101055,2.4137618470889293,0.011223389597545552,0.0,0.009487771842392028,1.0,True
core_leveraged,ETHT,ETHA,0.00938234731439662,0.013899773799106103,426.0,447.0,0.42203760397772083,0.08943052440974342,1.6517085454561977,0.008285433514353312,0.0,0.00938234731439662,1.0,True
core_leveraged,SMU,SMR,0.008961352886454428,0.013276078350302855,479.0,205.0,0.8457980837398777,0.13221933420810325,2.2389261833903156,0.01056818298539492,0.0,0.008961352886454428,1.0,True
core_leveraged,CWVX,CRWV,0.008829417310626007,0.013080618237964454,255.0,205.0,0.7994357410764996,0.14004863486325025,1.9978953000861919,0.009647764287924937,0.0,0.008829417310626007,1.0,True
core_leveraged,RKLX,RKLB,0.008771162365618574,0.012994314615731221,479.0,287.0,0.5666296206957606,0.09176523511117171,2.161171025206388,0.010273532832656973,0.0,0.008771162365618574,1.0,True
core_leveraged,CONL,COIN,0.008738118404669959,0.01294536059951105,479.0,500.0,0.38227221001830336,0.08559789773257916,1.563067283783101,0.007927762710307111,0.005647854704801686,0.003090263699868273,1.0,True
core_leveraged,CRWG,CRWV,0.008685341238093976,0.012867172204583667,255.0,184.0,0.7981029782828086,0.12822536988459404,2.1784771816247614,0.010339294752925228,0.0,0.008685341238093976,1.0,True
core_leveraged,NUGT,GDX,0.008563415221959001,0.01268654106956889,479.0,500.0,0.21488861006114596,0.07301989067273439,1.0300072052762586,0.005678592628794389,0.00939865221262027,-0.0008352369906612696,1.0,True
core_leveraged,RGTX,RGTI,0.008466782807292048,0.01254338193672896,479.0,274.0,0.7036731946148591,0.11822216653383422,2.0832439916816763,0.009976095880419983,0.0,0.008466782807292048,1.0,True
core_leveraged,BABX,BABA,0.008134042156005739,0.012050432823712204,479.0,500.0,0.1961457708979521,0.07301989067273439,0.9401687565100328,0.0052787750568950645,0.0,0.008134042156005739,1.0,True
core_leveraged,NVTX,NVTS,0.00801818760896372,0.011878796457724028,479.0,164.0,1.0777538499189023,0.16893664830927235,2.232871619312882,0.010545313785514451,0.0,0.00801818760896372,1.0,True
inverse_decay_bucket4,CONI,COIN,0.007913413788398608,0.06330731030718886,479.0,417.0,0.528876145905843,0.4054560473911004,0.4565393764826309,0.01046650088413531,0.025000049827877912,-0.017086636039479304,1.0,True
core_leveraged,MUU,MU,0.007836432842804678,0.011609530137488411,479.0,391.0,0.33713884514002523,0.08481648312617515,1.3912224540537848,0.007222470338258389,0.0,0.007836432842804678,1.0,True
core_leveraged,NBIG,NBIS,0.007834992137306896,0.011607395758973177,363.0,130.0,0.8178051694708182,0.12090045561780463,2.3674998398652343,0.011050971802865113,0.0,0.007834992137306896,1.0,True
core_leveraged,APPX,APP,0.007738876523203287,0.01146500225659746,479.0,257.0,0.4391660157611988,0.1091290048905649,1.4084991031537288,0.007294134445675574,0.0,0.007738876523203287,1.0,True
