date,bucket,incumbent_cohort,n_pairs,gross_notional_usd
2024-03-26,bucket_whitelist,post_start,1,0.0
2024-03-27,bucket_3_inverse,incumbent,9,56587.53862762451
2024-03-27,bucket_3_inverse,post_start,1,1314.3731689453125
2024-03-27,bucket_core_screener,incumbent,27,7440870.70609951
2024-03-27,bucket_core_screener,post_start,11,1680038.7046394348
2024-03-27,bucket_whitelist,post_start,1,0.0
2024-03-28,bucket_3_inverse,incumbent,9,56370.10206604004
2024-03-28,bucket_3_inverse,post_start,1,1317.2242736816406
2024-03-28,bucket_core_screener,incumbent,27,7509771.166862488
2024-03-28,bucket_core_screener,post_start,11,1682035.341755867
2024-03-28,bucket_whitelist,post_start,1,0.0
2024-04-01,bucket_3_inverse,incumbent,9,57089.38942718506
2024-04-01,bucket_3_inverse,post_start,1,1580.6691284179688
2024-04-01,bucket_core_screener,incumbent,27,7506686.425035477
2024-04-01,bucket_core_screener,post_start,11,1767899.0170526505
2024-04-01,bucket_whitelist,post_start,1,0.0
2024-04-02,bucket_3_inverse,incumbent,9,57858.31159210205
2024-04-02,bucket_3_inverse,post_start,1,1608.0399169921875
2024-04-02,bucket_core_screener,incumbent,27,7485304.131041527
2024-04-02,bucket_core_screener,post_start,11,1713644.7273397446
2024-04-02,bucket_whitelist,post_start,1,0.0
2024-04-03,bucket_3_inverse,incumbent,9,56690.22560882568
2024-04-03,bucket_3_inverse,post_start,1,1625.146728515625
2024-04-03,bucket_core_screener,incumbent,27,7551529.536829948
2024-04-03,bucket_core_screener,post_start,11,1719184.3263368607
2024-04-03,bucket_whitelist,post_start,1,0.0
2024-04-04,bucket_3_inverse,incumbent,9,58174.63417816162
2024-04-04,bucket_3_inverse,post_start,1,1741.4730834960938
2024-04-04,bucket_core_screener,incumbent,27,7443678.717821121
2024-04-04,bucket_core_screener,post_start,11,1693086.2227745056
2024-04-04,bucket_whitelist,post_start,1,0.0
2024-04-05,bucket_3_inverse,incumbent,9,57133.248054504395
2024-04-05,bucket_3_inverse,post_start,1,1654.2284545898438
2024-04-05,bucket_core_screener,incumbent,27,7553893.801252365
2024-04-05,bucket_core_screener,post_start,12,1747158.5997543335
2024-04-05,bucket_whitelist,post_start,1,0.0
2024-04-08,bucket_3_inverse,incumbent,9,58967.54300689697
2024-04-08,bucket_3_inverse,post_start,1,1688.4420776367188
2024-04-08,bucket_core_screener,incumbent,27,7554292.468155861
2024-04-08,bucket_core_screener,post_start,12,1939741.6019926071
2024-04-08,bucket_whitelist,post_start,1,0.0
2024-04-09,bucket_3_inverse,incumbent,9,57964.872009277344
2024-04-09,bucket_3_inverse,post_start,1,1756.8693237304688
2024-04-09,bucket_core_screener,incumbent,27,7623849.6374845505
2024-04-09,bucket_core_screener,post_start,12,1934959.7885112762
2024-04-09,bucket_whitelist,post_start,1,0.0
2024-04-10,bucket_3_inverse,incumbent,9,59892.938873291016
2024-04-10,bucket_3_inverse,post_start,1,1688.4420776367188
2024-04-10,bucket_core_screener,incumbent,27,7507184.987384796
2024-04-10,bucket_core_screener,post_start,12,1924699.0908870697
2024-04-10,bucket_whitelist,post_start,1,0.0
2024-04-11,bucket_3_inverse,incumbent,9,58243.37998962402
2024-04-11,bucket_3_inverse,post_start,1,1549.8768310546875
2024-04-11,bucket_core_screener,incumbent,27,7680536.237882137
2024-04-11,bucket_core_screener,post_start,12,1970578.221370697
2024-04-11,bucket_whitelist,post_start,1,0.0
2024-04-12,bucket_3_inverse,incumbent,9,60793.790451049805
2024-04-12,bucket_3_inverse,post_start,1,1630.2789916992188
2024-04-12,bucket_core_screener,incumbent,27,7400932.500453472
2024-04-12,bucket_core_screener,post_start,12,1903516.2569799423
2024-04-12,bucket_whitelist,post_start,1,0.0
2024-04-15,bucket_3_inverse,incumbent,9,62875.6766166687
2024-04-15,bucket_3_inverse,post_start,1,1714.102294921875
2024-04-15,bucket_core_screener,incumbent,27,7286457.014877796
2024-04-15,bucket_core_screener,post_start,12,1940377.3251171112
2024-04-15,bucket_whitelist,post_start,1,0.0
2024-04-16,bucket_3_inverse,incumbent,9,64068.5293006897
2024-04-16,bucket_3_inverse,post_start,1,1659.3603515625
2024-04-16,bucket_core_screener,incumbent,27,7181821.172497749
2024-04-16,bucket_core_screener,post_start,12,1936570.4312324524
2024-04-16,bucket_whitelist,post_start,1,0.0
2024-04-17,bucket_3_inverse,incumbent,9,64993.83176803589
2024-04-17,bucket_3_inverse,post_start,1,1782.5293579101562
2024-04-17,bucket_core_screener,incumbent,27,7134166.937911034
2024-04-17,bucket_core_screener,post_start,12,1885916.1310844421
2024-04-17,bucket_whitelist,post_start,1,0.0
2024-04-18,bucket_3_inverse,incumbent,9,66044.76344299316
2024-04-18,bucket_3_inverse,post_start,1,1762.0014038085938
2024-04-18,bucket_core_screener,incumbent,27,7148023.441343784
2024-04-18,bucket_core_screener,post_start,12,1885675.0023460388
2024-04-18,bucket_whitelist,post_start,1,0.0
2024-04-19,bucket_3_inverse,incumbent,9,67074.87162780762
2024-04-19,bucket_3_inverse,post_start,1,2110.9802856445312
2024-04-19,bucket_core_screener,incumbent,27,7066464.591049194
2024-04-19,bucket_core_screener,post_start,12,1817712.7579574585
2024-04-19,bucket_whitelist,post_start,1,0.0
2024-04-22,bucket_3_inverse,incumbent,9,68648.17858886719
2024-04-22,bucket_3_inverse,post_start,1,2251.2560119628906
2024-04-22,bucket_core_screener,incumbent,27,7201029.358109474
2024-04-22,bucket_core_screener,post_start,12,2086607.779045105
2024-04-22,bucket_whitelist,post_start,1,0.0
2024-04-23,bucket_3_inverse,incumbent,9,67012.65463256836
2024-04-23,bucket_3_inverse,post_start,1,2079.6175842285156
2024-04-23,bucket_core_screener,incumbent,27,7386865.374696732
2024-04-23,bucket_core_screener,post_start,12,2130470.993382454
2024-04-23,bucket_whitelist,post_start,1,0.0
2024-04-24,bucket_3_inverse,incumbent,9,65437.60258483887
2024-04-24,bucket_3_inverse,post_start,1,2227.3065185546875
2024-04-24,bucket_core_screener,incumbent,27,7449602.9312467575
2024-04-24,bucket_core_screener,post_start,12,2146776.0558400154
2024-04-24,bucket_whitelist,post_start,1,0.0
2024-04-25,bucket_3_inverse,incumbent,9,65064.30438232422
2024-04-25,bucket_3_inverse,post_start,1,2063.651397705078
2024-04-25,bucket_core_screener,incumbent,27,7520973.31212616
2024-04-25,bucket_core_screener,post_start,12,2171905.815068245
2024-04-25,bucket_whitelist,post_start,1,0.0
2024-04-26,bucket_3_inverse,incumbent,9,64048.58247375488
2024-04-26,bucket_3_inverse,post_start,1,1800.20654296875
2024-04-26,bucket_core_screener,incumbent,27,7677756.132361412
2024-04-26,bucket_core_screener,post_start,12,2255438.664507866
2024-04-26,bucket_whitelist,post_start,1,0.0
2024-04-29,bucket_3_inverse,incumbent,9,62551.68368911743
2024-04-29,bucket_3_inverse,post_start,1,1808.1896362304688
2024-04-29,bucket_core_screener,incumbent,27,6993122.395661354
2024-04-29,bucket_core_screener,post_start,12,2139015.172782898
2024-04-29,bucket_whitelist,post_start,1,0.0
2024-04-30,bucket_3_inverse,incumbent,9,65527.67292404175
2024-04-30,bucket_3_inverse,post_start,1,1862.0762634277344
2024-04-30,bucket_core_screener,incumbent,27,6698813.659344673
2024-04-30,bucket_core_screener,post_start,12,2036719.4728574753
2024-04-30,bucket_whitelist,post_start,1,0.0
2024-05-01,bucket_3_inverse,incumbent,9,65413.13854980469
2024-05-01,bucket_3_inverse,post_start,1,2009.7649841308594
2024-05-01,bucket_core_screener,incumbent,27,6695277.312439442
2024-05-01,bucket_core_screener,post_start,12,1977449.9165101051
2024-05-01,bucket_whitelist,post_start,1,0.0
2024-05-02,bucket_3_inverse,incumbent,9,64111.493213653564
2024-05-02,bucket_3_inverse,post_start,1,1876.0465698242188
2024-05-02,bucket_core_screener,incumbent,27,6932552.83564043
2024-05-02,bucket_core_screener,post_start,12,2030863.2513713837
2024-05-02,bucket_whitelist,post_start,1,0.0
2024-05-03,bucket_3_inverse,incumbent,9,62641.71342468262
2024-05-03,bucket_3_inverse,post_start,1,1744.3243560791016
2024-05-03,bucket_core_screener,incumbent,27,7043286.867993355
2024-05-03,bucket_core_screener,post_start,12,2089162.3618688583
2024-05-03,bucket_whitelist,post_start,1,0.0
2024-05-06,bucket_3_inverse,incumbent,9,61938.75305938721
2024-05-06,bucket_3_inverse,post_start,1,1845.25439453125
2024-05-06,bucket_core_screener,incumbent,27,7145415.542822361
2024-05-06,bucket_core_screener,post_start,12,2159395.2570934296
2024-05-06,bucket_whitelist,post_start,1,0.0
2024-05-07,bucket_3_inverse,incumbent,9,62653.338233947754
2024-05-07,bucket_3_inverse,post_start,1,1909.119873046875
2024-05-07,bucket_core_screener,incumbent,27,7062687.896398544
2024-05-07,bucket_core_screener,post_start,12,2137872.4995908737
2024-05-07,bucket_whitelist,post_start,1,0.0
2024-05-08,bucket_3_inverse,incumbent,9,63241.70943450928
2024-05-08,bucket_3_inverse,post_start,1,1915.9625244140625
2024-05-08,bucket_core_screener,incumbent,27,7031187.307440281
2024-05-08,bucket_core_screener,post_start,12,2112821.057062149
2024-05-08,bucket_whitelist,post_start,1,0.0
2024-05-09,bucket_3_inverse,incumbent,9,62236.59272003174
2024-05-09,bucket_3_inverse,post_start,1,1988.95166015625
2024-05-09,bucket_core_screener,incumbent,27,7147784.078998566
2024-05-09,bucket_core_screener,post_start,12,2105872.6603980064
2024-05-09,bucket_whitelist,post_start,1,0.0
2024-05-10,bucket_3_inverse,incumbent,9,62559.65805053711
2024-05-10,bucket_3_inverse,post_start,1,1934.209716796875
2024-05-10,bucket_core_screener,incumbent,27,7127125.805957317
2024-05-10,bucket_core_screener,post_start,12,2078494.0471515656
2024-05-10,bucket_whitelist,post_start,1,0.0
2024-05-13,bucket_3_inverse,incumbent,9,63332.66771697998
2024-05-13,bucket_3_inverse,post_start,1,1911.4007568359375
2024-05-13,bucket_core_screener,incumbent,27,7166005.876115799
2024-05-13,bucket_core_screener,post_start,12,2138293.801563263
2024-05-13,bucket_whitelist,post_start,1,0.0
2024-05-14,bucket_3_inverse,incumbent,9,61869.38288116455
2024-05-14,bucket_3_inverse,post_start,1,1879.468017578125
2024-05-14,bucket_core_screener,incumbent,27,7191222.505864143
2024-05-14,bucket_core_screener,post_start,12,2153416.8216819763
2024-05-14,bucket_whitelist,post_start,1,0.0
2024-05-15,bucket_3_inverse,incumbent,9,59880.940269470215
2024-05-15,bucket_3_inverse,post_start,1,1738.0518798828125
2024-05-15,bucket_core_screener,incumbent,27,7354980.174720764
2024-05-15,bucket_core_screener,post_start,12,2225548.3867321014
2024-05-15,bucket_whitelist,post_start,1,0.0
2024-05-16,bucket_3_inverse,incumbent,9,60349.63294219971
2024-05-16,bucket_3_inverse,post_start,1,1747.1754150390625
2024-05-16,bucket_core_screener,incumbent,27,7381106.704786301
2024-05-16,bucket_core_screener,post_start,12,2223758.928372383
2024-05-16,bucket_whitelist,post_start,1,0.0
2024-05-17,bucket_3_inverse,incumbent,9,59078.186447143555
2024-05-17,bucket_3_inverse,post_start,1,1820.1644287109375
2024-05-17,bucket_core_screener,incumbent,27,7484694.9349479675
2024-05-17,bucket_core_screener,post_start,12,2253027.0516605377
2024-05-17,bucket_whitelist,post_start,1,0.0
2024-05-20,bucket_3_inverse,incumbent,9,59627.13278579712
2024-05-20,bucket_3_inverse,post_start,1,1947.6102447509766
2024-05-20,bucket_core_screener,incumbent,27,7029734.617773056
2024-05-20,bucket_core_screener,post_start,12,2147255.170730591
2024-05-20,bucket_whitelist,post_start,1,0.0
2024-05-21,bucket_3_inverse,incumbent,9,58972.69305419922
2024-05-21,bucket_3_inverse,post_start,1,1924.515884399414
2024-05-21,bucket_core_screener,incumbent,27,6978670.514080524
2024-05-21,bucket_core_screener,post_start,12,2172073.7116508484
2024-05-21,bucket_whitelist,post_start,1,0.0
2024-05-22,bucket_3_inverse,incumbent,9,60343.005268096924
2024-05-22,bucket_3_inverse,post_start,1,1942.478256225586
2024-05-22,bucket_core_screener,incumbent,27,6842588.924922466
2024-05-22,bucket_core_screener,post_start,12,2155134.923851013
2024-05-22,bucket_whitelist,post_start,1,0.0
2024-05-23,bucket_3_inverse,incumbent,9,62553.49181365967
2024-05-23,bucket_3_inverse,post_start,1,1583.2352142333984
2024-05-23,bucket_core_screener,incumbent,27,6705877.408525944
2024-05-23,bucket_core_screener,post_start,12,2123845.4297676086
2024-05-23,bucket_whitelist,post_start,1,0.0
2024-05-24,bucket_3_inverse,incumbent,9,61260.05109024048
2024-05-24,bucket_3_inverse,post_start,1,1498.5564422607422
2024-05-24,bucket_core_screener,incumbent,27,6810050.791410923
2024-05-24,bucket_core_screener,post_start,12,2182696.209543228
2024-05-24,bucket_whitelist,post_start,1,0.0
2024-05-28,bucket_3_inverse,incumbent,9,61545.250968933105
2024-05-28,bucket_3_inverse,post_start,1,1419.8649597167969
2024-05-28,bucket_core_screener,incumbent,27,6950540.653145313
2024-05-28,bucket_core_screener,post_start,12,2137872.2400693893
2024-05-28,bucket_whitelist,post_start,1,0.0
2024-05-29,bucket_3_inverse,incumbent,9,63254.654441833496
2024-05-29,bucket_3_inverse,post_start,1,1408.4605407714844
2024-05-29,bucket_core_screener,incumbent,27,6800734.459132671
2024-05-29,bucket_core_screener,post_start,12,2113368.9408311844
2024-05-29,bucket_whitelist,post_start,1,0.0
2024-05-30,bucket_3_inverse,incumbent,9,63046.22343444824
2024-05-30,bucket_3_inverse,post_start,1,1513.9524841308594
2024-05-30,bucket_core_screener,incumbent,27,6782223.754098892
2024-05-30,bucket_core_screener,post_start,12,2094715.5756492615
2024-05-30,bucket_whitelist,post_start,1,0.0
2024-05-31,bucket_3_inverse,incumbent,9,62934.361503601074
2024-05-31,bucket_3_inverse,post_start,1,1533.9105224609375
2024-05-31,bucket_core_screener,incumbent,27,6724942.125706196
2024-05-31,bucket_core_screener,post_start,12,2077540.940911293
2024-05-31,bucket_whitelist,post_start,1,0.0
2024-06-03,bucket_3_inverse,incumbent,9,62738.78380203247
2024-06-03,bucket_3_inverse,post_start,1,1530.4891357421875
2024-06-03,bucket_core_screener,incumbent,27,6753162.7596383095
2024-06-03,bucket_core_screener,post_start,12,2133461.9254989624
2024-06-03,bucket_whitelist,post_start,1,0.0
2024-06-04,bucket_3_inverse,incumbent,9,63832.01248931885
2024-06-04,bucket_3_inverse,post_start,1,1489.7178344726562
2024-06-04,bucket_core_screener,incumbent,27,6702041.152225971
2024-06-04,bucket_core_screener,post_start,12,2142789.3780736923
2024-06-04,bucket_whitelist,post_start,1,0.0
2024-06-05,bucket_3_inverse,incumbent,9,61683.1044960022
2024-06-05,bucket_3_inverse,post_start,1,1342.314208984375
2024-06-05,bucket_core_screener,incumbent,27,6894727.516549587
2024-06-05,bucket_core_screener,post_start,12,2197114.2823991776
2024-06-05,bucket_whitelist,post_start,1,0.0
2024-06-06,bucket_3_inverse,incumbent,9,60967.49638366699
2024-06-06,bucket_3_inverse,post_start,1,1367.4042663574219
2024-06-06,bucket_core_screener,incumbent,27,6956491.651520729
2024-06-06,bucket_core_screener,post_start,12,2202966.3500642776
2024-06-06,bucket_whitelist,post_start,1,0.0
2024-06-07,bucket_3_inverse,incumbent,9,63060.248596191406
2024-06-07,bucket_3_inverse,post_start,1,1373.6766967773438
2024-06-07,bucket_core_screener,incumbent,27,6710814.586717606
2024-06-07,bucket_core_screener,post_start,13,2206046.7445755005
2024-06-07,bucket_whitelist,post_start,1,0.0
2024-06-10,bucket_3_inverse,incumbent,9,64075.285400390625
2024-06-10,bucket_3_inverse,post_start,1,1474.60693359375
2024-06-10,bucket_core_screener,incumbent,27,6825086.659487724
2024-06-10,bucket_core_screener,post_start,13,2125891.4307374954
2024-06-10,bucket_whitelist,post_start,1,0.0
2024-06-11,bucket_3_inverse,incumbent,9,64852.27267456055
2024-06-11,bucket_3_inverse,post_start,1,1491.7137451171875
2024-06-11,bucket_core_screener,incumbent,27,6806517.907931328
2024-06-11,bucket_core_screener,post_start,13,2104267.047269821
2024-06-11,bucket_whitelist,post_start,1,0.0
2024-06-12,bucket_3_inverse,incumbent,9,63051.47451019287
2024-06-12,bucket_3_inverse,post_start,1,1382.2301330566406
2024-06-12,bucket_core_screener,incumbent,27,6921429.159152508
2024-06-12,bucket_core_screener,post_start,13,2145653.6397333145
2024-06-12,bucket_whitelist,post_start,1,0.0
2024-06-13,bucket_3_inverse,incumbent,9,63523.85158538818
2024-06-13,bucket_3_inverse,post_start,1,1293.2747497558594
2024-06-13,bucket_core_screener,incumbent,27,6871024.280666351
2024-06-13,bucket_core_screener,post_start,13,2148734.3966178894
2024-06-13,bucket_whitelist,post_start,1,0.0
2024-06-14,bucket_3_inverse,incumbent,9,63869.34748840332
2024-06-14,bucket_3_inverse,post_start,1,1238.5328979492188
2024-06-14,bucket_core_screener,incumbent,27,6829707.092820168
2024-06-14,bucket_core_screener,post_start,13,2138253.6702651978
2024-06-14,bucket_whitelist,post_start,1,0.0
2024-06-17,bucket_3_inverse,incumbent,9,64383.6748046875
2024-06-17,bucket_3_inverse,post_start,1,1363.9828872680664
2024-06-17,bucket_core_screener,incumbent,27,6867981.449640274
2024-06-17,bucket_core_screener,post_start,13,2199154.4373140335
2024-06-17,bucket_whitelist,post_start,1,0.0
2024-06-18,bucket_3_inverse,incumbent,9,64200.2096862793
2024-06-18,bucket_3_inverse,post_start,1,1275.0274276733398
2024-06-18,bucket_core_screener,incumbent,27,6905873.142319202
2024-06-18,bucket_core_screener,post_start,13,2163556.0560951233
2024-06-18,bucket_whitelist,post_start,1,0.0
2024-06-20,bucket_3_inverse,incumbent,9,63784.242416381836
2024-06-20,bucket_3_inverse,post_start,1,1363.9828872680664
2024-06-20,bucket_core_screener,incumbent,27,6905856.458788395
2024-06-20,bucket_core_screener,post_start,13,2171907.9220581055
2024-06-20,bucket_whitelist,post_start,1,0.0
2024-06-21,bucket_3_inverse,incumbent,9,64278.18140411377
2024-06-21,bucket_3_inverse,post_start,1,1445.525375366211
2024-06-21,bucket_core_screener,incumbent,27,6815832.550244331
2024-06-21,bucket_core_screener,post_start,13,2172814.507786751
2024-06-21,bucket_whitelist,post_start,1,0.0
2024-06-24,bucket_3_inverse,incumbent,9,65289.23885345459
2024-06-24,bucket_3_inverse,post_start,1,1780.2485961914062
2024-06-24,bucket_core_screener,incumbent,27,6785543.968958855
2024-06-24,bucket_core_screener,post_start,13,2107835.4696540833
2024-06-24,bucket_whitelist,post_start,1,0.0
2024-06-25,bucket_3_inverse,incumbent,9,64991.80955886841
2024-06-25,bucket_3_inverse,post_start,1,1532.770034790039
2024-06-25,bucket_core_screener,incumbent,27,6806542.988650799
2024-06-25,bucket_core_screener,post_start,13,2181314.2082777023
2024-06-25,bucket_whitelist,post_start,1,0.0
2024-06-26,bucket_3_inverse,incumbent,9,64897.28405761719
2024-06-26,bucket_3_inverse,post_start,1,1524.7868347167969
2024-06-26,bucket_core_screener,incumbent,27,6818811.9384326935
2024-06-26,bucket_core_screener,post_start,13,2199766.938680649
2024-06-26,bucket_whitelist,post_start,1,0.0
2024-06-27,bucket_3_inverse,incumbent,9,64440.474784851074
2024-06-27,bucket_3_inverse,post_start,1,1580.6691284179688
2024-06-27,bucket_core_screener,incumbent,27,6822233.266936302
2024-06-27,bucket_core_screener,post_start,13,2216664.52017498
2024-06-27,bucket_whitelist,post_start,1,0.0
2024-06-28,bucket_3_inverse,incumbent,9,64389.01176071167
2024-06-28,bucket_3_inverse,post_start,1,1608.6101684570312
2024-06-28,bucket_core_screener,incumbent,27,6788558.29275322
2024-06-28,bucket_core_screener,post_start,14,2317725.4820013046
2024-06-28,bucket_whitelist,post_start,1,0.0
2024-07-01,bucket_3_inverse,incumbent,9,65265.166160583496
2024-07-01,bucket_3_inverse,post_start,1,1697.8507232666016
2024-07-01,bucket_core_screener,incumbent,27,6860003.365844727
2024-07-01,bucket_core_screener,post_start,14,2370986.4708127975
2024-07-01,bucket_whitelist,post_start,1,0.0
2024-07-02,bucket_3_inverse,incumbent,9,63458.49656677246
2024-07-02,bucket_3_inverse,post_start,1,1744.8945236206055
2024-07-02,bucket_core_screener,incumbent,27,6942326.640405655
2024-07-02,bucket_core_screener,post_start,14,2427556.767971039
2024-07-02,bucket_whitelist,post_start,1,0.0
2024-07-03,bucket_3_inverse,incumbent,9,61514.8274230957
2024-07-03,bucket_3_inverse,post_start,1,1586.656494140625
2024-07-03,bucket_core_screener,incumbent,27,7130963.70038414
2024-07-03,bucket_core_screener,post_start,14,2467580.5870132446
2024-07-03,bucket_whitelist,post_start,1,0.0
2024-07-05,bucket_3_inverse,incumbent,9,60176.059326171875
2024-07-05,bucket_3_inverse,post_start,1,1646.5302658081055
2024-07-05,bucket_core_screener,incumbent,27,7208557.974327087
2024-07-05,bucket_core_screener,post_start,14,2480167.7249736786
2024-07-05,bucket_whitelist,post_start,1,0.0
2024-07-08,bucket_3_inverse,incumbent,9,60993.66944885254
2024-07-08,bucket_3_inverse,post_start,1,1783.6699295043945
2024-07-08,bucket_core_screener,incumbent,27,6807734.204458237
2024-07-08,bucket_core_screener,post_start,14,2416433.5593538284
2024-07-08,bucket_whitelist,post_start,1,0.0
2024-07-09,bucket_3_inverse,incumbent,9,60162.416328430176
2024-07-09,bucket_3_inverse,post_start,1,1715.812858581543
2024-07-09,bucket_core_screener,incumbent,27,6855838.409528732
2024-07-09,bucket_core_screener,post_start,14,2449262.143764496
2024-07-09,bucket_whitelist,post_start,1,0.0
2024-07-10,bucket_3_inverse,incumbent,9,58665.32947540283
2024-07-10,bucket_3_inverse,post_start,1,1609.1805038452148
2024-07-10,bucket_core_screener,incumbent,27,6976104.892133713
2024-07-10,bucket_core_screener,post_start,14,2496332.7807769775
2024-07-10,bucket_whitelist,post_start,1,0.0
2024-07-11,bucket_3_inverse,incumbent,9,58858.396324157715
2024-07-11,bucket_3_inverse,post_start,1,1788.5168075561523
2024-07-11,bucket_core_screener,incumbent,27,6996876.633289337
2024-07-11,bucket_core_screener,post_start,14,2403669.1898326874
2024-07-11,bucket_whitelist,post_start,1,0.0
2024-07-12,bucket_3_inverse,incumbent,9,58297.71293258667
2024-07-12,bucket_3_inverse,post_start,1,1744.894515991211
2024-07-12,bucket_core_screener,incumbent,27,7063771.106685638
2024-07-12,bucket_core_screener,post_start,15,2469939.140569687
2024-07-12,bucket_whitelist,post_start,1,0.0
2024-07-15,bucket_3_inverse,incumbent,9,58497.71905517578
2024-07-15,bucket_3_inverse,post_start,1,1868.063461303711
2024-07-15,bucket_core_screener,incumbent,27,6965927.910514832
2024-07-15,bucket_core_screener,post_start,15,2607815.4027671814
2024-07-15,bucket_whitelist,post_start,1,0.0
2024-07-16,bucket_3_inverse,incumbent,9,56692.578144073486
2024-07-16,bucket_3_inverse,post_start,1,1929.6480102539062
2024-07-16,bucket_core_screener,incumbent,27,7085186.888885498
2024-07-16,bucket_core_screener,post_start,15,2607274.4017601013
2024-07-16,bucket_whitelist,post_start,1,0.0
2024-07-17,bucket_3_inverse,incumbent,9,59462.68104171753
2024-07-17,bucket_3_inverse,post_start,1,2189.6714630126953
2024-07-17,bucket_core_screener,incumbent,27,6844403.980086327
2024-07-17,bucket_core_screener,post_start,15,2486484.932790756
2024-07-17,bucket_whitelist,post_start,1,0.0
2024-07-18,bucket_3_inverse,incumbent,9,60861.269115448
2024-07-18,bucket_3_inverse,post_start,1,2069.9239196777344
2024-07-18,bucket_core_screener,incumbent,27,6717240.738109589
2024-07-18,bucket_core_screener,post_start,15,2451853.4206466675
2024-07-18,bucket_whitelist,post_start,1,0.0
2024-07-19,bucket_3_inverse,incumbent,9,62974.55432891846
2024-07-19,bucket_3_inverse,post_start,1,2182.8287658691406
2024-07-19,bucket_core_screener,incumbent,27,6639699.178231239
2024-07-19,bucket_core_screener,post_start,15,2457562.678670883
2024-07-19,bucket_whitelist,post_start,1,0.0
2024-07-22,bucket_3_inverse,incumbent,9,61764.648529052734
2024-07-22,bucket_3_inverse,post_start,1,2080.18790435791
2024-07-22,bucket_core_screener,incumbent,27,6898453.692576408
2024-07-22,bucket_core_screener,post_start,15,2751047.5810546875
2024-07-22,bucket_whitelist,post_start,1,0.0
2024-07-23,bucket_3_inverse,incumbent,9,62168.89710235596
2024-07-23,bucket_3_inverse,post_start,1,2125.3307342529297
2024-07-23,bucket_core_screener,incumbent,27,6837051.115269661
2024-07-23,bucket_core_screener,post_start,15,2709886.559988022
2024-07-23,bucket_whitelist,post_start,1,0.0
2024-07-24,bucket_3_inverse,incumbent,9,66870.80150604248
2024-07-24,bucket_3_inverse,post_start,1,2407.0230712890625
2024-07-24,bucket_core_screener,incumbent,27,6580795.316605568
2024-07-24,bucket_core_screener,post_start,15,2545307.7017974854
2024-07-24,bucket_whitelist,post_start,1,0.0
2024-07-25,bucket_3_inverse,incumbent,9,67928.26888275146
2024-07-25,bucket_3_inverse,post_start,1,2491.8919219970703
2024-07-25,bucket_core_screener,incumbent,27,6461667.375427246
2024-07-25,bucket_core_screener,post_start,15,2487524.153333664
2024-07-25,bucket_whitelist,post_start,1,0.0
2024-07-26,bucket_3_inverse,incumbent,9,66444.846824646
2024-07-26,bucket_3_inverse,post_start,1,2463.000244140625
2024-07-26,bucket_core_screener,incumbent,27,6562003.274459839
2024-07-26,bucket_core_screener,post_start,17,2631311.1515464783
2024-07-26,bucket_whitelist,post_start,1,0.0
2024-07-29,bucket_3_inverse,incumbent,9,67635.52813339233
2024-07-29,bucket_3_inverse,post_start,1,2662.9598999023438
2024-07-29,bucket_core_screener,incumbent,27,6623506.301482201
2024-07-29,bucket_core_screener,post_start,17,2795243.7506637573
2024-07-29,bucket_whitelist,post_start,1,0.0
2024-07-30,bucket_3_inverse,incumbent,9,68996.02279281616
2024-07-30,bucket_3_inverse,post_start,1,3039.3096923828125
2024-07-30,bucket_core_screener,incumbent,27,6539023.136693001
2024-07-30,bucket_core_screener,post_start,17,2738641.7147541046
2024-07-30,bucket_whitelist,post_start,1,0.0
2024-07-31,bucket_3_inverse,incumbent,9,64847.00004196167
2024-07-31,bucket_3_inverse,post_start,1,2269.5033264160156
2024-07-31,bucket_core_screener,incumbent,27,6761968.062844276
2024-07-31,bucket_core_screener,post_start,17,2830440.1284656525
2024-07-31,bucket_whitelist,post_start,1,0.0
2024-08-01,bucket_3_inverse,incumbent,9,69400.82762145996
2024-08-01,bucket_3_inverse,post_start,1,2558.4182739257812
2024-08-01,bucket_core_screener,incumbent,27,6516324.015675545
2024-08-01,bucket_core_screener,post_start,17,2671858.6598033905
2024-08-01,bucket_whitelist,post_start,1,0.0
2024-08-02,bucket_3_inverse,incumbent,9,74176.10202407837
2024-08-02,bucket_3_inverse,post_start,1,2664.86083984375
2024-08-02,bucket_core_screener,incumbent,27,6285606.421162605
2024-08-02,bucket_core_screener,post_start,17,2555744.7574501038
2024-08-02,bucket_whitelist,post_start,1,0.0
2024-08-05,bucket_3_inverse,incumbent,9,80020.95356750488
2024-08-05,bucket_3_inverse,post_start,1,3141.3803100585938
2024-08-05,bucket_core_screener,incumbent,27,6154177.569314003
2024-08-05,bucket_core_screener,post_start,17,2637359.432574272
2024-08-05,bucket_whitelist,post_start,1,0.0
2024-08-06,bucket_3_inverse,incumbent,9,78765.07225036621
2024-08-06,bucket_3_inverse,post_start,1,2929.826202392578
2024-08-06,bucket_core_screener,incumbent,27,6209151.404098511
2024-08-06,bucket_core_screener,post_start,17,2697120.032233238
2024-08-06,bucket_whitelist,post_start,1,0.0
2024-08-07,bucket_3_inverse,incumbent,9,81472.71713256836
2024-08-07,bucket_3_inverse,post_start,1,3233.186737060547
2024-08-07,bucket_core_screener,incumbent,27,6111978.078775406
2024-08-07,bucket_core_screener,post_start,17,2629380.179461479
2024-08-07,bucket_whitelist,post_start,1,0.0
