underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CORD, CRWG, CRWU, CWVX, CWY",62005.61475916,129302.40391184,5
SNDK,"SNDK, SNDQ, SNDU, SNXX",32625.795511940007,103690.72219334001,4
IREN,"IRE, IREG, IREN, IREX, IREZ",26317.627907869995,114901.85322733,5
AXTI,"AXTI, AXTX",23116.070900399995,178677.6090996,2
LITE,"LITE, LITX, LITZ",21840.066507900003,149853.52237710002,3
NBIS,"NBIG, NBIL, NBIS, NBIZ, NEBX",17549.14360468501,124687.312302405,5
AAOI,"AAOI, AAOX",15271.113822360014,169540.48617763998,2
CRCL,"CCUP, CRCA, CRCG, CRCL, CRY",7725.092502400001,87137.0674976,5
NVTS,"NVTS, NVTX",5780.60743416,43730.432565840005,2
META,"FBL, FBYY, META, METU",4345.733201999993,57492.262518,4
COIN,"COIA, COIG, COIN, CONI, CONL, CONX, COYY",3976.5363785239897,206654.67102907598,7
RGTI,"RGTI, RGTX, RGTZ",3493.0319951400015,53389.36075074,3
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",3350.7638648300053,146590.23613516998,5
GLXY,"GLGG, GLXU, GLXY",3150.626202669995,32062.253797330002,3
KEEL,"KEEL, KEEX",2752.1445788799992,19243.13542112,2
EOSE,"EOSE, EOSU",2700.9785982199974,37109.781401780005,2
ONDS,"ONDG, ONDL, ONDS",2669.5798126400005,88695.72018736,3
WULF,"WULF, WULX",2044.5761339199998,15195.94386608,2
CIFR,"CIFG, CIFR",2017.6771720799998,13012.322827920001,2
SPCX,"SPCG, SPCX, SSPC",1921.1199999999997,4189.12,3
HUT,"HUT, HUTG",1907.6855492609984,17714.594450739,2
CLSK,"CLSK, CLSX",1606.2748722000006,12957.2051278,2
EWY,"EWY, KORU",1275.4860608299996,10974.03393917,2
BE,"BE, BEG, BEX",1213.548237459996,51339.11176254,3
UUUU,"UUUG, UUUU",1187.1327314089012,28090.067268591098,2
COHR,"COHR, COHX",1033.65281916,10967.307180840002,2
QUBT,"QUBT, QUBX",900.9536540000026,27353.146346,2
CRDO,"CRDO, CRDU",873.5954169399993,16543.92458306,2
STX,"STX, STXL, STXX",861.3721943000003,7340.2278057,3
TER,"TER, TERG",851.7231331999997,6531.405590799999,2
USAR,"USAR, USGG",802.118038751998,17849.981961248,2
AMD,"AMD, AMDG, AMDL, AMUU, AMYY, DAMD",767.8583904404013,66100.8767295596,6
WDC,"WDC, WDCX",766.3123538499995,8938.16704615,2
CLS,"CLS, CSEX",751.0744079999986,19421.525591999998,2
INTC,"INTC, INTW, LINT",750.9266147999997,10080.573385200001,3
SOXX,"SOXL, SOXX",692.7764622000004,6115.2960498,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",632.5199634167984,51741.360036583195,4
ALAB,"ALAB, LABX",581.3283402199995,20552.51165978,2
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",523.8813901849935,90741.078609815,5
CORZ,"CORZ, COZX",518.5169472000002,4238.943052799999,2
LEU,"LEU, LEUX",510.90498475999993,11810.97501524,2
GLW,"GLW, GLWG",492.0258222000002,5022.8564958,2
LAC,"LAC, LACG",449.7271526249997,10882.912847374999,2
QS,"QS, QSU",413.6323520000001,8438.007648,2
HOOD,"HODU, HOOD, HOOG, HOOX, HOYY, ROBN",410.2392722834011,111868.8407277166,6
KLAC,"KLAC, KLAG",343.6241856524,4372.5579143476,2
ORCL,"ORCL, ORCU, ORCX",339.5045082500005,6673.99549175,3
ACHR,"ACHR, ARCX",333.25937809920015,13122.7006219008,2
QCOM,"QCML, QCMU, QCOM",315.6571808340001,2163.158069166,3
MRVL,"MRVL, MVLL",299.5457979,3625.0942021,2
GDXJ,"GDXJ, JNUG",271.3269263999998,3433.4330736,2
ARM,"ARM, ARMG",263.61357287999954,5411.426427119999,2
GDX,"GDX, GDXU, NUGT",247.07861722000052,8380.22138278,3
OKLO,"OKLL, OKLO",230.74772699999812,46264.932273,2
NIO,"NIO, NIOG",228.99964159000024,2146.8403584099997,2
FCX,"FCX, FCXG",221.99128012539995,2826.5087198746,2
PLUG,"PLUG, PLUL",216.11208082879966,15322.927919171201,2
UEC,"UEC, UECG",212.66767979999986,15597.6923202,2
LRCX,"LRCU, LRCX",191.90821664279997,1916.5517833572,2
VRT,"VRT, VRTL",188.68677907999972,4019.2741749199995,2
HIMS,"HIMS, HIMZ, HMYY",144.2227692999968,36066.9772307,3
NEM,"NEM, NEMG",144.17105280999976,2774.75333119,2
JOBY,"JOBX, JOBY",135.65179920000014,3090.5482008,2
URA,"URA, URAA",132.73474049999982,4190.2652595,2
AVGO,"AVGG, AVGO, AVL",126.17947322950022,4206.7899767705,3
BBAI,"BAIG, BBAI",111.97073765680034,26355.9692623432,2
PONY,"PONX, PONY",109.37570708000067,6174.22429292,2
SOUN,"SOUN, SOUX",108.74937888500062,9008.850621115,2
ASML,"ASML, ASMU",106.97724000000017,3431.6625599999998,2
COPX,"COPX, COPZ",101.95536345000028,3883.84463655,2
CEG,"CEG, CEGX",101.50774799999999,2296.542852,2
DNN,"DNN, DNNG",90.97906654160033,3326.6209334584,2
PAAS,"PAAS, PAAU",88.80914639999992,4276.5507876,2
GEMI,"GEMG, GEMI",84.83286209640028,13510.3871379036,2
BABA,"BABA, BABU, BABX, BBYY",71.96311832000356,48574.87688168,4
DELL,"DELL, DLLL",69.44401848000052,4662.39598152,2
SOFI,"SOFA, SOFI, SOFX",66.95642083999974,11022.963579159998,3
ANET,"ANEL, ANET",64.59183389999998,3455.1881661,2
SPOT,"SPOG, SPOT",62.330663446400195,2853.4893365536,2
FXI,"FXI, YINN",59.993682200000194,2700.8658998,2
CHNL,"CHNL, CHNU",51.76228063680014,2396.9638615632,2
GEV,"GEV, GEVG, GEVX",42.189990376000196,6636.470009623999,3
SHOP,"SHOP, SHPU",41.23106720960004,5692.8489327904,2
VST,"VST, VSTL",23.336138192000135,2095.774521808,2
TDOG,"TDOG, TXXD",10.908038399999896,13544.079161599999,2
ALB,"ALB, ALBG",8.721633108800233,3256.1325188911997,2
UNH,"UNH, UNHG",1.3800801600002615,1714.43708784,2
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSYY",-1.0690452375000916,8656.9690452375,6
MP,"MP, MPG, MPL",-3.735287455799835,3842.0552874557998,3
CRWD,"CRWD, CRWL",-6.569941200000017,1558.4099412,2
TXN,"TXN, TXNU",-9.32259584000002,595.4825958399999,2
UBER,"UBER, UBRL",-27.69524639999986,2260.5952464,2
UPST,"UPST, UPSX",-45.33547264000117,13748.65547264,2
BULL,"BULG, BULL",-47.106949503599935,5037.4269495036,2
DUOL,"DUOG, DUOL",-56.4936190223998,8859.6936190224,2
DKNG,"DKNG, DKNX",-61.63982112120016,3323.7798211212003,2
PYPL,"PYPG, PYPL",-64.56345604000012,2251.5795160400003,2
EWW,"EWW, MEXX",-67.0943315999998,3871.2071315999997,2
NVO,"NVO, NVOX",-72.1105184999999,3198.7705184999995,2
MSFT,"MSFT, MSFU, MSFX",-72.78210536000017,3200.29461336,3
NFLX,"NFLU, NFLX, NFXL",-73.71546576000014,3179.7154657600004,3
SBUX,"SBU, SBUX",-73.96453328560006,908.1245332856,2
GOOGL,"GGLL, GOOGL, GOOX, GOU",-85.44658868799988,2246.130282688,4
NOW,"NOW, NOWL",-92.71660681000003,3707.5966068099997,2
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU, NVYY",-96.29569576060003,3998.3899017606,6
TSM,"TMYY, TSM, TSMG, TSMU",-104.25945266250142,43520.2594526625,4
BIDU,"BIDG, BIDU",-107.00280704159991,2373.0028070416,2
RKT,"RKT, RKTL",-107.66212221000023,15183.78212221,2
TTD,"TTD, TTDU",-108.55251599999997,2400.5525159999997,2
XPEV,"XPEG, XPEV",-110.57138226000006,2909.69138226,2
SPY,"SPXL, SPY",-118.90818222000007,3098.02818222,2
XOP,"GUSH, XOP",-121.9363000000003,2606.8464599999998,2
IWM,"IWM, URTY",-122.08379120000006,1910.3015271999998,2
