symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed,discrepancy_blocker,purgatory,purgatory_no_locate,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio
COYY,-61801.58991938525,-202518.0762,-140716.48628061474,140716.48628061474,61801.58991938525,202518.0762,140716.48628061474,False,none,False,False,False,False,False
CWY,-152500.51480202615,-26254.499999999996,126246.01480202615,126246.01480202615,152500.51480202615,26254.499999999996,-126246.01480202615,True,none,False,False,False,False,False
HMYY,-135128.9801353644,-37264.89,97864.0901353644,97864.0901353644,135128.9801353644,37264.89,-97864.0901353644,True,none,False,False,False,False,False
XBTY,-50415.29364558177,-140750.61,-90335.31635441822,90335.31635441822,50415.29364558177,140750.61,90335.31635441822,False,none,False,False,False,False,False
RTYY,-52438.45403824879,-114352.3372,-61913.883161751204,61913.883161751204,52438.45403824879,114352.3372,61913.883161751204,False,none,False,False,False,False,False
MTYY,-99105.3888856009,-147856.65,-48751.261114399094,48751.261114399094,99105.3888856009,147856.65,48751.261114399094,False,none,False,False,False,False,False
CRY,-67774.76374897745,-19180.0,48594.76374897745,48594.76374897745,67774.76374897745,19180.0,-48594.76374897745,True,no_locate,True,True,False,False,False
POEL,-44102.71268826051,0.0,44102.71268826051,44102.71268826051,44102.71268826051,0.0,-44102.71268826051,True,none,False,False,False,False,False
AXTU,-41995.916413716965,0.0,41995.916413716965,41995.916413716965,41995.916413716965,0.0,-41995.916413716965,True,borrow_band,True,False,True,False,False
QBY,-109954.93922084912,-68491.035,41463.904220849116,41463.904220849116,109954.93922084912,68491.035,-41463.904220849116,True,borrow_band,True,False,True,False,False
ASTX,-11627.543964770171,-47448.56,-35821.016035229826,35821.016035229826,11627.543964770171,47448.56,35821.016035229826,False,none,False,False,False,False,False
HOYY,-47790.653984088334,-79248.1923,-31457.53831591166,31457.53831591166,47790.653984088334,79248.1923,31457.53831591166,False,borrow_band,True,False,True,False,False
CORD,-17270.02758635044,-47881.350000000006,-30611.322413649566,30611.322413649566,17270.02758635044,47881.350000000006,30611.322413649566,False,none,False,False,False,False,False
AMYY,-78164.38974727051,-104821.0896,-26656.699852729493,26656.699852729493,78164.38974727051,104821.0896,26656.699852729493,False,borrow_band,True,False,True,False,False
LITX,-8125.881309408965,-31990.2,-23864.318690591037,23864.318690591037,8125.881309408965,31990.2,23864.318690591037,False,none,False,False,False,False,False
LITZ,-20313.58439689601,-38632.5,-18318.91560310399,18318.91560310399,20313.58439689601,38632.5,18318.91560310399,False,none,False,False,False,False,False
IREZ,0.0,-17636.4,-17636.4,17636.4,0.0,17636.4,17636.4,False,borrow_band,True,False,True,False,False
NBIG,-4183.402896516185,-19173.66,-14990.257103483815,14990.257103483815,4183.402896516185,19173.66,14990.257103483815,False,none,False,False,False,False,False
CRMU,-29451.4289163714,-43876.0102,-14424.581283628599,14424.581283628599,29451.4289163714,43876.0102,14424.581283628599,False,none,False,False,False,False,False
RKLX,-4358.397171174862,-17324.0,-12965.602828825138,12965.602828825138,4358.397171174862,17324.0,12965.602828825138,False,none,False,False,False,False,False
RCAX,-16131.793099733484,-28480.719999999998,-12348.926900266513,12348.926900266513,16131.793099733484,28480.719999999998,12348.926900266513,False,none,False,False,False,False,False
SMYY,-124770.89153291057,-112662.459,12108.432532910563,12108.432532910563,124770.89153291057,112662.459,-12108.432532910563,True,none,False,False,False,False,False
ASTN,0.0,-10419.99,-10419.99,10419.99,0.0,10419.99,10419.99,False,borrow_band,True,False,True,False,False
TMYY,-69981.30190526409,-59683.314999999995,10297.986905264093,10297.986905264093,69981.30190526409,59683.314999999995,-10297.986905264093,True,no_locate,True,True,False,False,False
FLYT,-11244.73849480495,-21522.0,-10277.26150519505,10277.26150519505,11244.73849480495,21522.0,10277.26150519505,False,none,False,False,False,False,False
BBYY,-36563.2649215288,-45590.86,-9027.595078471204,9027.595078471204,36563.2649215288,45590.86,9027.595078471204,False,none,False,False,False,False,False
AMZO,0.0,-8867.429999999998,-8867.429999999998,8867.429999999998,0.0,8867.429999999998,8867.429999999998,False,borrow_band,True,False,True,False,False
QBTZ,-23099.999999999996,-14666.400000000001,8433.599999999995,8433.599999999995,23099.999999999996,14666.400000000001,-8433.599999999995,True,none,False,False,False,False,False
DUST,0.0,-7456.0,-7456.0,7456.0,0.0,7456.0,7456.0,False,no_locate,True,True,False,False,False
SNXX,-6464.910182888624,-13694.699999999999,-7229.789817111375,7229.789817111375,6464.910182888624,13694.699999999999,7229.789817111375,False,none,False,False,False,False,False
AXTX,-45912.45950411579,-38718.86,7193.599504115788,7193.599504115788,45912.45950411579,38718.86,-7193.599504115788,True,none,False,False,False,False,False
RGTZ,0.0,-7033.259999999999,-7033.259999999999,7033.259999999999,0.0,7033.259999999999,7033.259999999999,False,none,False,False,False,False,False
MAAY,-113543.05851004431,-106567.1475,6975.911010044307,6975.911010044307,113543.05851004431,106567.1475,-6975.911010044307,True,none,False,False,False,False,False
ZSL,0.0,-6809.400000000001,-6809.400000000001,6809.400000000001,0.0,6809.400000000001,6809.400000000001,False,none,False,False,False,False,False
MSTU,-777.2762318873762,-7456.2,-6678.923768112623,6678.923768112623,777.2762318873762,7456.2,6678.923768112623,False,none,False,False,False,False,False
IREG,-7535.850065895999,-13450.769999999999,-5914.919934103999,5914.919934103999,7535.850065895999,13450.769999999999,5914.919934103999,False,none,False,False,False,False,False
RGTX,-6880.605283076621,-12545.1,-5664.494716923379,5664.494716923379,6880.605283076621,12545.1,5664.494716923379,False,none,False,False,False,False,False
NBIZ,-16208.566303268495,-21810.613,-5602.046696731506,5602.046696731506,16208.566303268495,21810.613,5602.046696731506,False,none,False,False,False,False,False
CRMX,-18185.5201526128,-12676.230000000001,5509.290152612799,5509.290152612799,18185.5201526128,12676.230000000001,-5509.290152612799,True,borrow_band,True,False,True,False,False
EOSU,-14039.918041732311,-8605.29,5434.6280417323105,5434.6280417323105,14039.918041732311,8605.29,-5434.6280417323105,True,none,False,False,False,False,False
SDS,0.0,-5373.9800000000005,-5373.9800000000005,5373.9800000000005,0.0,5373.9800000000005,5373.9800000000005,False,none,False,False,False,False,False
AVXX,-3925.647522898632,-9256.96,-5331.312477101367,5331.312477101367,3925.647522898632,9256.96,5331.312477101367,False,none,False,False,False,False,False
CONI,-1101.004094253061,-6380.01,-5279.005905746939,5279.005905746939,1101.004094253061,6380.01,5279.005905746939,False,none,False,False,False,False,False
MSTZ,-5066.826477313848,-10032.33,-4965.503522686152,4965.503522686152,5066.826477313848,10032.33,4965.503522686152,False,none,False,False,False,False,False
QBTX,-7508.923267150867,-12163.5,-4654.576732849133,4654.576732849133,7508.923267150867,12163.5,4654.576732849133,False,none,False,False,False,False,False
MUYY,-163831.97088178742,-159748.9614,4083.0094817874196,4083.0094817874196,163831.97088178742,159748.9614,-4083.0094817874196,True,none,False,False,False,False,False
TSLQ,0.0,-4072.24,-4072.24,4072.24,0.0,4072.24,4072.24,False,none,False,False,False,False,False
SNDQ,-23099.999999999996,-26831.14,-3731.140000000003,3731.140000000003,23099.999999999996,26831.14,3731.140000000003,False,none,False,False,False,False,False
IOYY,-118426.333429578,-122073.045,-3646.711570422005,3646.711570422005,118426.333429578,122073.045,3646.711570422005,False,none,False,False,False,False,False
AAOX,-42227.95336947648,-38681.24,3546.7133694764852,3546.7133694764852,42227.95336947648,38681.24,-3546.7133694764852,True,none,False,False,False,False,False
BEX,-11240.734160663693,-7735.88,3504.8541606636927,3504.8541606636927,11240.734160663693,7735.88,-3504.8541606636927,True,none,False,False,False,False,False
BMNU,-4074.218972360748,-7527.3715999999995,-3453.1526276392515,3453.1526276392515,4074.218972360748,7527.3715999999995,3453.1526276392515,False,none,False,False,False,False,False
NVDQ,0.0,-3434.34,-3434.34,3434.34,0.0,3434.34,3434.34,False,borrow_band,True,False,True,False,False
SBTU,-2356.400023656136,-5669.0688,-3312.668776343864,3312.668776343864,2356.400023656136,5669.0688,3312.668776343864,False,none,False,False,False,False,False
NVTX,-12833.371799948496,-9541.84,3291.531799948496,3291.531799948496,12833.371799948496,9541.84,-3291.531799948496,True,none,False,False,False,False,False
FBYY,-54343.93517481832,-57608.4,-3264.4648251816834,3264.4648251816834,54343.93517481832,57608.4,3264.4648251816834,False,no_locate,True,True,False,False,False
BMNG,-3592.882920221629,-6793.5,-3200.617079778371,3200.617079778371,3592.882920221629,6793.5,3200.617079778371,False,none,False,False,False,False,False
OPEG,-4325.90270473325,-7509.51,-3183.60729526675,3183.60729526675,4325.90270473325,7509.51,3183.60729526675,False,none,False,False,False,False,False
FAZ,0.0,-2886.4,-2886.4,2886.4,0.0,2886.4,2886.4,False,none,False,False,False,False,False
SQQQ,0.0,-2796.5,-2796.5,2796.5,0.0,2796.5,2796.5,False,net_edge,True,False,False,True,False
ONDG,-9415.340229516418,-12081.720000000001,-2666.3797704835833,2666.3797704835833,9415.340229516418,12081.720000000001,2666.3797704835833,False,none,False,False,False,False,False
FIGG,-4225.4838994178135,-6879.9,-2654.416100582186,2654.416100582186,4225.4838994178135,6879.9,2654.416100582186,False,none,False,False,False,False,False
UUUG,-4091.651688553033,-6744.4461,-2652.794411446967,2652.794411446967,4091.651688553033,6744.4461,2652.794411446967,False,none,False,False,False,False,False
ROBN,-2072.1342339090183,-4577.429999999999,-2505.295766090981,2505.295766090981,2072.1342339090183,4577.429999999999,2505.295766090981,False,none,False,False,False,False,False
SOLT,-2798.3320473048298,-5296.419999999999,-2498.0879526951694,2498.0879526951694,2798.3320473048298,5296.419999999999,2498.0879526951694,False,none,False,False,False,False,False
OKLL,-9058.08356036949,-11510.1,-2452.01643963051,2452.01643963051,9058.08356036949,11510.1,2452.01643963051,False,none,False,False,False,False,False
IREX,-6880.886565388878,-4443.88,2437.006565388878,2437.006565388878,6880.886565388878,4443.88,-2437.006565388878,True,none,False,False,False,False,False
ONDL,-7049.647410595554,-9464.0,-2414.352589404446,2414.352589404446,7049.647410595554,9464.0,2414.352589404446,False,borrow_band,True,False,True,False,False
AMKL,-2304.580703743195,0.0,2304.580703743195,2304.580703743195,2304.580703743195,0.0,-2304.580703743195,True,none,False,False,False,False,False
UXRP,-2296.7229346722165,-4577.4400000000005,-2280.717065327784,2280.717065327784,2296.7229346722165,4577.4400000000005,2280.717065327784,False,none,False,False,False,False,False
BLSG,-2081.255234359729,-4330.92,-2249.664765640271,2249.664765640271,2081.255234359729,4330.92,2249.664765640271,False,none,False,False,False,False,False
MRNX,-622.0971718682869,-2809.08,-2186.982828131713,2186.982828131713,622.0971718682869,2809.08,2186.982828131713,False,none,False,False,False,False,False
IRE,-6346.003338088091,-4267.36,2078.6433380880917,2078.6433380880917,6346.003338088091,4267.36,-2078.6433380880917,True,none,False,False,False,False,False
HODU,-1855.8744895033776,-3876.7999999999997,-2020.925510496622,2020.925510496622,1855.8744895033776,3876.7999999999997,2020.925510496622,False,none,False,False,False,False,False
SNDU,-6133.967207375996,-4152.900000000001,1981.0672073759952,1981.0672073759952,6133.967207375996,4152.900000000001,-1981.0672073759952,True,none,False,False,False,False,False
KLAG,-2958.926438658612,-1009.3642,1949.562238658612,1949.562238658612,2958.926438658612,1009.3642,-1949.562238658612,True,none,False,False,False,False,False
CRCA,-8241.400075774274,-6295.16,1946.2400757742744,1946.2400757742744,8241.400075774274,6295.16,-1946.2400757742744,True,none,False,False,False,False,False
