underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
BABA,"BABA, BBYY",0.0,46065.18730744,2
CRCL,"CRCL, CRY",0.0,7447.018599999999,2
HOOD,"HOOD, HOYY",0.0,52583.8700295882,2
HIMS,"HIMS, HMYY",0.0,17082.67275468,2
META,"FBYY, META",0.0,50420.13906480001,2
IONQ,"IONQ, IOYY",0.0,56931.694288830004,2
IBIT,"IBIT, XBTY",0.0,138672.00499152,2
TSLA,TSYY,-64.40877612,64.40877612,1
NVDA,NVYY,-93.75211345500001,93.75211345500001,1
TSM,"TMYY, TSM",-93.999550748802,39237.543767511204,2
SMCI,"SMCI, SMYY",-400.7329485090813,44570.06483576692,2
QQQ,TQQY,-453.4489782207,453.4489782207,1
MU,"MU, MUYY",-1864.8076239375187,41718.86251897889,2
MARA,"MAAY, MARA",-1976.461720670617,56581.75956198938,2
RIOT,"RIOT, RTYY",-3676.2110449731954,57442.368732334,2
AMD,"AMD, AMYY",-3927.9738912768153,45214.87826153279,2
CRWV,CWY,-5585.566111499998,5585.566111499998,1
COIN,"COIN, COYY",-6107.401656301736,142326.6021498787,2
QBTS,"QBTS, QBY",-10022.677579559999,17074.56757956,2
MSTR,"MSTR, MTYY",-20827.394074445907,68955.0080784541,2
