underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,2041.6799999999998,2041.6799999999998,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-1740.5099801375002,1740.5099801375002,1.0,0.0,0.0
AAPL,AAPL,spot,15762.26,15762.26,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-7490.805869119999,7490.805869119999,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-7979.4518853168,7979.4518853168,1.0,0.0,0.0
ACHR,ACHR,spot,2170.05,2170.05,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-1930.4322668400002,1930.4322668400002,1.0,0.0,0.0
ADBE,ADBE,spot,2033.6,2033.6,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1824.18613564,1824.18613564,1.0,0.0,0.0
ALAB,ALAB,spot,9440.18,9440.18,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-9772.405602959998,9772.405602959998,1.0,0.0,0.0
AMD,AMD,spot,24735.06,24735.06,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-7922.520622107001,7922.520622107001,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-7985.527782469299,7985.527782469299,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8000.642042549999,8000.642042549999,1.0,0.0,0.0
AMZN,AMZN,spot,17861.6,17861.6,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8781.84909,8781.84909,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-8860.3239879,8860.3239879,1.0,0.0,0.0
APH,APH,spot,2161.92,2161.92,1.0,0.0,0.0
APH,APHU,core_levered_etf,-2365.8146827746,2365.8146827746,1.0,0.0,0.0
APP,APP,spot,3213.6299999999997,3213.6299999999997,1.0,0.0,0.0
APP,APPX,core_levered_etf,-3275.29487912,3275.29487912,1.0,0.0,0.0
ARKK,ARKK,spot,2337.92,2337.92,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-2305.2222826415996,2305.2222826415996,1.0,0.0,0.0
ASHR,ASHR,spot,8183.76,8183.76,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-8027.179272000001,8027.179272000001,1.0,0.0,0.0
ASML,ASML,spot,8334.960000000001,8334.960000000001,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-8256.12889024,8256.12889024,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,10239.9,10239.9,2.4635978085723496,0.0,-1.4635978085723496
ASTS,ASTX,core_levered_etf,-10987.0665336,10987.0665336,1.0,0.0,0.0
AVGO,AVGO,spot,17029.43,17029.43,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-8527.19463582,8527.19463582,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-8532.353038300002,8532.353038300002,1.0,0.0,0.0
AXON,AXON,spot,2026.28,2026.28,1.0,0.0,0.0
AXON,AXUP,core_levered_etf,-1639.2398252800003,1639.2398252800003,1.0,0.0,0.0
BA,BA,spot,15600.68,15600.68,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-7115.557355112801,7115.557355112801,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-7954.5934411200005,7954.5934411200005,1.0,0.0,0.0
BABA,BABA,spot,7921.0599999999995,7921.0599999999995,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-8040.308818500001,8040.308818500001,1.0,0.0,0.0
BE,BE,spot,4001.2500000000005,4001.2500000000005,1.0,0.0,0.0
BE,BEX,core_levered_etf,-3724.5325472,3724.5325472,1.0,0.0,0.0
BIDU,BIDU,spot,2293.11,2293.11,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-2269.4168127679995,2269.4168127679995,1.0,0.0,0.0
BLSH,BLSX,core_levered_etf,-10005.871410149999,10005.871410149999,1.0,0.0,0.0
BMNR,BMNR,spot,10105.050000000001,10105.050000000001,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-10512.673284235501,10512.673284235501,1.0,0.0,0.0
BULL,BULL,spot,2499.79,2499.79,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-2217.37997349,2217.37997349,1.0,0.0,0.0
CEG,CEG,spot,10769.15,10769.15,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-10760.580388800001,10760.580388800001,1.0,0.0,0.0
CELH,CELT,core_levered_etf,-6008.1962803199995,6008.1962803199995,1.0,0.0,0.0
CIFR,CIFR,spot,5990.73,5990.73,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-5431.296424574401,5431.296424574401,1.0,0.0,0.0
CLS,CLS,spot,1691.6999999999998,1691.6999999999998,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-1711.26870818,1711.26870818,1.0,0.0,0.0
CLSK,CLSK,spot_b4_structural,5914.349999999999,5914.349999999999,3.5428266377539375,0.0,-2.5428266377539375
CLSK,CLSX,core_levered_etf,-6047.300259,6047.300259,1.0,0.0,0.0
CMG,CMG,spot,7019.639999999999,7019.639999999999,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-6500.78359518,6500.78359518,1.0,0.0,0.0
COIN,COIN,spot_b4_structural,5255.75,5255.75,1.1754171741946067,0.0,-0.17541717419460665
COIN,CONX,core_levered_etf,-5388.1587384235,5388.1587384235,1.0,0.0,0.0
COPX,COPX,spot,6700.259999999999,6700.259999999999,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-5794.711905705999,5794.711905705999,1.0,0.0,0.0
CORZ,CORZ,spot,8259.26,8259.26,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-7923.6988487280005,7923.6988487280005,1.0,0.0,0.0
COST,COST,spot,7969.28,7969.28,1.0,0.0,0.0
COST,COTG,core_levered_etf,-8459.43426224,8459.43426224,1.0,0.0,0.0
CRCL,CRCL,spot,13760.24,13760.24,1.0,0.0,0.0
CRCL,CRCG,core_levered_etf,-14656.59638784,14656.59638784,1.0,0.0,0.0
CRDO,CRDO,spot,5931.42,5931.42,1.0,0.0,0.0
CRDO,CRDU,core_levered_etf,-5599.20796176,5599.20796176,1.0,0.0,0.0
CRM,CRM,spot,9960.81,9960.81,1.0,0.0,0.0
CRM,CRMG,core_levered_etf,-10010.372255940001,10010.372255940001,1.0,0.0,0.0
CRML,CRML,spot,17771.46,17771.46,1.0,0.0,0.0
CRML,CRMU,core_levered_etf,-17783.712183835,17783.712183835,1.0,0.0,0.0
CRWD,CRWD,spot,2166.0,2166.0,1.0,0.0,0.0
CRWD,CRWL,core_levered_etf,-2278.280183712,2278.280183712,1.0,0.0,0.0
CRWV,CRWV,spot_b4_structural,8622.6,8622.6,2.353658161700866,0.0,-1.353658161700866
CRWV,CWVX,core_levered_etf,-8536.3066168,8536.3066168,1.0,0.0,0.0
CSCO,CSCO,spot,8561.16,8561.16,1.0,0.0,0.0
CSCO,CSCL,core_levered_etf,-8678.84707008,8678.84707008,1.0,0.0,0.0
DASH,DASX,core_levered_etf,-8029.8015444,8029.8015444,1.0,0.0,0.0
DDOG,DDOG,spot,2319.66,2319.66,1.0,0.0,0.0
DDOG,DOGD,core_levered_etf,-2316.63030596,2316.63030596,1.0,0.0,0.0
DELL,DELL,spot,2448.16,2448.16,1.0,0.0,0.0
DELL,DLLL,core_levered_etf,-2526.774505024,2526.774505024,1.0,0.0,0.0
DKNG,DKNG,spot,3303.8199999999997,3303.8199999999997,1.0,0.0,0.0
DKNG,DKUP,core_levered_etf,-3442.3227961344,3442.3227961344,1.0,0.0,0.0
DNN,DNN,spot,2326.17,2326.17,1.0,0.0,0.0
DNN,DNNG,core_levered_etf,-2331.26619425,2331.26619425,1.0,0.0,0.0
ETHA,ETHA,spot,25748.719999999998,25748.719999999998,1.0,0.0,0.0
ETHA,ETHT,core_levered_etf,-2878.04789041,2878.04789041,1.0,0.0,0.0
ETHA,ETU,core_levered_etf,-11573.85043035,11573.85043035,1.0,0.0,0.0
ETHA,ETHU,core_levered_etf,-11577.43857465,11577.43857465,1.0,0.0,0.0
ETOR,ETOR,spot,2896.02,2896.02,1.0,0.0,0.0
ETOR,ETRL,core_levered_etf,-2752.5409849236003,2752.5409849236003,1.0,0.0,0.0
EWW,EWW,spot,2494.92,2494.92,1.0,0.0,0.0
EWW,MEXX,core_levered_etf,-2203.5824820000003,2203.5824820000003,1.0,0.0,0.0
EWY,EWY,spot,2554.17,2554.17,1.0,0.0,0.0
EWY,KORU,core_levered_etf,-2323.3185214,2323.3185214,1.0,0.0,0.0
F,F,spot,6949.08,6949.08,1.0,0.0,0.0
F,FRDU,core_levered_etf,-5686.0736000396,5686.0736000396,1.0,0.0,0.0
FCX,FCX,spot,2381.69,2381.69,1.0,0.0,0.0
FCX,FCXG,core_levered_etf,-2351.7391934400002,2351.7391934400002,1.0,0.0,0.0
FIG,FIG,spot,8180.099999999999,8180.099999999999,1.0,0.0,0.0
FIG,FIGG,core_levered_etf,-8169.6261503999995,8169.6261503999995,1.0,0.0,0.0
FIGR,FIGR,spot,9047.199999999999,9047.199999999999,1.0,0.0,0.0
FIGR,FGRU,core_levered_etf,-9907.1478639,9907.1478639,1.0,0.0,0.0
FXI,FXI,spot,9259.39,9259.39,1.0,0.0,0.0
FXI,YINN,core_levered_etf,-9459.524065200001,9459.524065200001,1.0,0.0,0.0
GDX,GDX,spot,6765.12,6765.12,1.0,0.0,0.0
GDX,GDXU,core_levered_etf,-4346.1097965,4346.1097965,1.0,0.0,0.0
GDX,NUGT,core_levered_etf,-14434.64469,14434.64469,1.0,0.0,0.0
GDXJ,GDXJ,spot,2252.34,2252.34,1.0,0.0,0.0
GDXJ,JNUG,core_levered_etf,-1776.644959,1776.644959,1.0,0.0,0.0
GEV,GEV,spot,8440.5,8440.5,1.0,0.0,0.0
GEV,GEVX,core_levered_etf,-8330.2922368,8330.2922368,1.0,0.0,0.0
GLXY,GLXY,spot,6791.5,6791.5,1.0,0.0,0.0
GLXY,GLXU,core_levered_etf,-6441.715906919999,6441.715906919999,1.0,0.0,0.0
GOOGL,GOOGL,spot,16789.68,16789.68,1.0,0.0,0.0
GOOGL,GOOX,core_levered_etf,-8351.55823488,8351.55823488,1.0,0.0,0.0
GOOGL,GGLL,core_levered_etf,-8515.551100140001,8515.551100140001,1.0,0.0,0.0
GSOL,GSOL,spot,13905.34,13905.34,1.0,0.0,0.0
GSOL,SOLX,core_levered_etf,-14046.142545225,14046.142545225,1.0,0.0,0.0
HOOD,HOOD,spot,5027.75,5027.75,0.04141620152155523,0.9585837984784448,0.0
HOOD,HOOW,yieldboost_etf,-4819.5196928000005,4819.5196928000005,0.0,1.0,0.0
HUT,HUT,spot,6991.65,6991.65,1.0,0.0,0.0
HUT,HUTG,core_levered_etf,-6553.292971391999,6553.292971391999,1.0,0.0,0.0
IBIT,IBIT,spot,36267.66,36267.66,0.8696554773434515,0.13034452265654853,0.0
IBIT,XBTY,yieldboost_etf,-4727.290830569999,4727.290830569999,0.0,1.0,0.0
IBIT,BTCL,core_levered_etf,-10441.66825728,10441.66825728,1.0,0.0,0.0
