underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
SOXX,SOXX,6805.0,6805.0,1
MARA,"MAAY, MARA",4039.6640623616004,15660.0159376384,2
DKNG,DKNG,3303.8199999999997,3303.8199999999997,1
MSTR,"MSTR, MSTW, MTYY",2815.3717947700025,39263.02820523,3
XBI,XBI,2607.99,2607.99,1
FXI,"FXI, YINN",1695.3648675999993,16823.415132399998,2
META,"FBL, FBYY, META",1584.6468350550003,28303.033164945,3
NFLX,"NFLU, NFLW, NFLX",1291.7532340000025,56834.006766,3
NBIS,"NBIS, NEBX",1156.6340369199988,22342.02596308,2
COPX,"COPX, COPZ",1149.3812202460003,12251.138779753997,2
LEU,"LEU, LEUX",1077.7116060000008,21563.888393999998,2
AMD,"AMD, AMDG, AMDL, AMUU",947.2955097487029,48522.824490251296,4
MSFT,"MSFL, MSFT, MSFU, MSFW, MSFX",941.7964536800046,58969.70354632,5
HOOD,"HOOD, HOOW",843.8424569600002,9211.65754304,2
QBTS,"QBTS, QBTX",796.7299609599995,22263.67003904,2
EWW,"EWW, MEXX",718.6106063999998,4271.229393600001,2
EWY,"EWY, KORU",682.8475777000003,4425.4924223,2
RKT,"RKT, RKTL",655.3417992000004,13056.8182008,2
OKLO,"OKLL, OKLO",606.9043692500009,12588.63563075,2
QCOM,"QCMU, QCOM",601.702005501601,14925.917994498399,2
CIFR,"CIFG, CIFR",560.7840116111993,11420.6759883888,2
WULF,"WULF, WULX",548.9824623999993,18185.737537599998,2
LAC,"LAC, LACG",492.0924303490001,11522.907569651,2
BA,"BA, BOEG, BOEU",483.5588684743989,30717.8011315256,3
CORZ,"CORZ, COZX",461.700353264001,16056.819646736,2
HUT,"HUT, HUTG",455.91577228799997,13527.384227711998,2
GDXJ,"GDXJ, JNUG",452.6871050000002,4051.9928950000003,2
INTC,"INTC, INTW",426.7904019200014,15699.16959808,2
CMG,"CMG, CMGG",426.71743957999934,13612.56256042,2
NU,"NU, NUG",417.47255562240025,15571.0274443776,2
TEM,"TEM, TEMT",408.38717371999974,13928.492826280002,2
GLXY,"GLXU, GLXY",381.04459228000087,13201.95540772,2
UPS,"UPS, UPSG",339.36695369999984,3766.9730463000005,2
SNAP,"SNAG, SNAP",329.3888575379999,3744.011142462,2
MRVL,"MRVL, MRVU",317.85613488200033,22379.643865118,2
