symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,397.080436,0.0,0.0,-15.54,-40.35,3.909997527648579,0.0,0.0,345.10043352764853
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,11.3949,0.0,0.0,-105.79,-12.19,0.32309818465288054,0.0,0.0,53.62251313465289
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,6.201516,0.0,0.0,-3.0900000000000003,-0.09,0.08574045211411072,0.0,0.0,3.10725645211411
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,5.229688,0.0,0.0,-148.45000000000002,-6.680000000000001,0.09342916992215179,0.0,0.0,-45.38302057007786
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,-25.609477,0.0,0.0,-25.53,-34.42,4.279347121490967,0.0,0.0,-81.28012987850903
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,-46.097917,0.0,0.0,0.0,-60.43,5.744014779939113,0.0,0.0,-100.7839022200609
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,-274.847315,0.0,0.0,-29.37,-11.93,4.90955730988087,0.0,0.0,-311.2377576901191
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-305.756704,0.0,0.0,-26.13,-34.480000000000004,4.659548261981537,0.0,0.0,-361.7071557380185
SDS,PROSHARES ULTRASHORT S&P500,0.0,-340.634867,0.0,0.0,-26.99,-22.99,6.661843888879732,0.0,0.0,-383.9530231111203
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,-9.903718,0.0,0.0,-1.46,-2.84,0.5542361282591558,0.0,0.0,-393.32871109174084
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-894.042631,0.0,0.0,0.0,-15.93,7.183856217031177,0.0,0.0,-902.7887747829689
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1425.329378,0.0,0.0,-90.65,-66.59,7.43304478213516,0.0,0.0,-1578.542291517865
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1949.757632,0.0,0.0,0.0,-168.94,7.459856042512253,0.0,0.0,-2111.2377759574874
