ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
GEVX,GEV,1.99648,182,ols,0.031631,0.004769,0.031631,6000,0.031631,False,False,False,True,False,False,False,False,False,False,False,1.018637,0.322271,0.531956,0.281485,0.310942,0.2906399999999999,0.279311,0.49912,0.598944,0.5,0.598944,0.031631,ETF_LS,1528.3090708663303,-765.501818633961,core_leveraged
IREX,IREN,1.98213,109,ols,0.314853,-0.278453,0.314853,35000,0.314853,False,False,False,False,True,False,False,True,True,False,False,2.18877,1.412538,1.055037,1.083444,1.22579,1.097685,0.910937,0.4955325,0.5946389999999999,0.5,0.5946389999999999,0.314853,ETF_LS,0.0,0.0,
JOBX,JOBY,1.978999,141,ols,0.2288619999999999,-0.192462,0.2288619999999999,35000,0.2288619999999999,False,False,False,True,False,False,False,False,False,False,False,1.445252,0.722847,0.811609,0.638104,0.68552,0.493985,0.456658,0.49474975,0.5936996999999999,0.5,0.5936996999999999,0.2288619999999999,ETF_LS,881.9377837528876,-445.6484231436639,core_leveraged
LABX,ALAB,1.994479,160,ols,0.0399589999999999,-0.003559,0.0399589999999999,60000,0.0399589999999999,False,False,False,True,False,False,False,False,False,False,False,1.775795,0.966982,0.904562,0.811469,0.910207,0.927023,0.870248,0.49861975,0.5983436999999999,0.5,0.5983436999999999,0.0399589999999999,ETF_LS,3310.455605685309,-1659.8097075403196,core_leveraged
LRCU,LRCX,2.040051,155,ols,0.065086,-0.028686,0.065086,25000,0.065086,False,False,False,True,False,False,False,False,False,False,False,1.105342,0.435235,0.499471,0.264659,0.369577,0.3701489999999999,0.3044909999999999,0.51001275,0.6120153,0.51001275,0.6120153,0.065086,ETF_LS,1371.5680798273502,-672.3204860208642,core_leveraged
MDBX,MDB,1.990873,155,ols,0.0781569999999999,-0.041757,0.0781569999999999,5000,0.0781569999999999,False,False,False,True,False,False,False,False,False,False,False,1.555869,0.637929,0.668798,0.441186,0.562199,0.5597719999999999,0.484042,0.49771825,0.5972618999999999,0.5,0.5972618999999999,0.0781569999999999,ETF_LS,1832.482656901918,-920.4417644429947,core_leveraged
NEBX,NBIS,1.997101,141,ols,0.075211,-0.038811,0.075211,55000,0.075211,False,False,False,True,False,False,False,False,False,False,False,1.879705,0.967312,1.115728,1.239441,1.087178,0.8921009999999999,1.011967,0.49927525,0.5991303,0.5,0.5991303,0.075211,ETF_LS,3499.294944534065,-1752.1872677115805,core_leveraged
NNEX,NNE,1.98571,94,ols,0.123356,-0.086956,0.123356,500,0.123356,False,False,False,True,False,False,False,False,False,True,False,1.653124,0.814106,1.513494,2.241798,1.709246,0.69075,1.58589,0.4964275,0.595713,0.5,0.595713,0.123356,ETF_LS,4944.971934214995,-2490.2790106385096,core_leveraged
NVTX,NVTS,1.99844,141,ols,0.2338779999999999,-0.197478,0.2338779999999999,5000,0.2338779999999999,False,False,False,True,False,False,False,False,False,False,False,2.466365,1.652102,1.608679,2.581796,2.06161,1.418224,1.827732,0.49961,0.599532,0.5,0.599532,0.2338779999999999,ETF_LS,4904.047659897978,-2453.9379015121685,core_leveraged
OPEX,OPEN,1.998294,109,ols,0.311138,-0.274738,0.311138,25000,0.311138,False,False,False,False,True,False,False,True,True,False,False,1.877319,1.07749,1.296222,1.675894,1.417061,0.766352,1.1059229999999998,0.4995735,0.5994882,0.5,0.5994882,0.311138,ETF_LS,0.0,0.0,
PONX,PONY,2.006184,141,ols,0.265098,-0.228698,0.265098,20000,0.265098,False,False,False,True,False,False,False,False,False,False,False,1.610488,0.846027,1.250431,1.578111,1.168493,0.580929,0.903395,0.501546,0.6018552,0.501546,0.6018552,0.265098,ETF_LS,1800.4891028830637,-897.4695755140423,core_leveraged
QBTX,QBTS,1.992342,234,ols,0.075186,-0.038786,0.075186,200000,0.075186,False,False,False,True,False,False,False,False,False,False,False,2.36988,1.374598,1.398882,1.93445,1.414587,1.299412,1.339401,0.4980855,0.5977026,0.5,0.5977026,0.075186,ETF_LS,4520.650248034198,-2269.013175465958,core_leveraged
QUBX,QUBT,1.96446,194,ols,0.235445,-0.199045,0.235445,40000,0.235445,False,False,False,True,False,False,False,False,False,False,False,1.948863,1.244283,1.73182,2.841207,1.611829,1.008838,1.376384,0.491115,0.589338,0.5,0.589338,0.235445,ETF_LS,3488.637091792616,-1775.8758599272146,core_leveraged
RGTU,RGTI,1.986011,194,ols,0.3556499999999999,-0.31925,0.3556499999999999,35000,0.3556499999999999,False,False,False,False,True,False,False,True,True,False,False,2.11266,1.217109,1.47884,2.141291,1.429818,0.861459,1.074168,0.49650275,0.5958032999999999,0.5,0.5958032999999999,0.3556499999999999,ETF_LS,0.0,0.0,
SMU,SMR,1.985165,182,ols,0.158296,-0.121896,0.158296,30000,0.158296,False,False,False,True,False,False,False,False,False,False,False,2.005309,1.259017,1.124481,1.236459,1.252751,1.100721,1.094455,0.49629125,0.5955495,0.5,0.5955495,0.158296,ETF_LS,3161.3130144793868,-1592.4686434021287,core_leveraged
SNPX,SNPS,1.919631,94,ols,0.0497419999999999,-0.013342,0.0497419999999999,5000,0.0497419999999999,False,False,False,True,False,False,False,False,False,False,False,0.791507,0.247652,0.482135,0.205182,0.221024,0.19791,0.171282,0.47990775,0.5758893,0.5,0.5758893,0.0497419999999999,ETF_LS,1051.265887392898,-547.6395658295255,core_leveraged
SRPU,SRPT,1.966083,109,ols,0.130084,-0.0936839999999999,0.130084,6000,0.130084,False,False,False,True,False,False,False,False,False,False,False,1.992754,1.390562,0.877466,0.731218,1.01641,1.260478,0.8863260000000001,0.49152075,0.5898249,0.5,0.5898249,0.130084,ETF_LS,2714.502527871956,-1380.6652760193522,core_leveraged
TARK,ARKK,1.977741,502,ols,0.040778,-0.004378,0.040778,10000,0.040778,False,False,False,True,False,False,False,False,False,False,False,0.806483,0.236623,0.40713,0.160262,0.236623,0.195845,0.195845,0.49443525,0.5933223,0.5,0.5933223,0.040778,ETF_LS,1200.3156736807719,-606.9124691659687,core_leveraged
TEMT,TEM,1.984631,222,ols,0.0970159999999999,-0.060616,0.0970159999999999,200000,0.0970159999999999,False,False,False,True,False,False,False,False,False,False,False,1.327961,0.615445,1.006486,0.98978,0.660009,0.518429,0.562993,0.49615775,0.5953893,0.5,0.5953893,0.0970159999999999,ETF_LS,1943.0315819325142,-979.0392178357157,core_leveraged
UNX,U,2.03043,136,ols,0.041721,-0.005321,0.041721,8000,0.041721,False,False,False,True,False,False,False,False,False,False,False,1.714734,1.091102,0.737302,0.568679,0.850622,1.049381,0.808901,0.5076075,0.6091289999999999,0.5076075,0.6091289999999999,0.041721,ETF_LS,3105.193146687103,-1529.327850104216,core_leveraged
UPSX,UPST,1.984989,203,ols,0.130032,-0.093632,0.130032,55000,0.130032,False,False,False,True,False,False,False,False,False,False,False,1.409204,0.69097,0.895251,0.783518,0.708965,0.5609379999999999,0.5789329999999999,0.49624725,0.5954967,0.5,0.5954967,0.130032,ETF_LS,1755.886320576588,-884.582393442275,core_leveraged
WULX,WULF,1.994532,109,ols,0.121201,-0.084801,0.121201,2000,0.121201,False,False,False,True,False,False,False,False,False,False,False,2.033441,1.208887,1.147358,1.305653,1.263798,1.0876860000000002,1.142597,0.498633,0.5983596,0.5,0.5983596,0.121201,ETF_LS,3576.9446815567103,-1793.3754292017927,core_leveraged
CRMU,CRML,1.979964,35,ols,0.098651,-0.062251,0.098651,15000,0.098651,False,False,False,True,False,False,False,False,False,False,False,2.096522,1.087125,1.534701,2.284994,2.118623,0.988474,2.019972,0.494991,0.5939892,0.5,0.5939892,0.098651,ETF_LS,6478.124899074367,-3271.839740053035,core_leveraged
UECG,UEC,2.018938,35,ols,0.062003,-0.0256029999999999,0.062003,500,0.062003,False,False,False,True,False,False,False,False,False,True,False,1.345946,0.247681,0.705459,0.511899,0.475202,0.185678,0.413199,0.5047345,0.6056813999999999,0.5047345,0.6056813999999999,0.062003,ETF_LS,1729.591818973313,-856.6839689843438,core_leveraged
DNNG,DNN,1.994738,35,ols,0.127378,-0.0909779999999999,0.127378,500,0.127378,False,False,False,True,False,False,False,False,False,True,False,1.229294,0.547512,0.612553,0.372265,0.396605,0.420134,0.269227,0.4986845,0.5984214,0.5,0.5984214,0.127378,ETF_LS,884.2799120231598,-443.30629487339183,core_leveraged
RCAX,RCAT,2.015476,40,ols,0.137481,-0.101081,0.137481,30000,0.137481,False,False,False,True,False,False,False,False,False,False,False,2.55657,1.601447,1.275079,1.663763,1.653872,1.463966,1.516391,0.503869,0.6046428,0.503869,0.6046428,0.137481,ETF_LS,4621.945362408802,-2293.2276853749695,core_leveraged
RDWU,RDW,1.979556,42,ols,0.200772,-0.164372,0.200772,2000,0.200772,False,False,False,True,False,False,False,False,False,False,False,2.025703,1.57868,1.06639,1.102552,1.181907,1.377908,0.981135,0.494889,0.5938668,0.5,0.5938668,0.200772,ETF_LS,2502.9551815363257,-1264.4023111931792,core_leveraged
OKLL,OKLO,1.997779,194,ols,0.207059,-0.170659,0.207059,30000,0.207059,False,False,False,True,False,False,False,False,False,False,False,2.018868,1.258082,1.300945,1.686824,1.356761,1.0510229999999998,1.149702,0.49944475,0.5993337,0.5,0.5993337,0.207059,ETF_LS,2983.451985722491,-1493.3843962332626,core_leveraged
GDXU,GDX,3.044312,502,ols,0.039383,-0.002983,0.039383,15000,0.039383,False,False,False,True,False,False,False,False,False,False,False,1.200144,0.715957,0.393307,0.48136,0.715957,0.676574,0.676574,0.761078,0.9132936,0.761078,0.9132936,0.039383,ETF_LS,2670.252999838499,-877.1285597003522,core_leveraged
MRNX,MRNA,2.012491,39,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.380278,0.820418,0.672158,0.460297,0.51603,0.820418,0.51603,0.50312275,1.0,0.50312275,1.0,,ETF_LS,2493.02417492492,-1238.775316224977,core_leveraged
ZETX,ZETA,2.056008,39,ols,0.106004,-0.069604,0.106004,2000,0.106004,False,False,False,True,False,False,False,False,False,False,False,1.554731,0.628192,0.764646,0.634721,0.633711,0.522188,0.527707,0.514002,0.6168024,0.514002,0.6168024,0.106004,ETF_LS,1773.577751335474,-862.6317365182792,core_leveraged
LITX,LITE,1.980588,45,ols,0.072213,-0.035813,0.072213,850000,0.072213,False,False,False,True,False,False,False,False,False,False,False,2.09352,1.536549,0.739173,0.53057,0.710209,1.464336,0.637996,0.495147,0.5941763999999999,0.5,0.5941763999999999,0.072213,ETF_LS,2354.880258712553,-1188.9803728552092,core_leveraged
WDCX,WDC,2.041545,45,ols,0.121966,-0.0855659999999999,0.121966,85000,0.121966,False,False,False,True,False,False,False,False,False,False,False,1.837849,0.80546,0.559395,0.332693,0.417116,0.6834939999999999,0.2951499999999999,0.51038625,0.6124635,0.51038625,0.6124635,0.121966,ETF_LS,936.5214226303133,-458.7317069328931,core_leveraged
LNOK,NOK,1.964253,49,ols,0.132791,-0.0963909999999999,0.132791,1000,0.132791,False,False,False,True,False,False,False,False,False,False,False,0.871141,0.319156,0.368396,0.128525,0.165592,0.186365,0.032801,0.49106325,0.5892759,0.5,0.5892759,0.132791,ETF_LS,879.7208570439743,-447.8653498525772,core_leveraged
USGG,USAR,1.997457,54,ols,0.3274479999999999,-0.291048,0.3274479999999999,150000,0.3274479999999999,False,False,False,False,True,False,False,True,True,False,False,2.284279,1.379149,1.210044,1.458626,1.441595,1.051701,1.114147,0.49936425,0.5992371,0.5,0.5992371,0.3274479999999999,ETF_LS,0.0,0.0,
ONDG,ONDS,2.005606,54,ols,0.249159,-0.212759,0.249159,5000,0.249159,False,False,False,True,False,False,False,False,False,False,False,2.061092,1.220651,1.310114,1.730859,1.621529,0.971492,1.37237,0.5014015,0.6016818,0.5014015,0.6016818,0.249159,ETF_LS,3375.1294855233805,-1682.847720600846,core_leveraged
PLUL,PLUG,1.931778,54,ols,0.084863,-0.048463,0.084863,100,0.084863,False,False,False,True,False,False,False,False,False,True,False,1.872811,0.840156,1.040576,0.974512,0.945721,0.755293,0.860858,0.4829445,0.5795334,0.5,0.5795334,0.084863,ETF_LS,2960.5641538764326,-1532.5592039439482,core_leveraged
UUUG,UUUU,2.000441,54,ols,0.100403,-0.0640029999999999,0.100403,25000,0.100403,False,False,False,True,False,False,False,False,False,False,False,2.129078,1.243654,0.78959,0.623865,0.756677,1.143251,0.656274,0.50011025,0.6001323,0.50011025,0.6001323,0.100403,ETF_LS,2210.337301960291,-1104.9250150143348,core_leveraged
HUTG,HUT,2.001812,54,ols,0.097296,-0.060896,0.097296,7000,0.097296,False,False,False,True,False,False,False,False,False,False,False,2.153291,1.375694,1.008162,1.019155,1.095556,1.278398,0.99826,0.500453,0.6005436000000001,0.500453,0.6005436000000001,0.097296,ETF_LS,3298.0223995009483,-1647.518547946035,core_leveraged
XPEG,XPEV,1.98365,52,ols,0.121966,-0.0855659999999999,0.121966,3000,0.121966,False,False,False,True,False,False,False,False,False,False,False,1.106427,0.479348,0.690085,0.464602,0.467645,0.357382,0.3456789999999999,0.4959125,0.5950949999999999,0.5,0.5950949999999999,0.121966,ETF_LS,1085.9206288709363,-547.4356004693047,core_leveraged
ORLG,ORLY,2.000619,52,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.519515,0.195369,0.208017,0.043311,0.074688,0.195369,0.074688,0.50015475,1.0,0.50015475,1.0,,ETF_LS,1117.84383233884,-558.7489833590704,core_leveraged
LUNL,LUNR,1.998697,54,ols,0.32965,-0.29325,0.32965,8000,0.32965,False,False,False,False,True,False,False,True,True,False,False,2.64775,2.101851,1.115568,1.242061,1.426302,1.772201,1.096652,0.49967425,0.5996091,0.5,0.5996091,0.32965,ETF_LS,0.0,0.0,
RKTL,RKT,1.959572,54,ols,0.04981,-0.01341,0.04981,1000,0.04981,False,False,False,True,False,False,False,False,False,False,False,1.255367,0.777479,0.566771,0.302012,0.403898,0.727669,0.3540879999999999,0.489893,0.5878716,0.5,0.5878716,0.04981,ETF_LS,1627.8154767547426,-830.6994980305609,core_leveraged
EOSU,EOSE,1.96632,53,ols,0.160806,-0.124406,0.160806,100000,0.160806,False,False,False,True,False,False,False,False,False,False,False,2.555227,4.157655,1.130956,1.215169,1.834025,3.996849,1.673219,0.49158,0.589896,0.5,0.589896,0.160806,ETF_LS,4952.337351419629,-2518.5815896800264,core_leveraged
BTFL,KEEL,2.029974,63,ols,0.337323,-0.300923,0.337323,200,0.337323,False,False,False,False,True,False,False,True,True,True,False,2.052732,1.237112,0.984923,1.014125,1.069872,0.899789,0.7325489999999999,0.5074935,0.6089922,0.5074935,0.6089922,0.337323,ETF_LS,0.0,0.0,
FGRU,FIGR,2.005396,30,ols,0.208517,-0.172117,0.208517,10000,0.208517,False,False,False,True,False,False,False,False,False,False,False,2.839517,2.061525,1.127122,1.280705,1.37366,1.853008,1.165143,0.501349,0.6016188,0.501349,0.6016188,0.208517,ETF_LS,3020.8869565450636,-1506.3792670101384,core_leveraged
APHU,APH,2.006087,30,ols,0.169325,-0.132925,0.169325,1000,0.169325,False,False,False,True,False,False,False,False,False,False,False,0.98853,0.392306,0.374094,0.141227,0.171117,0.2229809999999999,0.0017919999999999,0.50152175,0.6018260999999999,0.50152175,0.6018260999999999,0.169325,ETF_LS,885.9535439375115,-441.63266295904,core_leveraged
COPZ,COPX,2.030635,30,ols,0.056186,-0.0197859999999999,0.056186,9000,0.056186,False,False,False,True,False,False,False,False,False,False,False,1.205435,0.563637,0.385648,0.155628,0.204201,0.5074510000000001,0.148015,0.50765875,0.6091905000000001,0.50765875,0.6091905000000001,0.056186,ETF_LS,947.9168350234589,-466.80808467472434,core_leveraged
LEUX,LEU,2.078014,29,ols_short_history,0.168873,-0.1324729999999999,0.168873,3000,0.168873,False,False,False,True,False,False,False,False,False,False,False,1.312965,0.418575,0.94284,0.995678,0.929265,0.2497019999999999,0.760392,0.5195035,0.6234042,0.5195035,0.6234042,0.168873,ETF_LS,2047.7181812604827,-985.4207821797555,core_leveraged
COHX,COHR,2.05801,29,ols_short_history,0.280804,-0.244404,0.280804,150000,0.280804,False,False,False,True,False,False,False,False,False,False,False,2.063702,1.019063,0.697298,0.529351,0.585707,0.738259,0.304903,0.5145025,0.6174029999999999,0.5145025,0.6174029999999999,0.280804,ETF_LS,893.452176302619,-434.13403059393255,core_leveraged
FCXG,FCX,2.051964,29,ols_short_history,0.042735,-0.0063349999999999,0.042735,2000,0.042735,False,False,False,True,False,False,False,False,False,False,False,1.129602,0.360069,0.444888,0.21362,0.230473,0.3173339999999999,0.187738,0.512991,0.6155892,0.512991,0.6155892,0.042735,ETF_LS,1170.076619810526,-570.2227815938905,core_leveraged
GLWG,GLW,1.98282,16,ols_short_history,0.216684,-0.180284,0.216684,200000,0.216684,False,False,False,True,False,False,False,False,False,False,False,1.473198,,0.398791,0.154959,0.154959,,-0.0617249999999999,0.495705,0.594846,0.5,0.594846,0.216684,ETF_LS,882.5086605154252,-445.0775463811264,core_leveraged
SNDU,SNDK,1.969138,14,ols_short_history,0.064653,-0.028253,0.064653,25000,0.064653,False,False,False,True,False,False,False,False,False,False,False,2.137164,,1.008129,0.969759,0.969759,,0.905106,0.4922845,0.5907414,0.5,0.5907414,0.064653,ETF_LS,3243.2556477451203,-1647.0433498033758,core_leveraged
PAAU,PAAS,1.968457,14,ols_short_history,0.008303,0.0280969999999999,0.008303,58,0.008303,False,False,False,True,False,False,False,False,False,True,False,1.457478,,0.525759,0.263481,0.263481,,0.255178,0.49211425,0.5905370999999999,0.5,0.5905370999999999,0.008303,ETF_LS,1617.8490461432987,-821.8869125123377,core_leveraged
BITX,IBIT,2.00479,502,ols,0.046448,-0.010048,0.046448,2100000,0.046448,False,False,False,True,False,False,False,False,False,False,False,1.004082,0.442661,0.500601,0.252405,0.442661,0.396213,0.396213,0.5011975,0.6014369999999999,0.5011975,0.6014369999999999,0.046448,ETF_LS,1787.0387946740832,-891.384531384376,core_leveraged
ETHU,ETHA,2.001,424,ols,0.020877,0.015523,0.020877,1400000,0.020877,False,False,False,True,False,False,False,False,False,False,False,1.476623,0.785219,0.75033,0.56384,0.785219,0.764342,0.764342,0.50025,0.6003,0.50025,0.6003,0.020877,ETF_LS,3116.888480895369,-1557.6654077438127,core_leveraged
XXRP,XRPZ,2.019539,87,ols,0.038898,-0.002498,0.038898,400000,0.038898,False,False,False,True,False,False,False,False,False,False,False,1.54479,0.952084,0.825842,0.702134,0.788426,0.913186,0.749528,0.50488475,0.6058617,0.50488475,0.6058617,0.038898,ETF_LS,2941.141644334102,-1456.3430784620164,core_leveraged
ADBU,ADBE,1.894783,5,ols_short_history,0.0025,0.0339,0.0025,100,0.0025,False,False,False,True,False,False,False,False,False,True,False,0.591567,,0.332341,0.09363,0.09363,,0.09113,0.47369575,0.5684349,0.5,0.5684349,0.0025,ETF_LS,1137.3125066680993,-600.2336450496439,core_leveraged
PYPU,PYPL,1.950579,5,ols_short_history,,,,100,,False,False,False,False,False,False,False,False,False,True,False,0.723718,,0.377028,0.131786,0.131786,,0.131786,0.48764475,0.5851737,0.5,0.5851737,,ETF_LS,1289.9410054254188,-661.3118491614125,core_leveraged
TXNU,TXN,2.0,0,imputed_no_overlap,,,,0,,False,True,False,False,False,False,False,False,False,True,False,,,0.359257,0.129066,0.129066,,0.129066,0.5,1.0,0.5,1.0,,ETF_LS,1287.1913002466304,-643.5956501233152,core_leveraged
UNHU,UNH,1.921572,5,ols_short_history,0.032659,0.003741,0.032659,8000,0.032659,False,False,False,True,False,False,False,False,False,False,False,0.791774,,0.417303,0.154191,0.154191,,0.121532,0.480393,0.5764716,0.5,0.5764716,0.032659,ETF_LS,1018.7397807008949,-530.1595676357143,core_leveraged
AAOX,AAOI,1.906857,6,ols_short_history,0.087464,-0.051064,0.087464,30000,0.087464,False,False,False,True,False,False,False,False,False,False,False,2.396937,,1.31033,1.484528,1.484528,,1.397064,0.47671425,0.5720571,0.5,0.5720571,0.087464,ETF_LS,4625.740897085026,-2425.845722613193,core_leveraged
HLXX,HL,2.051697,6,ols_short_history,0.0025,0.0339,0.0025,3000,0.0025,False,False,False,True,False,False,False,False,False,False,False,1.811158,,0.646143,0.450434,0.450434,,0.447934,0.51292425,0.6155090999999999,0.51292425,0.6155090999999999,0.0025,ETF_LS,2264.330215848184,-1103.6377281090647,core_leveraged
IBX,IBM,1.873953,6,ols_short_history,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.431149,,0.299927,0.073663,0.073663,,0.073663,0.46848825,1.0,0.5,1.0,,ETF_LS,1097.5559968217428,-585.6902477392672,core_leveraged
AALG,AAL,1.977433,182,ols,0.158781,-0.1223809999999999,0.158781,8000,0.158781,False,False,False,True,False,False,False,False,False,False,False,0.92731,0.349567,0.503215,0.244718,0.320442,0.190786,0.161661,0.49435825,0.5932299,0.5,0.5932299,0.158781,ETF_LS,881.7033921038925,-445.88281479265925,core_leveraged
ABNG,ABNB,1.986729,91,ols,0.109787,-0.073387,0.109787,800,0.109787,False,False,False,True,False,False,False,False,False,True,False,0.666222,0.222751,0.359467,0.126656,0.161357,0.112964,0.05157,0.49668225,0.5960187,0.5,0.5960187,0.109787,ETF_LS,883.0911734011954,-444.4950334953562,core_leveraged
ADBG,ADBE,1.992533,258,ols,0.068549,-0.032149,0.068549,150000,0.068549,False,False,False,True,False,False,False,False,False,False,False,0.618336,0.233261,0.332341,0.109217,0.233261,0.164712,0.164712,0.49813325,0.5977599,0.5,0.5977599,0.068549,ETF_LS,905.930593443209,-454.6627802115242,core_leveraged
AMDG,AMD,2.003495,297,ols,0.034012,0.002388,0.034012,30000,0.034012,False,False,False,True,False,False,False,False,False,False,False,1.249726,0.484741,0.561215,0.316615,0.484741,0.450729,0.450729,0.50087375,0.6010485,0.50087375,0.6010485,0.034012,ETF_LS,2045.845301533959,-1021.1382117419604,core_leveraged
ARMG,ARM,1.995967,304,ols,0.145456,-0.109056,0.145456,100000,0.145456,False,False,False,True,False,False,False,False,False,False,False,1.232164,0.477804,0.640401,0.407636,0.477804,0.332348,0.332348,0.49899175,0.5987901,0.5,0.5987901,0.145456,ETF_LS,884.4617643053778,-443.124442591174,core_leveraged
ASMG,ASML,1.985999,304,ols,0.112658,-0.0762579999999999,0.112658,60000,0.112658,False,False,False,True,False,False,False,False,False,False,False,0.825456,0.282546,0.438011,0.187843,0.282546,0.169888,0.169888,0.49649975,0.5957997,0.5,0.5957997,0.112658,ETF_LS,882.9825057913096,-444.603701105242,core_leveraged
AVGG,AVGO,1.998563,219,ols,0.015019,0.021381,0.015019,300000,0.015019,False,False,False,True,False,False,False,False,False,False,False,0.84737,0.294771,0.535596,0.286245,0.293654,0.279752,0.278635,0.49964075,0.5995689,0.5,0.5995689,0.015019,ETF_LS,1645.457199579305,-823.3201553212509,core_leveraged
BAIG,BBAI,2.003289,153,ols,0.17647,-0.14007,0.17647,200000,0.17647,False,False,False,True,False,False,False,False,False,False,False,1.88612,1.092944,1.164588,1.362964,1.199023,0.916474,1.022553,0.50082225,0.6009867,0.50082225,0.6009867,0.17647,ETF_LS,2806.394181493441,-1400.8933216792188,core_leveraged
BIDG,BIDU,2.01697,70,ols,0.1897009999999999,-0.153301,0.1897009999999999,2000,0.1897009999999999,False,False,False,True,False,False,False,False,False,False,False,0.990132,0.324461,0.451044,0.208649,0.240819,0.13476,0.051118,0.5042425,0.605091,0.5042425,0.605091,0.1897009999999999,ETF_LS,887.546628479613,-440.03957841693875,core_leveraged
BLSG,BLSH,2.020038,107,ols,0.231256,-0.194856,0.231256,10000,0.231256,False,False,False,True,False,False,False,False,False,False,False,1.458505,0.623771,0.818259,0.689807,0.661768,0.3925149999999999,0.430512,0.5050095,0.6060114,0.5050095,0.6060114,0.231256,ETF_LS,887.9936564397191,-439.5925504568325,core_leveraged
BMNG,BMNR,1.991254,107,ols,0.162378,-0.125978,0.162378,2000,0.162378,False,False,False,True,False,False,False,False,False,False,False,2.146366,1.469063,1.06819,1.126104,1.271725,1.306685,1.109347,0.4978135,0.5973762,0.5,0.5973762,0.162378,ETF_LS,3178.2243512853224,-1596.0918854577678,core_leveraged
BOEG,BA,1.990424,200,ols,0.066487,-0.030087,0.066487,9000,0.066487,False,False,False,True,False,False,False,False,False,False,False,0.621952,0.184516,0.354477,0.123855,0.171999,0.118029,0.105512,0.497606,0.5971272,0.5,0.5971272,0.066487,ETF_LS,883.6403962367417,-443.94581065981004,core_leveraged
BULG,BULL,1.975233,161,ols,0.10615,-0.0697499999999999,0.10615,20000,0.10615,False,False,False,True,False,False,False,False,False,False,False,1.120338,0.649156,0.562641,0.304901,0.524842,0.543006,0.418692,0.49380825,0.5925699,0.5,0.5925699,0.10615,ETF_LS,1426.3348964078336,-722.1096935945449,core_leveraged
CIFG,CIFR,1.993035,75,ols,0.136094,-0.099694,0.136094,9000,0.136094,False,False,False,True,False,False,False,False,False,False,False,2.058133,1.153365,1.117236,1.235206,1.210849,1.017271,1.074755,0.49825875,0.5979104999999999,0.5,0.5979104999999999,0.136094,ETF_LS,3258.771462937602,-1635.079897210838,core_leveraged
CMGG,CMG,1.964344,92,ols,0.053146,-0.016746,0.053146,100,0.053146,False,False,False,True,False,False,False,False,False,True,False,0.687429,0.27101,0.358774,0.121916,0.176347,0.2178639999999999,0.123201,0.491086,0.5893032,0.5,0.5893032,0.053146,ETF_LS,882.7508221250685,-449.3870839960152,core_leveraged
CNCG,CNC,2.009961,69,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.047968,0.429821,0.498051,0.251773,0.300524,0.429821,0.300524,0.50249025,1.0,0.50249025,1.0,,ETF_LS,1822.0937517792484,-906.5318937925902,core_leveraged
COIG,COIN,1.996258,262,ols,0.133579,-0.097179,0.133579,30000,0.133579,False,False,False,True,False,False,False,False,False,False,False,1.496733,0.694846,0.792901,0.625168,0.694846,0.561267,0.561267,0.4990645,0.5988774,0.5,0.5988774,0.133579,ETF_LS,1676.2550573239603,-839.69860475147,core_leveraged
COTG,COST,1.985818,134,ols,0.094903,-0.058503,0.094903,3000,0.094903,False,False,False,True,False,False,False,False,False,False,False,0.385141,0.156249,0.200901,0.039507,0.101584,0.061346,0.0066809999999999,0.4964545,0.5957454,0.5,0.5957454,0.094903,ETF_LS,882.9555539577082,-444.6306529388434,core_leveraged
CRCG,CRCL,1.991331,161,ols,0.08477,-0.0483699999999999,0.08477,1100000,0.08477,False,False,False,True,False,False,False,False,False,False,False,1.957774,1.04779,1.192431,1.403456,1.176225,0.96302,1.091455,0.49783275,0.5973993,0.5,0.5973993,0.08477,ETF_LS,3678.9874022626354,-1847.5016972379958,core_leveraged
CRMG,CRM,1.983427,248,ols,0.176284,-0.139884,0.176284,90000,0.176284,False,False,False,True,False,False,False,False,False,False,False,0.688585,0.250696,0.360546,0.12678,0.248729,0.0744119999999999,0.072445,0.49585675,0.5950281,0.5,0.5950281,0.176284,ETF_LS,882.5992147909791,-444.9869921055724,core_leveraged
CRWG,CRWV,1.99651,161,ols,0.051522,-0.015122,0.051522,1600000,0.051522,False,False,False,True,False,False,False,False,False,False,False,1.963666,1.010192,1.192216,1.413947,1.155992,0.95867,1.1044699999999998,0.4991275,0.598953,0.5,0.598953,0.051522,ETF_LS,3957.4423324832546,-1982.1800704645882,core_leveraged
