ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
ABNG,ABNB,2.0,1.986729,91,ols
ADBG,ADBE,2.0,1.992523,258,ols
AMDG,AMD,2.0,2.003378,297,ols
ARMG,ARM,2.0,1.99603,304,ols
ASMG,ASML,2.0,1.98546,304,ols
AVGG,AVGO,2.0,1.9985,219,ols
BAIG,BBAI,2.0,2.003237,153,ols
BEG,BE,2.0,1.993767,72,ols
BIDG,BIDU,2.0,2.017351,70,ols
BLSG,BLSH,2.0,2.020435,107,ols
BMNG,BMNR,2.0,1.99089,107,ols
BOEG,BA,2.0,1.990983,200,ols
BULG,BULL,2.0,1.975254,161,ols
CIFG,CIFR,2.0,1.991966,75,ols
CMGG,CMG,2.0,1.969911,92,ols
CNCG,CNC,2.0,2.009961,69,ols
COIG,COIN,2.0,1.996197,262,ols
COTG,COST,2.0,1.98546,134,ols
CRCG,CRCL,2.0,1.99114,161,ols
CRMG,CRM,2.0,1.983447,248,ols
CRWG,CRWV,2.0,1.996469,161,ols
DUOG,DUOL,2.0,2.01966,75,ols
FIGG,FIG,2.0,1.993801,116,ols
FUTG,FUTU,2.0,1.998035,116,ols
GEMG,GEMI,2.0,1.976301,100,ols
GEVG,GEV,2.0,1.956351,72,ols
GLGG,GLXY,2.0,1.99936,153,ols
GRAG,GRAB,2.0,1.972818,75,ols
HOOG,HOOD,2.0,2.005797,258,ols
IREG,IREN,2.0,1.969965,72,ols
KLAG,KLAC,2.0,2.012285,70,ols
LACG,LAC,2.0,2.009092,75,ols
LULG,LULU,2.0,1.990244,100,ols
MPG,MP,2.0,1.984747,107,ols
NBIG,NBIS,2.0,2.008686,107,ols
NEMG,NEM,2.0,1.995714,92,ols
NETG,NET,2.0,2.005786,92,ols
NIOG,NIO,2.0,1.974325,70,ols
NUG,NU,2.0,1.983507,92,ols
NVDG,NVDA,2.0,1.969337,323,ols
OKTG,OKTA,2.0,2.000318,92,ols
OPEG,OPEN,2.0,2.002314,75,ols
OSCG,OSCR,2.0,1.987777,100,ols
PANG,PANW,2.0,1.995626,258,ols
PBRG,PBR,2.0,1.934071,70,ols
PLTG,PLTR,2.0,1.996737,234,ols
PYPG,PYPL,2.0,1.994953,248,ols
RTXG,RTX,2.0,2.013536,205,ols
SATG,SATS,2.0,2.004911,72,ols
SBU,SBUX,2.0,1.999095,91,ols
SNAG,SNAP,2.0,1.97098,70,ols
SPOG,SPOT,2.0,1.976684,92,ols
TERG,TER,2.0,1.997485,92,ols
TSLG,TSLA,2.0,1.990799,323,ols
TSMG,TSM,2.0,1.981001,304,ols
UNHG,UNH,2.0,1.995894,175,ols
UPSG,UPS,2.0,1.976274,75,ols
VALG,VALE,2.0,1.97652,70,ols
XYZG,XYZ,2.0,1.997036,248,ols
COIO,COIN,2.0,0.947624,159,ols
MSOO,MSTR,2.0,0.975445,159,ols
NVDO,NVDA,2.0,0.95663,159,ols
PLOO,PLTR,2.0,0.894109,159,ols
TSLO,TSLA,2.0,0.864764,159,ols
CRCA,CRCL,2.0,1.980855,163,ols
NVDB,NVDA,2.0,1.994856,140,ols
PLTA,PLTR,2.0,1.991843,140,ols
TSLI,TSLA,2.0,1.97699,140,ols
COIA,COIN,2.0,2.001297,140,ols
BITU,IBIT,2.0,1.992307,501,ols
ETHT,ETHA,2.0,1.991302,424,ols
UXRP,XRPZ,2.0,1.998837,87,ols
SOLT,SOEZ,2.0,2.015853,81,ols
TSLR,TSLA,2.0,1.998837,502,ols
AAPB,AAPL,2.0,1.990178,502,ols
AMDL,AMD,2.0,1.996991,502,ols
AMZZ,AMZN,2.0,1.989431,502,ols
AVGU,AVGO,2.0,1.990512,180,ols
BABX,BABA,2.0,2.006303,502,ols
BULX,BULL,2.0,1.974983,145,ols
CONL,COIN,2.0,1.987079,502,ols
CRWL,CRWD,2.0,1.995891,345,ols
DLLL,DELL,2.0,1.986267,282,ols
ETRL,ETOR,2.0,1.99931,145,ols
GOU,GOOGL,2.0,2.034499,82,ols
INTW,INTC,2.0,1.987427,283,ols
IONL,IONQ,2.0,1.986182,255,ols
ISUL,ISRG,2.0,2.001727,121,ols
LCDL,LCID,2.0,1.961591,237,ols
MRAL,MARA,2.0,1.978806,268,ols
FBL,META,2.0,1.996567,502,ols
MVLL,MRVL,2.0,1.993889,268,ols
MSFL,MSFT,2.0,1.992425,502,ols
MSTP,MSTR,2.0,1.9943,203,ols
MULL,MU,2.0,1.997979,345,ols
NBIL,NBIS,2.0,1.999005,121,ols
NOWL,NOW,2.0,1.99513,180,ols
NVDL,NVDA,2.0,1.987622,502,ols
PDDL,PDD,2.0,2.008844,180,ols
PTIR,PLTR,2.0,1.996675,394,ols
QCML,QCOM,2.0,1.972333,249,ols
RDTL,RDDT,2.0,1.981019,256,ols
RVNL,RIVN,2.0,1.986844,237,ols
SMCL,SMCI,2.0,1.763522,323,ols
TSMU,TSM,2.0,1.992289,345,ols
UBRL,UBER,2.0,1.997314,394,ols
VRTL,VRT,2.0,1.981126,256,ols
AMYY,AMD,2.0,0.315324,136,ols
AZYY,AMZN,2.0,0.646422,136,ols
BBYY,BABA,2.0,0.584667,110,ols
XBTY,IBIT,2.0,0.540899,222,ols
COYY,COIN,2.0,0.475625,170,ols
NUGY,GDX,2.0,0.485032,91,ols
HMYY,HIMS,2.0,0.260774,82,ols
HOYY,HOOD,2.0,0.511612,126,ols
IOYY,IONQ,2.0,0.366911,101,ols
MAAY,MARA,2.0,0.320823,101,ols
FBYY,META,2.0,0.582748,110,ols
MTYY,MSTR,2.0,0.390001,131,ols
NVYY,NVDA,2.0,0.656407,222,ols
PLYY,PLTR,2.0,0.536818,131,ols
QBY,QBTS,2.0,0.284669,83,ols
TQQY,QQQ,2.0,0.876563,275,ols
RGYY,RGTI,2.0,0.322893,86,ols
RTYY,RIOT,2.0,0.355279,82,ols
SEMY,SOXX,2.0,0.723288,91,ols
SMYY,SMCI,2.0,0.327188,126,ols
YSPY,SPY,2.0,0.8427,249,ols
TSYY,TSLA,2.0,0.542163,320,ols
QYLD,QQQ,1.0,0.627155,502,ols
QYLG,QQQ,1.0,0.800401,502,ols
QQQX,QQQ,1.0,0.787156,502,ols
JEPQ,QQQ,1.0,0.772442,502,ols
XYLD,SPY,1.0,0.645591,502,ols
XYLG,SPY,1.0,0.815296,502,ols
JEPI,SPY,1.0,0.597794,502,ols
SPYI,SPY,1.0,0.830155,502,ols
RYLD,IWM,1.0,0.5775,502,ols
ABNY,ABNB,1.0,0.796576,443,ols
AIYY,AI,1.0,0.771311,502,ols
AMDY,AMD,1.0,0.800741,502,ols
AMZY,AMZN,1.0,0.764017,502,ols
APLY,AAPL,1.0,0.787793,502,ols
BABO,BABA,1.0,0.774144,412,ols
BRKC,BRK-B,1.0,0.828562,206,ols
CONY,COIN,1.0,0.775079,502,ols
CRCO,CRCL,1.0,0.836826,126,ols
CVNY,CVNA,1.0,0.815728,292,ols
DISO,DIS,1.0,0.759714,502,ols
DRAY,DKNG,1.0,0.805839,180,ols
FBY,META,1.0,0.78759,502,ols
GMEY,GME,1.0,0.653137,141,ols
GOOY,GOOGL,1.0,0.752354,502,ols
HIYY,HIMS,1.0,0.872946,131,ols
HOOY,HOOD,1.0,0.790662,225,ols
MARO,MARA,1.0,0.782394,326,ols
MRNY,MRNA,1.0,0.760923,502,ols
MSFO,MSFT,1.0,0.790657,502,ols
MSTY,MSTR,1.0,0.763661,502,ols
NFLY,NFLX,1.0,0.780115,502,ols
NVDY,NVDA,1.0,0.787982,502,ols
PLTY,PLTR,1.0,0.794835,370,ols
PYPY,PYPL,1.0,0.815305,502,ols
RBLY,RBLX,1.0,0.846461,170,ols
RDYY,RDDT,1.0,0.821199,141,ols
SMCY,SMCI,1.0,0.75936,388,ols
SNOY,SNOW,1.0,0.794422,452,ols
TSLY,TSLA,1.0,0.75567,502,ols
TSMY,TSM,1.0,0.797616,403,ols
XOMO,XOM,1.0,0.802061,502,ols
XYZY,XYZ,1.0,0.813012,502,ols
AAPW,AAPL,1.0,1.099003,279,ols
AMDW,AMD,1.0,1.199026,173,ols
AMZW,AMZN,1.0,1.213823,197,ols
ARMW,ARM,1.0,1.203436,109,ols
AVGW,AVGO,1.0,1.196664,173,ols
BABW,BABA,1.0,1.22734,109,ols
BRKW,BRK-B,1.0,1.180234,197,ols
COIW,COIN,1.0,1.21756,280,ols
COSW,COST,1.0,1.243292,109,ols
GOOW,GOOGL,1.0,1.222717,173,ols
HOOW,HOOD,1.0,1.210594,197,ols
METW,META,1.0,1.185179,197,ols
MSFW,MSFT,1.0,1.217564,173,ols
MSTW,MSTR,1.0,1.2199,173,ols
NFLW,NFLX,1.0,1.19248,197,ols
NVDW,NVDA,1.0,1.200391,280,ols
PLTW,PLTR,1.0,1.195158,280,ols
TSLW,TSLA,1.0,1.197516,280,ols
UBEW,UBER,1.0,1.223394,109,ols
UNHW,UNH,1.0,1.202494,81,ols
TSYW,TLT,1.0,1.137663,94,ols
GLDW,GOLD,1.0,0.34294,104,ols
GDXW,GDX,1.0,1.201885,104,ols
TOPW,TOP,1.0,0.030423,144,ols
SDS,SPY,-2.0,-1.935721,502,ols
QID,QQQ,-2.0,-1.993125,502,ols
DXD,DIA,-2.0,-1.990119,502,ols
TWM,IWM,-2.0,-2.003306,502,ols
SCO,USO,-2.0,-1.446577,502,ols
MSTZ,MSTR,-2.0,-1.982465,384,ols
NVDQ,NVDA,-2.0,-1.992151,502,ols
BTCZ,IBIT,-2.0,-1.992766,433,ols
ETHD,ETHA,-2.0,-1.981581,424,ols
CRCD,CRCL,-2.0,-2.011311,128,ols
CORD,CRWV,-2.0,-2.006367,128,ols
TSLQ,TSLA,-2.0,-1.857287,502,ols
ZSL,SLV,-2.0,-2.023391,502,ols
SQQQ,QQQ,-3.0,-2.9766,502,ols
SPXS,SPY,-3.0,-2.90218,502,ols
TZA,IWM,-3.0,-2.991596,502,ols
SOXS,SOXX,-3.0,-2.99035,502,ols
FAZ,XLF,-3.0,-3.000286,502,ols
LABD,XBI,-3.0,-2.991842,502,ols
TECS,XLK,-3.0,-2.963329,502,ols
SDOW,DIA,-3.0,-2.989118,502,ols
DUST,GDX,-3.0,-1.9869,502,ols
TTXD,XLK,-2.0,-1.869417,124,ols
TSXD,SOXX,-2.0,-1.886221,124,ols
WEBS,XLK,-3.0,-2.248816,502,ols
FNGD,XLK,-3.0,-2.84361,502,ols
REW,XLK,-2.0,-1.998427,502,ols
SKF,XLF,-2.0,-2.003439,502,ols
SPXU,SPY,-3.0,-2.894914,502,ols
DUG,XLE,-2.0,-1.974995,502,ols
DRIP,XOP,-2.0,-1.998401,502,ols
TMV,TLT,-3.0,-2.963534,502,ols
TBT,TLT,-2.0,-1.981571,502,ols
TBX,TLT,-2.0,-0.425979,502,ols
NVDS,NVDA,-1.5,-1.452872,502,ols
EWV,EWJ,-2.0,-1.97731,502,ols
APLZ,APLD,-2.0,-1.987417,48,ols
AMZO,AMZN,-2.0,-1.558983,6,ols_short_history
HIBS,SPY,-3.0,-4.469009,502,ols
CLSZ,CLSK,-2.0,-2.0137,29,ols_short_history
