date,ticker,delta_usd,cum_usd
2026-04-01,SDS,0.0,0.0
2026-04-01,EWV,0.0,0.0
2026-04-01,SQQQ,0.0,0.0
2026-04-01,TQQY,0.0,0.0
2026-04-01,LABD,0.0,0.0
2026-04-01,SOXS,0.0,0.0
2026-04-01,FAZ,0.0,0.0
2026-04-01,DUST,0.0,0.0
2026-04-01,ZSL,0.0,0.0
2026-04-01,TSLQ,0.0,0.0
2026-04-01,TSYY,0.0,0.0
2026-04-01,NVDQ,0.0,0.0
2026-04-01,NVYY,0.0,0.0
2026-04-01,AMZO,0.0,0.0
2026-04-01,AZYY,0.0,0.0
