ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.986556,500,ols
AMUU,AMD,2.0,2.007393,252,ols
AMZU,AMZN,2.0,1.988483,500,ols
ASMU,ASML,2.0,1.993393,37,ols
AVL,AVGO,2.0,1.986734,371,ols
BOEU,BA,2.0,1.992881,239,ols
BABU,BABA,2.0,2.03258,36,ols
BRKU,BRK-B,2.0,1.94575,328,ols
CONX,COIN,2.0,2.003191,93,ols
CSCL,CSCO,2.0,2.023966,196,ols
FRDU,F,2.0,1.984399,177,ols
GGLL,GOOGL,2.0,1.994736,500,ols
HODU,HOOD,2.0,2.006207,93,ols
LINT,INTC,2.0,1.991105,93,ols
ELIL,LLY,2.0,1.992878,257,ols
LMTL,LMT,2.0,1.998927,167,ols
METU,META,2.0,1.998318,458,ols
MRVU,MRVL,2.0,2.009321,36,ols
MSFU,MSFT,2.0,1.991717,500,ols
MUU,MU,2.0,1.994182,371,ols
NFXL,NFLX,2.0,1.996125,376,ols
NVDU,NVDA,2.0,1.987283,500,ols
ORCU,ORCL,2.0,2.003421,93,ols
PALU,PANW,2.0,2.004825,257,ols
PLTU,PLTR,2.0,1.991931,328,ols
QCMU,QCOM,2.0,2.002703,196,ols
SHPU,SHOP,2.0,2.011904,167,ols
SOFA,SOFI,2.0,1.989473,37,ols
TSLL,TSLA,2.0,1.993798,500,ols
TSMX,TSM,2.0,1.994971,376,ols
XOMX,XOM,2.0,1.982839,239,ols
YINN,FXI,2.0,2.973006,500,ols
MEXX,EWW,2.0,2.956309,500,ols
KORU,EWY,2.0,2.929448,500,ols
HIBL,SPY,2.0,4.479496,500,ols
LABU,XBI,2.0,2.988146,500,ols
SOXL,SOXX,2.0,2.96177,500,ols
CHAU,ASHR,2.0,1.966291,500,ols
CWEB,KWEB,2.0,1.987826,500,ols
ERX,XLE,2.0,1.987134,500,ols
NUGT,GDX,2.0,1.977584,500,ols
JNUG,GDXJ,2.0,1.974887,500,ols
GUSH,XOP,2.0,2.010416,500,ols
URAA,URA,2.0,1.932296,445,ols
MSTU,MSTR,2.0,1.966009,387,ols
NVDX,NVDA,2.0,1.99788,500,ols
TSLT,TSLA,2.0,1.992749,500,ols
BTCL,IBIT,2.0,2.006512,436,ols
ETU,ETHA,2.0,1.989787,361,ols
CCUP,CRCL,2.0,1.984484,164,ols
CRWU,CRWV,2.0,1.988378,174,ols
AAPX,AAPL,2.0,1.995526,500,ols
GOOX,GOOGL,2.0,1.979385,500,ols
MSFX,MSFT,2.0,2.007331,500,ols
NFLU,NFLX,2.0,1.99157,380,ols
ROBN,HOOD,2.0,2.011215,295,ols
DJTU,DJT,2.0,2.006869,274,ols
RBLU,RBLX,2.0,2.018244,274,ols
SNOU,SNOW,2.0,2.016907,238,ols
SMUP,SMR,2.0,1.980385,174,ols
GLXU,GLXY,2.0,2.011144,165,ols
AFRU,AFRM,2.0,1.951944,139,ols
KTUP,KTOS,2.0,2.032062,139,ols
TTDU,TTD,2.0,1.995937,138,ols
BMNU,BMNR,2.0,1.948073,131,ols
SBTU,SBET,2.0,2.024067,114,ols
CIFU,CIFR,2.0,1.984553,91,ols
SOLX,GSOL,2.0,1.970883,84,ols
XRPK,XRPZ,2.0,1.957121,84,ols
XRPT,XRPZ,2.0,2.016329,90,ols
CHNU,CHNL,2.0,2.0,0,imputed_no_overlap
CRDX,CRDD,2.0,2.0,0,imputed_no_overlap
STLU,STLR,2.0,2.0,0,imputed_no_overlap
GMEU,GME,2.0,1.965253,238,ols
APLX,APLD,2.0,1.994404,144,ols
APPX,APP,2.0,1.986769,237,ols
ARCX,ACHR,2.0,1.986114,206,ols
ASTX,ASTS,2.0,1.989835,185,ols
BEX,BE,2.0,1.975979,97,ols
CEGX,CEG,2.0,1.985149,185,ols
CLSX,CLSK,2.0,1.99846,139,ols
COZX,CORZ,2.0,2.037461,103,ols
CRDU,CRDO,2.0,1.990322,139,ols
CSEX,CLS,2.0,1.996895,97,ols
CWVX,CRWV,2.0,1.98929,185,ols
DOGD,DDOG,2.0,2.013607,163,ols
ENPX,ENPH,2.0,2.0187,139,ols
FLYT,FLY,2.0,1.983845,112,ols
GEVX,GEV,2.0,1.995925,185,ols
IREX,IREN,2.0,1.981836,112,ols
JOBX,JOBY,2.0,1.977908,144,ols
LABX,ALAB,2.0,1.995419,163,ols
LRCU,LRCX,2.0,2.039653,158,ols
MDBX,MDB,2.0,1.990809,158,ols
NEBX,NBIS,2.0,1.997629,144,ols
NNEX,NNE,2.0,1.986661,97,ols
NVTX,NVTS,2.0,1.997689,144,ols
OPEX,OPEN,2.0,1.994139,112,ols
PONX,PONY,2.0,2.005588,144,ols
QBTX,QBTS,2.0,1.992085,237,ols
QUBX,QUBT,2.0,1.962739,197,ols
RGTU,RGTI,2.0,1.986009,197,ols
SMU,SMR,2.0,1.985124,185,ols
SNPX,SNPS,2.0,1.919422,97,ols
