ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
SRPU,SRPT,2.0,1.964649,112,ols
TARK,ARKK,2.0,1.977843,500,ols
TEMT,TEM,2.0,1.984749,225,ols
UNX,U,2.0,2.029089,139,ols
UPSX,UPST,2.0,1.985432,206,ols
VOYX,VOYG,2.0,1.9685,144,ols
WULX,WULF,2.0,1.99345,112,ols
CRMU,CRML,2.0,1.9649,38,ols
UECG,UEC,2.0,1.99671,38,ols
DNNG,DNN,2.0,1.979777,38,ols
RCAX,RCAT,2.0,2.011036,43,ols
RDWU,RDW,2.0,1.978684,45,ols
OKLL,OKLO,2.0,1.997892,197,ols
GDXU,GDX,2.0,3.043328,500,ols
MRNX,MRNA,2.0,2.01686,42,ols
ZETX,ZETA,2.0,2.057634,42,ols
LITX,LITE,2.0,1.980377,48,ols
SNXX,SNDX,2.0,1.274673,48,ols
WDCX,WDC,2.0,2.046483,48,ols
LNOK,NOK,2.0,1.954425,52,ols
USGG,USAR,2.0,1.997232,57,ols
ONDG,ONDS,2.0,2.00368,57,ols
PLUL,PLUG,2.0,1.940367,57,ols
ALBG,ALB,2.0,2.007953,57,ols
UUUG,UUUU,2.0,2.001116,57,ols
HUTG,HUT,2.0,2.002207,57,ols
XPEG,XPEV,2.0,1.986874,55,ols
ORLG,ORLY,2.0,2.003166,55,ols
LUNL,LUNR,2.0,1.989721,57,ols
RKTL,RKT,2.0,1.958155,57,ols
EOSU,EOSE,2.0,1.96416,56,ols
BTFL,KEEL,2.0,2.054967,66,ols
FGRU,FIGR,2.0,2.000867,33,ols
APHU,APH,2.0,2.008439,33,ols
COPZ,COPX,2.0,2.036939,33,ols
LEUX,LEU,2.0,2.073934,32,ols
COHX,COHR,2.0,2.060728,32,ols
AXPG,AXP,2.0,2.012512,32,ols
FCXG,FCX,2.0,2.047329,32,ols
GLWG,GLW,2.0,1.98388,19,ols_short_history
SNDU,SNDK,2.0,1.960523,17,ols_short_history
PAAU,PAAS,2.0,1.958097,17,ols_short_history
BITX,IBIT,2.0,2.004459,500,ols
ETHU,ETHA,2.0,2.001332,427,ols
XXRP,XRPZ,2.0,2.020754,90,ols
ADBU,ADBE,2.0,1.911411,8,ols_short_history
PYPU,PYPL,2.0,1.963413,8,ols_short_history
TXNU,TXN,2.0,1.992802,8,ols_short_history
UNHU,UNH,2.0,1.981028,8,ols_short_history
AAOX,AAOI,2.0,1.965931,9,ols_short_history
HLXX,HL,2.0,2.029986,9,ols_short_history
IBX,IBM,2.0,1.888532,9,ols_short_history
AALG,AAL,2.0,1.981449,185,ols
ABNG,ABNB,2.0,1.986375,95,ols
ADBG,ADBE,2.0,1.992567,261,ols
AMDG,AMD,2.0,2.002964,300,ols
ARMG,ARM,2.0,1.996038,307,ols
ASMG,ASML,2.0,1.985029,307,ols
AVGG,AVGO,2.0,1.997923,222,ols
BAIG,BBAI,2.0,2.00239,156,ols
BEG,BE,2.0,1.993812,75,ols
BIDG,BIDU,2.0,2.018003,73,ols
BLSG,BLSH,2.0,2.018976,110,ols
BMNG,BMNR,2.0,1.992471,110,ols
BOEG,BA,2.0,1.988816,203,ols
BULG,BULL,2.0,1.975905,164,ols
CIFG,CIFR,2.0,1.990323,78,ols
CMGG,CMG,2.0,1.973611,95,ols
CNCG,CNC,2.0,2.008472,73,ols
COIG,COIN,2.0,1.996226,265,ols
COTG,COST,2.0,1.985738,137,ols
CRCG,CRCL,2.0,1.991145,164,ols
CRMG,CRM,2.0,1.982946,251,ols
CRWG,CRWV,2.0,1.996289,164,ols
DUOG,DUOL,2.0,2.020466,78,ols
FIGG,FIG,2.0,1.994245,119,ols
FUTG,FUTU,2.0,1.999117,119,ols
GEMG,GEMI,2.0,1.975374,103,ols
GEVG,GEV,2.0,1.959836,75,ols
GLGG,GLXY,2.0,1.99948,156,ols
GRAG,GRAB,2.0,1.9706,78,ols
HOOG,HOOD,2.0,2.005793,261,ols
IREG,IREN,2.0,1.969419,75,ols
KLAG,KLAC,2.0,2.011102,73,ols
LACG,LAC,2.0,2.008018,78,ols
LULG,LULU,2.0,1.990592,103,ols
MPG,MP,2.0,1.986132,110,ols
NBIG,NBIS,2.0,2.009021,110,ols
NEMG,NEM,2.0,1.997171,95,ols
NETG,NET,2.0,2.003145,95,ols
NIOG,NIO,2.0,1.972543,73,ols
NUG,NU,2.0,1.98018,95,ols
NVDG,NVDA,2.0,1.969356,326,ols
OKTG,OKTA,2.0,1.999315,95,ols
OPEG,OPEN,2.0,2.001977,78,ols
OSCG,OSCR,2.0,1.986865,103,ols
PANG,PANW,2.0,1.994972,261,ols
PBRG,PBR,2.0,1.924435,73,ols
PLTG,PLTR,2.0,1.996624,237,ols
PYPG,PYPL,2.0,1.995188,251,ols
RTXG,RTX,2.0,2.012766,208,ols
SATG,SATS,2.0,2.004175,75,ols
SBU,SBUX,2.0,1.999838,95,ols
SNAG,SNAP,2.0,1.962412,73,ols
SPOG,SPOT,2.0,1.973029,95,ols
TERG,TER,2.0,1.995838,95,ols
TSLG,TSLA,2.0,1.991221,326,ols
TSMG,TSM,2.0,1.9813,307,ols
UNHG,UNH,2.0,1.995788,178,ols
UPSG,UPS,2.0,1.987658,78,ols
VALG,VALE,2.0,1.977026,73,ols
XYZG,XYZ,2.0,1.998845,251,ols
COIO,COIN,2.0,0.947803,162,ols
MSOO,MSTR,2.0,0.975188,162,ols
NVDO,NVDA,2.0,0.9562,162,ols
PLOO,PLTR,2.0,0.893718,162,ols
TSLO,TSLA,2.0,0.864111,162,ols
CRCA,CRCL,2.0,1.98118,166,ols
NVDB,NVDA,2.0,1.995931,143,ols
PLTA,PLTR,2.0,1.99091,143,ols
TSLI,TSLA,2.0,1.981358,143,ols
COIA,COIN,2.0,2.001213,143,ols
BITU,IBIT,2.0,1.99247,500,ols
ETHT,ETHA,2.0,1.991652,427,ols
UXRP,XRPZ,2.0,1.999765,90,ols
SOLT,SOEZ,2.0,2.016254,84,ols
TSLR,TSLA,2.0,1.998837,500,ols
AAPB,AAPL,2.0,1.989989,500,ols
AMDL,AMD,2.0,1.997839,500,ols
AMZZ,AMZN,2.0,1.990375,500,ols
AVGU,AVGO,2.0,1.990066,183,ols
BABX,BABA,2.0,2.006333,500,ols
BULX,BULL,2.0,1.973915,148,ols
CONL,COIN,2.0,1.987045,500,ols
CRWL,CRWD,2.0,1.995788,348,ols
DLLL,DELL,2.0,1.986235,285,ols
ETRL,ETOR,2.0,1.999764,148,ols
GOU,GOOGL,2.0,2.03793,85,ols
INTW,INTC,2.0,1.98762,286,ols
IONL,IONQ,2.0,1.985768,258,ols
ISUL,ISRG,2.0,2.000635,124,ols
LCDL,LCID,2.0,1.96025,240,ols
MRAL,MARA,2.0,1.978308,271,ols
FBL,META,2.0,1.996722,500,ols
MVLL,MRVL,2.0,1.993544,271,ols
MSFL,MSFT,2.0,1.9922,500,ols
MSTP,MSTR,2.0,1.996682,206,ols
MULL,MU,2.0,1.998784,348,ols
NBIL,NBIS,2.0,1.999242,124,ols
NOWL,NOW,2.0,1.995099,183,ols
NVDL,NVDA,2.0,1.98758,500,ols
PDDL,PDD,2.0,2.008682,183,ols
PTIR,PLTR,2.0,1.996644,397,ols
QCML,QCOM,2.0,1.972932,252,ols
RDTL,RDDT,2.0,1.980961,259,ols
RVNL,RIVN,2.0,1.986208,240,ols
SMCL,SMCI,2.0,1.764264,326,ols
TSMU,TSM,2.0,1.992645,348,ols
UBRL,UBER,2.0,1.997281,397,ols
VRTL,VRT,2.0,1.981212,259,ols
AMYY,AMD,2.0,0.314749,139,ols
AZYY,AMZN,2.0,0.648803,139,ols
BBYY,BABA,2.0,0.586647,113,ols
XBTY,IBIT,2.0,0.540815,225,ols
COYY,COIN,2.0,0.475909,173,ols
NUGY,GDX,2.0,0.482999,94,ols
HMYY,HIMS,2.0,0.263441,85,ols
HOYY,HOOD,2.0,0.511448,129,ols
IOYY,IONQ,2.0,0.367065,104,ols
MAAY,MARA,2.0,0.314327,104,ols
FBYY,META,2.0,0.583377,113,ols
MTYY,MSTR,2.0,0.390951,134,ols
NVYY,NVDA,2.0,0.656149,225,ols
PLYY,PLTR,2.0,0.536848,134,ols
QBY,QBTS,2.0,0.284927,86,ols
TQQY,QQQ,2.0,0.876911,278,ols
RGYY,RGTI,2.0,0.323584,89,ols
RTYY,RIOT,2.0,0.355718,85,ols
SEMY,SOXX,2.0,0.72428,94,ols
SMYY,SMCI,2.0,0.328279,129,ols
YSPY,SPY,2.0,0.843322,252,ols
TSYY,TSLA,2.0,0.540686,323,ols
QYLD,QQQ,1.0,0.628359,500,ols
QYLG,QQQ,1.0,0.801869,500,ols
QQQX,QQQ,1.0,0.787238,500,ols
JEPQ,QQQ,1.0,0.773704,500,ols
XYLD,SPY,1.0,0.647149,500,ols
XYLG,SPY,1.0,0.816327,500,ols
JEPI,SPY,1.0,0.599283,500,ols
SPYI,SPY,1.0,0.829882,500,ols
RYLD,IWM,1.0,0.578249,500,ols
ABNY,ABNB,1.0,0.796299,446,ols
AIYY,AI,1.0,0.770947,500,ols
AMDY,AMD,1.0,0.798119,500,ols
AMZY,AMZN,1.0,0.764924,500,ols
APLY,AAPL,1.0,0.788166,500,ols
BABO,BABA,1.0,0.774078,415,ols
BRKC,BRK-B,1.0,0.828618,209,ols
CONY,COIN,1.0,0.775381,500,ols
CRCO,CRCL,1.0,0.836835,129,ols
CVNY,CVNA,1.0,0.815748,295,ols
DISO,DIS,1.0,0.759246,500,ols
DRAY,DKNG,1.0,0.800039,183,ols
FBY,META,1.0,0.790965,500,ols
GMEY,GME,1.0,0.649833,144,ols
GOOY,GOOGL,1.0,0.753508,500,ols
HIYY,HIMS,1.0,0.871888,134,ols
HOOY,HOOD,1.0,0.790282,228,ols
MARO,MARA,1.0,0.781728,329,ols
MRNY,MRNA,1.0,0.76066,500,ols
MSFO,MSFT,1.0,0.792412,500,ols
MSTY,MSTR,1.0,0.762013,500,ols
NFLY,NFLX,1.0,0.785182,500,ols
NVDY,NVDA,1.0,0.78708,500,ols
PLTY,PLTR,1.0,0.79478,373,ols
PYPY,PYPL,1.0,0.814338,500,ols
RBLY,RBLX,1.0,0.84141,173,ols
RDYY,RDDT,1.0,0.822338,144,ols
SMCY,SMCI,1.0,0.759116,391,ols
SNOY,SNOW,1.0,0.794467,455,ols
TSLY,TSLA,1.0,0.755014,500,ols
TSMY,TSM,1.0,0.797598,406,ols
XOMO,XOM,1.0,0.804855,500,ols
XYZY,XYZ,1.0,0.811742,500,ols
AAPW,AAPL,1.0,1.100112,282,ols
AMDW,AMD,1.0,1.198607,176,ols
AMZW,AMZN,1.0,1.213183,200,ols
ARMW,ARM,1.0,1.204608,112,ols
AVGW,AVGO,1.0,1.198096,176,ols
BABW,BABA,1.0,1.226403,112,ols
BRKW,BRK-B,1.0,1.179731,200,ols
COIW,COIN,1.0,1.217696,283,ols
COSW,COST,1.0,1.236132,112,ols
GOOW,GOOGL,1.0,1.226677,176,ols
HOOW,HOOD,1.0,1.210644,200,ols
METW,META,1.0,1.185403,200,ols
MSFW,MSFT,1.0,1.216551,176,ols
MSTW,MSTR,1.0,1.217525,176,ols
NFLW,NFLX,1.0,1.19134,200,ols
NVDW,NVDA,1.0,1.200412,283,ols
PLTW,PLTR,1.0,1.195148,283,ols
TSLW,TSLA,1.0,1.197847,283,ols
UBEW,UBER,1.0,1.221613,112,ols
UNHW,UNH,1.0,1.199457,84,ols
TSYW,TLT,1.0,1.155668,97,ols
GLDW,GOLD,1.0,0.343235,107,ols
GDXW,GDX,1.0,1.201577,107,ols
TOPW,TOP,1.0,0.030493,147,ols
SDS,SPY,-2.0,-1.935104,500,ols
QID,QQQ,-2.0,-1.993071,500,ols
DXD,DIA,-2.0,-1.989613,500,ols
TWM,IWM,-2.0,-2.003109,500,ols
SCO,USO,-2.0,-1.403122,500,ols
MSTZ,MSTR,-2.0,-1.9822,387,ols
NVDQ,NVDA,-2.0,-1.991921,500,ols
BTCZ,IBIT,-2.0,-1.992804,436,ols
ETHD,ETHA,-2.0,-1.981745,427,ols
CRCD,CRCL,-2.0,-2.011226,131,ols
CORD,CRWV,-2.0,-2.005591,131,ols
TSLQ,TSLA,-2.0,-1.865116,500,ols
ZSL,SLV,-2.0,-2.023542,500,ols
SQQQ,QQQ,-3.0,-2.976487,500,ols
SPXS,SPY,-3.0,-2.900925,500,ols
TZA,IWM,-3.0,-2.991815,500,ols
SOXS,SOXX,-3.0,-2.98984,500,ols
FAZ,XLF,-3.0,-3.000635,500,ols
LABD,XBI,-3.0,-2.992136,500,ols
TECS,XLK,-3.0,-2.962767,500,ols
SDOW,DIA,-3.0,-2.988574,500,ols
DUST,GDX,-3.0,-1.985896,500,ols
TTXD,XLK,-2.0,-1.874292,127,ols
TSXD,SOXX,-2.0,-1.888866,127,ols
WEBS,XLK,-3.0,-2.246338,500,ols
FNGD,XLK,-3.0,-2.842734,500,ols
REW,XLK,-2.0,-1.998713,500,ols
SKF,XLF,-2.0,-2.003972,500,ols
SPXU,SPY,-3.0,-2.894064,500,ols
DUG,XLE,-2.0,-1.97503,500,ols
DRIP,XOP,-2.0,-1.999124,500,ols
TMV,TLT,-3.0,-2.966257,500,ols
TBT,TLT,-2.0,-1.983331,500,ols
TBX,TLT,-2.0,-0.425904,500,ols
NVDS,NVDA,-1.5,-1.453852,500,ols
EWV,EWJ,-2.0,-1.980243,500,ols
APLZ,APLD,-2.0,-1.986968,51,ols
AMZO,AMZN,-2.0,-1.966958,9,ols_short_history
BEZ,BE,-2.0,-1.971114,37,ols
NBIZ,NBIS,-2.0,-1.987875,51,ols
SMZ,SMR,-2.0,-1.971332,37,ols
HIBS,SPY,-3.0,-4.473407,500,ols
CLSZ,CLSK,-2.0,-2.025734,32,ols
IREZ,IREN,-2.0,-2.01174,51,ols
