bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.09999999995683673,0.14814814808420254,0.0,0.0,1.086582317545798,0.17177853290483888,2.213919310579444,0.09999999995683669,4.163336342344337e-17,1.0,False
core_leveraged,ASTX,ASTS,0.09999999989172849,0.1481481479877459,0.0,0.0,0.9163964475529239,0.11627323270271583,2.7584917799918687,0.09999999989172845,4.163336342344337e-17,1.0,False
core_leveraged,IRE,IREN,0.099999999780019,0.14814814782225036,0.0,0.0,0.8984756171362082,0.1350732174805186,2.328118570530297,0.09999999978001896,4.163336342344337e-17,1.0,False
core_leveraged,SMU,SMR,0.09999999957579231,0.1481481475196923,0.0,0.0,0.8355048127329259,0.1351590893931274,2.1635739465953625,0.09999999957579227,4.163336342344337e-17,1.0,False
core_leveraged,CLSX,CLSK,0.09956374884564635,0.14750185014169828,0.0,0.0,0.7775148405313508,0.14135964308787097,1.9250911238988706,0.09956374884564631,4.163336342344337e-17,1.0,False
core_leveraged,NBIG,NBIS,0.05125457381123606,0.07593270194257194,0.0,0.0,0.8369972523656957,0.12251775776005384,2.391074107818089,0.05125457381123604,2.0816681711721685e-17,1.0,False
core_leveraged,NEBX,NBIS,0.04874542424885413,0.07221544333163574,0.0,0.0,0.8353244859694027,0.11922771256839328,2.452144420044801,0.048745424248854106,2.0816681711721685e-17,1.0,False
core_leveraged,WULX,WULF,0.04037384378617758,0.059813101905448265,0.0,0.0,0.7380507593462613,0.16847516205867977,1.533269133649621,0.04037384378617756,2.0816681711721685e-17,1.0,False
whitelist_stock,IOYY,IONQ,0.03999999996371252,0.19999999981856256,0.0,0.0,0.5932301134989253,0.26826695080684526,0.7739698800025493,0.0399999999637125,2.0816681711721685e-17,1.0,False
whitelist_stock,MAAY,MARA,0.03999999995899141,0.199999999794957,0.0,0.0,0.5770089807709469,0.2539926558008446,0.7951141052998896,0.03999999995899139,2.0816681711721685e-17,1.0,False
whitelist_stock,XBTY,IBIT,0.03999999992110454,0.19999999960552267,0.0,0.0,0.5029723900564718,0.21170235870678145,0.8315464107019702,0.03999999992110452,2.0816681711721685e-17,1.0,False
whitelist_stock,MTYY,MSTR,0.039999999916300405,0.199999999581502,0.0,0.0,0.5278188691463831,0.26318686433342864,0.7019218252746583,0.039999999916300384,2.0816681711721685e-17,1.0,False
