etf,underlying,pair_frac_merged
NVTX,NVTS,0.09999999995683669
ASTX,ASTS,0.09999999989172845
IRE,IREN,0.09999999978001896
SMU,SMR,0.09999999957579227
CLSX,CLSK,0.09956374884564631
NBIG,NBIS,0.05125457381123604
NEBX,NBIS,0.048745424248854106
WULX,WULF,0.04037384378617756
IOYY,IONQ,0.0399999999637125
MAAY,MARA,0.03999999995899139
XBTY,IBIT,0.03999999992110452
MTYY,MSTR,0.039999999916300384
SMYY,SMCI,0.03999999991227883
OKLL,OKLO,0.02927783909835794
PLTZ,PLTR,0.025000000002623087
CONI,COIN,0.025000000002540112
CORD,CRWV,0.02499999999920777
ETHD,ETHA,0.024999999997738487
MSDD,MSTR,0.02499999997786059
GLXU,GLXY,0.005784566301949855
NBIL,NBIS,1.825988693371492e-09
FBYY,META,2.6734850985645334e-10
CRDU,CRDO,1.9518197382671482e-10
LABX,ALAB,1.8135275690238486e-10
IREX,IREN,1.1424229007754685e-10
RKLX,RKLB,1.047739066676724e-10
QUBX,QUBT,7.038309332363864e-11
APPX,APP,6.609030986910355e-11
ETU,ETHA,6.527280636537133e-11
ETHU,ETHA,6.315409976392864e-11
CWVX,CRWV,6.106521208470679e-11
COYY,COIN,6.026382087557628e-11
QBTX,QBTS,5.738291080681763e-11
SBTU,SBET,5.111836691289445e-11
ETHT,ETHA,4.388926588307009e-11
AVXX,AVAV,4.2411764533915264e-11
RGTU,RGTI,4.189177284541721e-11
CONL,COIN,3.296905953250547e-11
COIA,COIN,3.1346265297125185e-11
CRWU,CRWV,3.029797247817065e-11
RGTX,RGTI,2.818494026378059e-11
RIOX,RIOT,2.472708500311053e-11
ARCX,ACHR,2.317413463743164e-11
COIG,COIN,2.3164530364342304e-11
INTW,INTC,2.3127493796672388e-11
RDTL,RDDT,2.3092272091008102e-11
KTUP,KTOS,2.304937587135682e-11
PTIR,PLTR,2.2759568141463527e-11
SOUX,SOUN,2.2677074101083523e-11
COZX,CORZ,2.255498397062711e-11
TEMT,TEM,2.2418878528116e-11
MUU,MU,2.2327408003619098e-11
MPL,MP,2.212586119135496e-11
OSCX,OSCR,2.2006297894093703e-11
GDXU,GDX,2.1995909188249178e-11
UPSX,UPST,2.1949945281206014e-11
RBLU,RBLX,2.1844627241889148e-11
PONX,PONY,2.173019540532603e-11
QSU,QS,2.1685389213451168e-11
OPEX,OPEN,2.1347522510831168e-11
ROBN,HOOD,2.0868490935777878e-11
HOOX,HOOD,2.072542827336407e-11
MPG,MP,2.0282542930060772e-11
AMDL,AMD,2.003860607787238e-11
MSTZ,MSTR,2.002992386016346e-11
AMUU,AMD,1.9972330512656026e-11
AMDG,AMD,1.9861512842635468e-11
SNOU,SNOW,1.9712324626167897e-11
MULL,MU,1.9668419938240463e-11
PLTU,PLTR,1.9034776219469245e-11
VRTL,VRT,1.8736598145917334e-11
HOOG,HOOD,1.862181692419665e-11
BULX,BULL,1.806562366622211e-11
JNUG,GDXJ,1.7777795405158727e-11
GLGG,GLXY,1.7680768410606993e-11
SOFX,SOFI,1.7579817123457818e-11
NUGT,GDX,1.7524001743469816e-11
PLTA,PLTR,1.732313784667974e-11
HIMZ,HIMS,1.6929800423358192e-11
CVNX,CVNA,1.6462057640577464e-11
LRCU,LRCX,1.6120642050786005e-11
GEVX,GEV,1.568786103343979e-11
ANEL,ANET,1.54941663539765e-11
BABX,BABA,1.5357609705653562e-11
URAA,URA,1.5272161238070816e-11
MVLL,MRVL,1.5248419540957516e-11
DKNX,DKNG,1.5118117517232144e-11
TSLI,TSLA,1.5101216890054416e-11
MSTX,MSTR,1.464889580796207e-11
BITX,IBIT,1.4624386250760018e-11
TSLL,TSLA,1.3772253257713323e-11
BTCL,IBIT,1.3754046870174825e-11
SOXL,SOXX,1.3584131448713705e-11
AFRU,AFRM,1.3564970187493862e-11
SHPU,SHOP,1.3455629020409567e-11
BITU,IBIT,1.3420633009066301e-11
TSLR,TSLA,1.3223369375322217e-11
JOBX,JOBY,1.2874308738040308e-11
QPUX,IONQ,1.2735067175925198e-11
IONX,IONQ,1.2703096946046188e-11
AVGG,AVGO,1.2696540405318342e-11
PLTG,PLTR,1.2679481740120966e-11
VSTL,VST,1.2603385037063087e-11
ETRL,ETOR,1.260029223457565e-11
IONL,IONQ,1.2409068353878736e-11
UNHG,UNH,1.2101251091412006e-11
TSLT,TSLA,1.1956360241040011e-11
UBRL,UBER,1.1930557466970854e-11
MRAL,MARA,1.1925319050169868e-11
NOWL,NOW,1.1719355949353852e-11
CEGX,CEG,1.169866748407567e-11
QCMU,QCOM,1.1516341536686618e-11
LLYX,LLY,1.1484376065081459e-11
AVL,AVGO,1.137946110489635e-11
DLLL,DELL,1.131698708022908e-11
ARMG,ARM,1.1292971728851349e-11
MSTU,MSTR,1.1226945220732807e-11
CWEB,KWEB,1.1226878463152179e-11
YINN,FXI,1.1142003799500063e-11
TSLG,TSLA,1.1126305055812363e-11
CRMG,CRM,1.1003772410302954e-11
GOOX,GOOGL,1.1001449996220175e-11
FBL,META,1.0938473571982112e-11
SMCL,SMCI,1.0923495698027704e-11
ORCX,ORCL,1.0909881228551895e-11
TARK,ARKK,1.0907703725765799e-11
NVOX,NVO,1.0874201400900154e-11
MSFU,MSFT,1.0852633051083847e-11
ASMG,ASML,1.0846551474933501e-11
TTDU,TTD,1.0836490449312367e-11
CRWL,CRWD,1.083462211818071e-11
METU,META,1.0548777727344039e-11
TSMG,TSM,1.0338125604623299e-11
TSMU,TSM,1.032370678958556e-11
NFLU,NFLX,1.0322256117474105e-11
AVGX,AVGO,1.0319812907072e-11
NFXL,NFLX,1.031943183062399e-11
PANG,PANW,1.027366784814916e-11
PALU,PANW,1.0264820109215019e-11
AMZU,AMZN,1.0259067533094172e-11
AMZZ,AMZN,1.0233191892698731e-11
AVGU,AVGO,1.020201452892428e-11
BOEG,BA,1.0165165556060807e-11
BOEU,BA,1.001605192788148e-11
NVDB,NVDA,9.19021541033068e-12
NVDL,NVDA,9.106779807451545e-12
NVDG,NVDA,9.091465853535073e-12
NVDU,NVDA,9.082486015377357e-12
