etf,underlying,pair_frac_merged
TXXS,TSUI,0.09999999997807874
SMZ,SMR,0.0999999999662508
FBYY,META,0.09999999991986203
XBTY,IBIT,0.09188967726462814
SNXX,SNDK,0.07715863128386467
RCAX,RCAT,0.05727611750618799
CRMU,CRML,0.05333700748277277
OPEG,OPEN,0.02902202409892924
FBL,META,0.02354179285059464
LITX,LITE,0.021033878843949534
LEUX,LEU,0.017375883959522713
RDWU,RDW,0.01566558722117386
NVTX,NVTS,0.014007922389745905
CLSZ,CLSK,0.013381742844030946
ZETX,ZETA,0.013340417106172373
BITX,IBIT,0.010128550516688237
LACG,LAC,0.010051062576520014
SMU,SMR,0.009820587951810955
BTCL,IBIT,0.00807870228043512
FGRU,FIGR,0.007761230113605216
METU,META,0.007466274250803791
MRNX,MRNA,0.0062666022098513885
BITU,IBIT,0.005909530448570028
URAA,URA,0.005273069046427314
ASTX,ASTS,0.004888575473313333
UECG,UEC,0.004366365397896643
ONDG,ONDS,0.003979941159953235
ONDL,ONDS,0.0033745875786575633
SMYY,SMCI,0.003131069533423981
BMNG,BMNR,0.00296831858410661
OKLL,OKLO,0.0026428345459126833
USGG,USAR,0.0017985190911365776
CLSX,CLSK,0.001649854819660455
BEX,BE,0.0014879903551130857
OSCX,OSCR,0.000908297030602713
OPEX,OPEN,0.0008928052299318604
CRCG,CRCL,0.0008299298659492144
SOFA,SOFI,0.0008298797675914834
WDCX,WDC,0.0008298774659688362
BABU,BABA,0.0008298763953587811
BMNU,BMNR,0.0008298761432581639
SATG,SATS,0.0008298757642065296
ASMU,ASML,0.0008298757374345216
GLXU,GLXY,0.000829875713235313
PLUL,PLUG,0.0008298757005656421
SPXL,SPY,0.0008298756646499519
MPL,MP,0.0008298756555057776
CRCA,CRCL,0.0008298756536701427
BAIG,BBAI,0.0008298756507962615
ETHU,ETHA,0.0008298756432622854
COPZ,COPX,0.0008298756255222513
UUUG,UUUU,0.0008298756252825751
FCXG,FCX,0.0008298756219355124
CIFG,CIFR,0.0008298756165001617
MEXX,EWW,0.0008298756138135683
TQQQ,QQQ,0.0008298756121132533
CWEB,KWEB,0.0008298756090653116
ETU,ETHA,0.000829875605056002
YINN,FXI,0.000829875604043976
COYY,COIN,0.0008298756037162291
DNNG,DNN,0.0008298755982856598
BULX,BULL,0.0008298755975662888
NEBX,NBIS,0.0008298755924513463
QSU,QS,0.0008298755921323208
MPG,MP,0.0008298755882304999
URTY,IWM,0.0008298755864787835
GOOX,GOOGL,0.0008298755846939688
CCUP,CRCL,0.0008298755831947391
NVDG,NVDA,0.0008298755831183822
PONX,PONY,0.0008298755777823831
NVDU,NVDA,0.0008298755757972542
BOEU,BA,0.0008298755745827263
BABX,BABA,0.0008298755732382717
BOEG,BA,0.000829875572826726
NVDL,NVDA,0.0008298755725918627
ETHT,ETHA,0.000829875571626037
GGLL,GOOGL,0.0008298755705640721
MSFU,MSFT,0.0008298755699863311
AAPB,AAPL,0.000829875568643423
UBRL,UBER,0.0008298755676223569
ASTN,ASTS,0.0008298755668345867
SOLX,GSOL,0.0008298755666499577
NUGT,GDX,0.0008298755610152481
AMZZ,AMZN,0.0008298755591400745
GEVX,GEV,0.0008298755584785441
MUU,MU,0.0008298755575945141
NVDB,NVDA,0.0008298755567575113
COHX,COHR,0.0008298755560634534
IOYY,IONQ,0.0008298755550425533
XXRP,XRPZ,0.0008298755548807712
JNUG,GDXJ,0.0008298755546065711
AMZU,AMZN,0.0008298755524646979
LRCU,LRCX,0.0008298755519472125
NUG,NU,0.0008298755514314351
LLYX,LLY,0.000829875551274722
ARCX,ACHR,0.0008298755508591464
WULX,WULF,0.0008298755506757074
NBIL,NBIS,0.0008298755505181121
UXRP,XRPZ,0.0008298755502257642
KEEX,KEEL,0.0008298755500270118
PALU,PANW,0.0008298755494389116
SBTU,SBET,0.0008298755493731571
QUBX,QUBT,0.0008298755492325855
SOXL,SOXX,0.0008298755492078461
COIA,COIN,0.0008298755487600839
ASMG,ASML,0.0008298755479330177
CIFU,CIFR,0.0008298755479326934
MULL,MU,0.000829875547296951
QBTX,QBTS,0.0008298755471348453
NBIG,NBIS,0.0008298755465246701
ETRL,ETOR,0.0008298755458474264
AVGG,AVGO,0.000829875545654884
PANG,PANW,0.000829875545421838
AMDL,AMD,0.000829875545027749
TXXD,TDOG,0.0008298755449212135
AMUU,AMD,0.0008298755441873198
MTYY,MSTR,0.0008298755435756655
TSMU,TSM,0.0008298755434452926
IREG,IREN,0.0008298755426921945
TSMG,TSM,0.0008298755417503361
CWVX,CRWV,0.0008298755414184794
GDXU,GDX,0.0008298755406448071
XRPT,XRPZ,0.0008298755404503706
AMDG,AMD,0.0008298755403623679
ELIL,LLY,0.0008298755402828277
