symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
ZSL,flow_program,11405.67770628,11405.67770628,1
DUST,flow_program,11155.9533568,11155.9533568,1
SQQQ,flow_program,11042.936742240001,11042.936742240001,1
FAZ,flow_program,10565.813279,10565.813279,1
TSLQ,flow_program,10100.940234000002,10100.940234000002,1
SDS,flow_program,9743.948232480001,9743.948232480001,1
SOXS,flow_program,9669.9400668,9669.9400668,1
LABD,flow_program,8840.1809276,8840.1809276,1
NVDQ,flow_program,8647.212768,8647.212768,1
EWV,flow_program,829.3665929584,829.3665929584,1
TSYY,flow_program,-35.02359509,35.02359509,1
NVYY,flow_program,-46.325037200000004,46.325037200000004,1
TQQY,flow_program,-214.10075045,214.10075045,1
