ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
APPX,APP,2.0,1.986211,234,ols
ARCX,ACHR,2.0,1.987089,203,ols
ASTX,ASTS,2.0,1.989303,182,ols
BEX,BE,2.0,1.975859,94,ols
CEGX,CEG,2.0,1.983439,182,ols
CLSX,CLSK,2.0,1.998695,136,ols
COZX,CORZ,2.0,2.039501,100,ols
CRDU,CRDO,2.0,1.989424,136,ols
CSEX,CLS,2.0,1.996202,94,ols
CWVX,CRWV,2.0,1.989415,182,ols
DOGD,DDOG,2.0,2.013138,160,ols
ENPX,ENPH,2.0,2.01821,136,ols
FLYT,FLY,2.0,1.984324,109,ols
GEVX,GEV,2.0,1.996615,182,ols
IREX,IREN,2.0,1.981936,109,ols
JOBX,JOBY,2.0,1.978875,141,ols
LABX,ALAB,2.0,1.994835,160,ols
LRCU,LRCX,2.0,2.03992,155,ols
MDBX,MDB,2.0,1.99084,155,ols
NEBX,NBIS,2.0,1.997159,141,ols
NNEX,NNE,2.0,1.985342,94,ols
NVTX,NVTS,2.0,1.998184,141,ols
OPEX,OPEN,2.0,1.996865,109,ols
PONX,PONY,2.0,2.006066,141,ols
QBTX,QBTS,2.0,1.992373,234,ols
QUBX,QUBT,2.0,1.963788,194,ols
RGTU,RGTI,2.0,1.986118,194,ols
SMU,SMR,2.0,1.985411,182,ols
SNPX,SNPS,2.0,1.919611,94,ols
SRPU,SRPT,2.0,1.964412,109,ols
TARK,ARKK,2.0,1.977509,501,ols
TEMT,TEM,2.0,1.984751,222,ols
UNX,U,2.0,2.030085,136,ols
UPSX,UPST,2.0,1.985224,203,ols
VOYX,VOYG,2.0,1.965681,141,ols
WULX,WULF,2.0,1.994671,109,ols
CRMU,CRML,2.0,1.967017,35,ols
UECG,UEC,2.0,1.994273,35,ols
DNNG,DNN,2.0,1.980583,35,ols
RCAX,RCAT,2.0,2.015271,40,ols
RDWU,RDW,2.0,1.981113,42,ols
OKLL,OKLO,2.0,1.997919,194,ols
GDXU,GDX,2.0,3.043138,501,ols
MRNX,MRNA,2.0,2.015315,39,ols
ZETX,ZETA,2.0,2.057425,39,ols
LITX,LITE,2.0,1.979908,45,ols
SNXX,SNDX,2.0,1.493368,45,ols
WDCX,WDC,2.0,2.046408,45,ols
LNOK,NOK,2.0,1.96695,49,ols
USGG,USAR,2.0,1.997275,54,ols
ONDG,ONDS,2.0,2.005322,54,ols
PLUL,PLUG,2.0,1.933607,54,ols
ALBG,ALB,2.0,2.005559,54,ols
UUUG,UUUU,2.0,2.000782,54,ols
HUTG,HUT,2.0,2.002041,54,ols
XPEG,XPEV,2.0,1.986874,52,ols
ORLG,ORLY,2.0,2.000396,52,ols
LUNL,LUNR,2.0,1.999915,54,ols
RKTL,RKT,2.0,1.958824,54,ols
EOSU,EOSE,2.0,1.965183,53,ols
BTFL,BITF,2.0,2.029253,63,ols
FGRU,FIGR,2.0,2.005429,30,ols
APHU,APH,2.0,2.0122,30,ols
COPZ,COPX,2.0,2.035826,30,ols
LEUX,LEU,2.0,2.06909,29,ols_short_history
COHX,COHR,2.0,2.059599,29,ols_short_history
AXPG,AXP,2.0,2.017592,29,ols_short_history
FCXG,FCX,2.0,2.048172,29,ols_short_history
GLWG,GLW,2.0,1.989385,16,ols_short_history
SNDU,SNDK,2.0,1.959268,14,ols_short_history
PAAU,PAAS,2.0,1.958384,14,ols_short_history
BITX,IBIT,2.0,2.004333,501,ols
ETHU,ETHA,2.0,2.000999,424,ols
XXRP,XRPZ,2.0,2.019523,87,ols
ADBU,ADBE,2.0,1.900756,5,ols_short_history
PYPU,PYPL,2.0,1.97066,5,ols_short_history
TXNU,TXN,2.0,1.98819,5,ols_short_history
UNHU,UNH,2.0,1.9618,5,ols_short_history
AAOX,AAOI,2.0,1.896694,6,ols_short_history
HLXX,HL,2.0,2.037284,6,ols_short_history
IBX,IBM,2.0,1.931003,6,ols_short_history
AALG,AAL,2.0,1.980012,182,ols
ABNG,ABNB,2.0,1.986397,92,ols
ADBG,ADBE,2.0,1.992573,258,ols
AMDG,AMD,2.0,2.003158,297,ols
ARMG,ARM,2.0,1.995961,304,ols
ASMG,ASML,2.0,1.985145,304,ols
AVGG,AVGO,2.0,1.998507,219,ols
BAIG,BBAI,2.0,2.003204,153,ols
BEG,BE,2.0,1.994147,72,ols
BIDG,BIDU,2.0,2.017692,70,ols
BLSG,BLSH,2.0,2.020289,107,ols
BMNG,BMNR,2.0,1.990725,107,ols
BOEG,BA,2.0,1.990124,200,ols
BULG,BULL,2.0,1.97505,161,ols
CIFG,CIFR,2.0,1.991726,75,ols
CMGG,CMG,2.0,1.971952,92,ols
CNCG,CNC,2.0,2.012451,70,ols
COIG,COIN,2.0,1.996042,262,ols
COTG,COST,2.0,1.985591,134,ols
CRCG,CRCL,2.0,1.991217,161,ols
CRMG,CRM,2.0,1.983414,248,ols
CRWG,CRWV,2.0,1.996448,161,ols
DUOG,DUOL,2.0,2.019308,75,ols
FIGG,FIG,2.0,1.994264,116,ols
FUTG,FUTU,2.0,1.999065,116,ols
GEMG,GEMI,2.0,1.975515,100,ols
GEVG,GEV,2.0,1.957698,72,ols
GLGG,GLXY,2.0,1.99969,153,ols
GRAG,GRAB,2.0,1.971656,75,ols
HOOG,HOOD,2.0,2.005866,258,ols
IREG,IREN,2.0,1.969826,72,ols
KLAG,KLAC,2.0,2.011424,70,ols
LACG,LAC,2.0,2.009157,75,ols
LULG,LULU,2.0,1.990647,100,ols
MPG,MP,2.0,1.984645,107,ols
NBIG,NBIS,2.0,2.008905,107,ols
NEMG,NEM,2.0,1.997165,92,ols
NETG,NET,2.0,2.00569,92,ols
NIOG,NIO,2.0,1.975772,70,ols
NUG,NU,2.0,1.979432,92,ols
NVDG,NVDA,2.0,1.969393,323,ols
OKTG,OKTA,2.0,1.999389,92,ols
OPEG,OPEN,2.0,2.003882,75,ols
OSCG,OSCR,2.0,1.986506,100,ols
PANG,PANW,2.0,1.995731,258,ols
PBRG,PBR,2.0,1.928243,70,ols
PLTG,PLTR,2.0,1.996716,234,ols
PYPG,PYPL,2.0,1.994918,248,ols
RTXG,RTX,2.0,2.013355,205,ols
SATG,SATS,2.0,2.006903,72,ols
SBU,SBUX,2.0,1.999232,92,ols
SNAG,SNAP,2.0,1.965724,70,ols
SPOG,SPOT,2.0,1.978222,92,ols
TERG,TER,2.0,1.995329,92,ols
TSLG,TSLA,2.0,1.990912,323,ols
TSMG,TSM,2.0,1.980932,304,ols
UNHG,UNH,2.0,1.995906,175,ols
UPSG,UPS,2.0,1.982231,75,ols
VALG,VALE,2.0,1.977064,70,ols
XYZG,XYZ,2.0,1.998563,248,ols
COIO,COIN,2.0,0.947596,159,ols
MSOO,MSTR,2.0,0.976036,159,ols
NVDO,NVDA,2.0,0.956354,159,ols
PLOO,PLTR,2.0,0.894168,159,ols
TSLO,TSLA,2.0,0.865468,159,ols
CRCA,CRCL,2.0,1.981049,163,ols
NVDB,NVDA,2.0,1.99614,140,ols
PLTA,PLTR,2.0,1.991513,140,ols
TSLI,TSLA,2.0,1.979747,140,ols
COIA,COIN,2.0,2.001291,140,ols
BITU,IBIT,2.0,1.992297,501,ols
ETHT,ETHA,2.0,1.991346,424,ols
UXRP,XRPZ,2.0,1.99913,87,ols
SOLT,SOEZ,2.0,2.015004,81,ols
TSLR,TSLA,2.0,1.998984,501,ols
AAPB,AAPL,2.0,1.990393,501,ols
AMDL,AMD,2.0,1.997116,501,ols
AMZZ,AMZN,2.0,1.989909,501,ols
AVGU,AVGO,2.0,1.990393,180,ols
BABX,BABA,2.0,2.006347,501,ols
BULX,BULL,2.0,1.974675,145,ols
CONL,COIN,2.0,1.987045,501,ols
CRWL,CRWD,2.0,1.995873,345,ols
DLLL,DELL,2.0,1.986532,282,ols
ETRL,ETOR,2.0,1.999322,145,ols
GOU,GOOGL,2.0,2.03348,82,ols
INTW,INTC,2.0,1.987083,283,ols
IONL,IONQ,2.0,1.985964,255,ols
ISUL,ISRG,2.0,2.000861,121,ols
LCDL,LCID,2.0,1.961673,237,ols
MRAL,MARA,2.0,1.978772,268,ols
FBL,META,2.0,1.996615,501,ols
MVLL,MRVL,2.0,1.99366,268,ols
MSFL,MSFT,2.0,1.992341,501,ols
MSTP,MSTR,2.0,1.994311,203,ols
MULL,MU,2.0,1.998701,345,ols
NBIL,NBIS,2.0,1.999083,121,ols
NOWL,NOW,2.0,1.995069,180,ols
NVDL,NVDA,2.0,1.98765,501,ols
PDDL,PDD,2.0,2.008921,180,ols
PTIR,PLTR,2.0,1.996674,394,ols
QCML,QCOM,2.0,1.972739,249,ols
RDTL,RDDT,2.0,1.98113,256,ols
RVNL,RIVN,2.0,1.986743,237,ols
SMCL,SMCI,2.0,1.763512,323,ols
TSMU,TSM,2.0,1.992405,345,ols
UBRL,UBER,2.0,1.997287,394,ols
VRTL,VRT,2.0,1.981193,256,ols
AMYY,AMD,2.0,0.315253,136,ols
AZYY,AMZN,2.0,0.64842,136,ols
BBYY,BABA,2.0,0.584768,110,ols
XBTY,IBIT,2.0,0.540992,222,ols
COYY,COIN,2.0,0.475637,170,ols
NUGY,GDX,2.0,0.484252,91,ols
HMYY,HIMS,2.0,0.261314,82,ols
HOYY,HOOD,2.0,0.511608,126,ols
IOYY,IONQ,2.0,0.366921,101,ols
MAAY,MARA,2.0,0.321058,101,ols
FBYY,META,2.0,0.584113,110,ols
MTYY,MSTR,2.0,0.390002,131,ols
NVYY,NVDA,2.0,0.656496,222,ols
PLYY,PLTR,2.0,0.536881,131,ols
QBY,QBTS,2.0,0.284643,83,ols
TQQY,QQQ,2.0,0.876917,275,ols
RGYY,RGTI,2.0,0.32309,86,ols
RTYY,RIOT,2.0,0.355328,82,ols
SEMY,SOXX,2.0,0.725337,91,ols
SMYY,SMCI,2.0,0.327216,126,ols
YSPY,SPY,2.0,0.843137,249,ols
TSYY,TSLA,2.0,0.542213,320,ols
QYLD,QQQ,1.0,0.627573,501,ols
QYLG,QQQ,1.0,0.800899,501,ols
QQQX,QQQ,1.0,0.787126,501,ols
JEPQ,QQQ,1.0,0.773915,501,ols
XYLD,SPY,1.0,0.64601,501,ols
XYLG,SPY,1.0,0.815228,501,ols
JEPI,SPY,1.0,0.59914,501,ols
SPYI,SPY,1.0,0.830078,501,ols
RYLD,IWM,1.0,0.578346,501,ols
ABNY,ABNB,1.0,0.796534,443,ols
AIYY,AI,1.0,0.771426,501,ols
AMDY,AMD,1.0,0.800895,501,ols
AMZY,AMZN,1.0,0.764259,501,ols
APLY,AAPL,1.0,0.787789,501,ols
BABO,BABA,1.0,0.77391,412,ols
BRKC,BRK-B,1.0,0.828281,206,ols
CONY,COIN,1.0,0.775084,501,ols
CRCO,CRCL,1.0,0.836722,126,ols
CVNY,CVNA,1.0,0.81572,292,ols
DISO,DIS,1.0,0.759787,501,ols
DRAY,DKNG,1.0,0.806221,180,ols
FBY,META,1.0,0.787801,501,ols
GMEY,GME,1.0,0.65337,141,ols
GOOY,GOOGL,1.0,0.752568,501,ols
HIYY,HIMS,1.0,0.873032,131,ols
HOOY,HOOD,1.0,0.790684,225,ols
MARO,MARA,1.0,0.782277,326,ols
MRNY,MRNA,1.0,0.760936,501,ols
MSFO,MSFT,1.0,0.790872,501,ols
MSTY,MSTR,1.0,0.76378,501,ols
NFLY,NFLX,1.0,0.779896,501,ols
NVDY,NVDA,1.0,0.788066,501,ols
PLTY,PLTR,1.0,0.794821,370,ols
PYPY,PYPL,1.0,0.815037,501,ols
RBLY,RBLX,1.0,0.847535,170,ols
RDYY,RDDT,1.0,0.822277,141,ols
SMCY,SMCI,1.0,0.75936,388,ols
SNOY,SNOW,1.0,0.794407,452,ols
TSLY,TSLA,1.0,0.755492,501,ols
TSMY,TSM,1.0,0.797627,403,ols
XOMO,XOM,1.0,0.802965,501,ols
XYZY,XYZ,1.0,0.812813,501,ols
AAPW,AAPL,1.0,1.099203,279,ols
AMDW,AMD,1.0,1.198998,173,ols
AMZW,AMZN,1.0,1.213295,197,ols
ARMW,ARM,1.0,1.204719,109,ols
AVGW,AVGO,1.0,1.197405,173,ols
BABW,BABA,1.0,1.226384,109,ols
BRKW,BRK-B,1.0,1.18012,197,ols
COIW,COIN,1.0,1.217553,280,ols
COSW,COST,1.0,1.242576,109,ols
GOOW,GOOGL,1.0,1.226191,173,ols
HOOW,HOOD,1.0,1.210542,197,ols
METW,META,1.0,1.185706,197,ols
MSFW,MSFT,1.0,1.21755,173,ols
MSTW,MSTR,1.0,1.21995,173,ols
NFLW,NFLX,1.0,1.192319,197,ols
NVDW,NVDA,1.0,1.200332,280,ols
PLTW,PLTR,1.0,1.195162,280,ols
TSLW,TSLA,1.0,1.19761,280,ols
UBEW,UBER,1.0,1.222584,109,ols
UNHW,UNH,1.0,1.203198,81,ols
TSYW,TLT,1.0,1.154077,94,ols
GLDW,GOLD,1.0,0.343236,104,ols
GDXW,GDX,1.0,1.201654,104,ols
TOPW,TOP,1.0,0.030627,144,ols
SDS,SPY,-2.0,-1.935615,501,ols
QID,QQQ,-2.0,-1.993143,501,ols
DXD,DIA,-2.0,-1.989821,501,ols
TWM,IWM,-2.0,-2.00344,501,ols
SCO,USO,-2.0,-1.446658,501,ols
MSTZ,MSTR,-2.0,-1.982456,384,ols
NVDQ,NVDA,-2.0,-1.992222,501,ols
BTCZ,IBIT,-2.0,-1.992745,433,ols
ETHD,ETHA,-2.0,-1.981509,424,ols
CRCD,CRCL,-2.0,-2.011022,128,ols
CORD,CRWV,-2.0,-2.006401,128,ols
TSLQ,TSLA,-2.0,-1.860155,501,ols
ZSL,SLV,-2.0,-2.023766,501,ols
SQQQ,QQQ,-3.0,-2.976594,501,ols
SPXS,SPY,-3.0,-2.901939,501,ols
TZA,IWM,-3.0,-2.991896,501,ols
SOXS,SOXX,-3.0,-2.99035,501,ols
FAZ,XLF,-3.0,-3.00078,501,ols
LABD,XBI,-3.0,-2.992015,501,ols
TECS,XLK,-3.0,-2.963343,501,ols
SDOW,DIA,-3.0,-2.989027,501,ols
DUST,GDX,-3.0,-1.986551,501,ols
TTXD,XLK,-2.0,-1.87232,124,ols
TSXD,SOXX,-2.0,-1.890096,124,ols
WEBS,XLK,-3.0,-2.2485,501,ols
FNGD,XLK,-3.0,-2.843323,501,ols
REW,XLK,-2.0,-1.999386,501,ols
SKF,XLF,-2.0,-2.003637,501,ols
SPXU,SPY,-3.0,-2.894924,501,ols
DUG,XLE,-2.0,-1.975368,501,ols
DRIP,XOP,-2.0,-1.999142,501,ols
TMV,TLT,-3.0,-2.966066,501,ols
TBT,TLT,-2.0,-1.983256,501,ols
TBX,TLT,-2.0,-0.426475,501,ols
NVDS,NVDA,-1.5,-1.452907,501,ols
EWV,EWJ,-2.0,-1.980002,501,ols
APLZ,APLD,-2.0,-1.987218,48,ols
AMZO,AMZN,-2.0,-1.967743,6,ols_short_history
HIBS,SPY,-3.0,-4.46666,501,ols
CLSZ,CLSK,-2.0,-2.026014,29,ols_short_history
