ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
TEMT,TEM,2.0,1.98479,213,ols
UNX,U,2.0,2.026167,127,ols
UPSX,UPST,2.0,1.989235,194,ols
VOYX,VOYG,2.0,1.97275,132,ols
WULX,WULF,2.0,1.997443,100,ols
CRMU,CRML,2.0,1.957787,26,ols_short_history
UECG,UEC,2.0,1.978327,26,ols_short_history
DNNG,DNN,2.0,1.951349,26,ols_short_history
RCAX,RCAT,2.0,2.032033,31,ols
RDWU,RDW,2.0,1.966314,33,ols
OKLL,OKLO,2.0,1.997575,185,ols
GDXU,GDX,2.0,3.042807,500,ols
MRNX,MRNA,2.0,2.017211,30,ols
ZETX,ZETA,2.0,2.076607,30,ols
LITX,LITE,2.0,1.976924,36,ols
SNXX,SNDX,2.0,1.455573,36,ols
WDCX,WDC,2.0,2.058221,36,ols
LNOK,NOK,2.0,1.946039,40,ols
USGG,USAR,2.0,2.001579,45,ols
ONDG,ONDS,2.0,2.00099,45,ols
PLUL,PLUG,2.0,1.931874,45,ols
ALBG,ALB,2.0,2.009636,45,ols
UUUG,UUUU,2.0,1.997824,45,ols
HUTG,HUT,2.0,2.002372,45,ols
XPEG,XPEV,2.0,1.99065,43,ols
ORLG,ORLY,2.0,2.013343,43,ols
LUNL,LUNR,2.0,2.016491,45,ols
RKTL,RKT,2.0,1.950609,45,ols
EOSU,EOSE,2.0,1.978398,44,ols
BTFL,KEEL,2.0,2.040899,54,ols
FGRU,FIGR,2.0,2.007423,21,ols_short_history
APHU,APH,2.0,2.021329,21,ols_short_history
COPZ,COPX,2.0,2.079897,21,ols_short_history
LEUX,LEU,2.0,2.127574,20,ols_short_history
COHX,COHR,2.0,2.060621,20,ols_short_history
AXPG,AXP,2.0,2.026932,20,ols_short_history
FCXG,FCX,2.0,2.056222,20,ols_short_history
GLWG,GLW,2.0,2.035623,7,ols_short_history
SNDU,SNDK,2.0,1.699728,5,ols_short_history
PAAU,PAAS,2.0,2.08047,5,ols_short_history
BITX,IBIT,2.0,2.00406,500,ols
ETHU,ETHA,2.0,2.001034,415,ols
XXRP,XRPZ,2.0,2.019619,78,ols
AALG,AAL,2.0,1.978294,173,ols
ABNG,ABNB,2.0,1.997422,83,ols
ADBG,ADBE,2.0,1.991784,249,ols
AMDG,AMD,2.0,2.002628,288,ols
ARMG,ARM,2.0,1.996973,295,ols
ASMG,ASML,2.0,1.982901,295,ols
AVGG,AVGO,2.0,2.00018,210,ols
BAIG,BBAI,2.0,2.010633,144,ols
BEG,BE,2.0,1.99825,63,ols
BIDG,BIDU,2.0,2.013358,61,ols
BLSG,BLSH,2.0,2.012053,98,ols
BMNG,BMNR,2.0,1.993256,98,ols
BOEG,BA,2.0,1.990899,191,ols
BULG,BULL,2.0,1.986156,152,ols
CIFG,CIFR,2.0,1.994856,66,ols
CMGG,CMG,2.0,1.971405,83,ols
CNCG,CNC,2.0,2.004681,61,ols
COIG,COIN,2.0,1.995459,253,ols
COTG,COST,2.0,1.986794,125,ols
CRCG,CRCL,2.0,1.989694,152,ols
CRMG,CRM,2.0,1.983548,239,ols
CRWG,CRWV,2.0,1.997003,152,ols
DUOG,DUOL,2.0,2.020638,66,ols
FIGG,FIG,2.0,1.99611,107,ols
FUTG,FUTU,2.0,1.998851,107,ols
GEMG,GEMI,2.0,1.978672,91,ols
GEVG,GEV,2.0,1.944385,63,ols
GLGG,GLXY,2.0,2.002348,144,ols
GRAG,GRAB,2.0,1.989404,66,ols
HOOG,HOOD,2.0,2.00613,249,ols
IREG,IREN,2.0,1.969042,63,ols
KLAG,KLAC,2.0,2.01763,61,ols
LACG,LAC,2.0,2.011227,66,ols
LULG,LULU,2.0,1.991656,91,ols
MPG,MP,2.0,1.98505,98,ols
NBIG,NBIS,2.0,2.008519,98,ols
NEMG,NEM,2.0,1.997906,83,ols
NETG,NET,2.0,2.004453,83,ols
NIOG,NIO,2.0,1.975756,61,ols
NUG,NU,2.0,1.991471,83,ols
NVDG,NVDA,2.0,1.968838,314,ols
OKTG,OKTA,2.0,2.000559,83,ols
OPEG,OPEN,2.0,2.00719,66,ols
OSCG,OSCR,2.0,1.987999,91,ols
PANG,PANW,2.0,1.997615,249,ols
PBRG,PBR,2.0,1.921387,61,ols
PLTG,PLTR,2.0,1.995071,225,ols
PYPG,PYPL,2.0,1.994791,239,ols
RTXG,RTX,2.0,2.011447,196,ols
SATG,SATS,2.0,2.008962,63,ols
SBU,SBUX,2.0,1.995908,83,ols
SNAG,SNAP,2.0,1.999844,61,ols
SPOG,SPOT,2.0,1.989057,83,ols
TERG,TER,2.0,1.991242,83,ols
TSLG,TSLA,2.0,1.9911,314,ols
TSMG,TSM,2.0,1.978529,295,ols
UNHG,UNH,2.0,1.996159,166,ols
UPSG,UPS,2.0,1.995523,66,ols
VALG,VALE,2.0,1.976013,61,ols
XYZG,XYZ,2.0,1.999535,239,ols
COIO,COIN,2.0,0.94222,149,ols
MSOO,MSTR,2.0,0.97149,150,ols
NVDO,NVDA,2.0,0.937296,150,ols
PLOO,PLTR,2.0,0.89876,150,ols
TSLO,TSLA,2.0,0.854556,150,ols
CRCA,CRCL,2.0,1.977981,154,ols
NVDB,NVDA,2.0,1.991897,131,ols
PLTA,PLTR,2.0,1.990917,131,ols
TSLI,TSLA,2.0,1.978862,131,ols
COIA,COIN,2.0,1.999399,131,ols
BITU,IBIT,2.0,1.992364,492,ols
ETHT,ETHA,2.0,1.991301,415,ols
UXRP,XRPZ,2.0,2.001617,78,ols
SOLT,SOEZ,2.0,2.014019,72,ols
TSLR,TSLA,2.0,1.999054,500,ols
AAPB,AAPL,2.0,1.990397,500,ols
AMDL,AMD,2.0,1.997474,500,ols
AMZZ,AMZN,2.0,1.991606,500,ols
AVGU,AVGO,2.0,1.988083,171,ols
BABX,BABA,2.0,2.006222,500,ols
BULX,BULL,2.0,1.968803,136,ols
CONL,COIN,2.0,1.986614,500,ols
CRWL,CRWD,2.0,1.996244,336,ols
DLLL,DELL,2.0,1.986281,273,ols
ETRL,ETOR,2.0,1.999497,136,ols
GOU,GOOGL,2.0,2.052316,73,ols
INTW,INTC,2.0,1.988167,274,ols
IONL,IONQ,2.0,1.98817,246,ols
ISUL,ISRG,2.0,2.001678,112,ols
LCDL,LCID,2.0,1.962576,228,ols
MRAL,MARA,2.0,1.980514,259,ols
FBL,META,2.0,1.997055,500,ols
MVLL,MRVL,2.0,1.992643,259,ols
MSFL,MSFT,2.0,1.992034,500,ols
MSTP,MSTR,2.0,1.99513,194,ols
MULL,MU,2.0,1.997679,336,ols
NBIL,NBIS,2.0,1.998179,112,ols
NOWL,NOW,2.0,1.995404,171,ols
NVDL,NVDA,2.0,1.988015,500,ols
PDDL,PDD,2.0,2.006283,171,ols
PTIR,PLTR,2.0,1.996766,385,ols
QCML,QCOM,2.0,1.973108,240,ols
RDTL,RDDT,2.0,1.981944,247,ols
RVNL,RIVN,2.0,1.993351,228,ols
SMCL,SMCI,2.0,1.987942,314,ols
TSMU,TSM,2.0,1.991042,336,ols
UBRL,UBER,2.0,1.995844,385,ols
VRTL,VRT,2.0,1.982994,247,ols
AMYY,AMD,2.0,0.31841,127,ols
AZYY,AMZN,2.0,0.637343,127,ols
BBYY,BABA,2.0,0.607657,101,ols
XBTY,IBIT,2.0,0.539808,213,ols
COYY,COIN,2.0,0.488484,161,ols
NUGY,GDX,2.0,0.512023,82,ols
HMYY,HIMS,2.0,0.261132,73,ols
HOYY,HOOD,2.0,0.518479,117,ols
IOYY,IONQ,2.0,0.369739,92,ols
MAAY,MARA,2.0,0.322975,92,ols
FBYY,META,2.0,0.622468,101,ols
MTYY,MSTR,2.0,0.39008,122,ols
NVYY,NVDA,2.0,0.656335,213,ols
PLYY,PLTR,2.0,0.551303,122,ols
QBY,QBTS,2.0,0.292412,74,ols
TQQY,QQQ,2.0,0.864417,266,ols
RGYY,RGTI,2.0,0.325041,77,ols
RTYY,RIOT,2.0,0.36362,73,ols
SEMY,SOXX,2.0,0.774079,82,ols
SMYY,SMCI,2.0,0.448802,117,ols
YSPY,SPY,2.0,0.814821,240,ols
TSYY,TSLA,2.0,0.542917,311,ols
QYLD,QQQ,1.0,0.624202,500,ols
QYLG,QQQ,1.0,0.797883,500,ols
QQQX,QQQ,1.0,0.771581,500,ols
JEPQ,QQQ,1.0,0.768961,500,ols
XYLD,SPY,1.0,0.644687,500,ols
XYLG,SPY,1.0,0.813984,500,ols
JEPI,SPY,1.0,0.598276,500,ols
SPYI,SPY,1.0,0.82481,500,ols
RYLD,IWM,1.0,0.574564,500,ols
ABNY,ABNB,1.0,0.795936,434,ols
AIYY,AI,1.0,0.771195,500,ols
AMDY,AMD,1.0,0.803679,500,ols
AMZY,AMZN,1.0,0.765372,500,ols
APLY,AAPL,1.0,0.781732,500,ols
BABO,BABA,1.0,0.775326,403,ols
BRKC,BRK-B,1.0,0.829251,197,ols
CONY,COIN,1.0,0.769813,500,ols
CRCO,CRCL,1.0,0.832378,117,ols
CVNY,CVNA,1.0,0.816642,283,ols
DISO,DIS,1.0,0.757745,500,ols
DRAY,DKNG,1.0,0.803535,171,ols
FBY,META,1.0,0.783753,500,ols
GMEY,GME,1.0,0.644597,132,ols
GOOY,GOOGL,1.0,0.74553,500,ols
HIYY,HIMS,1.0,0.869584,122,ols
HOOY,HOOD,1.0,0.788251,216,ols
MARO,MARA,1.0,0.781835,317,ols
MRNY,MRNA,1.0,0.759927,500,ols
MSFO,MSFT,1.0,0.787789,500,ols
MSTY,MSTR,1.0,0.756708,500,ols
NFLY,NFLX,1.0,0.783134,500,ols
NVDY,NVDA,1.0,0.787754,500,ols
PLTY,PLTR,1.0,0.794019,361,ols
PYPY,PYPL,1.0,0.813504,500,ols
RBLY,RBLX,1.0,0.846509,161,ols
RDYY,RDDT,1.0,0.827371,132,ols
SMCY,SMCI,1.0,0.743988,379,ols
SNOY,SNOW,1.0,0.793211,443,ols
TSLY,TSLA,1.0,0.754244,500,ols
TSMY,TSM,1.0,0.792919,394,ols
XOMO,XOM,1.0,0.802225,500,ols
XYZY,XYZ,1.0,0.81226,500,ols
AAPW,AAPL,1.0,1.099391,270,ols
AMDW,AMD,1.0,1.199121,164,ols
AMZW,AMZN,1.0,1.212627,188,ols
ARMW,ARM,1.0,1.191823,100,ols
AVGW,AVGO,1.0,1.19873,164,ols
BABW,BABA,1.0,1.224674,100,ols
BRKW,BRK-B,1.0,1.177377,188,ols
COIW,COIN,1.0,1.21757,271,ols
COSW,COST,1.0,1.249443,100,ols
GOOW,GOOGL,1.0,1.22519,164,ols
HOOW,HOOD,1.0,1.208391,188,ols
METW,META,1.0,1.182612,188,ols
MSFW,MSFT,1.0,1.218331,164,ols
MSTW,MSTR,1.0,1.220145,164,ols
NFLW,NFLX,1.0,1.192056,188,ols
NVDW,NVDA,1.0,1.200193,271,ols
PLTW,PLTR,1.0,1.19368,271,ols
TSLW,TSLA,1.0,1.197764,271,ols
UBEW,UBER,1.0,1.217747,100,ols
UNHW,UNH,1.0,1.202537,72,ols
TSYW,TLT,1.0,1.170837,85,ols
GLDW,GOLD,1.0,0.332809,95,ols
GDXW,GDX,1.0,1.20096,95,ols
SDS,SPY,-2.0,-1.933459,500,ols
QID,QQQ,-2.0,-1.992739,500,ols
DXD,DIA,-2.0,-1.988309,500,ols
TWM,IWM,-2.0,-2.001738,500,ols
SCO,USO,-2.0,-1.479344,500,ols
MSTZ,MSTR,-2.0,-1.982428,375,ols
NVDQ,NVDA,-2.0,-1.992642,500,ols
BTCZ,IBIT,-2.0,-1.992802,424,ols
ETHD,ETHA,-2.0,-1.981481,415,ols
CRCD,CRCL,-2.0,-2.01081,119,ols
CORD,CRWV,-2.0,-2.003349,119,ols
TSLQ,TSLA,-2.0,-1.853782,500,ols
ZSL,SLV,-2.0,-2.023965,500,ols
SQQQ,QQQ,-3.0,-2.975499,500,ols
SPXS,SPY,-3.0,-2.898597,500,ols
TZA,IWM,-3.0,-2.990746,500,ols
SOXS,SOXX,-3.0,-2.989379,500,ols
FAZ,XLF,-3.0,-3.001847,500,ols
LABD,XBI,-3.0,-2.991059,500,ols
TECS,XLK,-3.0,-2.96189,500,ols
SDOW,DIA,-3.0,-2.988074,500,ols
DUST,GDX,-3.0,-1.987556,500,ols
TTXD,XLK,-2.0,-1.842862,115,ols
TSXD,SOXX,-2.0,-1.891121,115,ols
WEBS,XLK,-3.0,-2.236047,500,ols
FNGD,XLK,-3.0,-2.830673,500,ols
REW,XLK,-2.0,-1.997942,500,ols
SKF,XLF,-2.0,-2.003392,500,ols
SPXU,SPY,-3.0,-2.891705,500,ols
DUG,XLE,-2.0,-1.975239,500,ols
DRIP,XOP,-2.0,-1.999043,500,ols
TMV,TLT,-3.0,-2.964348,500,ols
TBT,TLT,-2.0,-1.981612,500,ols
TBX,TLT,-2.0,-0.425119,500,ols
NVDS,NVDA,-1.5,-1.451357,500,ols
EWV,EWJ,-2.0,-1.969063,500,ols
APLZ,APLD,-2.0,-1.987395,39,ols
HIBS,SPY,-3.0,-4.468171,500,ols
CLSZ,CLSK,-2.0,-2.071405,20,ols_short_history
